# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871933. Accessed 11 Nov 2022.
# Comment: Data was not modified in any way.

Age [ka BP],Δδ18O [‰]
1631.5,0.5354
1632,0.4884
1632.5,0.557
1633,0.5378
1633.5,0.5644
1634,0.5288
1634.5,0.5708
1635,0.5702
1635.5,0.6156
1636,0.4979
1636.5,0.5819
1637,0.647
1637.5,0.6843
1638,0.7607
1638.5,0.5562
1639,0.6682
1639.5,0.7351
1640,0.7182
1640.5,0.806
1641,0.8612
1641.5,0.987
1642,1.0899
1642.5,1.1178
1643,1.1199
1643.5,1.1107
1644,1.0688
1644.5,1.0251
1645,1.0269
1645.5,1.0598
1646,1.0982
1646.5,1.2125
1647,1.1768
1647.5,1.14
1648,1.2195
1648.5,1.2751
1649,1.2654
1649.5,1.2601
1650,1.1408
1650.5,1.0275
1651,1.0429
1651.5,1.0348
1652,1.0622
1652.5,1.1775
1653,1.3105
1653.5,1.3567
1654,1.1091
1654.5,1.034
1655,1.1622
1655.5,1.2716
1656,2.2613
1656.5,2.1933
1657,1.3568
1657.5,1.2781
1658,1.4047
1658.5,1.5018
1659,1.4645
1659.5,1.4311
1660,1.5166
1660.5,1.61
1661,1.5236
1661.5,1.4815
1662,1.5125
1662.5,1.5656
1663,1.6482
1663.5,1.9733
1664,2.8136
1664.5,2.5601
1665,1.723
1665.5,1.2745
1666,1.1592
1666.5,1.2286
1667,1.2718
1667.5,1.1886
1668,1.1376
1668.5,1.2347
1669,1.1476
1669.5,1.1487
1670,1.1059
1670.5,1.0929
1671,1.0264
1671.5,0.8587
1672,0.7639
1672.5,1.1281
1673,1.2066
1673.5,1.2056
1674,1.2253
1674.5,1.2909
1675,1.2421
1675.5,1.144
1676,1.2655
1676.5,1.1263
1677,1.1571
1677.5,1.0452
1678,1.1345
1678.5,1.1073
1679,1.0763
1679.5,1.0927
1680,1.0757
1680.5,1.1029
1681,1.0966
1681.5,1.0867
1682,1.182
1682.5,1.106
1683,1.1087
1683.5,1.0327
1684,0.9524
1684.5,0.9785
1685,0.9558
1685.5,0.9553
1686,0.9815
1686.5,0.9663
1687,0.9069
1687.5,0.7754
1688,0.7103
1688.5,1.0266
1689,1.0595
1689.5,0.9853
1690,1.0445
1690.5,1.0418
1691,1.1632
1691.5,1.2981
1692,1.3594
1692.5,1.4087
1693,1.3115
1693.5,1.476
1694,1.4914
1694.5,1.4395
1695,1.4058
1695.5,1.4574
1696,1.3821
1696.5,1.3477
1697,1.5771
1697.5,2.1484
1698,2.4358
1698.5,2.4504
1699,3.4197
1699.5,3.4286
1700,2.8962
1700.5,2.8388
1701,3.4195
1701.5,4.15
1702,4.1018
1702.5,3.7648
1703,3.3765
1703.5,3.3186
1704,3.5102
1704.5,3.592
1705,3.0208
1705.5,2.4219
1706,2.0296
1706.5,2.2095
1707,2.3973
1707.5,2.6799
1708,3.3004
1708.5,4.682
1709,5.6793
1709.5,4.0979
1710,3.175
1710.5,2.6888
1711,1.8358
1711.5,1.4517
1712,1.5014
1712.5,1.6473
1713,1.8731
1713.5,2.2042
1714,3.1302
1714.5,4.0663
1715,2.6165
1715.5,1.5033
1716,1.4709
1716.5,1.205
1717,0.9115
1717.5,0.8013
1718,0.8562
1718.5,1.0159
1719,1.1657
1719.5,1.2739
1720,1.2829
1720.5,1.4477
1721,1.6812
1721.5,1.7177
1722,1.6602
1722.5,1.5157
1723,1.6495
1723.5,1.9521
1724,2.105
1724.5,2.0684
1725,1.8461
1725.5,1.64
1726,1.4687
1726.5,1.3809
1727,1.3586
1727.5,1.3691
1728,1.2432
1728.5,1.1029
1729,1.0849
1729.5,1.06
1730,1.0464
1730.5,1.161
1731,1.2186
1731.5,1.1677
1732,1.2109
1732.5,1.2887
1733,1.2697
1733.5,1.2487
1734,1.2448
1734.5,1.163
1735,1.0803
1735.5,1.0727
1736,1.0421
1736.5,1.0231
1737,1.115
1737.5,1.2222
1738,1.272
1738.5,1.3537
1739,1.4491
1739.5,1.4787
1740,1.5249
1740.5,1.5666
1741,1.6068
1741.5,1.6569
1742,1.7029
1742.5,1.7627
1743,1.8348
1743.5,1.767
1744,1.8886
1744.5,1.9779
1745,2.4033
1745.5,2.2911
1746,1.9055
1746.5,1.8284
1747,1.69
1747.5,1.4889
1748,1.3598
1748.5,1.3718
1749,1.4911
1749.5,1.5024
1750,1.479
1750.5,1.4228
1751,1.4448
1751.5,1.4413
1752,1.3638
1752.5,1.2765
1753,1.2582
1753.5,1.3343
1754,1.3837
1754.5,1.7214
1755,1.7907
1755.5,2.8897
1756,4.4909
1756.5,4.8935
1757,2.3529
1757.5,1.3691
1758,1.3835
1758.5,1.632
1759,1.5573
1759.5,1.3483
1760,1.2647
1760.5,1.3417
1761,1.3637
1761.5,1.3302
1762,1.2262
1762.5,1.1614
1763,1.2206
1763.5,1.3062
1764,1.254
1764.5,1.2529
1765,1.2746
1765.5,1.2102
1766,1.1556
1766.5,1.2217
1767,1.3453
1767.5,1.3031
1768,1.2149
1768.5,1.2616
1769,1.1445
1769.5,1.0747
1770,1.0232
1770.5,1.0705
1771,1.0049
1771.5,1.1688
1772,1.2035
1772.5,1.0791
1773,1.1144
1773.5,1.1746
1774,1.0504
1774.5,1.0936
1775,1.0391
1775.5,1.1067
1776,1.026
1776.5,1.1235
1777,1.168
1777.5,1.0517
1778,1.091
1778.5,1.0791
1779,0.9966
1779.5,1.0466
1780,1.029
1780.5,1.0644
1781,0.983
1781.5,0.9823
1782,1.0911
1782.5,1.0271
1783,1.0807
1783.5,1.1906
1784,1.1655
1784.5,1.1225
1785,1.0725
1785.5,1.0717
1786,1.0953
1786.5,1.1341
1787,1.217
1787.5,1.7181
1788,1.9392
1788.5,1.9627
1789,2.053
1789.5,1.975
1790,1.8214
1790.5,1.8462
1791,2.138
1791.5,3.398
1792,4.9322
1792.5,3.2576
1793,2.6143
1793.5,2.7442
1794,2.1565
1794.5,2.4585
1795,2.7885
1795.5,2.8132
1796,2.9392
1796.5,2.3514
1797,1.7008
1797.5,1.8081
1798,2.0421
1798.5,2.2815
1799,2.3546
1799.5,1.7964
1800,1.4243
1800.5,1.0481
1801,0.8575
1801.5,0.8635
1802,0.987
1802.5,0.9491
1803,1.0344
1803.5,1.0111
1804,1.0668
1804.5,1.2072
1805,1.1893
1805.5,1.1234
1806,0.997
1806.5,0.9718
1807,0.9448
1807.5,0.9428
1808,0.9602
1808.5,0.9284
1809,1.0246
1809.5,1.0307
1810,0.9567
1810.5,0.938
1811,0.9952
1811.5,1.0521
1812,1.0055
1812.5,0.9613
1813,0.793
1813.5,0.8144
1814,1.2378
1814.5,1.5029
1815,1.7373
1815.5,1.9531
1816,2.0546
1816.5,2.0269
1817,2.0239
1817.5,2.1788
1818,2.4519
1818.5,2.2549
1819,1.8265
1819.5,1.8518
1820,1.6995
1820.5,1.5448
1821,1.3289
1821.5,1.3561
1822,1.3177
1822.5,1.2763
1823,1.3322
1823.5,1.4008
1824,1.4993
1824.5,1.4979
1825,1.4299
1825.5,1.4761
1826,1.437
1826.5,1.4441
1827,1.4377
1827.5,1.4032
1828,1.3593
1828.5,1.3331
1829,1.3173
1829.5,1.3008
1830,1.3055
1830.5,1.3153
1831,1.289
1831.5,1.2518
1832,1.2386
1832.5,1.2208
1833,1.1421
1833.5,1.1654
1834,1.2159
1834.5,1.2218
1835,1.1644
1835.5,1.1207
1836,1.1472
1836.5,1.1733
1837,1.1852
1837.5,1.1969
1838,1.2385
1838.5,1.351
1839,1.3839
1839.5,1.378
1840,1.3543
1840.5,1.3325
1841,1.3138
1841.5,1.2826
1842,1.2339
1842.5,1.2336
1843,1.3967
1843.5,1.5486
1844,1.5249
1844.5,1.5012
1845,1.4812
1845.5,1.4248
1846,1.3587
1846.5,1.3388
1847,1.3382
1847.5,1.3904
1848,1.4339
1848.5,1.3863
1849,1.3267
1849.5,1.2821
1850,1.2471
1850.5,1.255
1851,1.2681
1851.5,1.27
1852,1.259
1852.5,1.2191
1853,1.2044
1853.5,1.2435
1854,1.2759
1854.5,1.2792
1855,1.2719
1855.5,1.252
1856,1.2685
1856.5,1.338
1857,1.3715
1857.5,1.3691
1858,1.4466
1858.5,1.5624
1859,1.6344
1859.5,1.6764
1860,1.6795
1860.5,1.57
1861,1.4573
1861.5,1.4045
1862,1.3661
1862.5,1.3272
1863,1.29
1863.5,1.2578
1864,1.2516
1864.5,1.2729
1865,1.3226
1865.5,1.3742
1866,1.4143
1866.5,1.4212
1867,1.4261
1867.5,1.4194
1868,1.379
1868.5,1.34
1869,1.3576
1869.5,1.3967
1870,1.436
1870.5,1.4654
1871,1.3299
1871.5,1.2367
1872,1.2902
1872.5,1.3065
1873,1.1229
1873.5,1.2204
1874,1.235
1874.5,1.156
1875,1.1753
1875.5,1.1453
1876,1.0946
1876.5,1.1061
1877,1.126
1877.5,1.1678
1878,1.286
1878.5,1.2599
1879,1.2907
1879.5,1.3302
1880,1.2364
1880.5,1.1658
1881,1.3578
1881.5,1.485
1882,1.3347
1882.5,1.3577
1883,1.3606
1883.5,1.4566
1884,1.3915
1884.5,1.3387
1885,1.3548
1885.5,1.4385
1886,1.3735
1886.5,1.4017
1887,1.4176
1887.5,1.4564
1888,1.4614
1888.5,1.6715
1889,1.7285
1889.5,1.6064
1890,1.4468
1890.5,1.453
1891,1.4783
1891.5,1.3926
1892,1.3986
1892.5,1.3602
1893,1.4386
1893.5,1.3776
1894,1.2778
1894.5,1.397
1895,1.3633
1895.5,1.3915
1896,1.4188
1896.5,1.3197
1897,1.2928
1897.5,1.3489
1898,1.4618
1898.5,1.6059
1899,1.4346
1899.5,1.2878
1900,1.2302
1900.5,1.3768
1901,1.4845
1901.5,1.4093
1902,1.4011
1902.5,1.3156
1903,1.3643
1903.5,1.3677
1904,1.2909
1904.5,1.2286
1905,1.3091
1905.5,1.5471
1906,1.617
1906.5,1.5887
1907,1.5842
1907.5,1.5276
1908,1.4866
1908.5,1.4758
1909,1.3744
1909.5,1.5577
1910,1.8745
1910.5,2.1539
1911,2.5446
1911.5,1.63
1912,1.2425
1912.5,0.7309
1913,0.6415
1913.5,0.5913
1914,0.6788
1914.5,0.8554
1915,1.0504
1915.5,1.1187
1916,1.0967
1916.5,1.1154
1917,1.1687
1917.5,1.2479
1918,1.2706
1918.5,1.2019
1919,1.232
1919.5,1.2436
1920,1.1866
1920.5,1.2885
1921,1.3344
1921.5,1.3323
1922,1.2707
1922.5,1.1765
1923,1.2521
1923.5,1.2759
1924,1.3013
1924.5,1.3713
1925,1.3607
1925.5,1.2813
1926,1.3376
1926.5,1.3431
1927,1.3039
1927.5,1.3162
1928,1.2967
1928.5,1.2672
1929,1.3096
1929.5,1.2846
1930,1.2681
1930.5,1.2692
1931,1.282
1931.5,1.2788
1932,1.2821
1932.5,1.3071
1933,1.305
1933.5,1.2293
1934,1.3113
1934.5,1.2936
1935,1.2731
1935.5,1.3592
1936,1.4399
1936.5,1.4529
1937,1.4343
1937.5,1.42
1938,1.406
1938.5,1.4466
1939,1.593
1939.5,1.5818
1940,1.7146
1940.5,1.9453
1941,2.0703
1941.5,1.9841
1942,1.8954
1942.5,1.6446
1943,1.4737
1943.5,1.3767
1944,1.3299
1944.5,1.3825
1945,1.455
1945.5,1.6303
1946,1.6405
1946.5,1.645
1947,1.6384
1947.5,1.6144
1948,1.6539
1948.5,1.6816
1949,1.6638
1949.5,1.6843
1950,1.7212
1950.5,1.6982
1951,1.6988
1951.5,1.716
1952,1.6994
1952.5,1.7005
1953,1.735
1953.5,1.6813
1954,1.7077
1954.5,1.747
1955,1.7425
1955.5,1.71
1956,1.7172
1956.5,1.7186
1957,1.7604
1957.5,1.8
1958,1.8271
1958.5,1.824
1959,1.8224
1959.5,1.8847
1960,2.0875
1960.5,2.2825
1961,2.2296
1961.5,1.3697
1962,0.9445
1962.5,0.8571
1963,0.8534
1963.5,0.8741
1964,0.9372
1964.5,0.8692
1965,0.9333
1965.5,1.0912
1966,1.1625
1966.5,1.1652
1967,1.1276
1967.5,1.0562
1968,1.0053
1968.5,0.9936
1969,1
1969.5,1.0186
1970,1.0542
1970.5,0.9988
1971,0.9011
1971.5,0.9294
1972,0.9118
1972.5,0.8566
1973,0.853
1973.5,0.8732
1974,0.9181
1974.5,1.016
1975,1.0725
1975.5,0.9569
1976,0.9395
1976.5,0.9856
1977,0.9626
1977.5,0.9095
1978,0.8092
1978.5,0.7318
1979,0.7061
1979.5,0.7453
1980,0.7626
1980.5,0.7507
1981,0.6771
1981.5,0.64
1982,0.6094
1982.5,0.6399
1983,0.6638
1983.5,0.6823
1984,0.715
1984.5,0.7373
1985,0.7443
1985.5,0.7966
1986,0.8485
1986.5,0.9044
1987,0.9387
1987.5,0.9453
1988,0.8941
1988.5,0.8502
1989,0.814
1989.5,0.7896
1990,0.8274
1990.5,0.9055
1991,0.9447
1991.5,0.8976
1992,0.7501
1992.5,0.686
1993,0.6372
1993.5,0.555
1994,0.5232
1994.5,0.5243
1995,0.5395
1995.5,0.5954
1996,0.726
1996.5,0.9689
1997,1.2033
1997.5,1.186
1998,0.9745
1998.5,0.7893
1999,0.838
1999.5,0.9637
2000,1.0371
2000.5,1.2121
2001,1.2346
2001.5,1.1774
2002,1.2987
2002.5,1.3511
2003,1.0395
2003.5,0.8762
2004,0.8909
2004.5,0.9214
2005,0.9102
2005.5,0.8144
2006,0.7414
2006.5,0.8232
2007,0.8539
2007.5,0.8336
2008,0.8396
2008.5,0.891
2009,0.8995
2009.5,0.8287
2010,0.8125
2010.5,0.7984
2011,0.8623
2011.5,0.6616
2012,0.7761
2012.5,0.9738
2013,1.2291
2013.5,0.8886
2014,0.6901
2014.5,0.9018
2015,0.9298
2015.5,1.0107
2016,1.027
2016.5,0.991
2017,1.0203
2017.5,0.9257
2018,0.8453
2018.5,0.8059
2019,0.7298
2019.5,0.8049
2020,0.8327
2020.5,0.9024
2021,0.8902
2021.5,0.9224
2022,0.9178
2022.5,0.907
2023,0.9065
2023.5,0.7357
2024,0.7596
2024.5,0.8532
2025,0.8941
2025.5,0.8786
2026,0.8858
2026.5,0.9323
2027,0.9308
2027.5,0.9794
2028,0.9771
2028.5,0.9519
2029,0.8919
2029.5,0.9287
2030,0.9805
2030.5,0.8723
2031,0.8528
2031.5,0.8713
2032,0.911
2032.5,0.7811
2033,0.8009
2033.5,0.8124
2034,0.8138
2034.5,0.7162
2035,0.6407
2035.5,0.7643
2036,0.774
2036.5,0.7791
2037,0.91
2037.5,0.931
2038,1.077
2038.5,1.1696
2039,0.9519
2039.5,0.9123
2040,0.7951
2040.5,0.8878
2041,0.7872
2041.5,0.7884
2042,0.8337
2042.5,0.914
2043,0.9143
2043.5,0.9721
2044,0.9055
2044.5,0.9884
2045,0.959
2045.5,0.9436
2046,0.9985
2046.5,1.0036
2047,0.8916
2047.5,0.8014
2048,0.7394
2048.5,0.7739
2049,0.8438
2049.5,0.8783
2050,0.9735
2050.5,0.8533
2051,0.8187
2051.5,0.7706
2052,0.8548
2052.5,0.7476
2053,0.806
2053.5,0.8573
2054,0.8126
2054.5,0.7815
2055,0.8792
2055.5,0.9175
2056,0.9596
2056.5,0.9455
2057,0.9961
2057.5,0.9735
2058,0.9307
2058.5,0.9941
2059,1.0802
2059.5,1.1355
2060,1.0757
2060.5,1.011
2061,1.0266
2061.5,1.0062
2062,1.0023
2062.5,1.1269
2063,1.22
2063.5,1.3621
2064,1.3329
2064.5,1.4411
2065,1.3516
2065.5,1.187
2066,1.1444
2066.5,1.0559
2067,1.1582
2067.5,1.2275
2068,1.3167
2068.5,1.3848
2069,1.4076
2069.5,1.4323
2070,1.481
2070.5,1.4381
2071,1.32
2071.5,1.2455
2072,1.2837
2072.5,1.4105
2073,1.5042
2073.5,1.6089
2074,1.7406
2074.5,1.7894
2075,1.8272
2075.5,1.7431
2076,1.9521
2076.5,2.1512
2077,1.7148
2077.5,1.537
2078,1.5346
2078.5,1.6189
2079,1.5224
2079.5,1.3766
2080,1.2715
2080.5,1.2768
2081,1.3841
2081.5,1.6924
2082,1.6267
2082.5,1.2847
2083,1.1656
2083.5,1.0791
2084,1.0076
2084.5,0.9703
2085,0.8581
2085.5,0.6678
2086,0.6548
2086.5,0.7124
2087,0.8471
2087.5,0.8481
2088,0.7834
2088.5,0.835
2089,0.9113
2089.5,0.9733
2090,0.992
2090.5,0.9537
2091,0.9723
2091.5,1.0313
2092,1.1259
2092.5,1.1898
2093,0.942
2093.5,0.8129
2094,1.1839
2094.5,1.3154
2095,1.2218
2095.5,1.1755
2096,1.1454
2096.5,1.0988
2097,1.0846
2097.5,1.1427
2098,1.1801
2098.5,1.1818
2099,1.2246
2099.5,1.2858
2100,1.2783
2100.5,1.2812
2101,1.3468
2101.5,1.3396
2102,1.2262
2102.5,1.1479
2103,1.0971
2103.5,1.0952
2104,1.1127
2104.5,1.1084
2105,1.1393
2105.5,1.2251
2106,1.2555
2106.5,1.2517
2107,1.2597
2107.5,1.2835
2108,1.3607
2108.5,1.3873
2109,1.268
2109.5,1.2056
2110,1.2495
2110.5,1.303
2111,1.3528
2111.5,1.4192
2112,1.4936
2112.5,1.6503
2113,1.7882
2113.5,1.8579
2114,2.0156
2114.5,2.1582
2115,2.105
2115.5,1.9624
2116,1.6576
2116.5,1.4965
2117,1.5722
2117.5,1.6247
2118,1.6264
2118.5,1.599
2119,1.5735
2119.5,1.4865
2120,1.4472
2120.5,1.4085
2121,1.3378
2121.5,1.2856
2122,1.2584
2122.5,1.2345
2123,1.2377
2123.5,1.3006
2124,1.3454
2124.5,1.3152
2125,1.2673
2125.5,1.2661
2126,1.3455
2126.5,1.2905
2127,1.1497
2127.5,1.0478
2128,1.1346
2128.5,1.1723
2129,1.2191
2129.5,1.2605
2130,1.2199
2130.5,1.2452
2131,1.2001
2131.5,1.2425
2132,1.2895
2132.5,1.2074
2133,1.1486
2133.5,1.1348
2134,1.2592
2134.5,1.2686
2135,1.1947
2135.5,1.1324
2136,1.1537
2136.5,1.147
2137,1.2614
2137.5,1.2919
2138,1.2536
2138.5,1.2343
2139,1.2649
2139.5,1.3285
2140,1.41
2140.5,1.4591
2141,1.4917
2141.5,1.5158
2142,1.4303
2142.5,1.3183
2143,1.223
2143.5,1.3469
2144,1.4231
2144.5,1.4553
2145,1.4444
2145.5,1.4904
2146,1.4554
2146.5,1.4
2147,1.4353
2147.5,1.5119
2148,1.6355
2148.5,1.7093
2149,1.7588
2149.5,1.7075
2150,1.7715
2150.5,1.8543
2151,1.8253
2151.5,1.8016
2152,1.7933
2152.5,1.8061
2153,1.803
2153.5,1.6941
2154,1.6447
2154.5,1.6493
2155,1.7227
2155.5,1.7908
2156,1.8221
2156.5,1.6692
2157,1.6105
2157.5,1.7735
2158,1.7211
2158.5,1.6607
2159,1.7737
2159.5,1.7425
2160,1.6932
2160.5,2.1677
2161,2.2813
2161.5,2.0815
2162,2.3026
2162.5,3.6685
2163,4.4743
2163.5,4.1288
2164,2.666
2164.5,2.0306
2165,1.8986
2165.5,1.863
2166,1.8514
2166.5,1.9318
2167,1.8478
2167.5,1.7353
2168,1.6845
2168.5,1.6166
2169,1.3746
2169.5,1.2706
2170,1.0979
2170.5,1.0616
2171,1.1561
2171.5,1.2429
2172,1.2219
2172.5,1.1571
2173,1.1553
2173.5,1.1776
2174,1.2056
2174.5,1.1957
2175,1.1759
2175.5,1.2142
2176,1.1793
2176.5,1.1707
2177,1.1598
2177.5,1.071
2178,1.0409
2178.5,1.0867
2179,1.1299
2179.5,1.1667
2180,1.1671
2180.5,1.105
2181,1.1042
2181.5,1.1229
2182,1.1416
2182.5,1.1738
2183,1.1629
2183.5,1.095
2184,1.1442
2184.5,1.1251
2185,1.1523
2185.5,1.172
2186,0.9834
2186.5,1.0414
2187,1.1286
2187.5,1.1052
2188,1.1051
2188.5,1.1289
2189,1.159
2189.5,1.1657
2190,1.166
2190.5,1.1295
2191,1.3186
2191.5,1.4281
2192,1.3685
2192.5,1.3501
2193,1.4322
2193.5,1.436
2194,1.4969
2194.5,1.4892
2195,1.3821
2195.5,1.3489
2196,1.3917
2196.5,1.4449
2197,1.4626
2197.5,1.4675
2198,1.4249
2198.5,1.2675
2199,1.1875
2199.5,1.3142
2200,1.3144
2200.5,1.2833
2201,1.3099
2201.5,1.2967
2202,1.3076
2202.5,1.3119
2203,1.2441
2203.5,1.3074
2204,1.3587
2204.5,1.2688
2205,1.2984
2205.5,1.2943
2206,1.2337
2206.5,1.2284
2207,1.2561
2207.5,1.268
2208,1.1548
2208.5,1.1128
2209,1.1332
2209.5,1.149
2210,1.1871
2210.5,1.2876
2211,1.3066
2211.5,1.305
2212,1.3492
2212.5,1.3792
2213,1.3941
2213.5,1.3822
2214,1.3538
2214.5,1.3243
2215,1.3376
2215.5,1.3371
2216,1.3169
2216.5,1.3329
2217,1.3419
2217.5,1.3247
2218,1.3429
2218.5,1.3533
2219,1.306
2219.5,1.2479
2220,1.2066
2220.5,1.279
2221,1.309
2221.5,1.2701
2222,1.3513
2222.5,1.3842
2223,1.3242
2223.5,1.3704
2224,1.439
2224.5,1.4587
2225,1.4185
2225.5,1.3534
2226,1.3296
2226.5,1.3233
2227,1.3293
2227.5,1.3614
2228,1.4077
2228.5,1.421
2229,1.403
2229.5,1.3688
2230,1.3187
2230.5,1.2689
2231,1.2472
2231.5,1.3377
2232,1.4005
2232.5,1.4111
2233,1.4405
2233.5,1.515
2234,1.6421
2234.5,1.634
2235,1.6613
2235.5,1.771
2236,1.6689
2236.5,1.5607
2237,1.6056
2237.5,1.5525
2238,1.6925
2238.5,1.8595
2239,2.4276
2239.5,2.4967
2240,2.3412
2240.5,2.1843
2241,1.8471
2241.5,1.5139
2242,1.4407
2242.5,1.4982
2243,1.5439
2243.5,1.4585
2244,1.3583
2244.5,1.3876
2245,1.4839
2245.5,1.6018
2246,1.744
2246.5,1.955
2247,1.9327
2247.5,1.7058
2248,1.4917
2248.5,1.333
2249,1.1773
2249.5,1.2515
2250,1.1781
2250.5,1.0888
2251,1.0115
2251.5,1.0053
2252,0.9176
2252.5,0.898
2253,0.9035
2253.5,0.9809
2254,0.9762
2254.5,1.0267
2255,1.0536
2255.5,1.1738
2256,1.1894
2256.5,1.2179
2257,1.1772
2257.5,1.132
2258,1.1635
2258.5,1.2897
2259,1.6017
2259.5,1.6482
2260,1.5068
2260.5,1.4311
2261,1.3943
2261.5,1.3877
2262,1.3929
2262.5,1.2077
2263,1.2819
2263.5,1.2014
2264,1.2876
2264.5,1.3981
2265,1.4196
2265.5,1.246
2266,1.3118
2266.5,1.4039
2267,1.4533
2267.5,1.5327
2268,1.4345
2268.5,1.3428
2269,1.4236
2269.5,1.3458
2270,1.4793
2270.5,1.731
2271,1.6419
2271.5,1.7146
2272,1.6838
2272.5,1.5493
2273,1.673
2273.5,1.647
2274,1.7926
2274.5,1.8719
2275,1.8177
2275.5,2.0281
2276,2.1448
2276.5,2.1877
2277,2.2316
2277.5,2.3483
2278,2.2948
2278.5,2.1671
2279,2.0665
2279.5,2.1014
2280,2.1613
2280.5,2.2835
2281,2.3439
2281.5,2.2582
2282,2.2516
2282.5,2.267
2283,2.3039
2283.5,2.2885
2284,2.2236
2284.5,2.1537
2285,2.0715
2285.5,2.003
2286,2.0197
2286.5,1.9016
2287,1.6454
2287.5,1.372
2288,1.4034
2288.5,1.3132
2289,1.1435
2289.5,1.1225
2290,1.3927
2290.5,1.179
2291,1.2431
2291.5,1.2816
2292,1.1091
2292.5,1.0543
2293,1.1658
2293.5,1.2837
2294,1.2417
2294.5,1.2267
2295,1.1261
2295.5,1.272
2296,1.2208
2296.5,1.1638
2297,1.2171
2297.5,1.3128
2298,1.3324
2298.5,1.2426
2299,1.2135
2299.5,1.1525
2300,1.1011
2300.5,1.0669
2301,1.0789
2301.5,1.1286
2302,1.1135
2302.5,1.1013
2303,1.2296
2303.5,1.3483
2304,1.4805
2304.5,1.4582
2305,1.3888
2305.5,1.3949
2306,1.36
2306.5,1.2602
2307,1.2288
2307.5,1.2564
2308,1.1959
2308.5,1.3311
2309,1.3119
2309.5,1.3293
2310,1.1857
2310.5,1.2327
2311,1.2578
2311.5,1.2285
2312,1.2779
2312.5,1.2508
2313,1.1255
2313.5,1.1108
2314,1.1695
2314.5,1.1446
2315,1.1734
2315.5,1.1627
2316,1.2343
2316.5,1.1824
2317,1.1476
2317.5,1.3062
2318,1.1914
2318.5,1.2102
2319,1.2461
2319.5,1.2049
2320,1.2385
2320.5,1.2326
2321,1.2518
2321.5,1.1178
2322,1.2161
2322.5,1.2566
2323,1.2585
2323.5,1.1817
2324,1.2536
2324.5,1.2935
2325,1.3308
2325.5,1.5326
2326,1.4585
2326.5,1.3397
2327,1.1513
2327.5,0.9537
2328,0.9175
2328.5,1.0041
2329,1.0229
2329.5,0.9705
2330,1.1974
2330.5,1.2178
2331,1.186
2331.5,1.1249
2332,1.0692
2332.5,1.071
2333,1.0179
2333.5,1.1701
2334,1.1507
2334.5,1.0638
2335,0.983
2335.5,1.0146
2336,1.0224
2336.5,1.1894
2337,1.1049
2337.5,0.9045
2338,0.8462
2338.5,0.8657
2339,0.9459
2339.5,1.0437
2340,1.2036
2340.5,0.9792
2341,0.881
2341.5,0.8521
2342,0.8879
2342.5,0.8611
2343,0.8366
2343.5,0.8695
2344,0.9578
2344.5,0.9699
2345,0.9653
2345.5,0.995
2346,0.9746
2346.5,0.9469
2347,0.8847
2347.5,0.8919
2348,0.8613
2348.5,0.8927
2349,1.0348
2349.5,1.0836
2350,1.2813
2350.5,1.4142
2351,1.3873
2351.5,1.4341
2352,1.5213
2352.5,1.6096
2353,1.5971
2353.5,1.4506
2354,1.5181
2354.5,1.5314
2355,1.4806
2355.5,1.5016
2356,1.5076
2356.5,1.4388
2357,1.3945
2357.5,1.4226
2358,1.363
2358.5,1.4045
2359,1.2372
2359.5,1.3159
2360,1.3536
2360.5,1.3559
2361,1.3029
2361.5,1.2306
2362,1.2505
2362.5,1.3469
2363,1.2361
2363.5,1.1797
2364,1.1931
2364.5,1.2258
2365,1.4283
2365.5,1.4641
2366,1.2862
2366.5,1.4331
2367,1.5352
2367.5,1.5604
2368,1.5716
2368.5,1.6594
2369,1.6314
2369.5,1.6057
2370,1.5897
2370.5,1.5057
2371,1.2944
2371.5,1.1812
2372,1.1481
2372.5,1.1652
2373,1.2056
2373.5,1.2868
2374,1.2129
2374.5,1.2531
2375,1.3522
2375.5,1.3026
2376,1.2991
2376.5,1.059
2377,1.14
2377.5,1.0741
2378,0.9967
2378.5,0.9655
2379,1.0677
2379.5,1.1306
2380,1.0087
2380.5,1.1042
2381,1.1353
2381.5,1.156
2382,1.1748
2382.5,1.082
2383,1.1781
2383.5,1.1635
2384,0.958
2384.5,0.9236
2385,1.0612
2385.5,1.0449
2386,0.987
2386.5,0.9755
2387,0.9411
2387.5,1.1125
2388,1.0746
2388.5,0.9345
2389,1.0703
2389.5,1.1013
2390,0.9778
2390.5,1.0954
2391,1.3112
2391.5,1.5334
2392,1.3599
2392.5,1.1949
2393,1.3392
2393.5,1.359
2394,1.2029
2394.5,1.1283
2395,1.2393
2395.5,1.2475
2396,1.2163
2396.5,1.2973
2397,1.3136
2397.5,1.1552
2398,1.1989
2398.5,1.1615
2399,1.0727
2399.5,1.2415
2400,1.4527
2400.5,1.4428
2401,1.4097
2401.5,1.4278
2402,1.4807
2402.5,1.3648
2403,1.3993
2403.5,1.311
2404,1.3929
2404.5,1.2857
2405,1.1537
2405.5,1.2276
2406,1.2839
2406.5,1.246
2407,1.3404
