/* DESCRIPTION:
Reference:	Fleitmann, D., H. Cheng, S. Badertscher, R.L. Edwards, M. Mudelsee, O.M. Göktürk, A. Fankhauser, R. Pickering, C.C. Raible, A. Matter, J. Kramers, and O. Tüysüz.  2009. Timing and climatic impact of Greenland interstadials recorded in stalagmites from northern Turkey. Geophys. Res. Lett., 36, L19707, doi:10.1029/2009GL040050
Data from:	https://www.ncei.noaa.gov/access/paleo-search/study/8637. Accessed 22 Nov 2022.
Comment:	Years were converted to ka.
*/
Age [ka BP]	  del13C	    del18O
8.72491	-10.58	-9.56
8.73025	-10.77	-9.46
8.73559	-10.55	-9.42
8.74093	-10.38	-9.41
8.74626	-10.25	-9.23
8.7516	-10.19	-9.24
8.75694	-10.31	-9.36
8.76228	-10.45	-9.42
8.76762	-10.3	-9.26
8.77296	-10.43	-9.39
8.77829	-10.1	-9.22
8.78363	-10.29	-9.27
8.78897	-10.37	-9.35
8.79431	-10.55	-9.4
8.79965	-10.48	-9.39
8.80499	-10.41	-9.35
8.81032	-10.39	-9.51
8.81566	-10.29	-9.55
8.821	-10.47	-9.5
8.82634	-10.61	-9.49
8.83168	-10.62	-9.42
8.83701	-10.73	-9.5
8.84235	-11.11	-9.63
8.84769	-10.93	-9.55
8.85303	-11.3	-9.61
8.85837	-10.86	-9.52
8.86371	-11.07	-9.54
8.86904	-10.63	-9.49
8.87438	-10.69	-9.46
8.87972	-10.75	-9.45
8.88506	-10.58	-9.45
8.8904	-10.83	-9.48
8.89574	-10.85	-9.39
8.90107	-10.78	-9.54
8.90641	-10.74	-9.53
8.91175	-10.56	-9.51
8.91709	-10.17	-9.29
8.92243	-10.81	-9.5
8.92776	-10.85	-9.42
8.9331	-11.14	-9.48
8.93844	-11.28	-9.5
8.94378	-11.04	-9.46
8.94912	-11.01	-9.6
8.95446	-10.63	-9.33
8.95979	-10.6	-9.55
8.96513	-10.69	-9.51
8.97047	-10.59	-9.4
8.97581	-10.68	-9.35
8.98115	-10.58	-9.27
8.98649	-10.44	-9.25
8.99182	-10.57	-9.47
8.99716	-10.46	-9.4
9.0025	-10.43	-9.51
9.00784	-10.19	-9.39
9.01318	-10.36	-9.39
9.01851	-10.44	-9.41
9.02385	-10.74	-9.45
9.02919	-10.62	-9.35
9.03453	-10.17	-9.29
9.03987	-10.28	-9.29
9.04521	-10.52	-9.3
9.05054	-10.55	-9.31
9.05588	-10.51	-9.38
9.06122	-10.61	-9.52
9.06656	-10.42	-9.31
9.0719	-10.39	-9.42
9.07724	-10.13	-9.15
9.08257	-10.26	-8.97
9.08791	-10.28	-9.05
9.09325	-10.47	-9.34
9.09859	-10.76	-9.31
9.10393	-10.82	-9.35
9.10926	-10.44	-9.33
9.1146	-10.41	-9.39
9.11994	-10.61	-9.46
9.12528	-10.64	-9.4
9.13062	-10.62	-9.31
9.13596	-10.45	-9.3
9.14129	-10.47	-9.36
9.14663	-10.41	-9.24
9.15197	-10.56	-9.31
9.15731	-10.53	-9.31
9.16265	-10.67	-9.32
9.16799	-10.66	-9.34
9.17332	-10.19	-9.27
9.17866	-10.3	-9.17
9.184	-10.67	-9.24
9.1862	-10.34	-9.08
9.18841	-10.45	-9.19
9.19061	-10.43	-9.26
9.19282	-10.66	-9.33
9.19502	-10.58	-9.33
9.19723	-10.66	-9.31
9.19943	-10.82	-9.35
9.20164	-11.16	-9.41
9.20384	-11.09	-9.27
9.20605	-10.95	-9.25
9.20825	-10.97	-9.41
9.21046	-10.69	-9.41
9.21266	-10.71	-9.45
9.21487	-10.84	-9.43
9.21707	-10.58	-9.38
9.21928	-10.71	-9.46
9.22148	-10.91	-9.44
9.22369	-10.59	-9.3
9.22589	-10.58	-9.17
9.2281	-10.44	-9.09
9.2303	-10.51	-9.05
9.2325	-10.49	-9.11
9.23471	-10.5	-9.23
9.23691	-10.82	-9.39
9.23912	-10.81	-9.29
9.24132	-10.86	-9.22
9.24353	-10.9	-9.12
9.24573	-10.96	-9.25
9.24794	-10.97	-9.42
9.25014	-11.1	-9.26
9.25235	-11.17	-9.44
9.25455	-11.26	-9.48
9.25676	-11.38	-9.5
9.25896	-11.1	-9.5
9.26117	-11.06	-9.4
9.26337	-11.34	-9.41
9.26558	-11.29	-9.47
9.26778	-11.15	-9.52
9.26999	-10.93	-9.46
9.27219	-10.88	-9.59
9.2744	-11.06	-9.53
9.2766	-10.97	-9.45
9.2788	-11.34	-9.52
9.28101	-11.46	-9.62
9.28321	-11.36	-9.63
9.28542	-11.05	-9.61
9.28762	-11.23	-9.65
9.28983	-10.8	-9.62
9.29203	-10.67	-9.6
9.29424	-11.11	-9.64
9.29644	-10.94	-9.71
9.29865	-11.02	-9.6
9.30085	-10.56	-9.41
9.30306	-10.85	-9.54
9.30526	-10.75	-9.55
9.30747	-10.97	-9.55
9.30967	-10.89	-9.57
9.31188	-10.72	-9.56
9.31408	-10.94	-9.47
9.31629	-10.96	-9.55
9.31849	-11.04	-9.79
9.3207	-10.78	-9.58
9.3229	-10.68	-9.64
9.3251	-10.76	-9.58
9.32731	-10.8	-9.67
9.32951	-10.92	-9.71
9.33172	-10.95	-9.85
9.33392	-10.84	-9.75
9.33613	-10.67	-9.87
9.33833	-10.85	-9.87
9.34054	-11.07	-9.89
9.34274	-11.15	-9.9
9.34495	-10.9	-9.78
9.34715	-10.9	-9.73
9.34936	-10.85	-9.88
9.35156	-11.07	-10
9.35377	-11.03	-10.06
9.35597	-10.95	-10.06
9.35818	-11.08	-9.94
9.36038	-10.78	-10.04
9.36259	-10.98	-10.14
9.36479	-10.83	-10.14
9.367	-10.68	-10.12
9.3692	-10.86	-10.11
9.3714	-10.84	-10.12
9.37361	-10.85	-10.1
9.37581	-10.79	-10.02
9.37802	-10.55	-9.99
9.38022	-10.54	-10
9.38243	-10.79	-9.99
9.38463	-10.84	-9.87
9.38684	-10.85	-9.88
9.38904	-11.06	-9.96
9.39125	-11.1	-9.95
9.39345	-10.97	-9.91
9.39566	-10.88	-9.98
9.39786	-10.98	-10
9.40007	-11.11	-10.05
9.40227	-10.89	-9.93
9.40448	-10.67	-9.77
9.40668	-10.52	-9.68
9.40889	-10.49	-9.77
9.41109	-10.97	-9.99
9.4133	-10.76	-10.1
9.4155	-10.7	-10.16
9.4177	-10.5	-10.02
9.41991	-10.66	-9.89
9.42211	-10.5	-9.87
9.42432	-10.72	-9.99
9.42652	-10.75	-9.85
9.42873	-10.91	-9.88
9.43093	-10.76	-9.73
9.43314	-10.7	-9.67
9.43534	-10.4	-9.83
9.43755	-10.26	-9.9
9.43975	-10.05	-9.78
9.44196	-10.05	-9.81
9.44416	-10.15	-9.95
9.44637	-10.11	-9.83
9.44857	-10	-9.84
9.45078	-10.18	-9.8
9.45298	-10.21	-9.82
9.45519	-10.35	-9.89
9.45739	-10.38	-9.91
9.4596	-10.54	-9.94
9.4618	-10.26	-9.79
9.464	-10.54	-9.79
9.46621	-10.58	-9.66
9.46841	-10.52	-9.62
9.47062	-10.22	-9.69
9.47282	-10.18	-9.67
9.47503	-10.15	-9.79
9.47723	-10.03	-9.74
9.47944	-10.14	-9.73
9.48164	-10.26	-9.73
9.48385	-10.19	-9.75
9.48605	-10.32	-9.91
9.48826	-10.44	-10.05
9.49046	-10.56	-10.05
9.49267	-10.36	-10.03
9.49487	-10.49	-10.07
9.49708	-10.62	-9.84
9.49928	-10.67	-9.83
9.50149	-10.65	-9.9
9.50369	-10.46	-9.78
9.5059	-10.44	-9.71
9.5081	-10.7	-9.68
9.5103	-10.88	-9.69
9.51251	-11.06	-9.82
9.51471	-10.71	-9.75
9.51692	-10.87	-9.79
9.51912	-10.77	-9.7
9.52133	-10.81	-9.71
9.52353	-11.22	-9.89
9.52574	-11.12	-9.9
9.52794	-11.03	-9.85
9.53015	-10.63	-9.61
9.53235	-10.34	-9.65
9.53456	-10.16	-9.79
9.53676	-10.43	-9.9
9.53897	-10.24	-9.91
9.54117	-10.32	-10.12
9.54338	-10.19	-10.2
9.54558	-10.06	-9.93
9.54779	-10.26	-9.99
9.54999	-10.66	-10.11
9.5522	-10.55	-10.13
9.5544	-10.29	-10.09
9.5566	-10.49	-10.1
9.55881	-10.18	-9.95
9.56101	-10.41	-9.97
9.56322	-10.55	-10.06
9.56542	-10.5	-10.04
9.56763	-10.74	-10.07
9.56983	-10.66	-10.08
9.57204	-10.58	-10
9.57424	-10.24	-9.91
9.57645	-9.93	-9.69
9.57865	-10.16	-9.54
9.58086	-10.45	-9.51
9.58306	-10.55	-9.7
9.58527	-10.42	-9.76
9.58747	-10.28	-9.76
9.58968	-10.33	-9.88
9.59188	-10.56	-10.07
9.59409	-10.55	-10.09
9.59629	-10.21	-10.22
9.5985	-10.51	-10.14
9.6007	-10.4	-10.1
9.6029	-10.35	-10.11
9.60511	-10.3	-10.16
9.60731	-10.26	-10.2
9.60952	-10.38	-10.11
9.61172	-10.35	-10.11
9.61393	-10.54	-10.15
9.61613	-10.53	-10.21
9.61834	-10.37	-10.1
9.62054	-10.27	-10.08
9.62275	-10.39	-9.99
9.62495	-10.49	-10.06
9.62716	-10.36	-10.15
9.62936	-10.44	-10.27
9.63157	-10.54	-10.36
9.63377	-10.38	-10.26
9.63598	-10.62	-10.34
9.63818	-10.33	-10.31
9.64039	-10.26	-10.3
9.64259	-10.26	-10.47
9.6448	-10.27	-10.37
9.647	-10.45	-10.32
9.65408	-10.27	-10.25
9.66115	-10.57	-10.42
9.66823	-10.29	-10.45
9.6753	-10.23	-10.59
9.68238	-10.34	-10.71
9.68945	-10.49	-10.5
9.69653	-10.71	-10.49
9.7036	-10.52	-10.5
9.71068	-10.35	-10.42
9.71775	-10.26	-10.45
9.72483	-10.54	-10.49
9.7319	-10.62	-10.35
9.73898	-10.73	-10.46
9.74605	-10.45	-10.48
9.75313	-10.55	-10.5
9.7602	-10.44	-10.5
9.76728	-10.53	-10.5
9.77435	-10.58	-10.37
9.78143	-10.34	-10.08
9.7885	-10.09	-9.89
9.79558	-10.16	-9.95
9.80265	-10.44	-10.03
9.80973	-10.78	-10.23
9.8168	-10.38	-10.1
9.82388	-10.25	-9.99
9.83095	-10.31	-10.17
9.83803	-10.36	-10.14
9.8451	-10.35	-10.19
9.85218	-10.41	-10.35
9.85925	-10.66	-10.42
9.86633	-10.81	-10.43
9.8734	-10.49	-10.39
9.88048	-10.56	-10.41
9.88755	-10.37	-10.47
9.89463	-9.66	-10.05
9.9017	-9.8	-10
9.90878	-9.8	-9.95
9.91585	-9.69	-9.78
9.92293	-9.81	-9.86
9.93	-10.03	-10
9.93708	-9.99	-10.11
9.94415	-9.7	-10.09
9.95123	-10.08	-10.22
9.9583	-10.16	-10.35
9.96538	-10.23	-10.34
9.97245	-10.29	-10.42
9.97953	-10.26	-10.42
9.9866	-10.32	-10.52
9.99368	-10.48	-10.46
10.0008	-10.49	-10.43
10.0078	-10.15	-10.24
10.0149	-10.34	-10.42
10.022	-10.09	-10.46
10.0291	-9.86	-10.38
10.0361	-9.91	-10.27
10.0432	-9.93	-10.32
10.0503	-9.88	-10.26
10.0574	-10.01	-10.3
10.0644	-10.08	-10.31
10.0715	-10.05	-10.39
10.0786	-10.37	-10.45
10.0857	-10.23	-10.49
10.0927	-10.48	-10.37
10.0998	-10.48	-10.36
10.1069	-10.65	-10.3
10.114	-10.66	-10.34
10.121	-10.66	-10.33
10.1281	-10.52	-10.53
10.1352	-10.46	-10.46
10.1423	-10.47	-10.62
10.1493	-10.32	-10.43
10.1564	-10.32	-10.38
10.1635	-10.14	-10.36
10.1706	-10.19	-10.5
10.1776	-10.31	-10.69
10.1847	-10.27	-10.42
10.1918	-10.19	-10.35
10.1989	-10.23	-10.35
10.2059	-10.43	-10.32
10.213	-10.24	-10.4
10.2209	-10.33	-10.45
10.2288	-10.44	-10.65
10.2368	-10.54	-10.51
10.2447	-10.52	-10.5
10.2526	-10.7	-10.66
10.2605	-10.75	-10.7
10.2684	-10.66	-10.62
10.2764	-10.64	-10.34
10.2843	-10.61	-10.44
10.2922	-10.72	-10.36
10.3001	-10.52	-10.31
10.308	-10.67	-10.42
10.316	-10.67	-10.53
10.3239	-10.65	-10.45
10.3318	-10.61	-10.45
10.3397	-10.81	-10.53
10.3476	-10.81	-10.54
10.3556	-10.71	-10.49
10.3635	-10.51	-10.33
10.3714	-10.71	-10.46
10.3793	-10.62	-10.58
10.3872	-10.6	-10.48
10.3952	-10.38	-10.58
10.4031	-10.37	-10.48
10.411	-10.46	-10.58
10.4189	-10.69	-10.78
10.4268	-10.71	-10.72
10.4347	-10.69	-10.68
10.4427	-10.73	-10.69
10.4506	-10.64	-10.53
10.4585	-10.53	-10.74
10.4664	-10.55	-10.97
10.4743	-10.45	-10.96
10.4823	-10.49	-10.72
10.4902	-10.53	-10.51
10.4981	-10.81	-10.7
10.506	-10.59	-10.78
10.5139	-10.55	-10.88
10.5219	-10.5	-11
10.5298	-10.68	-11.05
10.5377	-10.51	-11.16
10.5456	-10.5	-11.2
10.5535	-10.62	-11.17
10.5615	-10.27	-10.91
10.5694	-10.36	-10.85
10.5773	-10.39	-10.87
10.5852	-10.43	-11.02
10.5931	-10.33	-10.88
10.6011	-10.19	-11.04
10.609	-10.26	-10.8
10.6169	-10.09	-10.51
10.6248	-10.34	-10.49
10.6327	-10.38	-10.53
10.6407	-10.36	-10.61
10.6486	-10.32	-10.8
10.6565	-10.33	-10.86
10.6644	-10.31	-10.73
10.6723	-10.33	-10.54
10.6802	-10.31	-10.7
10.6882	-10.14	-10.7
10.6961	-10.29	-10.68
10.704	-10.33	-10.65
10.7098	-10.5	-10.29
10.7156	-10.5	-10.32
10.7214	-10.39	-10.56
10.7272	-10.28	-10.56
10.733	-10.35	-10.47
10.7388	-10.61	-10.36
10.7446	-10.66	-10.25
10.7504	-10.6	-10.87
10.7562	-10.54	-10.88
10.762	-10.5	-10.77
10.7678	-10.5	-10.92
10.7736	-10.55	-10.69
10.7794	-10.44	-10.49
10.7852	-10.77	-10.49
10.791	-10.83	-10.7
10.7968	-10.79	-10.83
10.8026	-10.83	-10.72
10.8084	-10.66	-11.32
10.8142	-10.68	-10.91
10.82	-10.75	-10.6
10.8258	-10.79	-10.55
10.8316	-10.79	-10.59
10.8374	-10.5	-10.74
10.8432	-10.52	-10.81
10.849	-10.66	-10.75
10.8548	-10.62	-10.82
10.8606	-10.47	-10.68
10.8664	-10.54	-10.77
10.8722	-10.66	-10.86
10.878	-10.53	-10.81
10.8838	-10.74	-10.91
10.8896	-10.94	-10.9
10.8954	-10.96	-10.96
10.9012	-10.97	-10.96
10.907	-10.83	-11.03
10.9128	-10.85	-10.88
10.9186	-10.93	-10.8
10.9244	-10.87	-10.93
10.9302	-10.93	-11.15
10.936	-10.95	-11.06
10.9418	-11.03	-11.13
10.9476	-11.1	-11.21
10.9534	-11.07	-11.29
10.9592	-10.94	-11.11
10.965	-11.11	-11.02
10.9708	-11.06	-11.23
10.9766	-11.06	-11.3
10.9824	-11.14	-11.29
10.9882	-11.2	-11.16
10.994	-11.06	-11.08
11.0118	-11.1	-11.31
11.0297	-11.15	-11.19
11.0475	-11.29	-11.27
11.0653	-11.27	-11.25
11.0832	-11.21	-11.34
11.101	-11.17	-10.92
11.1188	-11.14	-11.03
11.1367	-11.22	-11.04
11.1545	-11.11	-11.07
11.1723	-11.03	-11.1
11.1902	-10.85	-11.25
11.208	-10.84	-11.22
11.2258	-11.03	-11.25
11.2437	-11.18	-11.37
11.2615	-11.04	-11.23
11.2793	-11.17	-11.12
11.2972	-11.11	-11.02
11.315	-10.93	-11.12
11.3422	-11.02	-11.11
11.3694	-10.65	-11.02
11.3966	-10.26	-11.23
11.4238	-10.03	-11.42
11.4511	-9.71	-11.4
11.4783	-10.1	-11.4
11.5055	-10.28	-11.55
11.5327	-10.21	-11.56
11.5599	-10.24	-11.19
11.5871	-10.43	-11.15
11.6143	-10.58	-11.31
11.6415	-10.48	-11.22
11.6687	-10.27	-11.42
11.696	-9.96	-11.69
11.7232	-10.05	-11.76
11.7504	-10.09	-11.89
11.7776	-10.05	-11.9
11.8048	-9.57	-11.9
11.832	-9.24	-12.06
11.8605	-9.37	-12.07
11.8889	-9.4	-12.12
11.9174	-9.36	-12.16
11.9459	-9.3	-12.11
11.9743	-9.38	-11.95
12.0028	-9.56	-11.93
12.0312	-9.37	-12.07
12.0597	-9.23	-12.16
12.0882	-9.19	-12.1
12.1166	-8.8	-12.15
12.1451	-8.6	-12.1
12.1735	-8.72	-11.8
12.202	-8.58	-11.9
12.2137	-8.71	-11.86
12.2254	-8.66	-11.83
12.2371	-8.77	-11.83
12.2489	-8.64	-11.92
12.2606	-8.85	-12.03
12.2723	-8.83	-11.94
12.284	-8.84	-12.13
12.2957	-8.97	-12.33
12.3074	-8.88	-12.32
12.3191	-9.01	-12.19
12.3308	-8.76	-11.89
12.3425	-8.79	-11.93
12.3543	-8.74	-12.07
12.366	-8.66	-12.08
12.3777	-8.53	-12.02
12.3894	-8.87	-12.1
12.4011	-8.7	-12.04
12.4128	-8.77	-11.99
12.4245	-8.79	-12.03
12.4362	-8.59	-12.23
12.448	-8.67	-12.12
12.4597	-8.77	-12.16
12.4714	-8.65	-12.18
12.4831	-8.87	-12.23
12.4948	-8.83	-12.36
12.5065	-8.59	-12.35
12.5182	-8.85	-12.42
12.5299	-8.77	-12.19
12.5416	-8.91	-12.31
12.5534	-8.58	-12.27
12.5651	-8.59	-12.09
12.5768	-8.75	-11.9
12.5885	-8.96	-11.92
12.6002	-8.64	-12.06
12.6119	-8.72	-12.19
12.6236	-8.8	-12.27
12.6353	-8.78	-12.21
12.6471	-8.8	-12.34
12.6588	-8.69	-12.34
12.6705	-8.47	-12.28
12.6822	-8.46	-12.39
12.6939	-8.52	-12.4
12.7056	-8.62	-12.46
12.7173	-8.77	-12.5
12.729	-8.79	-12.5
12.7408	-8.88	-12.4
12.7525	-8.78	-12.17
12.7642	-8.71	-12.26
12.7759	-8.95	-12.62
12.7876	-8.89	-12.67
12.7993	-9.1	-12.54
12.811	-9.08	-12.54
12.8227	-9.14	-12.58
12.8344	-8.9	-12.58
12.8462	-8.96	-12.48
12.8579	-9.03	-12.31
12.8696	-9.16	-12.13
12.8813	-9.43	-12.05
12.893	-9.66	-11.83
12.9	-9.8	-11.97
12.907	-9.89	-12.15
12.914	-9.77	-12.06
12.921	-9.95	-12.22
12.928	-10.05	-12.24
12.935	-9.92	-12.19
12.942	-9.87	-12.13
12.949	-9.87	-12.08
12.956	-10.28	-12.03
12.964	-10.01	-12.05
12.9719	-9.87	-12.14
12.9798	-10.08	-12.07
12.9878	-10.18	-11.86
12.9957	-10.19	-11.64
13.0037	-10.17	-11.54
13.0116	-10.19	-11.49
13.0196	-10.21	-11.48
13.0275	-10.28	-11.59
13.0355	-10.22	-11.63
13.0434	-10.17	-11.53
13.0514	-10.23	-11.58
13.0593	-10.23	-11.32
13.0672	-10.35	-11.43
13.0752	-10.43	-11.42
13.0831	-10.39	-11.62
13.0911	-10.12	-11.59
13.099	-10.14	-11.52
13.107	-10.02	-11.69
13.1149	-10.11	-11.79
13.1229	-10.27	-11.92
13.1308	-10.07	-11.95
13.1388	-9.86	-12.2
13.1467	-9.75	-12.27
13.1547	-9.79	-12.21
13.1626	-9.89	-12.21
13.1705	-9.94	-12.31
13.1785	-9.7	-12.45
13.1864	-9.92	-12.37
13.1944	-9.91	-12.23
13.2023	-10.1	-12.12
13.2103	-10.32	-12.34
13.2182	-10.16	-12.32
13.2262	-10.13	-12.22
13.2341	-10.09	-12.44
13.2421	-9.87	-12.26
13.25	-9.97	-12.24
13.2556	-10.03	-12.38
13.2613	-9.86	-12.61
13.2669	-9.96	-12.61
13.2725	-10.15	-12.37
13.2782	-10.05	-12.27
13.2838	-10.11	-12.22
13.2894	-10.34	-12.24
13.2951	-10.35	-12.11
13.3007	-10.36	-11.93
13.3063	-10.6	-12.16
13.312	-10.39	-12.03
13.3176	-10.64	-12
13.3232	-10.65	-11.9
13.3288	-10.86	-11.95
13.3345	-10.7	-12.07
13.3401	-10.57	-12.01
13.3457	-10.61	-11.97
13.3514	-10.57	-11.95
13.357	-10.27	-11.85
13.3658	-10.45	-11.89
13.3746	-10.44	-11.85
13.3834	-10.6	-11.84
13.3921	-10.49	-11.99
13.4009	-10.45	-11.97
13.4097	-10.37	-11.95
13.4185	-10.41	-11.94
13.4273	-10.57	-12.1
13.436	-10.52	-12
13.4448	-10.58	-12.22
13.4536	-10.51	-12.15
13.4624	-10.48	-12.21
13.4712	-10.43	-12.13
13.48	-10.4	-12.04
13.4887	-10.45	-11.99
13.4975	-10.42	-12.08
13.5063	-10.49	-11.83
13.5151	-10.39	-12
13.5239	-10.53	-11.96
13.5326	-10.47	-12.02
13.5414	-10.39	-11.98
13.5502	-10.39	-12.25
13.559	-10.36	-12.11
13.5678	-10.33	-11.87
13.5766	-10.33	-12.18
13.5853	-10.28	-12.17
13.5941	-10.25	-11.95
13.6029	-10.11	-12.1
13.6117	-10.09	-12.16
13.6205	-9.96	-12.3
13.6293	-9.99	-12.29
13.638	-10.05	-12.08
13.6468	-10.17	-11.99
13.6556	-10.26	-12.01
13.6644	-10.39	-11.98
13.6732	-10.36	-12.15
13.6819	-10.28	-12.13
13.6907	-10.24	-12.09
13.6995	-10.13	-12.18
13.7083	-10.17	-12.14
13.7171	-10.24	-12.33
13.7259	-10.07	-12.16
13.7346	-10.2	-12.11
13.7434	-10.15	-11.85
13.7522	-10.36	-11.77
13.761	-10.51	-11.88
13.7698	-10.4	-11.86
13.7785	-10.56	-11.89
13.7873	-10.41	-12.12
13.7961	-10.18	-12.25
13.8049	-10.19	-12.16
13.8137	-10.41	-12.17
13.8225	-10.24	-11.9
13.8312	-10.01	-11.85
13.84	-10.29	-12
13.8488	-10.13	-12.26
13.8576	-10.32	-12.23
13.8664	-10.29	-12.23
13.8752	-10.1	-12.12
13.8839	-10.42	-12.13
13.8927	-10.42	-11.65
13.9015	-10.48	-11.34
13.9103	-10.5	-11.7
13.9191	-10.54	-11.94
13.9278	-10.61	-11.98
13.9366	-10.68	-12.09
13.9454	-10.63	-11.99
13.9542	-10.5	-11.91
13.963	-10.56	-11.88
13.9718	-10.69	-12.03
13.9805	-10.54	-12.13
13.9893	-10.3	-12.32
13.9981	-10.17	-12.18
14.0069	-10.2	-12.14
14.0157	-10.19	-12.15
14.0245	-10.08	-12.07
14.0332	-9.96	-11.97
14.042	-10.14	-11.98
14.0508	-10.04	-12.09
14.0596	-9.92	-12.22
14.0684	-9.97	-12.14
14.0771	-9.96	-12.2
14.0859	-10.12	-12.19
14.0947	-10.19	-12.39
14.1035	-10.26	-12.41
14.1123	-10.2	-12.44
14.1211	-10.26	-12.34
14.1298	-10.11	-12.38
14.1386	-10.06	-12.63
14.1474	-9.85	-12.78
14.1562	-9.82	-12.86
14.165	-9.8	-12.55
14.1737	-9.49	-12.63
14.1825	-9.31	-12.66
14.1913	-9.43	-12.66
14.2001	-9.41	-12.67
14.2089	-9.51	-12.71
14.2177	-9.37	-12.71
14.2264	-9.33	-12.57
14.2352	-9.44	-12.63
14.244	-9.67	-12.62
14.2492	-9.7	-12.48
14.2544	-9.69	-12.15
14.2596	-10.03	-12.16
14.2648	-10.18	-12.36
14.27	-10.13	-12.24
14.2752	-10.05	-12.08
14.2804	-10.15	-12.18
14.2856	-10.26	-12.29
14.2908	-10.44	-12.23
14.296	-10.4	-12.2
14.3013	-10.27	-12.13
14.3065	-10.3	-12.03
14.3117	-10.26	-12.22
14.3169	-9.98	-12.21
14.3221	-10.28	-12.34
14.3273	-10.27	-12.33
14.3325	-10.23	-12.19
14.3377	-10.46	-12.29
14.3429	-10.27	-12.21
14.3481	-10.19	-12.36
14.3533	-9.95	-12.46
14.3585	-9.86	-12.6
14.3637	-9.83	-12.56
14.3689	-10	-12.49
14.3741	-10.11	-12.52
14.3793	-9.85	-12.6
14.3845	-9.72	-12.72
14.3897	-9.89	-12.53
14.3949	-10.03	-12.25
14.4001	-10.07	-12.55
14.4053	-9.99	-12.77
14.4105	-9.94	-12.77
14.4157	-9.85	-12.56
14.4209	-9.81	-12.44
14.4262	-10.2	-12.51
14.4314	-10.13	-12.73
14.4366	-10.05	-12.57
14.4418	-10.04	-12.6
14.447	-10.09	-12.64
14.4522	-10.17	-12.43
14.4574	-10.03	-12.45
14.4626	-10.02	-12.62
14.4678	-9.89	-12.78
14.473	-9.94	-12.73
14.4782	-9.94	-12.63
14.4834	-9.84	-12.64
14.4886	-9.99	-12.54
14.4938	-9.99	-12.48
14.499	-10.01	-12.62
14.5042	-9.92	-12.66
14.5094	-9.87	-12.7
14.5146	-9.86	-12.78
14.5198	-9.91	-12.84
14.525	-9.81	-12.79
14.5302	-9.8	-12.77
14.5354	-9.78	-12.5
14.5406	-9.58	-12.73
14.5458	-9.39	-12.61
14.5511	-9.45	-12.53
14.5563	-9.48	-12.8
14.5615	-9.49	-12.72
14.5667	-9.47	-12.61
14.5719	-9.72	-12.6
14.5771	-9.72	-12.6
14.5823	-9.62	-12.37
14.5875	-9.78	-12.38
14.5949	-9.75	-12.36
14.6022	-9.44	-12.33
14.6096	-9.48	-12.06
14.617	-9.65	-12.08
14.6243	-9.64	-12.14
14.6317	-9.58	-12.25
14.6391	-9.49	-12.51
14.6464	-9.56	-12.51
14.6538	-9.46	-12.41
14.6612	-9.31	-12.6
14.6685	-9.16	-12.78
14.6759	-8.99	-13.16
14.6833	-9	-13.35
14.6906	-9.08	-13.22
14.698	-8.97	-13.19
14.7313	-8.44	-13.11
14.7646	-8.47	-13.18
14.7979	-8.37	-13.2
14.8311	-7.9	-13.25
14.8644	-7.82	-13.21
14.8977	-8.28	-13.16
14.931	-8.31	-13.11
14.9872	-8.1	-13.2
15.0433	-7.93	-13.2
15.0995	-8.22	-13.37
15.1557	-8.21	-13.57
15.2118	-8.18	-13.75
15.268	-8.28	-13.74
15.3242	-8.27	-13.66
15.3803	-8.2	-13.78
15.4365	-8.17	-13.97
15.4927	-7.97	-13.87
15.5488	-7.82	-13.56
15.605	-7.9	-13.36
15.6612	-7.88	-13.17
15.7173	-8.06	-13.31
15.7735	-8.08	-13.52
15.8297	-7.93	-13.53
15.8858	-7.64	-13.57
15.942	-7.64	-13.54
15.9982	-7.51	-13.36
16.0543	-7.5	-13.31
16.1105	-7.56	-13.26
16.1667	-7.37	-13.17
16.2228	-7.06	-13.05
16.279	-7.15	-13.1
16.3352	-6.97	-13.04
16.3913	-7.26	-13.21
16.4475	-7.16	-13.1
16.5037	-7.36	-13.04
16.5598	-7.1	-13.06
16.616	-7.09	-12.94
16.6722	-7.33	-12.94
16.7283	-7.3	-12.86
16.7845	-7.04	-12.83
16.8407	-6.47	-12.64
16.8968	-6.78	-12.79
16.953	-6.89	-12.88
16.9774	-7.09	-12.99
17.0019	-7.12	-13.09
17.0263	-7.07	-13.09
17.0507	-7.12	-13.1
17.0751	-6.96	-13.04
17.0996	-6.99	-13.13
17.124	-6.6	-13.16
17.1484	-6.22	-13.14
17.1729	-6.94	-13.21
17.1973	-6.93	-13.12
17.2217	-7.28	-13.15
17.2461	-6.99	-13.09
17.2706	-6.87	-13.15
17.295	-6.78	-13.04
17.3145	-7.09	-13.09
17.334	-6.78	-13.15
17.3535	-6.62	-12.93
17.373	-6.74	-12.72
17.3925	-6.74	-12.61
17.412	-6.85	-12.52
17.4315	-7.11	-12.66
17.451	-7.05	-12.92
17.4705	-7.06	-12.91
17.49	-7.18	-12.94
17.5095	-7.2	-12.89
17.529	-7.1	-12.88
17.5485	-7.23	-12.93
17.568	-7.22	-12.94
17.5875	-6.77	-12.79
17.607	-6.7	-12.75
17.6265	-6.37	-12.78
17.646	-6.78	-12.81
17.6655	-7.03	-12.75
17.685	-7.01	-12.77
