# DESCRIPTION:
# Reference: T.C. Johnson, J.P. Werne, E.T. Brown, A. Abbott, M. Berke, B.A. Steinman, J. Halbur, S. Contreras, S. Grosshuesch, A. Deino, C.A. Scholz, R.P. Lyons, S. Schouten, and J.S. Sinninghe Damste. 2016. A progressively wetter climate in southern East Africa over the past 1.3 million years. Nature, 537(7619), 220-224. doi: 10.1038/nature19065.
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/21890. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

Depth [m],Age [ka BP],Ca [1000 Counts per minute]
125.809,354360.64,9.63005
125.827,354516.78,9.401
125.845,354672.92,8.8821
125.8805,354980.87,8.6718
125.899,355141.34,8.422
125.917,355297.49,8.29035
125.935,355453.63,8.02035
125.953,355609.77,8.07325
125.9715,355770.25,8.3869
125.99,355930.72,8.2241
126.008,356086.87,7.7287
126.026,356243.01,7.25975
126.044,356399.15,6.88325
126.062,356555.29,6.2812
126.0805,356715.77,5.61275
126.099,356876.25,5.22865
126.117,357032.39,5.0234
126.135,357188.53,4.89285
126.1715,357505.15,4.75945
126.1895,357661.29,4.16285
126.208,357821.77,3.9972
126.226,357977.91,3.96245
126.2395,358095.01,3.925
126.271,358368.26,3.7787
126.2895,358528.74,3.6745
126.308,358689.22,3.5846
126.326,358845.36,3.35775
126.344,359001.5,2.7935
126.362,359157.64,2.0703
126.38,359313.78,1.80655
126.3985,359474.26,1.7585
126.417,359634.74,1.7931
126.435,359790.88,1.82665
126.453,359947.02,1.8482
126.471,360103.16,1.8853
126.489,360259.3,1.92135
126.526,360580.26,1.9711
126.544,360736.4,2.00855
126.562,360892.54,2.03785
126.58,361048.69,2.06295
126.5985,361209.16,2.09805
126.617,361369.64,2.1373
126.635,361525.78,2.16375
126.653,361681.92,2.16595
126.671,361838.07,2.16005
126.689,361994.21,2.1108
126.7075,362154.69,2.10055
126.726,362315.16,2.08335
126.744,362471.3,2.06035
126.762,362627.45,2.1362
126.78,362783.59,2.14465
126.798,362939.73,2.2151
126.8165,363100.21,2.2473
126.835,363260.69,2.19895
126.853,363416.83,2.14185
126.871,363572.97,2.0918
126.889,363729.11,2.0201
126.9075,363889.59,1.9617
126.926,364050.07,1.91035
127.0245,364904.5,1.85615
127.0435,365069.32,1.79335
127.0625,365234.14,1.73645
127.0815,365398.95,1.6853
127.1,365559.43,1.6563
127.1185,365719.91,1.6236
127.1375,365884.72,1.5971
127.1565,366049.54,1.58015
127.1755,366214.36,1.55165
127.1945,366379.17,1.5362
127.2135,366543.99,1.3972
127.2325,366708.8,1.33195
127.2515,366873.62,1.21075
127.2705,367038.43,1.1235
127.2895,367203.25,1.11485
127.3085,367368.07,1.1115
127.3275,367532.88,1.09035
127.3465,367697.7,1.09525
127.365,367858.18,1.09595
127.3835,368018.65,1.09245
127.4025,368183.47,1.09385
127.4215,368348.29,1.09665
127.4405,368513.1,1.11045
127.4595,368677.92,1.11965
127.4785,368842.73,1.1196
127.4975,369007.55,1.11555
127.5165,369172.36,1.11235
127.5355,369337.18,1.11385
127.5545,369502,1.13565
127.5735,369666.81,1.1851
127.5925,369831.63,1.19895
127.611,369992.1,1.20645
127.6295,370152.58,1.2111
127.6485,370317.4,1.21535
127.6675,370482.21,1.21445
127.6865,370647.03,1.2138
127.7055,370811.85,1.2163
127.7245,370976.66,1.21425
127.7435,371141.48,1.2154
127.7625,371306.29,1.21855
127.7815,371471.11,1.21855
127.8005,371635.92,1.21925
127.8195,371800.74,1.2068
127.8385,371965.56,1.20335
127.857,372126.03,1.20245
127.8755,372286.51,1.2036
127.8945,372451.33,1.22305
127.9135,372616.14,1.23695
127.9325,372780.96,1.24455
127.9515,372945.78,1.207
127.9705,373110.59,1.22285
127.9895,373275.41,1.23455
128.0085,373440.22,1.23545
128.0275,373605.04,1.2498
128.0465,373769.85,1.33595
128.0655,373934.67,1.3416
128.0845,374099.49,1.61645
128.1035,374264.3,1.7441
128.122,374424.78,1.76375
128.1405,374585.26,1.7756
128.1595,374750.07,1.79215
128.1785,374914.89,1.81015
128.1975,375079.7,1.8293
128.2165,375244.52,1.83695
128.2355,375409.34,1.83735
128.2545,375574.15,1.8415
128.2735,375738.97,1.8397
128.2925,375903.78,1.8266
128.3115,376068.6,1.82235
128.3305,376233.41,1.82585
128.3495,376398.23,1.8225
128.368,376558.71,1.8191
128.3865,376719.19,1.8376
128.4055,376884,1.9173
128.4545,377309.05,1.92625
128.4735,377473.87,1.94335
128.492,377634.35,1.69655
128.5105,377794.83,1.607
128.5295,377959.64,1.61015
128.5485,378124.46,1.6253
128.5675,378289.27,1.6425
128.5865,378454.09,1.6341
128.6055,378618.9,1.6421
128.6245,378783.72,1.6507
128.6435,378948.54,1.66255
128.6625,379113.35,1.681
128.6815,379278.17,1.67975
128.7005,379442.98,1.6908
128.7195,379607.8,1.70975
128.738,379768.28,1.7403
128.7565,379928.76,1.7785
128.7755,380093.57,1.8367
128.7945,380258.39,1.86875
128.8135,380423.2,1.851
128.8325,380588.02,1.82565
128.8515,380752.83,1.8831
128.8705,380917.65,1.9216
128.8895,381082.47,1.8983
128.9085,381247.28,1.8786
128.9275,381412.1,1.86175
128.9465,381576.91,1.8322
128.9655,381741.73,1.827
128.984,381902.21,1.8065
129.0025,382062.69,1.793
129.0215,382227.5,1.7933
129.0405,382392.32,1.78315
129.0595,382557.13,1.7752
129.0785,382721.95,1.76325
129.0975,382886.76,1.7525
129.1165,383051.58,1.72205
129.1355,383216.4,1.66945
129.1545,383381.21,1.60555
129.1735,383546.03,1.55475
129.1925,383710.84,1.47875
129.2115,383875.66,1.41795
129.2305,384040.47,1.3406
129.249,384200.95,1.2852
129.2675,384361.43,1.2497
129.2865,384526.25,1.2705
129.3055,384691.06,1.31905
129.3245,384855.88,1.3305
129.3435,385020.69,1.3544
129.3625,385185.51,1.3972
129.3815,385350.32,1.41795
129.4005,385515.14,1.4198
129.4195,385679.96,1.4133
129.4385,385844.77,1.41535
129.4575,386009.59,1.42625
129.5215,386564.76,1.4271
129.5385,386712.22,1.4324
129.556,386864.03,1.43685
129.5735,387015.83,1.44845
129.5905,387163.3,1.43185
129.6075,387310.76,1.42405
129.625,387462.57,1.4224
129.6425,387614.37,1.42175
129.6595,387761.84,1.4214
129.677,387913.64,1.46205
129.6945,388065.45,1.44425
129.7115,388212.91,1.39405
129.7285,388360.38,1.3891
129.746,388512.18,1.358
129.7635,388663.99,1.31565
129.781,388815.79,1.2931
129.798,388963.26,1.2861
129.8155,389115.06,1.2881
129.8325,389262.53,1.2899
129.8495,389410,1.28115
129.867,389561.8,1.27855
129.8845,389713.6,1.2687
129.9015,389861.07,1.26405
129.919,390012.87,1.26085
129.9365,390164.68,1.2637
129.9535,390312.14,1.2793
129.9705,390459.61,1.2813
129.988,390611.41,1.28385
130.0055,390763.22,1.28515
130.0225,390910.69,1.2917
130.0395,391058.15,1.30435
130.057,391209.96,1.30595
130.0745,391361.76,1.30575
130.0915,391509.23,1.3157
130.109,391661.03,1.3179
130.1515,392029.7,1.3302
130.1685,392177.16,1.3522
130.186,392328.97,1.36025
130.2035,392480.77,1.3642
130.2205,392628.24,1.3646
130.2375,392775.7,1.3587
130.255,392927.51,1.36015
130.2725,393079.31,1.3706
130.2895,393226.78,1.3891
130.307,393378.58,1.42115
130.3245,393530.39,1.4315
130.3415,393677.85,1.44465
130.3585,393825.32,1.4641
130.376,393977.12,1.4816
130.3935,394128.93,1.4704
130.4105,394276.4,1.46635
130.4275,394423.86,1.4473
130.445,394575.67,1.4463
130.4625,394727.47,1.4462
130.4795,394874.94,1.44215
130.497,395026.74,1.4331
130.5145,395178.54,1.40585
130.5315,395326.01,1.39505
130.5485,395473.48,1.3848
130.566,395625.28,1.37875
130.5835,395777.09,1.3739
130.6005,395924.55,1.36715
130.618,396076.36,1.3573
130.6355,396228.16,1.32775
130.6525,396375.63,1.2914
130.6695,396523.09,1.26855
130.687,396674.9,1.2496
130.7045,396826.7,1.2182
130.7215,396974.17,1.18525
130.739,397125.97,1.1683
130.7565,397277.78,1.1279
130.7735,397425.24,1.13015
130.7905,397572.71,1.09225
130.808,397724.51,1.07845
130.8255,397876.32,1.0709
130.8425,398023.78,1.0667
130.86,398175.59,1.07135
130.8775,398327.39,1.0666
130.8945,398474.86,1.0641
130.9115,398622.32,1.0704
130.929,398774.13,1.0652
130.9465,398925.93,1.06185
130.9635,399073.4,1.0576
131.0235,399593.87,1.05985
131.0405,399741.34,1.0742
131.0575,399888.8,1.07615
131.075,400040.61,1.08065
131.0925,400192.41,1.08295
131.1095,400339.88,1.08485
131.127,400491.68,1.0834
131.1445,400643.49,1.10975
131.1615,400790.95,1.12165
131.1785,400935.65,1.1513
131.196,401006.39,1.16035
131.7725,403336.63,1.18375
131.7895,403405.34,1.24915
131.807,403476.08,1.2839
131.8245,403546.81,1.30665
131.8415,403615.53,1.32815
131.8585,403684.24,1.5663
131.876,403754.98,1.57725
131.8935,403825.72,1.67345
131.9105,403894.43,1.67455
131.928,403965.17,1.7023
131.9455,404035.9,1.6896
131.9625,404104.62,1.71355
131.9795,404173.33,1.7093
131.997,404244.07,1.6926
132.0145,404314.8,1.7164
132.021,404341.08,1.71975
132.0315,404383.52,1.7221
132.039,404413.83,1.72485
132.049,404454.25,1.73125
132.057,404486.59,1.7368
132.0665,404524.99,1.9928
132.0745,404557.33,1.93275
132.092,404628.06,1.9624
132.1005,404662.42,1.93285
132.11,404700.82,1.9164
132.118,404733.15,1.6702
132.128,404773.58,1.66475
132.1355,404803.89,1.56915
132.146,404846.33,1.575
132.1525,404872.61,1.5518
132.164,404919.09,1.57475
132.17,404943.34,1.56695
132.182,404991.85,1.57705
132.1875,405014.08,1.59
132.1995,405062.58,1.57955
132.217,405133.32,1.58465
132.2215,405151.51,1.5836
132.235,405206.07,1.583
132.239,405222.24,1.58005
132.253,405278.83,1.571
132.2565,405292.98,1.289
132.271,405351.59,1.2879
132.274,405363.71,1.19785
132.289,405424.34,1.2272
132.2905,405430.41,1.23075
132.307,405497.1,1.2675
132.308,405501.14,1.281
132.3245,405567.84,1.29035
132.3255,405571.88,1.28585
132.342,405638.57,1.2817
132.3425,405640.59,1.2758
132.36,405711.33,1.26285
132.3775,405782.07,1.2583
132.378,405784.09,1.2728
132.395,405852.8,1.2688
132.396,405856.84,1.2616
132.4115,405919.5,1.2859
132.414,405929.6,1.2837
132.429,405990.23,1.28195
132.432,406002.36,1.2847
132.4465,406060.97,1.28945
132.4495,406073.09,1.29055
132.4635,406129.68,1.3191
132.467,406143.83,1.3319
132.481,406200.42,1.33055
132.485,406216.59,1.2985
132.4985,406271.15,1.2886
132.503,406289.34,1.28125
132.5155,406339.87,1.28325
132.521,406362.1,1.28455
132.5325,406408.58,1.2801
132.539,406434.86,1.2768
132.55,406479.32,1.2748
132.557,406507.61,1.26595
132.575,406580.37,1.25655
132.5925,406651.11,1.2483
132.61,406721.84,1.2058
132.628,406794.6,1.1928
132.646,406867.36,1.1883
132.664,406940.11,1.1743
132.682,407012.87,1.17735
132.7,407085.63,1.1785
132.7175,407156.36,1.174
132.735,407227.1,1.13695
132.753,407299.85,1.128
132.771,407372.61,1.1181
132.789,407445.37,1.10605
132.807,407518.12,1.1021
132.825,407590.88,1.09625
132.8425,407661.62,1.08
132.86,407732.35,1.09385
132.884,407829.36,1.1115
132.9015,407900.1,1.1158
132.919,407970.83,1.1197
132.937,408043.59,1.1353
132.955,408116.35,1.1465
132.973,408189.1,1.1674
132.991,408261.86,1.27
133.009,408334.62,1.30675
133.0265,408405.35,1.3982
133.066,408565.01,1.4396
133.084,408637.77,1.47945
133.102,408710.53,1.53975
133.1195,408781.26,1.56935
133.137,408852,1.58335
133.155,408924.76,1.5936
133.173,408997.51,1.60365
133.191,409070.27,1.6103
133.209,409143.03,1.61715
133.227,409215.78,1.63495
133.2445,409286.52,1.63455
133.262,409357.26,1.6476
133.28,409430.01,1.66565
133.298,409502.77,1.6739
133.352,409721.04,1.6689
133.3695,409791.78,1.6731
133.387,409862.51,1.6723
133.405,409935.27,1.5847
133.423,410008.03,1.55295
133.441,410080.78,1.48145
133.459,410153.54,1.46225
133.477,410226.3,1.43905
133.495,410299.05,1.3939
133.5125,410369.79,1.3862
133.53,410440.52,1.39245
133.548,410513.28,1.40445
133.566,410586.04,1.4033
133.584,410658.79,1.41765
133.602,410731.55,1.42635
133.62,410804.31,1.4296
133.6375,410875.04,1.4328
133.655,410945.78,1.42305
133.673,411018.54,1.41125
133.691,411091.29,1.41725
133.709,411164.05,1.42555
133.727,411236.81,1.4349
133.735,411269.14,1.4465
133.77,411410.62,1.4564
133.7875,411481.35,1.45745
133.805,411552.09,1.45955
133.823,411624.84,1.4548
133.841,411697.6,1.4178
133.859,411770.36,1.41375
133.877,411843.11,1.4088
133.895,411915.87,1.37905
133.913,411988.63,1.3722
133.9305,412059.36,1.3724
133.948,412130.1,1.3582
133.966,412202.86,1.3574
133.984,412275.61,1.35425
134.002,412348.37,1.34505
134.02,412421.13,1.3377
134.038,412493.88,1.33665
134.0555,412564.62,1.2985
134.073,412635.36,1.2757
134.127,412853.63,1.23535
134.145,412926.38,1.2153
134.163,412999.14,1.2041
134.1805,413069.88,1.20795
134.198,413140.61,1.19755
134.216,413213.37,1.1857
134.234,413286.12,1.1925
134.252,413358.88,1.18395
134.27,413431.64,1.1816
134.288,413504.4,1.25365
134.306,413577.15,1.32345
134.3235,413647.89,1.4319
134.341,413718.62,1.53875
134.359,413791.38,1.86935
134.377,413864.14,2.2019
134.395,413936.89,2.74625
134.521,414446.19,3.5141
134.539,414518.95,3.97975
134.557,414591.71,4.8485
134.575,414664.46,5.66145
134.593,414737.22,5.8024
134.611,414809.98,5.82525
134.629,414882.73,6.49875
134.647,414955.49,8.09475
134.665,415028.25,9.09015
134.683,415101,10.2358
134.701,415173.76,11.66005
134.719,415246.52,12.53215
134.7375,415321.3,12.86135
134.756,415396.07,12.8526
134.774,415468.83,12.79705
134.792,415541.59,12.71145
134.81,415614.34,12.6271
134.828,415687.1,12.3118
134.846,415759.86,11.9854
134.864,415832.61,11.44775
134.882,415905.37,10.6913
134.9,415978.13,10.2243
134.918,416050.88,9.3878
134.936,416123.64,8.59095
134.954,416196.4,8.4793
134.972,416269.16,8.4658
134.99,416341.91,7.79
135.008,416414.67,6.1905
135.026,416487.43,5.19925
135.044,416560.18,4.05995
135.062,416632.94,2.6471
135.08,416705.7,1.7718
135.098,416778.45,1.43515
135.116,416851.21,1.3951
135.134,416923.97,1.37925
135.1525,416998.74,1.3707
135.171,417073.52,1.35485
135.189,417146.28,1.32405
135.207,417219.04,1.35985
135.225,417291.79,1.38305
135.243,417364.55,1.3828
135.261,417437.31,1.39685
135.279,417510.06,1.40075
135.297,417582.82,1.4198
135.315,417655.58,1.44325
135.333,417728.33,1.46725
135.351,417801.09,1.52755
135.369,417873.85,1.6249
135.398,417991.07,1.6832
135.416,418063.82,1.7485
135.434,418136.58,1.8663
135.452,418209.34,1.94475
135.47,418282.09,2.01645
135.488,418354.85,2.0561
135.506,418427.61,2.2085
135.524,418500.36,2.30785
135.542,418573.12,2.35735
135.56,418645.88,2.38415
135.578,418718.64,2.3523
135.596,418791.39,2.36695
135.614,418864.15,2.3948
135.632,418936.91,2.4052
135.6505,419011.68,2.44325
135.669,419086.46,2.5796
135.687,419159.22,2.64275
135.705,419231.98,2.85225
135.723,419304.73,3.0938
135.741,419377.49,3.05945
135.759,419450.25,3.0969
135.777,419523,3.0929
135.795,419595.76,3.356
135.813,419668.52,3.71245
135.831,419741.27,4.0437
135.849,419814.03,4.55245
135.867,419886.79,5.2339
135.885,419959.54,5.45295
135.903,420032.3,5.729
135.921,420105.06,6.1098
135.939,420177.81,6.79255
135.957,420250.57,7.42575
135.975,420323.33,7.77375
135.993,420396.08,8.1341
136.011,420468.84,8.38315
136.029,420541.6,8.9754
136.047,420614.35,9.28925
136.0655,420689.13,9.58405
136.084,420763.91,9.9698
136.102,420836.67,10.42075
136.12,420909.42,10.7865
136.138,420982.18,10.76375
136.156,421054.94,10.9947
136.174,421127.69,11.53685
136.192,421200.45,12.11555
136.22,421313.63,12.36145
136.238,421386.39,12.36105
136.256,421459.14,12.99035
136.274,421531.9,13.44305
136.292,421604.66,13.79945
136.31,421677.41,13.79935
136.328,421750.17,13.88055
136.346,421822.93,14.22905
136.364,421895.68,14.7882
136.382,421968.44,15.3021
136.4,422041.2,15.36125
136.418,422113.95,15.76455
136.436,422186.71,16.04785
136.454,422259.47,16.12725
136.472,422332.22,16.28915
136.49,422404.98,16.44075
136.54,422607.08,17.01825
136.558,422679.84,16.80035
136.576,422752.6,16.57445
136.594,422825.35,16.3952
136.612,422898.11,16.0977
136.63,422970.87,15.78455
136.648,423043.62,15.39065
136.666,423116.38,15.2249
136.684,423189.14,15.16055
136.702,423261.9,15.12255
136.7205,423336.67,15.055
136.739,423411.45,14.997
136.757,423484.21,14.77995
136.775,423556.96,14.6163
136.793,423629.72,14.40575
136.829,423775.24,14.1375
136.847,423847.99,13.90635
136.865,423920.75,13.74605
136.883,423993.51,13.69465
136.901,424066.26,13.71555
136.919,424139.02,13.6234
136.937,424211.78,13.7069
137.0215,424553.33,13.42065
137.0365,424613.96,13.0061
137.0515,424674.59,13.07915
137.0665,424735.22,13.1416
137.0815,424795.85,13.1327
137.0965,424856.48,12.95725
137.1115,424917.11,12.829
137.1265,424977.74,13.01435
137.1415,425038.37,12.9268
137.1565,425099.01,12.8314
137.1715,425159.64,12.7586
137.1865,425220.27,12.72475
137.2015,425280.9,12.70815
137.2165,425341.53,12.80085
137.2315,425402.16,12.8422
137.2465,425462.79,12.8361
137.2615,425523.42,12.843
137.2765,425584.05,12.8172
137.2915,425644.68,13.0183
137.3065,425705.31,13.23755
137.3215,425765.94,13.4531
137.3365,425826.57,13.78695
137.3515,425887.2,13.89665
137.3665,425947.83,14.0375
137.3815,426008.47,14.2343
137.3965,426069.1,14.46775
137.4115,426129.73,14.6997
137.4265,426190.36,14.5814
137.4415,426250.99,14.56375
137.4565,426311.62,14.76025
137.4715,426372.25,14.92595
137.4865,426432.88,14.94035
137.5015,426493.51,14.9288
137.5165,426554.14,14.92785
137.5315,426614.77,14.8443
137.5465,426675.4,14.7419
137.5615,426736.03,14.64475
137.5765,426796.66,14.62705
137.5915,426857.3,14.47735
137.6065,426917.93,15.4338
137.6215,426978.56,14.9926
137.6365,427039.19,14.74445
137.6515,427099.82,14.57605
137.6665,427160.45,14.30975
137.6815,427221.08,14.1332
137.6965,427281.71,13.997
137.7115,427342.34,13.84935
137.7265,427402.97,13.7338
137.7415,427463.6,13.693
137.7565,427524.23,13.6007
137.7715,427584.86,13.42425
137.7865,427645.49,13.4331
137.8015,427706.13,13.5858
137.8165,427766.76,13.75615
137.8395,427859.72,13.98625
137.8545,427920.35,14.0172
137.8695,427980.98,14.1179
137.8845,428041.61,14.15595
137.8995,428102.25,14.32795
137.9145,428162.88,13.3956
137.9295,428223.51,13.75885
137.9445,428284.14,13.74525
137.9595,428344.77,13.7976
137.9745,428405.4,13.96875
137.9895,428466.03,14.02165
138.0045,428526.66,14.1092
138.0195,428587.29,14.2403
138.0345,428647.92,14.35415
138.0495,428708.55,14.55385
138.0645,428769.18,14.59855
138.0795,428829.81,14.65205
138.1145,428971.29,14.74545
138.1295,429031.92,14.7492
138.1445,429092.55,14.65565
138.1595,429153.18,14.6618
138.1745,429213.81,14.79635
138.1895,429274.44,14.8374
138.2045,429335.07,14.90495
138.2195,429395.7,14.88725
138.2345,429456.33,14.8568
138.2495,429516.96,14.99485
138.2645,429577.59,15.209
138.2795,429638.22,15.32645
138.2945,429698.85,15.3844
138.3095,429759.48,15.45325
138.3245,429820.12,15.5811
138.3395,429880.75,15.5051
138.3545,429941.38,15.4805
138.3695,430002.01,15.54655
138.3845,430062.64,15.5507
138.3995,430123.27,15.64495
138.4145,430183.9,15.73015
138.4295,430244.53,15.78195
138.4445,430305.16,15.84225
138.4595,430365.79,15.8478
138.4745,430426.42,15.8391
138.4895,430487.05,15.77585
138.5045,430547.68,15.7032
138.5195,430608.31,15.6504
138.5345,430668.95,15.7937
138.5495,430729.58,15.7515
138.5645,430790.21,15.8472
138.5795,430850.84,15.92865
138.5945,430911.47,15.92565
138.6095,430972.1,15.95475
138.6245,431032.73,15.85265
138.6395,431093.36,15.74855
138.6545,431153.99,15.6293
138.6695,431214.62,15.44605
138.6845,431275.25,15.25015
138.6995,431335.88,15.07725
138.7145,431396.51,14.7812
138.7295,431457.14,14.4037
138.7445,431517.77,14.3864
138.7595,431578.41,14.15885
138.7935,431715.84,14.1444
138.8085,431776.47,14.24885
138.8235,431837.1,14.3796
138.8385,431897.73,14.47195
138.8535,431958.36,14.47865
138.8685,432018.99,14.57485
138.8835,432079.62,14.5014
138.8985,432140.25,14.47275
138.9135,432200.88,14.43635
138.9285,432261.51,14.5179
138.9435,432322.14,14.64515
138.9665,432415.11,14.67615
138.9815,432475.74,14.8315
138.9965,432536.37,14.99365
139.0115,432597,15.20395
139.0265,432657.63,15.1863
139.0415,432718.26,15.3914
139.0565,432778.89,15.67225
139.0715,432839.52,15.6152
139.0865,432900.15,15.7467
139.1015,432960.79,15.81715
139.1165,433021.42,15.7422
139.1315,433082.05,15.6104
139.1465,433142.68,15.59665
139.1615,433203.31,15.578
139.1765,433263.94,15.5059
139.1915,433324.57,15.5543
139.2065,433385.2,15.4616
139.2215,433445.83,15.62045
139.2365,433506.46,15.56895
139.2515,433567.09,15.38365
139.2665,433627.72,15.45185
139.2815,433688.35,15.6078
139.2965,433748.98,15.19255
139.3115,433809.61,15.04875
139.3265,433870.25,15.06145
139.3415,433930.88,15.03075
139.3565,433991.51,15.03305
139.3715,434052.14,15.0245
139.3865,434112.77,15.0115
139.4015,434173.4,14.9352
139.4165,434234.03,15.04665
139.4315,434294.66,15.36415
139.4465,434355.29,15.3782
139.538,435039.32,15.2787
139.5535,435155.55,15.2207
139.569,435271.78,15.17115
139.5845,435388.01,15.1866
139.6,435504.24,14.9127
139.6155,435620.48,14.8506
139.631,435736.71,15.0288
139.6465,435852.94,15.02125
139.662,435969.17,14.88195
139.6775,436085.4,15.2431
139.693,436201.63,15.32435
139.7085,436317.86,15.4104
139.724,436434.09,15.44765
139.7395,436550.33,15.4728
139.755,436666.56,15.61455
139.8165,437127.73,15.78805
139.832,437243.97,15.87315
139.8475,437360.2,15.89085
139.863,437476.43,15.75625
139.8785,437592.66,15.7281
139.894,437708.89,15.7827
139.9095,437825.12,15.7646
139.925,437941.35,15.683
139.9405,438057.58,15.66675
139.956,438173.82,15.75565
139.9715,438290.05,15.89985
139.987,438406.28,15.90955
140.0025,438522.51,15.9707
140.018,438638.74,16.0598
140.0335,438754.97,15.99085
140.049,438871.2,16.0068
140.0645,438987.44,16.1372
140.08,439103.67,16.1382
140.0955,439219.9,16.1409
140.111,439336.13,16.1402
140.1265,439452.36,16.2323
140.142,439568.59,16.52645
140.1575,439684.82,16.53385
140.173,439801.06,16.42915
140.1885,439917.29,16.1796
140.204,440033.52,15.91205
140.2195,440149.75,15.978
140.235,440265.98,16.2628
140.2505,440382.21,16.34935
140.266,440498.44,16.52505
140.2815,440614.68,16.30685
140.297,440730.91,16.2619
140.3125,440847.14,16.14935
140.328,440963.37,16.32175
140.3435,441079.6,16.28245
140.359,441195.83,16.64365
140.3745,441312.06,16.102
140.39,441428.29,15.53965
140.4055,441544.53,14.91865
140.421,441660.76,14.1832
140.4365,441776.99,14.07135
140.4515,441889.47,13.62785
140.467,442005.7,13.68835
140.4825,442121.93,13.8023
140.498,442238.17,14.02865
140.5135,442354.4,14.473
140.529,442470.63,14.467
140.5445,442586.86,14.3005
140.56,442703.09,14.16305
140.5755,442819.32,14.45055
140.591,442935.55,14.5116
140.606,443048.04,14.5619
140.6215,443164.27,14.72635
140.637,443280.5,14.50365
140.6525,443396.73,14.5885
140.668,443512.96,14.3412
140.6835,443629.19,14.87135
140.699,443745.42,15.36215
140.7145,443861.66,15.90355
140.73,443977.89,16.61635
140.7455,444094.12,16.4023
140.761,444210.35,16.5671
140.7765,444326.58,16.3709
140.792,444442.81,16.2464
140.8075,444559.04,16.11575
140.823,444675.27,15.80475
140.8385,444791.51,15.78565
140.854,444907.74,15.5896
140.8695,445023.97,15.39445
140.885,445140.2,14.7918
140.9005,445256.43,14.4328
140.916,445372.66,13.89235
140.9315,445488.89,13.50915
140.947,445605.13,13.199
140.9625,445721.36,12.8505
140.9775,445833.84,12.36225
140.993,445950.07,11.992
141.0085,446066.3,11.74415
141.0395,446298.76,11.5392
141.055,446415,11.1622
141.0705,446531.23,10.97575
141.117,446879.92,10.84985
141.1325,446996.15,10.6167
141.148,447112.38,10.5022
141.1635,447228.62,10.3828
141.1955,447468.58,10.35925
141.211,447584.81,10.19805
141.2265,447701.04,10.25345
141.242,447817.27,10.23205
141.2575,447933.5,10.2235
141.273,448049.73,10.33835
141.2885,448165.97,10.52605
141.304,448282.2,10.6022
141.3195,448398.43,10.59235
141.335,448514.66,10.7007
141.3505,448630.89,10.8412
141.3655,448743.37,10.87695
141.381,448859.6,10.9335
141.3965,448975.84,10.9184
141.412,449092.07,11.03805
141.4275,449208.3,11.1928
141.443,449324.53,10.97895
141.4585,449440.76,11.0523
141.474,449556.99,10.96075
141.4895,449673.22,11.08725
141.505,449789.46,11.14305
141.5205,449905.69,11.0763
141.536,450021.92,11.045
141.5515,450138.15,11.17055
141.567,450254.38,11.2233
141.5825,450370.61,11.4825
141.598,450486.84,11.7268
141.6135,450603.08,11.8789
141.629,450719.31,11.89615
141.6445,450835.54,11.897
141.66,450951.77,11.8565
141.6755,451068,11.9072
141.691,451184.23,11.93515
141.7065,451300.46,12.07855
141.722,451416.69,12.02115
141.7375,451532.93,11.8724
141.753,451649.16,11.95115
141.7685,451765.39,11.8699
141.784,451881.62,11.76645
141.7995,451997.85,11.51435
141.815,452114.08,11.29395
141.8305,452230.31,11.3823
141.846,452346.55,11.2588
141.8615,452462.78,11.25825
141.877,452579.01,11.19745
141.8925,452695.24,11.07305
141.908,452811.47,10.70785
141.9235,452927.7,10.45065
141.939,453043.93,10.3921
142.025,453688.83,10.23485
142.041,453808.81,10.146
142.057,453928.79,9.9789
142.073,454048.77,9.83545
142.0885,454165,9.6639
142.104,454281.24,9.5221
142.12,454401.22,9.5139
142.214,455106.1,9.5678
142.23,455226.08,9.62565
142.246,455346.07,9.6394
142.262,455466.05,9.7339
142.2775,455582.28,9.71445
142.293,455698.51,9.5772
142.309,455818.49,9.566
142.325,455938.47,9.5217
142.341,456058.45,9.35725
142.357,456178.43,9.23105
142.3725,456294.66,9.4426
142.388,456410.89,9.4424
142.404,456530.88,9.5397
142.42,456650.86,9.6756
142.436,456770.84,9.7147
142.452,456890.82,9.78565
142.4675,457007.05,9.9123
142.483,457123.28,9.95915
142.4835,457127.03,10.01665
142.499,457243.26,9.8362
142.531,457483.22,9.72655
142.547,457603.2,9.74135
142.5625,457719.44,9.85095
142.578,457835.67,10.0126
142.594,457955.65,10.0463
142.61,458075.63,9.96695
142.626,458195.61,9.9971
142.642,458315.59,9.90495
142.658,458435.57,10.0151
142.6735,458551.8,10.03825
142.705,458788.01,9.82645
142.721,458907.99,9.8159
142.737,459027.98,9.77285
142.753,459147.96,9.8086
142.7685,459264.19,9.9174
142.784,459380.42,10.02115
142.8,459500.4,9.93935
142.816,459620.38,9.8949
142.832,459740.36,9.968
142.848,459860.34,10.2901
142.8635,459976.57,10.36585
142.887,460152.8,10.3781
142.9025,460269.03,10.2567
142.918,460385.26,10.07795
142.934,460505.24,10.03775
142.95,460625.22,10.36625
142.966,460745.2,10.37235
142.982,460865.18,10.6534
142.998,460985.16,10.7483
