# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871936. Accessed 11 Nov 2022.
# Comment: Cibicidoides sp. δ18O and Cibicidoides sp. δ13C include C. kullenbergi and C. wuellerstorfi, which are listed as separate variables in the original dataset.

Depth cr mean [rmcd],Age [ka BP],Cibicidoides sp. δ18O [‰ PDB],Cibicidoides sp. δ13C [‰ PDB]
110.15,1511.05,3.45,0.29
110.17,1511.22,3.48,1.02
110.19,1511.38,3.5,0.3
110.21,1511.54,3.62,0.54
110.23,1511.7,3.41,0.87
110.25,1511.86,3.47,0.47
110.27,1512.03,3.45,1.03
110.29,1512.19,3.38,0.58
110.31,1512.35,3.29,0.79
110.33,1512.51,3.16,0.27
110.35,1512.67,3.19,1.15
110.36,1512.75,3.77,1.03
110.37,1512.84,3.25,1.12
110.38,1512.92,3.37,0.88
110.39,1513,3.19,1.07
110.4,1513.08,3.3,0.92
110.41,1513.16,3.3,0.76
110.42,1513.24,3.31,0.99
110.43,1513.32,3.21,1.1
110.44,1513.4,3.2,1.07
110.45,1513.48,3.14,1
110.46,1513.57,3.24,1.21
110.47,1513.65,3.29,0.69
110.48,1513.73,3.1,0.81
110.49,1513.81,3.19,1.23
110.5,1513.89,3.21,1.04
110.51,1513.97,3.29,1.12
110.52,1514.05,3.27,1.08
110.53,1514.13,3.22,1.12
110.54,1514.21,3.28,1.14
110.55,1514.29,3.2,1.02
110.56,1514.38,3.13,1.09
110.57,1514.46,3.11,0.98
110.58,1514.54,3.24,0.99
110.59,1514.62,3.09,1.04
110.6,1514.7,3.27,1.09
110.61,1514.78,3.23,0.88
110.62,1514.86,3.25,0.69
110.63,1514.94,3.12,1.12
110.64,1515.02,3.27,1
110.65,1515.1,3.23,0.92
110.66,1515.19,3.26,1.1
110.67,1515.27,3.1,0.78
110.68,1515.35,3.24,1.12
110.69,1515.43,3.17,0.72
110.7,1515.51,3.31,0.95
110.72,1515.67,3.17,0.96
110.73,1515.75,3.07,0.84
110.74,1515.83,3.24,0.99
110.75,1515.92,3.16,1.04
110.76,1516,3.22,0.76
110.78,1516.16,3.22,0.94
110.8,1516.32,3.13,0.98
110.82,1516.48,3.17,0.88
110.84,1516.64,3.15,0.98
110.86,1516.81,3.1,0.78
110.92,1517.29,3.01,1.02
110.94,1517.45,3.15,0.81
110.98,1517.78,2.83,1.01
111.02,1518.1,3,0.93
111.08,1518.59,3.06,1.04
111.1,1518.75,3.02,0.96
111.14,1519.08,3.08,0.91
111.2,1519.56,2.98,0.93
111.22,1519.72,3.15,0.82
111.26,1520.05,3.09,0.97
111.28,1520.21,2.9,0.87
111.34,1520.7,2.96,0.73
111.36,1520.86,2.97,0.66
111.38,1521.02,2.99,0.9
111.42,1521.34,3.09,0.81
111.46,1521.67,3.02,0.75
111.54,1522.32,3.18,0.9
111.56,1522.48,2.99,0.33
111.58,1522.64,3.05,0.43
111.64,1523.13,3.12,0.91
111.7,1523.61,3.1,0.61
111.82,1524.58,3.23,0.88
111.86,1524.91,3.39,0.41
111.98,1525.88,3.19,0.49
112.18,1527.5,3.41,0.22
112.28,1528.31,3.24,0.66
112.34,1528.8,3.42,0.63
112.36,1528.96,3.43,0.42
112.38,1529.12,3.49,0.65
112.4,1529.28,3.4,0.6
112.42,1529.45,3.51,0.53
112.44,1529.61,3.31,0.63
112.46,1529.77,3.46,0.56
112.48,1529.93,3.63,0.21
112.5,1530.09,3.43,0.48
112.52,1530.26,3.48,0.52
112.54,1530.42,3.39,0.59
112.56,1530.63,3.42,0.45
112.58,1530.89,3.56,0.52
112.6,1531.16,3.58,0.6
112.62,1531.42,3.55,0.31
112.64,1531.68,3.59,0.46
112.66,1531.94,3.6,0.23
112.68,1532.21,3.91,-0.15
112.7,1532.47,3.66,-0.12
112.72,1532.73,3.76,0.43
112.74,1532.99,4.07,-0.02
112.76,1533.26,4.05,0.21
112.78,1533.52,4.17,0.19
112.8,1533.78,4.11,0.39
112.82,1534.04,3.6,0.43
112.84,1534.3,4.09,0.31
112.86,1534.57,4.17,0.28
112.88,1534.83,4.11,0.37
112.9,1535.09,4.15,0.11
112.92,1535.35,4.06,0.03
112.94,1535.62,4.11,0.17
112.96,1535.88,4.1,0.39
112.98,1536.14,4.07,0.19
113,1536.4,4.2,0.03
113.02,1536.67,4.23,0.54
113.04,1536.93,4.12,0.47
113.06,1537.19,4.12,0.21
113.08,1537.45,4.03,0.01
113.14,1538.24,4.22,0.01
113.16,1538.5,4.19,-0.26
113.18,1538.77,4.11,0.05
113.2,1539.03,4.27,-0.11
113.22,1539.29,4.17,-0.11
113.24,1539.55,4.14,0.19
113.26,1539.82,4.19,-0.04
113.28,1540.08,4.11,-0.02
113.3,1540.34,4.09,0.25
113.32,1540.6,4.17,-0.01
113.34,1540.86,4.11,0.23
113.36,1541.13,3.99,-0.08
113.38,1541.39,4,0.28
113.4,1541.65,3.92,0.5
113.42,1541.91,3.97,0.34
113.44,1542.18,3.81,0.27
113.46,1542.44,3.81,0.51
113.48,1542.7,3.78,0.42
113.5,1542.96,3.87,0.24
113.52,1543.23,3.75,0.79
113.54,1543.49,3.76,0.41
113.56,1543.75,3.59,0.96
113.58,1544.01,3.69,0.44
113.6,1544.28,3.49,0.35
113.62,1544.54,3.59,0.31
113.66,1545.06,3.54,0.37
113.68,1545.33,3.54,0.61
113.7,1545.59,3.41,0.72
113.72,1545.85,3.4,0.43
113.74,1546.11,3.11,0.5
113.76,1546.38,3.35,0.85
113.78,1546.64,3.28,0.74
113.8,1546.9,3.29,0.91
113.82,1547.19,3.36,0.49
113.84,1547.48,3.28,0.93
113.86,1547.77,3.32,0.91
113.88,1548.06,3.32,0.67
113.9,1548.35,3.28,0.74
113.92,1548.64,3.22,0.91
113.94,1548.93,3.31,0.89
113.96,1549.23,3.06,1.07
114.02,1550.1,3.28,0.87
114.04,1550.39,3.15,0.84
114.06,1550.68,3.08,0.78
114.1,1551.26,3.13,0.79
114.12,1551.55,3.07,0.35
114.14,1551.84,3.21,0.56
114.16,1552.13,3.26,0.97
114.18,1552.42,3.24,0.61
114.2,1552.71,3.26,0.39
114.22,1553,3.23,-0.07
114.24,1553.3,3.27,0.56
114.26,1553.59,3.36,0.25
114.28,1553.88,3.2,1.01
114.3,1554.17,3.44,0.88
114.32,1554.46,3.33,0.88
114.34,1554.75,3.29,0.26
114.36,1555.04,3.09,0.9
114.38,1555.33,3.26,0.77
114.4,1555.62,3.17,0.81
114.42,1555.91,3.28,0.96
114.44,1556.2,3.08,1.15
114.46,1556.49,3.2,0.86
114.48,1556.78,3.18,0.97
114.5,1557.07,3.13,0.84
114.52,1557.36,3.06,0.88
114.54,1557.66,3.06,1.06
114.56,1557.95,3.1,0.61
114.58,1558.24,3.03,0.75
114.6,1558.53,3.04,1.07
114.62,1558.82,3.05,0.85
114.64,1559.11,3.02,1.25
114.66,1559.4,3.04,0.74
114.68,1559.69,2.99,1.07
114.7,1559.98,2.96,0.97
114.72,1560.27,3.07,1.23
114.74,1560.56,3.14,1.13
114.76,1560.85,3.09,1.34
114.78,1561.14,2.96,1.06
114.82,1561.73,3.04,1.31
114.84,1562.02,3,1.28
114.86,1562.31,3.08,1.05
114.88,1562.6,3.01,1.23
114.9,1562.89,2.99,1.01
114.92,1563.18,2.96,1.18
114.94,1563.47,3.04,1.19
114.96,1563.76,3.01,1.01
114.98,1564.05,3.07,0.96
115,1564.34,2.98,0.96
115.02,1564.63,2.99,1.28
115.04,1564.92,3.01,0.91
115.06,1565.21,2.97,1.04
115.08,1565.5,3.08,1.11
115.1,1565.79,2.96,0.95
115.12,1566.09,3.06,1.01
115.14,1566.38,2.99,1.06
115.16,1566.67,2.92,1.07
115.18,1566.96,3.08,1.03
115.2,1567.25,2.9,1.11
115.22,1567.54,3,1.01
115.24,1567.83,3.22,0.89
115.26,1568.12,3.12,1.11
115.28,1568.41,2.91,1.03
115.3,1568.7,3.21,0.82
115.32,1568.99,3.09,0.99
115.34,1569.28,3.43,0.82
115.36,1569.57,3.24,0.88
115.38,1569.86,3.39,0.61
115.4,1570.16,3.5,0.8
115.42,1570.45,3.55,0.81
115.44,1570.74,3.37,0.62
115.46,1571.03,3.33,0.59
115.48,1571.23,3.39,0.66
115.5,1571.41,3.23,0.52
115.52,1571.58,3.39,0.6
115.54,1571.75,3.47,0.39
115.56,1571.93,3.52,0.71
115.58,1572.1,3.57,0.22
115.6,1572.28,3.56,0.56
115.62,1572.45,3.46,0.63
115.64,1572.63,3.6,0.3
115.66,1572.8,3.62,0.66
115.68,1572.98,3.69,0.39
115.7,1573.15,3.75,0.51
115.72,1573.32,3.71,0.56
115.74,1573.5,3.75,0.68
115.76,1573.67,3.67,0.74
115.78,1573.85,3.76,0.75
115.8,1574.02,3.77,0.79
115.82,1574.2,3.75,0.38
115.84,1574.37,3.71,0.67
115.86,1574.54,3.73,1
115.88,1574.72,3.68,0.65
115.9,1574.89,3.74,0.55
115.92,1575.07,3.89,0.61
115.94,1575.24,3.71,0.64
115.96,1575.42,3.9,0.57
115.98,1575.59,3.9,0.39
116,1575.77,3.78,0.23
116.02,1575.94,3.78,0.65
116.04,1576.11,3.77,0.72
116.06,1576.29,3.82,0.2
116.08,1576.46,3.79,0.83
116.1,1576.64,3.87,0.27
116.14,1576.99,3.82,0.7
116.16,1577.16,3.68,0.76
116.2,1577.51,3.76,0.86
116.22,1577.68,3.79,0.87
116.3,1578.38,3.71,0.71
116.34,1578.73,3.64,0.27
116.38,1579.08,3.58,0.87
116.52,1580.3,3.64,0.87
116.58,1580.82,3.53,0.74
116.62,1581.17,3.66,0.95
116.64,1581.35,3.55,0.51
116.66,1581.52,3.65,0.2
116.7,1581.87,3.57,0.13
116.72,1582.05,3.57,0.98
116.76,1582.39,3.61,0.98
116.78,1582.57,3.58,0.99
116.8,1582.74,3.59,0.13
116.82,1582.92,3.61,0.73
116.84,1583.09,3.67,0.18
116.86,1583.27,3.51,0.9
116.88,1583.44,3.52,0.86
116.9,1583.62,3.48,0.94
116.92,1583.79,3.55,0.83
116.94,1583.96,3.48,0.67
116.96,1584.14,3.58,1.08
116.98,1584.31,3.38,0.87
117,1584.53,3.55,0.98
117.04,1585.06,3.39,0.69
117.06,1585.33,3.47,0.91
117.08,1585.59,3.33,0.9
117.1,1585.86,3.27,0.71
117.12,1586.12,3.3,0.89
117.14,1586.39,3.24,0.57
117.16,1586.65,3.21,0.9
117.18,1586.92,3.3,0.92
117.2,1587.18,3.15,0.76
117.22,1587.45,3.3,0.66
117.24,1587.71,3.19,0.91
117.26,1587.98,3.2,0.84
117.28,1588.24,3.09,0.62
117.3,1588.51,3.16,0.76
117.32,1588.77,3.09,0.8
117.34,1589.04,3.17,0.78
117.36,1589.3,3.19,0.86
117.38,1589.57,3.23,0.88
117.4,1589.83,3.18,0.5
117.42,1590.1,3.07,0.87
117.44,1590.36,3.07,0.72
117.46,1590.63,3.08,0.78
117.48,1590.89,3.17,0.64
117.5,1591.16,3.07,0.69
117.52,1591.42,3.14,0.56
117.54,1591.69,3.1,0.63
117.56,1591.95,3.02,0.55
117.58,1592.22,3.3,-0.09
117.6,1592.48,3.11,0.28
117.62,1592.75,3.45,0.59
117.64,1593.01,3.31,0.18
117.66,1593.28,3.4,0.13
117.68,1593.54,3.52,0.23
117.7,1593.81,3.45,0.44
117.72,1594.07,3.4,0.38
117.74,1594.34,3.49,0.37
117.76,1594.6,3.44,0.55
117.78,1594.87,3.27,0.52
117.8,1595.13,3.25,0.82
117.82,1595.4,3.29,0.84
117.82,1595.4,3.55,0.42
117.84,1595.66,3.21,0.52
117.84,1595.66,3.45,0.66
117.86,1595.93,3.24,0.76
117.86,1595.93,3.5,0.69
117.88,1596.19,3.25,0.5
117.88,1596.19,3.17,0.87
117.9,1596.46,3.23,0.88
117.9,1596.46,3.23,0.91
117.92,1596.72,3.12,0.99
117.92,1596.72,3.32,0.94
117.94,1596.99,3.15,0.99
117.94,1596.99,3.26,1.15
117.96,1597.25,3.18,0.88
117.96,1597.25,3.14,0.86
117.98,1597.52,3.09,1.01
117.98,1597.52,3.23,0.95
118,1597.78,2.99,1.07
118,1597.78,3.17,0.87
118.02,1598.05,2.96,0.88
118.02,1598.05,3.15,0.98
118.04,1598.31,3.13,0.62
118.04,1598.31,3.09,1.29
118.06,1598.58,3.2,0.93
118.06,1598.58,3.1,1.22
118.08,1598.84,3.22,1.04
118.08,1598.84,3.16,0.81
118.1,1599.11,3.15,1.09
118.1,1599.11,3.08,1.16
118.12,1599.37,3.08,1.17
118.12,1599.37,3.02,1.23
118.14,1599.64,3.14,1.08
118.14,1599.64,3.09,1.3
118.16,1599.9,3,1.25
118.18,1600.17,3.07,1.11
118.2,1600.43,3.08,1.33
118.22,1600.7,3.06,1.34
118.24,1600.96,3.03,1.15
118.26,1601.23,3.02,1.28
118.28,1601.49,3.03,1.29
118.3,1601.76,3.09,1.32
118.32,1602.02,3.03,1.08
118.34,1602.29,3.05,1.32
118.36,1602.55,3.03,1.21
118.38,1602.82,3.03,1.18
118.4,1603.08,3.09,1.13
118.42,1603.35,2.97,1.37
118.44,1603.61,2.93,1.18
118.46,1603.88,3.07,0.7
118.48,1604.14,2.96,1.18
118.5,1604.41,3.02,0.97
118.52,1604.67,2.94,1.17
118.54,1604.94,2.93,1.15
118.56,1605.2,2.99,0.61
118.58,1605.47,2.97,0.94
118.6,1605.73,3,1.26
118.62,1606,2.99,0.67
118.64,1606.26,2.99,1.01
118.66,1606.53,3,1.11
118.68,1606.79,3.01,0.62
118.7,1607.06,3.03,1.15
118.72,1607.32,3.11,0.02
118.74,1607.59,3.21,1.15
118.76,1607.85,3.08,1.15
118.78,1608.12,3.09,0.44
118.8,1608.38,3.08,0.78
118.82,1608.65,3.07,1.06
118.84,1608.91,2.98,1.17
118.86,1609.18,3.17,1.09
118.88,1609.44,3.04,0.88
118.9,1609.71,3.09,1.07
118.92,1609.97,3.13,0.97
118.94,1610.24,3.2,1.04
118.96,1610.5,3.17,0.84
118.98,1610.77,3.27,1
119,1611.01,3.33,0.83
119.02,1611.23,3.36,0.81
119.04,1611.45,3.19,0.98
119.06,1611.67,3.28,-0.05
119.08,1611.89,3.37,0.61
119.1,1612.11,3.43,0.71
119.12,1612.33,3.21,0.63
119.14,1612.55,3.36,1
119.16,1612.77,3.48,0.68
119.18,1612.98,3.35,0.78
119.2,1613.2,3.47,0.88
119.22,1613.42,3.4,0.82
119.24,1613.64,3.44,0.65
119.26,1613.86,3.5,0.52
119.28,1614.08,3.43,0.92
119.3,1614.3,3.47,0.89
119.32,1614.52,3.45,0.85
119.34,1614.74,3.43,0.95
119.36,1614.96,3.36,0.64
119.38,1615.18,3.44,0.98
119.4,1615.4,3.42,0.84
119.42,1615.62,3.44,0.85
119.44,1615.84,3.37,0.68
119.46,1616.06,3.41,0.97
119.48,1616.28,3.38,0.83
119.5,1616.5,3.35,1.03
119.52,1616.72,3.35,0.91
119.54,1616.93,3.39,1
119.56,1617.15,3.36,0.47
119.58,1617.37,3.38,0.94
119.6,1617.59,3.36,0.76
119.62,1617.81,3.4,0.72
119.64,1618.03,3.34,1.02
119.66,1618.25,3.36,0.88
119.68,1618.47,3.22,0.91
119.7,1618.69,3.29,0.89
119.72,1618.92,3.25,0.94
119.74,1619.16,3.21,0.94
119.76,1619.4,3.26,0.75
119.78,1619.64,3.18,0.66
119.8,1619.88,3.3,0.57
119.82,1620.12,3.3,0.75
119.84,1620.37,3.26,0.77
119.86,1620.61,3.33,0.8
119.88,1620.85,3.13,1
119.895,1621.03,3.19,0.71
119.905,1621.15,3.24,0.45
119.92,1621.33,3.2,0.58
119.925,1621.39,3.24,0.45
120.025,1622.59,3.15,0.82
120.125,1623.8,3.16,0.34
120.225,1625,3.38,0.17
120.325,1625.78,3.26,0.16
120.425,1626.56,3.43,0.12
120.525,1627.34,3.42,0.14
120.625,1628.12,3.29,0.25
120.725,1628.9,3.23,0.92
120.825,1629.9,3.23,0.84
120.925,1630.9,3.15,1.1
121.025,1631.9,3.09,0.68
121.125,1632.9,3.05,1.2
121.225,1633.9,3.1,0.88
121.325,1634.9,3.01,1.01
121.425,1635.9,3.09,1.26
121.525,1636.9,3.04,1.19
121.625,1637.9,3.04,1.01
121.725,1638.9,3.22,1.16
121.825,1639.9,3.11,1.21
121.925,1640.9,3.21,1.1
122.025,1642.05,3.37,1.19
122.125,1643.36,3.66,0.71
122.225,1644.67,3.7,0.88
122.325,1645.98,3.62,0.82
122.425,1647.29,3.74,0.09
122.525,1648.6,3.86,1.04
122.575,1649.25,3.92,1.08
122.675,1650.56,3.87,0.97
122.775,1651.87,3.76,0.97
122.875,1653.18,3.77,0.71
122.975,1654.49,3.74,0.44
122.975,1654.49,3.96,0.47
123.125,1656.45,3.72,0.47
123.175,1657.11,3.77,0.65
123.275,1658.42,3.71,0.8
123.375,1659.72,3.87,0.1
123.475,1661.03,3.83,0.54
123.575,1662.34,3.82,0.16
123.675,1663.65,3.82,0.66
123.775,1664.96,3.78,0.87
123.875,1666.27,3.7,0.39
123.975,1667.03,3.4,0.8
124.075,1667.73,3.47,0.66
124.175,1668.43,3.34,0.69
124.275,1669.12,3.31,1.05
124.375,1669.82,3.27,1.11
124.475,1670.52,3.2,1.03
124.675,1671.92,3.19,1.02
125.075,1674.71,3.04,0.85
125.175,1675.41,3.08,1.21
125.275,1676.11,3.05,1.21
125.375,1676.81,3.02,0.85
125.475,1677.51,3,1.01
125.575,1678.21,2.97,0.81
125.675,1678.91,3.01,0.87
125.875,1680.3,3.09,0.78
126.475,1684.5,3.14,0.74
126.675,1685.89,3.09,0.49
126.775,1686.59,3.02,0.87
126.875,1687.29,3.08,0.7
126.975,1687.99,3.05,0.55
127.075,1688.69,2.93,0.61
127.275,1690.09,3.21,1.01
127.675,1692.88,3.17,0.77
127.875,1694.28,3.15,0.86
127.875,1694.28,3.19,0.89
127.975,1694.98,3.04,0.78
127.975,1694.98,3.21,0.63
128.165,1696.3,3.21,0.88
128.265,1697,3.28,0.78
128.365,1697.7,3.28,0.65
128.765,1704.04,3.94,-0.13
128.865,1705.92,3.92,0.91
129.065,1709.67,3.75,0.01
129.065,1709.67,3.66,0.4
129.165,1711.62,3.37,0.33
129.165,1711.62,3.63,0.33
129.265,1713.66,3.35,-0.25
129.365,1715.71,3.52,0.17
129.465,1717.75,3.13,0.45
129.565,1719.79,2.93,0.86
129.665,1721.84,3.02,0.22
129.765,1723.88,3.21,0.01
129.865,1725.93,3.5,0.65
129.965,1727.97,3.55,0.42
130.065,1730.01,3.45,0.3
130.065,1730.01,3.49,0.23
130.165,1732.06,3.3,0.79
130.265,1734.1,3.29,0.74
130.365,1736.15,3.32,0.53
130.465,1738.19,3.11,0.84
130.565,1740.23,3.04,0.81
130.665,1742.28,3.1,0.52
130.665,1742.28,3.34,-0.22
130.765,1743.93,3.54,-0.08
130.865,1745.19,3.58,0.34
131.165,1748.97,3.9,-0.06
131.265,1750.23,3.6,0.24
131.365,1751.49,3.73,-0.76
131.365,1751.49,3.59,0.33
131.665,1754.48,3.17,0.58
131.765,1755.39,3.09,0.1
131.965,1757.19,3.42,0.57
132.065,1758.09,3.26,0.9
132.165,1758.99,2.96,0.62
132.265,1759.9,2.98,1.14
132.375,1760.89,2.94,1
132.375,1760.89,3.16,1.16
132.575,1762.69,2.91,0.88
132.575,1762.69,2.87,0.99
132.675,1763.6,2.9,0.92
132.775,1764.5,2.97,0.52
132.875,1765.4,3.04,0.69
132.975,1766.3,2.94,0.91
133.075,1767.2,2.88,0.95
133.175,1768.11,3.05,0.78
133.275,1769.01,2.92,0.93
133.475,1770.81,2.9,0.79
133.575,1771.71,2.93,0.85
133.575,1771.71,2.98,1.06
133.675,1772.62,3,1
133.675,1772.62,3,0.79
133.875,1774.42,2.91,0.83
133.875,1774.42,2.99,0.77
133.975,1775.32,2.87,1.04
134.075,1776.22,3.01,0.85
134.075,1776.22,2.98,1.05
134.175,1777.13,3.02,0.89
134.175,1777.13,2.99,0.85
134.275,1778.03,3.06,0.64
134.375,1778.93,2.96,1.09
134.475,1779.83,2.94,0.6
134.575,1780.73,2.94,1.05
134.675,1781.64,3.02,0.84
134.775,1782.54,3.2,0.12
134.775,1782.54,3.03,0.79
134.875,1783.44,3.25,0.71
134.875,1783.44,3.09,0.75
134.975,1784.34,3.29,0.99
135.075,1785.24,3.35,0.75
135.175,1786.15,3.32,0.78
135.275,1787.05,3.41,0.72
135.275,1787.05,3.37,0.83
135.375,1788.22,3.45,0.38
135.475,1789.67,3.9,0.4
135.575,1791.11,3.89,0.65
135.575,1791.11,3.79,0.46
135.675,1792.56,3.85,-0.26
135.775,1794.01,3.9,0.74
135.775,1794.01,3.84,0.26
135.875,1795.45,3.81,0.3
135.875,1795.45,3.71,0.71
135.975,1796.9,3.63,0.64
135.975,1796.9,3.66,0.46
136.075,1798.34,3.52,-0.21
136.175,1799.79,3.51,0.41
136.275,1801.06,3.46,0.22
136.375,1801.92,3.15,1.02
136.475,1802.78,3.07,1.14
136.575,1803.64,2.95,1.09
136.675,1804.51,3.09,0.92
136.675,1804.51,3.04,1.05
136.775,1805.37,2.87,0.73
136.775,1805.37,3.18,1.05
136.875,1806.23,3.15,0.82
136.975,1807.09,3.14,1.06
137.075,1807.96,3.17,0.62
137.175,1808.82,3.06,1.04
137.275,1809.68,3,1.02
137.375,1810.54,3.07,0.46
137.525,1811.83,2.92,0.69
137.525,1811.83,3.04,0.83
137.625,1812.7,3.07,0.95
137.725,1813.56,2.94,0.34
137.725,1813.56,3.02,0.92
137.825,1814.42,2.86,0.95
137.925,1815.28,3.28,0.21
137.925,1815.28,2.92,0.47
138.025,1816.24,3.65,0.04
138.125,1817.33,3.63,0.41
138.225,1818.42,3.97,0.36
138.325,1819.51,3.88,-0.04
138.525,1821.69,3.78,0.47
138.625,1822.78,3.76,0.08
138.845,1825.17,3.44,0.63
138.945,1826.26,3.58,0.65
138.945,1826.26,3.48,0.58
139.045,1828.16,3.39,0.46
139.145,1830.58,3.24,0.22
139.245,1833.01,3.25,0.25
139.345,1835.43,3.17,1.18
139.445,1837.86,3.09,1.04
139.545,1840.28,3.16,0.88
139.645,1842.71,3.13,1.04
139.745,1845.13,3.17,0.83
139.845,1847.56,3.11,1.06
139.945,1849.98,3.19,0.97
140.045,1852.41,3.18,0.82
140.145,1854.83,3.18,0.9
140.245,1857.26,3.24,0.78
140.345,1859.95,3.39,0.74
140.445,1863.69,3.48,0.26
140.545,1867.43,3.33,0.62
140.645,1870.86,3.33,0.81
140.745,1871.47,3.26,0.63
140.745,1871.47,3.31,0.75
140.845,1872.08,3.27,0.51
140.845,1872.08,3.28,0.45
140.945,1872.69,3.26,0.44
141.045,1873.31,3.19,0.79
141.145,1873.92,3.19,0.7
141.145,1873.92,3.27,0.76
141.245,1874.53,3.3,1.1
141.345,1875.14,3.22,0.75
141.465,1875.87,3.13,0.8
141.565,1876.48,3.14,0.62
141.665,1877.09,3.04,1.06
141.765,1877.71,3.04,0.85
141.865,1878.32,3,0.78
141.965,1878.93,3.17,0.6
142.065,1879.54,3.13,0.79
142.165,1880.15,3.15,0.58
142.265,1880.76,3.06,1.04
142.365,1881.37,3.06,0.75
142.465,1881.98,3.14,0.97
142.465,1881.98,3.07,1.07
142.565,1882.59,3.1,0.17
142.565,1882.59,3.1,0.95
142.665,1883.21,3.09,1.01
142.765,1883.82,3.13,0.86
142.965,1885.04,3.01,0.84
143.165,1886.26,3.06,0.87
143.365,1887.48,2.99,0.95
143.465,1888.09,3.05,0.98
143.565,1888.71,2.95,0.93
143.865,1890.54,2.96,1.14
144.015,1891.46,2.98,0.8
144.465,1894.21,2.95,1.13
144.565,1894.82,3.02,1.11
144.665,1895.43,3.13,0.61
144.765,1896.04,3.01,0.96
144.865,1896.65,3.15,0.77
144.965,1897.26,3.22,0.77
145.065,1897.87,3.33,0.66
145.065,1897.87,3.24,0.89
145.165,1898.59,3.43,0.43
145.265,1899.57,3.71,0.6
145.365,1900.55,3.58,0.51
145.465,1901.52,3.96,0.11
145.565,1902.5,3.89,0.56
145.665,1903.48,3.88,0.43
145.765,1904.45,3.94,0.26
146.065,1907.33,3.55,0.38
146.165,1908.24,3.51,0.7
146.265,1909.14,3.33,0.55
146.365,1910.05,3.39,-0.11
146.365,1910.05,3.24,0.59
146.465,1910.95,3.44,0.32
146.465,1910.95,3.48,0.59
146.565,1911.85,3.42,0.68
146.665,1912.76,3.43,0.34
146.765,1913.9,3.25,0.53
146.865,1915.39,3.13,0.92
146.965,1916.89,3.13,0.67
147.065,1918.38,3.14,0.88
147.165,1919.88,3.18,1
147.265,1921.37,3.07,0.97
147.365,1922.87,3.06,0.84
147.465,1924.36,3.15,0.77
147.465,1924.36,3.03,0.78
147.565,1925.86,3.01,0.54
147.665,1927.35,3.02,1
147.765,1928.85,2.95,1.01
147.875,1930.49,2.97,0.92
147.875,1930.49,2.99,1.03
147.975,1931.98,3,0.93
147.975,1931.98,2.88,1
148.075,1933.48,2.96,0.76
148.175,1934.97,2.93,0.78
148.175,1934.97,3.02,1.01
148.275,1936.47,3.02,0.74
148.375,1937.96,3.03,0.92
148.475,1939.46,2.99,0.8
148.575,1940.95,3.12,0.69
148.675,1942.47,3.73,-0.05
148.775,1944.01,3.55,-0.05
148.775,1944.01,3.15,-0.04
148.875,1945.55,3.64,0.48
148.975,1947.09,3.74,0.22
149.075,1948.63,3.59,0.44
149.175,1950.17,3.6,-0.02
149.275,1951.71,3.61,0.04
149.275,1951.71,3.6,0.43
149.375,1953.25,3.63,0.6
149.375,1953.25,3.52,0.55
149.575,1956.34,3.44,0.55
149.675,1957.88,3.39,0.59
149.775,1959.42,3.59,-0.04
149.875,1960.96,3.45,0.53
149.975,1962.5,3.43,0.38
150.075,1964.04,3.27,0.47
150.175,1965.87,3.04,0.98
150.275,1967.83,3.26,1.04
150.375,1969.79,3.3,1.04
150.475,1971.75,2.92,1.19
150.475,1971.75,3.1,0.53
150.575,1973.71,2.9,1.19
150.675,1975.67,2.94,1.18
150.675,1975.67,2.93,0.52
150.775,1977.63,2.93,1.23
150.775,1977.63,2.95,0.77
150.875,1979.58,2.76,1.2
150.875,1979.58,2.97,1.24
150.975,1981.54,2.67,1.08
150.975,1981.54,2.85,1.23
151.075,1983.5,2.65,0.7
151.075,1983.5,2.89,1.16
151.175,1985.46,2.87,1.32
151.275,1987.42,2.9,1.14
151.375,1989.38,2.93,0.94
151.475,1991.34,2.81,0.92
151.575,1993.3,2.88,1.03
151.675,1995.26,2.84,0.78
151.775,1997.22,2.86,0.77
151.875,1998.6,3.45,0.25
151.975,1999.6,2.88,0.56
152.075,2000.6,3.3,0.2
152.175,2001.6,3.59,0.21
152.275,2002.6,3.85,0.43
152.375,2003.6,3.91,0.42
152.475,2004.6,3.64,0.52
152.575,2005.6,3.53,0.51
152.675,2006.6,3.45,0.56
152.775,2007.6,3.3,0.27
152.875,2008.6,3.42,0.16
152.975,2009.53,3.28,0.66
153.075,2010.41,3.25,0.83
153.175,2011.29,3.21,0.92
153.275,2012.17,3.02,0.85
153.375,2013.06,3.06,0.92
153.475,2013.94,3.09,-0.08
153.575,2014.82,3.15,1.2
153.575,2014.82,2.98,1.09
153.675,2015.7,3.03,1.07
153.775,2016.58,3.02,0.89
153.775,2016.58,2.88,1.23
153.875,2017.46,2.87,1.19
153.975,2018.35,2.82,1.06
153.975,2018.35,2.83,1.13
154.075,2019.23,2.84,0.6
154.175,2020.11,2.79,0.96
154.275,2020.99,2.79,0.93
154.375,2021.87,2.84,0.83
