# DESCRIPTION:
# Reference: Erhardt, T et al. (2019): Decadal-scale progression of the onset of Dansgaard–Oeschger warming events. Climate of the Past, 15(2), 811-825, https://doi.org/10.5194/cp-15-811-2019.
# Data from: https://doi.org/10.1594/PANGAEA.896736. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Age [ka BP],Na+ [ng/g],Ca2+ [ng/g]
39.895,52.10935,152.491
39.905,43.75956,157.91189
39.915,89.0069,232.23938
39.925,41.13041,146.81249
39.935,40.77322,117.30969
39.975,32.54407,96.9135
39.985,37.79535,51.34347
39.995,37.70599,69.38871
40.005,32.24467,59.34933
40.015,33.20084,61.67847
40.025,32.99091,51.8258
40.035,42.81084,63.08452
40.045,37.87325,66.17576
40.055,45.30652,89.63631
40.065,36.01916,83.26068
40.075,43.65217,66.61583
40.085,39.15468,70.04604
40.095,73.26826,127.19477
40.105,70.27258,123.80775
40.115,70.98689,155.25241
40.125,80.76787,182.69833
40.135,82.13103,257.39023
40.145,64.52866,185.66544
40.155,68.5493,200.72202
40.165,80.3231,227.67294
40.175,76.71577,283.32367
40.185,89.5253,246.16087
40.195,73.51453,181.24322
40.205,65.12222,173.3151
40.215,48.97541,255.48474
40.225,87.08315,273.48809
40.235,74.21828,280.18551
40.245,69.81792,320.78347
40.255,80.00759,251.27125
40.265,80.04443,253.39459
40.275,61.79917,255.97453
40.285,60.6297,165.4254
40.295,47.90707,129.53109
40.305,67.87669,162.98035
40.315,67.18531,185.22353
40.325,68.12927,194.83922
40.335,92.67835,241.68902
40.345,78.53724,232.96026
40.355,82.09475,201.20463
40.365,76.89654,232.63647
40.375,61.81703,199.80436
40.385,65.35129,181.34295
40.395,114.79381,279.03771
40.405,67.28977,213.54914
40.415,56.05043,228.6634
40.425,91.73073,234.5863
40.435,71.00986,192.60777
40.445,95.62262,261.22967
40.455,59.43273,192.51241
40.465,117.14977,237.84141
40.475,90.414,220.21128
40.485,56.88864,197.40423
40.495,74.0885,225.71902
40.505,50.858,179.12953
40.515,78.89603,237.51159
40.525,78.5101,229.38211
40.535,85.7536,248.75694
40.545,79.00944,183.42564
40.555,74.70188,221.11627
40.565,51.69959,173.80352
40.575,77.95487,213.97745
40.585,111.54354,307.98519
40.595,71.92694,215.11408
40.605,73.24013,208.44876
40.615,41.38565,164.85736
40.625,65.41244,208.74301
40.635,118.76782,522.51724
40.645,72.67147,236.91615
40.655,59.58078,197.22508
40.665,79.12705,243.90924
40.675,101.94977,264.53982
40.685,57.05261,198.04853
40.695,79.31364,245.35391
40.705,86.15173,294.71363
40.715,78.53952,228.94735
40.725,87.42907,286.65142
40.735,64.87011,199.85038
40.745,71.76311,236.62474
40.755,85.36897,253.17961
40.765,81.60461,237.44498
40.775,82.42678,248.55781
40.785,41.99009,166.93456
40.795,86.06191,156.41048
40.805,55.16152,138.71024
40.815,61.2195,159.00263
40.825,49.1616,140.63187
40.835,41.59455,144.25211
40.845,79.37094,158.7871
40.855,50.0619,114.76888
40.865,64.69856,156.87231
40.875,45.61445,114.20406
40.885,35.09207,89.19147
40.895,69.11031,109.15697
40.905,41.01767,86.57494
40.915,46.47873,84.10957
40.925,34.42949,77.24898
40.935,60.43824,89.46121
40.945,36.49857,101.8219
40.955,40.06413,69.57452
40.965,42.72354,85.87622
40.975,28.62842,75.921
40.985,23.59601,64.53647
40.995,29.85198,93.45197
41.005,31.38495,66.06333
41.015,51.99575,78.51727
41.025,52.38354,60.16243
41.035,33.19012,64.92093
41.045,34.26194,74.41203
41.055,29.42759,58.99695
41.065,37.37108,76.40523
41.075,35.63743,67.17486
41.085,45.25135,96.802
41.095,61.16581,155.21189
41.105,27.14419,67.47583
41.115,43.10582,85.1569
41.125,34.41205,80.20218
41.135,44.70223,80.95675
41.145,35.8637,73.63769
41.155,28.18517,62.19031
41.165,40.09087,71.11271
41.175,28.75339,60.75661
41.185,41.07486,56.59378
41.195,34.27506,56.00325
41.205,39.61673,66.71821
41.215,35.96119,60.45424
41.225,54.43576,66.5914
41.235,32.46859,48.01228
41.245,25.34197,59.21885
41.255,30.13204,48.45257
41.265,34.88598,56.49428
41.275,33.96957,59.4934
41.285,23.63736,48.10653
41.295,28.45835,53.24787
41.305,31.67956,57.81879
41.315,32.78763,53.00531
41.325,43.24886,67.60748
41.335,25.24024,62.05611
41.345,38.95973,60.02897
41.355,26.32077,61.05888
41.365,30.06926,63.05114
41.375,30.31078,60.75059
41.385,29.65942,63.23106
41.395,34.54075,64.45368
41.405,61.88132,128.1082
41.415,64.86072,122.10163
41.425,110.22123,156.0968
41.435,70.88846,171.73668
41.445,65.94155,214.60336
41.455,64.53016,176.95858
41.465,67.19394,205.15352
41.475,82.41119,272.52159
41.485,71.94212,259.50465
41.495,68.26284,205.69445
41.505,72.58733,229.73131
41.515,94.65282,297.30328
41.525,104.10255,310.5453
41.535,90.59895,344.89909
41.545,57.63101,264.94135
41.555,100.84169,331.30142
41.565,123.2651,340.16792
41.575,90.41921,265.73591
41.585,72.14633,399.8319
41.595,110.16025,538.93632
41.605,86.05807,352.7599
41.615,72.15702,302.7612
41.625,76.68194,502.65376
41.635,105.1557,416.23332
41.645,64.47005,296.90885
41.655,68.17397,295.78594
41.665,60.66078,242.2012
41.675,83.60817,288.64161
41.685,105.58273,415.06883
41.695,47.1522,292.41662
41.705,86.00283,413.11124
41.715,65.60719,322.91467
41.725,80.5595,339.10569
41.735,78.14741,287.85088
41.745,111.74087,361.22579
41.755,111.83639,556.70717
41.765,80.8859,374.21622
41.775,93.82167,327.71392
41.785,56.27753,339.6811
41.795,88.71433,379.71677
41.805,70.57259,320.46196
41.815,60.0361,310.45024
41.825,88.57498,341.01938
41.835,66.53329,243.01997
41.845,86.73599,293.30874
41.855,93.88859,354.27722
41.865,87.98792,394.54661
41.875,57.94859,297.43065
41.885,51.29428,245.45508
41.895,75.33376,308.64297
41.905,89.33586,337.037
41.915,89.64842,332.45103
41.925,68.2659,320.27718
41.935,68.13989,267.08804
41.945,76.48164,358.28531
41.955,64.87842,439.45713
41.965,71.604,325.37493
41.975,102.3875,419.8641
41.985,121.14099,385.43009
41.995,84.03988,480.17379
42.005,109.72469,382.31268
42.015,115.30525,435.12935
42.025,85.0504,351.59265
42.035,94.40669,376.84366
42.045,70.3446,272.16015
42.055,58.60591,257.93963
42.065,130.24772,485.00884
42.075,114.0919,473.45072
42.085,92.08821,307.06164
42.095,88.39482,259.82546
42.105,95.35872,334.41132
42.115,73.19861,227.64343
42.125,92.18692,317.22636
42.135,90.16494,333.23731
42.145,87.70142,219.64977
42.155,66.83503,227.59924
42.165,67.86873,193.63554
42.175,68.58173,177.89214
42.185,59.63179,195.95824
42.195,64.00317,196.56089
42.205,69.71965,202.80596
42.215,48.4746,122.38606
42.225,83.34436,120.33957
42.235,74.40521,85.4854
42.245,38.78229,65.49339
42.255,36.03055,68.85043
42.265,35.23065,70.41551
42.275,46.5534,69.62359
42.285,32.4794,76.81581
42.295,46.39156,83.04927
42.305,39.19914,95.42827
42.315,46.73158,81.13566
42.325,43.10168,76.43453
42.665,38.70969,60.72748
42.675,28.48647,54.9873
42.685,24.1453,43.11678
42.695,31.68686,49.44444
42.705,30.40031,46.11366
42.715,41.12998,58.31048
42.725,35.73657,50.49247
42.735,28.87816,51.40622
42.745,15.48156,42.72419
42.755,21.40439,63.57665
42.765,41.45459,68.11604
42.775,34.83539,50.8621
42.785,34.81835,61.62246
42.795,38.59425,53.34438
42.805,29.95943,53.48767
42.815,30.58952,64.87292
42.825,27.37931,59.41342
42.835,22.73828,53.60804
42.845,34.5818,52.45796
42.855,32.41337,60.95216
42.865,36.21588,48.19486
42.875,48.47846,51.55193
42.885,29.2749,43.46575
42.895,33.64024,43.90597
42.905,31.59024,51.37341
42.915,31.11769,46.17049
42.925,32.07328,54.79048
42.935,42.23481,62.09286
42.945,50.52869,64.93608
42.955,,43.53719
42.965,,37.48077
42.975,,49.63178
42.985,,40.81952
42.995,,45.69576
43.005,,39.8865
43.015,,41.22065
43.025,,38.39629
43.035,34.4959,50.42389
43.045,35.31692,48.59488
43.055,34.2843,47.44395
43.065,27.30097,44.63203
43.075,31.59458,50.09548
43.085,30.07739,44.25251
43.095,29.67104,50.33983
43.105,29.96807,44.11928
43.115,27.72654,57.65254
43.125,38.50737,48.47031
43.135,36.24132,73.92833
43.145,26.39513,51.70322
43.155,35.86251,55.62206
43.165,42.17516,63.54275
43.175,20.67085,52.16209
43.185,26.43055,42.62978
43.195,27.53839,49.65635
43.205,19.0608,34.76269
43.215,28.70801,37.50207
43.225,28.91311,36.21061
43.235,27.03828,45.25547
43.245,29.42291,57.87775
43.255,35.76237,51.6026
43.265,25.91534,53.11411
43.275,42.05954,69.05669
43.285,52.21341,92.61266
43.295,69.22411,116.95333
43.305,68.26345,157.56791
43.315,68.24048,184.75953
43.325,91.35817,268.0232
43.335,81.58102,259.90592
43.345,96.56848,325.92427
43.355,73.75511,223.10583
43.365,76.71951,222.44655
43.375,61.98751,214.46917
43.385,186.17612,672.58419
43.395,138.91439,470.99921
43.415,67.0382,325.96945
43.425,93.59429,530.12338
43.435,100.38567,368.02561
43.445,97.49732,323.63094
43.455,62.60661,254.22288
43.465,76.7261,244.15612
43.475,55.03841,189.27618
43.485,93.20818,352.60037
43.495,100.60957,428.81599
43.505,86.10451,344.58134
43.515,96.18693,369.72246
43.525,127.82412,387.85362
43.535,103.43036,395.63193
43.545,79.16189,364.90018
43.555,56.48923,329.3907
43.565,71.40298,314.5799
43.575,64.32922,290.0432
43.585,92.83271,308.87264
43.595,99.77421,283.45611
43.605,97.77292,293.02611
43.615,103.4174,371.37712
43.625,99.31608,345.66018
43.635,88.68262,383.26265
43.645,116.78728,364.34882
43.655,80.77156,260.76843
43.665,100.66102,316.7529
43.675,76.55366,290.94544
43.685,62.55178,226.66841
43.695,81.33944,298.79872
43.705,71.26681,328.77526
43.715,54.45813,279.8276
43.725,49.29777,259.35479
43.735,65.92461,276.83963
43.745,76.68581,285.8337
43.755,92.04877,403.8339
43.765,87.77906,338.57419
43.775,58.11258,263.2019
43.785,88.82155,355.61117
43.795,99.7677,321.54493
43.805,85.61901,295.57612
43.815,122.31832,352.7736
43.825,174.39126,564.67598
43.835,100.69838,319.16069
43.845,74.75002,325.7702
43.855,86.45662,383.95427
43.865,80.28893,326.62879
43.875,110.9043,390.74819
43.885,80.66615,326.70489
43.895,98.0738,359.99177
43.905,73.10037,332.25048
43.915,72.75757,288.28137
43.925,92.42222,308.25127
43.935,76.26548,349.25421
43.945,103.21876,400.0438
43.955,110.64152,347.39619
43.965,89.81515,344.58628
43.975,87.91373,332.91967
43.985,70.07197,322.10361
43.995,103.3156,408.66447
44.005,84.55432,302.57859
44.015,69.30881,317.73297
44.025,67.13074,265.81454
44.035,107.42015,373.33338
44.045,83.86918,358.84814
44.055,101.926,392.82469
44.065,73.26523,265.81698
44.075,61.24823,239.26666
44.085,60.24475,301.88777
44.095,48.6267,188.0367
44.105,68.47444,338.78475
44.115,124.07702,242.29086
44.125,74.53653,183.34924
44.135,48.6568,161.15793
44.145,60.38242,181.78786
44.155,62.3364,225.11533
44.165,65.28263,253.41108
44.175,87.24943,260.75203
44.185,66.22704,232.06035
44.195,60.66816,216.22951
44.205,48.52084,146.87993
44.215,50.3561,133.1212
44.225,68.21387,167.04169
44.235,71.76932,155.52979
44.245,41.47344,83.24719
44.255,49.90661,87.131
44.265,50.59725,75.82211
44.275,45.19778,82.46522
44.285,37.81469,100.27136
44.295,48.85586,115.79595
44.305,42.9745,82.41374
44.315,49.05372,103.3844
44.325,35.81492,89.65534
44.335,37.01239,59.40685
44.345,35.25251,59.76226
44.355,31.02226,57.75977
44.365,35.41159,55.91414
44.375,28.82085,57.66509
44.385,35.42932,58.61134
44.395,31.91081,52.84633
44.405,39.70905,72.56997
44.415,36.21285,53.3528
44.425,38.67342,72.33852
44.435,27.26887,40.3108
44.445,26.54625,51.07237
44.455,32.4886,56.17904
44.465,56.56734,40.228
44.475,31.04362,44.63447
44.485,49.07993,60.31168
44.495,49.48904,72.29542
44.505,63.70906,115.12995
44.515,63.29799,130.51074
44.525,53.44851,109.98198
44.535,71.29192,188.68232
44.545,55.21524,125.17511
44.555,63.6694,141.06926
44.565,75.24546,173.57699
44.575,73.83806,155.48514
44.585,55.18322,181.68603
44.595,51.12094,92.6203
44.605,54.59689,88.75989
44.615,37.46787,77.38248
44.625,36.39352,83.33569
44.635,38.0743,65.68726
44.645,32.58108,66.01093
44.655,33.61932,60.50034
44.665,34.47664,61.80247
44.675,24.67356,57.3692
44.685,33.18444,75.91667
44.695,51.38469,114.92404
44.705,36.16397,74.80021
44.715,33.63215,128.23355
44.725,28.13851,85.13221
44.735,28.27941,67.45284
44.745,42.22613,77.26832
44.755,42.43241,76.57848
44.765,37.69542,87.39091
44.775,51.29872,89.88285
44.785,50.36897,85.36986
44.795,43.82565,77.25801
44.805,37.31296,68.93977
44.815,29.58031,81.18783
44.825,37.33356,69.18457
44.835,51.57387,81.8304
44.845,20.78234,73.12553
44.855,52.94853,75.99947
44.865,38.71749,82.66841
44.875,48.35381,73.45312
44.885,48.69217,76.53104
44.895,61.82065,107.29206
44.905,45.6691,72.8264
44.915,47.25621,70.10466
44.925,38.81465,68.17014
44.935,38.07582,65.64496
44.945,41.68014,73.97071
44.955,44.66607,67.52392
44.965,49.68816,54.10267
44.975,33.76758,50.94725
44.985,32.49739,51.26901
44.995,29.79756,66.18825
45.005,19.91913,50.14525
45.015,27.48382,44.88183
45.025,31.61099,80.0691
45.035,31.97407,58.71977
45.045,37.92287,64.42087
45.055,44.61379,70.63188
45.065,35.6349,72.94281
45.075,38.87219,73.56033
45.085,22.68589,62.52767
45.095,36.9467,71.10051
45.105,36.30608,64.30875
45.115,38.0568,68.9255
45.125,24.87144,56.5775
45.135,30.28163,56.21276
45.145,34.82761,71.99683
45.155,48.10782,71.83416
45.165,30.43972,62.8938
45.175,39.22313,65.69047
45.185,41.7566,76.26339
45.195,18.11384,51.10813
45.205,33.84366,70.63614
45.215,23.7924,65.02796
45.225,38.47939,66.76903
45.235,47.18907,82.01026
45.245,30.96678,71.11129
45.255,38.86871,78.0576
45.265,30.47693,59.2763
45.275,31.20209,54.21435
45.285,36.10159,71.62903
45.295,44.73202,70.88352
45.305,46.05947,78.73733
45.315,19.19517,93.06205
45.325,28.06979,46.8349
45.335,26.42885,47.73284
45.345,31.90904,54.5445
45.355,36.29783,50.26336
45.365,32.02045,52.8376
45.375,35.87733,61.6629
45.385,37.13971,62.54907
45.395,20.93928,39.90209
45.405,38.55882,47.82645
45.415,42.85832,49.0916
45.425,30.64274,47.18461
45.435,23.71292,45.21128
45.445,23.4428,44.36064
45.455,31.58372,43.04931
45.465,23.04254,49.02399
45.475,29.54746,53.57988
45.485,23.46539,45.12976
45.495,21.40556,43.22861
45.505,30.87887,122.16903
45.515,24.49894,29.77795
45.525,36.42409,52.72505
45.535,32.86249,39.64802
45.545,30.57085,48.48008
45.555,24.15063,42.87414
45.565,27.69729,42.49649
45.575,20.63036,39.4965
45.585,27.74917,43.49958
45.595,22.95255,40.67053
45.605,29.26971,44.41965
45.615,21.62203,42.36211
45.625,32.54936,40.86693
45.635,29.6808,44.7952
45.645,30.44492,49.84554
45.655,20.66681,39.69204
45.665,25.29594,41.27109
45.675,23.65101,38.39298
45.685,24.52589,43.91605
45.695,36.2297,41.23279
45.705,26.40951,42.97261
45.715,24.67432,34.45221
45.725,38.53783,57.02154
45.735,20.74859,35.27974
45.745,30.09802,47.02638
45.755,26.60974,50.18452
45.765,35.63863,47.07945
45.775,31.79677,53.95758
45.785,27.74533,50.47397
45.795,29.57893,42.20721
45.805,27.81551,41.85816
45.815,24.78212,44.50607
45.825,25.89396,37.29215
45.835,35.24436,42.67255
45.845,32.00362,46.85556
45.855,37.62931,50.54592
45.865,25.35906,40.6974
45.875,27.84919,37.55549
45.885,25.66486,41.20483
45.895,28.53744,41.87135
45.905,25.84139,48.59626
45.915,26.95982,38.83457
45.925,31.202,44.54018
45.935,27.2553,41.34114
45.945,29.27299,45.96626
45.955,29.41477,61.17806
45.965,32.4131,34.27345
45.975,22.77226,37.27762
45.985,27.72137,51.72799
45.995,31.54068,36.74441
46.005,22.16184,35.18625
46.015,25.28485,36.49345
46.025,19.39961,38.05758
46.035,23.56119,36.24599
46.045,26.60657,38.10139
46.055,29.14505,37.61951
46.065,33.65827,62.44351
46.075,20.71521,39.58679
46.085,22.88348,51.78092
46.095,33.70674,53.19132
46.105,20.32113,40.72158
46.115,23.95764,44.11681
46.125,29.38512,51.17774
46.135,28.45663,58.63673
46.145,25.13783,49.26948
46.155,20.00917,46.23457
46.165,27.13999,43.42803
46.175,21.92053,34.53394
46.185,36.83346,40.95936
46.195,23.67068,39.94068
46.205,24.32447,34.65457
46.215,22.09157,40.46281
46.225,21.87447,42.57743
46.235,30.25133,40.21401
46.245,23.62804,43.66272
46.255,30.18394,52.71524
46.265,18.10234,32.31304
46.275,32.51259,38.64644
46.285,22.39272,37.03814
46.295,18.64346,44.5187
46.305,29.19482,55.91086
46.315,21.85566,42.25948
46.325,29.82607,40.65209
46.335,22.92689,41.73721
46.345,29.02544,53.51231
46.355,24.17186,36.43676
46.365,28.08934,47.13834
46.375,19.08186,40.13185
46.385,25.2635,46.86895
46.395,29.27071,52.89078
46.405,21.22675,48.59203
46.415,27.5742,52.34872
46.425,20.05657,42.76575
46.435,23.55389,30.0921
46.445,22.67382,39.30623
46.455,25.89703,34.93802
46.465,29.61153,49.44673
46.475,25.93392,40.03805
46.485,29.85513,49.65701
46.495,25.29855,45.02285
46.505,32.19019,53.75624
46.515,39.19409,64.6769
46.525,28.58593,52.32948
46.535,25.11254,48.0059
46.545,27.42401,48.1897
46.555,26.68416,56.16427
46.565,27.61574,44.84856
46.575,28.3201,48.7917
46.585,39.57539,55.71901
46.595,26.15624,54.84693
46.605,25.10122,46.90312
46.615,30.18497,55.73778
46.625,21.51241,48.0055
46.635,31.22878,69.0736
46.645,28.42499,55.19549
46.655,23.70356,45.608
46.665,26.47288,41.66601
46.675,25.39189,42.77772
46.685,33.03108,49.04247
46.695,22.41232,48.86778
46.705,34.80657,59.21104
46.715,29.41361,54.29949
46.725,23.79836,62.31301
46.735,21.15951,47.69539
46.745,27.5501,44.71242
46.755,32.704,43.84094
46.765,30.69096,48.56282
46.775,24.82735,42.3164
46.785,29.52315,40.877
46.795,45.29635,66.41367
46.805,53.53668,92.8216
46.815,68.89388,120.64852
46.825,74.29632,201.26194
46.835,66.53376,165.77895
46.845,100.63152,235.26429
46.855,79.36049,215.97335
46.865,92.52558,288.42108
46.875,66.99058,217.53061
46.885,69.3467,215.64608
46.895,121.97732,285.26661
46.905,97.59075,316.02638
46.915,63.40923,249.05951
46.925,86.19993,360.44901
46.935,91.05693,371.60875
46.945,83.87736,379.53597
46.955,66.59555,250.82159
46.965,,195.332
46.975,96.79209,290.50126
46.985,67.2832,308.39104
46.995,84.43558,231.32296
47.005,101.47242,336.58636
47.015,66.81047,237.65574
47.025,68.52623,281.53195
47.035,60.2988,200.24884
47.045,59.61955,215.40398
47.055,118.61872,464.16969
47.065,103.97679,344.68519
47.075,83.84997,344.50807
47.085,97.72243,365.12772
47.095,76.347,336.99097
47.105,102.43495,329.51347
47.115,81.06851,271.02785
47.125,107.53396,292.81183
47.135,83.29171,307.8244
47.145,72.54976,265.88587
47.155,64.5982,268.10291
47.165,93.23127,334.03103
47.175,74.84054,254.43424
47.185,75.75572,366.43946
47.195,113.63471,308.50151
47.205,76.58976,300.112
47.215,94.40993,264.07165
47.225,100.00261,317.76442
47.235,66.12125,217.33036
47.245,62.11043,203.27583
47.255,102.24614,288.84995
47.265,117.55105,245.54479
47.275,80.03725,287.24449
47.285,112.80976,302.54017
47.295,95.52092,291.52411
47.305,99.93366,272.6655
47.315,56.48498,230.53043
47.325,67.32569,193.55152
47.335,146.42775,468.13551
47.345,78.9021,338.55406
47.355,76.39517,320.19096
47.365,84.48189,338.00265
47.375,88.96183,295.51523
47.385,93.17951,355.58766
47.395,51.83884,239.48967
47.405,67.9201,279.40061
47.415,92.5648,289.8926
47.425,102.51314,451.7524
47.435,69.29979,258.92443
47.445,65.47029,367.26608
47.455,64.8349,250.48626
47.465,85.3058,318.92323
47.475,63.80465,256.40758
47.485,74.87319,330.80951
47.495,56.22209,269.02953
47.505,94.75068,421.73294
47.515,54.47522,281.67841
47.525,53.10442,266.48031
47.535,40.42973,226.39517
47.545,79.17903,314.50356
47.555,102.88803,343.07206
47.565,87.20526,278.81052
47.575,99.11974,272.64718
47.585,78.5097,332.25772
47.595,81.45908,274.51342
47.605,148.46514,324.72413
47.615,86.45258,290.94303
47.625,68.8963,298.25981
47.635,75.08183,265.97051
47.645,72.79182,360.64623
47.655,103.03997,283.77128
47.665,92.95613,299.36652
47.675,104.20801,312.97823
47.685,88.73089,250.80126
47.695,83.17234,261.82607
47.705,103.45639,315.22977
47.715,99.47273,277.78754
47.725,144.66228,623.16552
47.735,150.45479,421.34757
47.745,100.25203,324.31055
47.755,68.79165,299.29557
47.765,87.96118,345.02125
47.775,88.91223,377.3848
47.785,68.63686,285.89363
47.795,118.68988,395.99106
47.805,136.88285,580.3385
47.815,63.86982,284.57192
47.825,115.02284,395.03485
47.835,68.87814,282.5263
47.845,91.34478,355.75649
47.855,50.71097,268.18216
47.865,95.34438,354.97208
47.875,83.37998,365.07903
47.885,64.39588,343.40392
47.895,253.18938,735.44058
47.905,127.74738,450.37485
47.915,70.10782,340.63032
47.925,70.98804,292.01798
47.935,85.45459,329.14252
47.945,104.23476,457.33318
47.955,64.33492,425.53771
47.965,70.12482,389.7043
47.975,122.07242,559.97599
47.985,95.16959,385.08344
47.995,79.31482,412.80292
48.005,104.72375,507.78436
48.015,60.84843,326.24923
48.025,84.75448,447.69559
48.035,78.24757,498.976
48.045,77.67683,427.35957
48.055,77.64134,416.14138
48.065,100.31172,597.78832
48.075,120.7515,380.86884
48.085,88.99003,433.01074
48.095,75.08917,445.83018
48.105,107.19287,653.33941
48.115,104.28487,643.03534
48.125,68.72403,446.96393
48.135,84.43886,535.67327
48.145,92.60634,630.55252
48.155,82.36336,450.33441
48.165,79.70375,448.88726
48.175,79.3525,358.41904
48.185,69.77758,395.99483
48.195,112.71702,358.52403
48.205,84.60836,357.75633
48.215,92.79863,486.79381
48.225,68.44458,254.49418
48.235,78.11057,353.15133
48.305,62.13607,222.37939
48.315,98.64258,227.05058
48.325,85.30991,233.83518
48.335,69.39171,179.7483
48.345,62.59909,218.97843
48.355,62.68917,205.10317
48.365,79.87528,223.5589
48.375,71.37539,231.82413
48.385,75.26006,194.69535
48.395,60.01585,192.12261
48.405,48.98252,153.56756
48.415,84.22614,165.67952
48.425,66.76046,173.30698
48.435,65.0833,146.25944
48.445,62.86991,193.69113
48.455,75.55483,157.11843
48.465,41.87614,125.64231
48.475,43.6637,113.71626
48.485,49.86176,129.78768
48.495,47.51632,128.93429
48.505,58.84607,109.20798
48.515,36.91917,82.83349
48.525,44.77821,86.90968
48.535,34.74381,115.83978
48.545,39.58482,100.03131
48.555,53.22599,116.54897
48.565,52.25188,118.93657
48.575,47.70232,99.36063
48.585,60.22068,94.86788
48.595,52.61207,109.67887
48.605,52.28947,107.64269
48.615,65.78178,115.64311
48.625,60.96953,101.69471
48.635,67.31217,126.60386
48.645,35.38532,92.35081
48.655,44.8426,122.10712
48.665,70.36072,117.6753
48.675,47.64038,106.12074
48.685,42.98667,128.29808
48.695,46.25453,137.97474
48.705,30.69678,107.18417
48.715,40.32832,110.87029
48.725,32.55935,89.9421
48.735,27.54155,74.07849
48.745,25.57186,88.75372
48.755,40.80802,79.65974
48.765,41.77911,98.32601
48.775,40.28876,74.49414
48.785,34.47303,66.51609
48.795,40.23971,73.11358
48.805,27.75146,59.99711
48.815,35.15029,64.03732
48.825,46.70323,82.86842
48.835,44.70343,85.02046
48.845,31.44488,76.10014
48.855,27.83911,55.43986
48.865,31.16127,59.96648
48.875,29.23449,61.0136
48.885,35.8734,57.57769
48.895,40.2856,53.82631
48.905,42.37574,63.32244
48.915,35.11448,49.31747
48.925,34.77142,51.29154
48.935,34.94048,66.43119
48.945,28.51644,56.51892
48.955,28.68882,49.86932
48.965,33.39754,53.33744
48.975,35.11931,61.0486
48.985,31.09057,77.61004
48.995,46.74613,76.47262
49.005,42.88979,88.41077
49.015,40.06737,110.33426
49.025,49.62144,92.79334
49.035,50.97621,91.61562
49.045,41.46857,87.44602
49.055,43.3459,96.08561
49.065,26.33437,71.98068
49.075,32.83926,72.18321
49.085,39.68021,85.08212
49.095,23.32113,66.7478
49.105,34.0792,65.32595
49.115,34.99928,56.49401
49.125,24.56896,51.47105
49.135,29.12391,46.9677
49.145,34.68369,56.45369
49.155,37.09618,71.84029
49.165,47.60673,81.69563
49.175,35.31538,60.55387
49.185,33.34252,51.68297
49.195,27.74248,47.14607
49.205,29.9097,53.61853
49.215,25.22273,53.36142
49.225,36.31195,55.43967
49.235,64.22424,94.24051
49.245,57.33613,111.75616
49.255,87.33103,167.56349
49.265,94.49314,239.26521
49.275,71.78395,252.69579
49.285,74.70497,216.75828
49.295,77.5243,217.22534
49.305,78.06801,200.18135
49.315,94.26658,210.44662
49.325,88.8842,202.27612
49.335,108.56678,249.22862
49.345,67.3065,234.69098
49.355,48.77254,200.57447
49.365,67.46518,230.7304
49.375,85.96096,236.82471
49.385,73.29545,254.30243
49.395,66.41645,245.5988
49.405,79.05512,223.51315
49.415,51.90604,192.61999
49.425,82.85935,294.18579
49.435,62.81132,237.46935
49.445,95.46464,296.38571
49.455,45.89507,192.15165
49.465,74.8193,227.85463
49.475,43.31904,180.44093
49.485,38.83973,110.47567
49.495,67.20549,100.60485
49.505,86.09041,156.1044
49.515,41.36597,125.54685
49.525,46.86692,113.32034
49.535,39.39201,94.13702
49.545,57.62069,118.2019
49.555,32.48017,99.39751
49.565,48.04247,107.51895
49.575,59.84718,117.51606
49.585,35.45949,96.18888
49.595,51.83135,113.52701
49.605,46.05163,94.61447
49.615,35.66529,99.33668
49.625,62.1721,72.30312
49.635,42.28793,76.88948
49.645,33.57777,63.00922
49.655,50.5433,74.39615
49.665,45.73117,66.79456
49.675,31.72286,56.56475
49.685,54.27679,86.4633
49.695,30.28787,62.55
49.705,34.79289,77.39228
49.715,42.30402,81.32404
49.725,37.17364,71.83142
49.735,39.66023,69.25132
49.745,45.99029,73.29303
49.755,49.81628,73.87313
49.765,30.64839,60.44932
49.775,40.94197,67.95982
49.785,59.04335,70.47413
49.795,72.5836,119.42921
49.805,50.33172,95.55459
49.815,38.43183,71.65549
49.825,48.21537,86.72889
49.835,37.92871,80.73206
49.845,30.91697,84.76352
49.855,50.83362,111.98233
49.865,33.05489,79.4173
49.875,53.85942,115.51434
49.885,62.17824,96.74447
49.895,67.7177,143.15506
49.905,32.11108,107.20485
49.915,36.3466,86.43919
49.925,66.6317,117.20626
49.935,51.65436,112.71539
49.945,54.79368,103.13678
49.955,42.86942,114.62547
49.965,82.05114,153.18402
49.975,38.4707,95.77965
49.985,31.41696,99.56648
49.995,35.77576,109.59084
50.005,35.35723,94.49366
50.015,33.05202,76.53231
50.025,52.96378,91.42835
50.035,63.07433,87.97439
50.045,37.19547,93.59827
50.055,38.85824,87.59864
50.065,43.86851,79.6631
50.075,38.17433,76.46581
50.085,43.21069,85.53041
50.095,37.08917,87.50093
50.105,40.24856,90.2573
50.115,38.50274,77.95803
50.125,25.44692,82.88594
50.135,34.99063,84.47923
50.145,46.68893,86.42128
50.155,35.95427,78.90942
50.165,37.0601,80.21471
50.175,38.7988,73.63219
50.185,39.68113,66.69507
50.195,46.66463,97.82737
50.205,45.19358,102.54372
50.215,38.50296,87.64706
