/* DESCRIPTION:
Reference:	Hodell, DA et al. (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Data from:	https://doi.org/10.1594/PANGAEA.831737. Accessed 11 Nov 2022.
Comment:	Data was not modified in any way.
*/
Depth [m]	Age [ka BP]	Ca/Sr	Si/Sr
85.77	1195.8	67.35	4.2808
85.78	1195.9	68.495	4.4978
85.79	1196.1	68.346	4.8584
85.8	1196.2	66.511	4.4685
85.81	1196.3	63.633	4.5154
85.82	1196.4	64.847	3.9618
85.83	1196.6	65.419	3.8811
85.84	1196.7	67.632	4.1744
85.85	1196.8	62.282	3.6903
85.86	1196.9	64.112	4.7127
85.87	1197.1	66.024	4.3714
85.88	1197.2	67.43	4.6491
85.89	1197.3	61.382	5.5877
85.9	1197.5	65.931	4.8954
85.91	1197.6	66.245	4.8581
85.92	1197.7	71.621	6.3224
85.93	1197.8	65.53	4.4588
85.94	1198	58.016	3.2551
85.95	1198.1	80.958	5.2131
85.96	1198.2	68.6	5.5223
85.97	1198.3	64.241	5.5666
85.98	1198.5	75.548	6.7628
85.99	1198.6	61.644	4.9169
86	1198.7	74.141	5.6456
86.01	1198.9	55.707	8.2157
86.02	1199	58.224	7.2654
86.03	1199.1	50.857	8.2633
86.04	1199.2	69.293	6.9876
86.05	1199.4	63.258	5
86.06	1199.5	69.469	3.9652
86.07	1199.6	62.541	2.741
86.08	1199.7	68.681	2.5939
86.09	1199.9	72.912	2.7568
86.1	1200	66.593	2.7186
86.11	1200.2	68.537	2.717
86.12	1200.3	72.206	2.3543
86.13	1200.5	61.472	2.5005
86.14	1200.7	68.159	2.1044
86.15	1200.8	64.825	2.1301
86.16	1201	61.247	1.6351
86.17	1201.1	65.692	1.6207
86.18	1201.3	63.897	1.701
86.19	1201.5	68.981	1.8514
86.2	1201.6	59.218	1.3772
86.21	1201.8	69.236	1.8516
86.22	1202	67.595	1.7392
86.25	1202.5	60.68	2.0189
86.26	1202.6	68.422	1.9024
86.27	1202.8	67.287	2.0115
86.28	1202.9	63.829	1.918
86.29	1203.1	63.64	1.8133
86.3	1203.3	63.475	1.7944
86.31	1203.4	69.366	1.8312
86.32	1203.6	68.089	1.9914
86.33	1203.8	62.676	1.8002
86.34	1203.9	62.261	1.7885
86.35	1204.1	67.613	2.4484
86.36	1204.3	66.671	2.2108
86.37	1204.4	71.924	2.2272
86.38	1204.6	70.885	2.3224
86.39	1204.7	69.131	2.3486
86.4	1204.9	61.957	2.4322
86.41	1205.1	63.691	2.3414
86.42	1205.2	65.479	2.341
86.43	1205.4	64.914	2.47
86.44	1205.6	63.795	2.7087
86.45	1205.7	67.395	2.5765
86.46	1205.9	61.306	3.7289
86.47	1206.1	65.256	3.4723
86.48	1206.2	62.333	3.3876
86.49	1206.4	61.87	3.1314
86.5	1206.5	69.188	3.435
86.51	1206.7	69.681	3.1591
86.52	1206.9	66.084	3.1477
86.53	1207	70.947	3.3565
86.54	1207.2	73.778	3.7203
86.55	1207.4	69.318	4.6273
86.56	1207.5	64.391	4.2003
86.57	1207.7	76.594	5.8586
86.58	1207.9	60.822	4.889
86.59	1208	62.287	5.2099
86.6	1208.2	67.336	9.5096
86.61	1208.3	66.282	7.1934
86.62	1208.5	67.125	6.3613
86.63	1208.7	65.398	6.082
86.64	1208.8	63.986	5.6947
86.65	1209	68.363	5.3614
86.66	1209.2	71.391	6.6303
86.67	1209.3	62.159	7.2838
86.68	1209.5	63.647	7.7849
86.69	1209.7	56.269	6.9082
86.7	1209.8	71.449	7.2874
86.71	1210	63.902	6.4249
86.72	1210.1	59.189	6.2069
86.73	1210.3	65.904	6.8553
86.74	1210.5	66.422	6.8026
86.75	1210.6	65.682	6.3961
86.76	1210.8	62.772	6.0704
86.77	1211	65.018	5.9319
86.78	1211.1	69.457	6.9224
86.79	1211.3	64.168	6.5142
86.8	1211.5	71.455	7.2168
86.81	1211.6	67.793	6.8163
86.82	1211.8	64.992	6.2966
86.83	1211.9	72.59	6.2399
86.84	1212.1	79.322	7.2757
86.85	1212.3	80.236	9.9835
86.86	1212.4	65.836	12.243
86.87	1212.6	64.605	11.129
86.88	1212.8	64.606	13.035
86.89	1212.9	66.689	10.544
86.9	1213.1	78.566	8.3675
86.91	1213.3	72.05	7.9049
86.92	1213.4	73.894	9.5119
86.93	1213.6	60.642	7.0229
86.94	1213.7	61.914	4.7454
86.95	1213.9	62.493	3.7358
86.96	1214.1	62.542	3.6453
86.97	1214.2	72.238	5.3146
86.98	1214.4	65.769	4.9943
86.99	1214.6	61.929	4.9067
86.99	1214.6	67.42	4.3872
87	1214.7	63.343	4.4629
87.01	1214.9	66.717	4.6428
87.02	1215.1	69.093	4.8333
87.03	1215.2	60.483	4.7003
87.04	1215.4	65.652	5.0575
87.05	1215.5	69.653	5.4933
87.06	1215.7	64.918	5.0098
87.07	1215.9	68.006	4.8886
87.08	1216	64.732	5.1876
87.09	1216.2	63.589	4.7436
87.1	1216.4	67.257	4.8107
87.11	1216.5	63.719	6.056
87.12	1216.7	64.917	6.0121
87.13	1216.9	61.817	5.5
87.14	1217	58.588	6.6354
87.15	1217.2	60.386	7.1815
87.16	1217.3	63.549	8.2342
87.17	1217.5	58.442	6.7178
87.18	1217.7	66.214	7.588
87.19	1217.8	68.491	8.8787
87.2	1218	82.772	18.664
87.21	1218.1	68.839	21.961
87.22	1218.2	60.613	19.952
87.23	1218.3	69.197	19.937
87.24	1218.4	66.253	23.918
87.25	1218.6	63.73	27.086
87.26	1218.7	62.029	27.421
87.27	1218.8	81.124	25.91
87.28	1218.9	69.494	21.509
87.29	1219	63.24	20.172
87.3	1219.1	53.106	18.766
87.31	1219.2	53.443	14.026
87.32	1219.3	59.957	25.396
87.33	1219.4	39.931	19.049
87.34	1219.6	52.763	13.096
87.35	1219.7	59.939	7.8543
87.36	1219.8	60.633	6.3328
87.37	1219.9	59.784	8.2136
87.38	1220	61.278	6.4228
87.39	1220.1	88.876	14.883
87.4	1220.2	51.862	9.8519
87.41	1220.3	61.528	7.7865
87.42	1220.4	60.68	6.9031
87.43	1220.6	62.825	7.7592
87.44	1220.7	61.265	7.5788
87.45	1220.8	65.12	7.9547
87.46	1220.9	59.152	8.0165
87.47	1221	67.799	8.4503
87.48	1221.1	64.14	8.2386
87.49	1221.2	73.895	10.736
87.5	1221.3	72.855	13.276
87.51	1221.4	67.105	12.28
87.52	1221.6	58.487	8.9636
87.53	1221.7	77.173	14.093
87.54	1221.8	112.38	12.659
87.55	1221.9	92.088	11.807
87.56	1222	103.15	15.894
87.57	1222.1	97.67	16.639
87.58	1222.2	92.609	15.046
87.59	1222.4	100.16	14.726
87.6	1222.5	78.661	16.273
87.61	1222.6	82.481	14.151
87.62	1222.7	65.383	9.9507
87.63	1222.8	65.185	8.5302
87.64	1223	65.15	4.4669
87.65	1223.1	72.193	3.6039
87.66	1223.2	57.152	3.9527
87.67	1223.3	63.69	4.328
87.68	1223.4	68.423	3.7162
87.69	1223.6	69.527	3.3055
87.7	1223.7	66.713	3.0463
87.71	1223.8	64.261	2.8518
87.72	1223.9	71.05	3.3201
87.73	1224	66.729	3.5194
87.74	1224.2	71.672	4.1799
87.75	1224.3	65.518	3.6333
87.76	1224.4	67.461	3.5816
87.77	1224.5	66.884	3.6574
87.78	1224.6	65.955	3.2159
87.79	1224.8	65.228	2.5529
87.8	1224.9	72.421	2.8463
87.81	1225	72.528	2.9338
87.82	1225.1	70.516	2.7601
87.83	1225.2	63.93	2.7315
87.84	1225.4	66.296	1.8371
87.85	1225.5	61.569	1.634
87.86	1225.6	67.428	1.5727
87.87	1225.7	61.346	1.5008
87.88	1225.8	59.627	1.18
87.89	1225.9	61.655	1.0759
87.9	1226.1	61.926	1.0245
87.91	1226.2	63.012	0.9867
87.92	1226.3	60.255	0.8959
87.93	1226.4	60.578	0.90557
87.94	1226.5	69.282	1.3109
87.95	1226.7	66.692	1.2311
87.96	1226.8	61.433	0.83939
87.97	1226.9	61.523	0.71372
87.98	1227	58.781	0.68341
87.99	1227.1	58.561	0.77328
88	1227.3	60.949	0.68322
88.01	1227.4	57.843	0.69503
88.02	1227.5	58.324	0.85528
88.03	1227.6	61.485	0.69692
88.04	1227.7	59.954	0.76719
88.05	1227.9	58.642	0.81804
88.06	1228	59.087	0.75663
88.07	1228.1	60.017	0.66537
88.08	1228.2	60.549	0.74961
88.09	1228.3	57.174	0.66465
88.12	1228.7	56.113	0.73936
88.13	1228.8	60.965	0.74148
88.14	1228.9	61.762	0.78389
88.15	1229.1	59.391	0.77892
88.16	1229.2	61.131	0.81994
88.17	1229.3	62.092	0.82081
88.22	1229.9	61.318	0.69212
88.24	1230.1	61.127	0.81478
88.25	1230.3	56.86	0.72851
88.26	1230.4	59.615	0.69376
88.27	1230.5	60.811	0.66288
88.28	1230.6	61.294	0.81736
88.29	1230.7	62.736	0.78679
88.3	1230.9	59.98	0.71825
88.31	1231	64.294	0.71512
88.32	1231.1	58.018	0.6986
88.33	1231.2	61.4	0.7776
88.34	1231.3	57.983	0.74159
88.35	1231.5	66.446	0.79025
88.36	1231.6	65.046	0.59818
88.37	1231.7	57.936	0.50972
88.41	1232.2	65.366	1
88.42	1232.3	62.501	0.88571
88.43	1232.4	59.543	0.90589
88.44	1232.5	60.361	0.76708
88.45	1232.6	60.539	0.7882
88.46	1232.8	62.289	0.74111
88.47	1232.9	63.877	0.79503
88.48	1233	62.005	0.92953
88.49	1233.1	63.021	0.80521
88.5	1233.2	59.743	0.79613
88.51	1233.4	57.505	0.88336
88.52	1233.5	60.003	0.82282
88.53	1233.6	59.438	0.79305
88.54	1233.7	59.043	0.86597
88.55	1233.8	61.204	0.87224
88.56	1234	58.79	0.90136
88.57	1234.1	60.644	0.83238
88.58	1234.2	60.48	0.93797
88.59	1234.3	59.148	0.88336
88.6	1234.4	60.89	1.0086
88.61	1234.6	63.299	0.9417
88.62	1234.7	59.705	0.94467
88.63	1234.8	60.752	0.92821
88.64	1234.9	60.657	0.93932
88.65	1235	58.489	0.9632
88.66	1235.2	62.224	0.96607
88.67	1235.3	58.073	0.88063
88.68	1235.4	58.088	0.90642
88.69	1235.5	62.838	1.0439
88.7	1235.6	61.927	1.0935
88.71	1235.8	61.197	1.1087
88.72	1235.9	59.792	0.97254
88.73	1236	60.784	1.0559
88.74	1236.1	57.201	1.0357
88.75	1236.2	60.983	1.1522
88.76	1236.4	54.635	1.0168
89.34	1243.3	60.951	3.8092
89.35	1243.4	64.335	4.4909
89.36	1243.5	52.728	5.4822
89.37	1243.7	53.066	6.9015
89.38	1243.8	56.325	8.4836
89.39	1243.9	54.192	6.5856
89.4	1244	53.116	6.3902
89.41	1244.1	51.972	6.6454
89.42	1244.3	59.64	6.0447
89.43	1244.4	59.297	6.3065
89.44	1244.5	58.547	7.0609
89.49	1245.1	56.016	10.239
89.5	1245.2	66.794	10.71
89.67	1247.2	63.104	8.8735
89.68	1247.4	50.112	6.9097
89.69	1247.5	60.739	6.0302
89.7	1247.6	58.446	6.7628
89.71	1247.7	63.766	7.7053
89.72	1247.8	58.005	7.0392
89.73	1248	64.235	8.751
89.74	1248.1	63.747	8.2285
89.75	1248.2	64.701	8.4297
89.76	1248.3	55.005	7.0103
89.77	1248.4	59.358	6.1383
89.78	1248.6	61.529	8.6311
89.79	1248.7	68.581	12.601
89.8	1248.8	57.178	15.475
89.81	1248.9	49.357	9.442
89.82	1249	60.351	11.314
89.83	1249.2	54.45	17.798
89.84	1249.3	33.848	16.989
89.85	1249.4	38.733	18.879
89.86	1249.5	35.909	24.573
89.87	1249.6	38.515	22.021
89.88	1249.8	31.858	12.693
89.89	1249.9	43.628	13.628
89.91	1250.2	64.297	9.6783
89.92	1250.4	42.718	8.9002
89.93	1250.6	57.469	9.1501
89.94	1250.8	57.169	6.5236
89.95	1251	58.513	5.4145
89.96	1251.2	61.6	4.8948
89.97	1251.4	60.822	4.5115
89.98	1251.6	64.849	4.4316
89.99	1251.8	62.204	4.2342
90	1252	65.523	4.2446
90.01	1252.2	67.62	4.6787
90.02	1252.4	71.555	6.0473
90.03	1252.7	72.513	5.7907
90.04	1252.9	67.494	5.9127
90.05	1253.1	64.526	6.8011
90.18	1255.7	62.995	3.2871
90.19	1255.9	62.094	3.2598
90.2	1256.1	60.799	3.4595
90.21	1256.3	61.059	3.5628
90.22	1256.5	53.532	4.6989
90.23	1256.7	58.47	4.3597
90.24	1256.9	66.506	4.9254
90.25	1257.1	67.505	5.1204
90.26	1257.3	74.385	5.5622
90.27	1257.6	75.387	5.5805
90.28	1257.8	71.476	5.0615
90.29	1258	62.278	5.4681
90.3	1258.2	64.827	5.7319
90.31	1258.4	67.743	5.5279
90.32	1258.6	77.925	7.1888
90.33	1258.8	79.059	10.722
90.34	1259	64.716	10.888
90.35	1259.2	63.436	11.874
90.36	1259.4	65.228	16.369
90.37	1259.6	108.75	11.269
90.38	1259.8	110.86	13.176
90.39	1260	74.461	13.937
90.4	1260.2	65.754	13.482
90.41	1260.4	62.662	12.928
90.42	1260.6	60.76	10.569
90.43	1260.8	62.962	6.4614
90.44	1261	66.359	5.8439
90.45	1261.2	60.763	4.7811
90.46	1261.4	67.872	4.2128
90.47	1261.6	71.883	3.7611
90.48	1261.8	68.317	3.3765
90.49	1262	70.369	3.4981
90.5	1262.2	67.763	3.4486
90.51	1262.4	66.747	3.2466
90.52	1262.7	65.132	3.3362
90.53	1262.9	69.504	3.7867
90.54	1263.1	70.767	3.239
90.55	1263.3	69.299	2.4831
90.56	1263.5	68.445	2.5275
90.57	1263.7	67.913	2.2601
90.58	1263.9	66.509	2.4459
90.59	1264.1	66.783	2.2342
90.6	1264.3	69.616	2.4286
90.61	1264.5	67.561	2.5326
90.62	1264.7	63.365	2.1424
90.63	1264.9	66.201	2.297
90.64	1265.1	72.4	2.6136
90.65	1265.3	63.232	2.8961
90.66	1265.5	66.149	2.82
90.67	1265.7	68.893	3.2587
90.68	1265.9	74.725	3.2526
90.69	1266.1	69.982	4.9881
90.7	1266.3	75.334	4.367
90.71	1266.5	85.467	5.9785
90.72	1266.7	70.864	6.6667
90.73	1266.9	64.364	4.4819
90.74	1267.1	74.413	3.5216
90.75	1267.3	59.354	2.6077
90.76	1267.6	74.639	3.0025
90.77	1267.8	66.815	2.2949
90.78	1268	68.34	1.9029
90.79	1268.2	65.23	2.0432
90.8	1268.4	65.489	1.6073
90.81	1268.6	71.947	1.5738
90.82	1268.8	74.771	1.9021
90.83	1269	70.457	1.5412
90.84	1269.2	69.557	1.4256
90.85	1269.4	63.686	1.136
90.86	1269.6	66.659	1.1051
90.87	1269.8	69.732	0.96449
90.88	1270	71.85	1.1158
90.89	1270.2	67.801	1.0647
90.9	1270.4	68.523	0.96094
90.91	1270.6	65.584	0.9487
90.92	1270.8	61.466	0.86677
90.93	1271	63.494	0.90425
90.94	1271.2	61.197	0.92649
90.95	1271.4	60.372	0.88341
90.96	1271.6	55.84	0.66379
90.97	1271.8	61.602	0.76085
90.98	1272	57.645	0.70359
90.99	1272.2	55.905	0.62553
91	1272.4	58.108	0.59666
91.01	1272.7	52.506	0.5693
91.02	1272.9	54.111	0.43629
91.03	1273.1	55.256	0.56512
91.04	1273.3	56.086	0.62074
91.05	1273.5	59.399	0.60107
91.06	1273.7	52.138	0.54423
91.07	1273.9	53.762	0.50274
91.08	1274.1	56.062	0.57678
91.09	1274.3	54.559	0.56419
91.1	1274.5	52.355	0.51047
91.11	1274.7	56.117	0.57974
91.12	1274.9	53.911	0.59322
91.13	1275.1	56.285	0.5226
91.14	1275.3	51.407	0.50419
91.15	1275.5	50.092	0.52591
91.16	1275.7	53.986	0.58872
91.17	1275.9	51.989	0.64933
91.18	1276.1	52.454	0.65487
91.19	1276.3	51.037	0.66221
91.2	1276.5	53.69	0.64167
91.21	1276.7	48.816	0.60988
91.22	1276.9	51.621	0.66689
91.23	1277.1	53.403	0.7298
91.24	1277.3	50.636	0.70529
91.25	1277.6	54.89	0.79972
91.26	1277.8	52.994	0.6986
91.27	1278	56.224	0.74853
91.28	1278.2	55.142	1.0977
91.29	1278.4	56.387	0.99607
91.3	1278.6	57.164	1.0721
91.31	1278.8	56.955	1.1894
91.32	1279	54.999	1.2337
91.33	1279.2	53.786	1.085
91.34	1279.4	53.908	1.139
91.35	1279.6	53.26	1.1002
91.36	1279.8	57.446	1.2975
91.37	1280	54.803	1.3074
91.38	1280.2	50.509	1.3573
91.393	1280.5	56.623	1.5358
91.403	1280.7	59.96	1.7549
91.413	1280.9	54.468	1.4266
91.423	1281.1	55.953	1.4629
91.433	1281.3	56.337	1.4841
91.443	1281.5	52.737	1.6568
91.453	1281.7	51.638	1.5263
91.463	1281.9	54.954	1.4289
91.473	1282.1	60.005	1.6806
91.483	1282.3	53.415	1.5655
91.493	1282.5	58.256	1.4414
91.503	1282.7	56.493	1.3817
91.513	1282.9	53.623	1.2083
91.523	1283.1	56.04	1.1447
91.533	1283.3	56.671	1.1176
91.543	1283.5	58.196	1.1187
91.553	1283.7	53.554	1.145
91.563	1283.9	57.987	1.0661
91.573	1284.1	53.765	1.0512
91.583	1284.3	57.619	1.2446
91.59	1284.5	56.843	1.5893
91.6	1284.7	59.938	1.9043
91.61	1284.9	55.588	1.9085
91.62	1285.1	58.393	2.1563
91.63	1285.3	58.301	1.9756
91.64	1285.5	60.77	1.9648
91.65	1285.7	59.25	2.0602
91.66	1285.9	62.165	2.0754
91.67	1286.1	58.489	2.1266
91.68	1286.3	62.894	2.3909
91.69	1286.5	63.834	2.5557
91.7	1286.7	58.125	2.2917
91.71	1286.9	64.357	2.5964
91.72	1287.1	65.633	2.7462
91.73	1287.3	65.065	2.7843
91.74	1287.6	58.822	3.0127
91.75	1287.8	62.012	3.3199
91.76	1288	52.089	3.8818
91.77	1288.2	51.157	4.886
91.78	1288.4	65.386	5.8453
91.79	1288.6	84.428	4.8931
91.8	1288.8	74.463	4.1572
91.81	1289	64.342	3.5343
91.82	1289.2	76.684	4.8308
91.83	1289.4	71.68	6.7473
91.84	1289.6	89.411	5.9764
91.85	1289.8	83.99	4
91.86	1290	86.981	5.1096
91.87	1290.1	76.545	5.7216
91.88	1290.2	68.117	5.0897
91.89	1290.3	68.994	5.3303
91.9	1290.4	58.858	4.9749
91.91	1290.5	62.599	3.7947
91.92	1290.6	65.888	4.4693
91.93	1290.7	61.316	2.914
91.94	1290.8	62.95	3.0577
91.95	1290.9	63.102	2.7576
91.96	1291	69.066	3.4089
91.97	1291.1	63.71	2.9711
91.98	1291.2	68.848	2.8224
91.99	1291.3	69.038	2.6883
92	1291.4	66.742	3.1623
92.01	1291.5	60.507	3.4836
92.02	1291.7	61.792	3.0922
92.03	1291.8	64.21	3.3625
92.04	1291.9	71.189	4.9047
92.05	1292	68.228	5.355
92.06	1292.1	70.885	6.9881
92.07	1292.2	69.886	8.9053
92.08	1292.3	66.035	6.2508
92.09	1292.4	71.721	6.3699
92.1	1292.5	72.573	5.3856
92.11	1292.6	74.094	5.1294
92.12	1292.7	72.405	5.148
92.13	1292.8	69.152	4.9414
92.14	1292.9	68.045	5.0535
92.15	1293	66.433	5.7722
92.16	1293.1	63.083	6.0378
92.17	1293.2	71.198	7.4374
92.18	1293.3	68.512	8.856
92.19	1293.4	67.507	8.4053
92.2	1293.5	69.148	7.735
92.21	1293.6	70.224	7.1587
92.22	1293.7	71.594	8.2798
92.23	1293.8	56.135	6.2813
92.24	1293.9	57.827	5.671
92.25	1294	73.95	9.1204
92.26	1294.1	55.876	6.2749
92.27	1294.2	55.404	6.8768
92.28	1294.3	70.432	8.2698
92.29	1294.4	69.615	9.7255
92.3	1294.5	83.309	12.868
92.31	1294.6	77.997	13.985
92.32	1294.7	81.377	19.805
92.33	1294.8	83.596	22.534
92.34	1295	83.909	23.576
92.35	1295.1	73.505	18.881
92.36	1295.2	79.848	21.386
92.37	1295.3	79.948	22.337
92.38	1295.4	82.172	22.416
92.39	1295.5	71.245	20.629
92.4	1295.6	74.951	20.856
92.41	1295.7	80.416	22.722
92.42	1295.8	68.366	19.497
92.43	1295.9	86.562	21.609
92.44	1296	73.119	20.545
92.45	1296.1	78.964	23.862
92.46	1296.2	70.833	20.101
92.47	1296.3	73.994	17.877
92.48	1296.4	78.231	19.269
92.49	1296.5	68.623	16.053
92.5	1296.6	62.382	11.09
92.51	1296.7	68.77	11.398
92.52	1296.8	67.533	11.84
92.53	1296.9	54.177	9.4027
92.54	1297	60.392	10.734
92.55	1297.1	58.704	11.416
92.56	1297.2	53.473	13.909
92.57	1297.3	57.563	17.184
92.58	1297.4	63.943	21.051
92.59	1297.5	43.489	26.096
92.6	1297.6	48.657	24.934
92.61	1297.7	41.952	35.254
92.62	1297.8	37.571	33.982
92.63	1297.9	36.919	32.325
92.64	1298	31.481	26.432
92.65	1298.2	38.698	30.399
92.66	1298.3	38.583	29.806
92.67	1298.4	36.961	22.209
92.68	1298.5	55.419	17.464
92.69	1298.6	53.934	11.773
92.7	1298.7	55.094	18.011
92.71	1298.8	59.756	14.787
92.72	1298.9	41.544	10.029
92.73	1299	56.604	10.322
92.74	1299.1	52.523	10.372
92.75	1299.2	55.891	6.8385
92.76	1299.3	54.625	6.5741
92.77	1299.4	59.359	8.1225
92.78	1299.5	59.249	9.3213
92.79	1299.6	66.943	11.614
92.8	1299.7	49.006	19.377
92.81	1299.8	48.586	11.798
92.82	1299.9	55.136	16.339
92.83	1300	58.381	21.063
92.84	1300.1	49.503	19.785
92.85	1300.2	62.677	15.412
92.86	1300.3	69.537	14.279
92.87	1300.4	52.67	15.46
92.88	1300.5	67.332	15.712
92.89	1300.6	59.309	10.644
92.9	1300.7	68.094	12.085
92.91	1300.8	68.469	11.93
92.92	1300.9	51.578	11.069
92.93	1301	77.799	7.8122
92.94	1301.1	58.639	4.8303
92.95	1301.2	69.35	4.9419
92.96	1301.3	61.914	2.2137
92.97	1301.5	64.706	2.3076
92.98	1301.6	61.843	1.9171
92.99	1301.7	69.07	1.9388
93	1301.8	64.17	1.5005
93.01	1301.9	64.544	1.5365
93.02	1302	68.06	1.6872
93.03	1302.1	62.595	1.2979
93.04	1302.2	67.157	1.3715
93.05	1302.3	61.678	1.5967
93.06	1302.4	62.363	1.2507
93.07	1302.5	61.552	1.2559
93.09	1302.7	65.714	1.3534
93.1	1302.8	65.54	1.6933
93.11	1302.9	63.547	1.4928
93.12	1303	60.584	1.326
93.13	1303.1	56.92	1.2282
93.14	1303.2	59.711	1.2036
93.15	1303.3	61.495	1.3201
93.16	1303.4	67.562	1.9647
93.17	1303.5	64.846	2.1864
93.18	1303.6	67.687	2.581
93.19	1303.7	68.956	2.7849
93.2	1303.8	61.857	2.805
93.21	1303.9	63.914	2.9168
93.22	1304	65.896	2.7953
93.23	1304.1	65.433	2.9435
93.24	1304.2	64.534	3.2066
93.25	1304.3	64.604	3.123
93.26	1304.4	64.015	3.0587
93.27	1304.5	59.813	3.1353
93.28	1304.7	71.857	3.4163
93.29	1304.8	64.121	3.4072
93.3	1304.9	63.149	3.1594
93.31	1305	66.264	2.9412
93.32	1305.1	64.248	2.6731
93.33	1305.2	62.539	3.0482
93.34	1305.3	59.866	2.8538
93.35	1305.4	63.103	2.0491
93.36	1305.5	67.973	2.5543
93.37	1305.6	60.896	2.5454
93.38	1305.7	66.487	3.063
93.39	1305.8	65.402	2.6338
93.4	1305.9	58.466	1.3974
93.41	1306	59.638	1.0871
93.42	1306.1	58.827	1.012
93.43	1306.2	59.752	1.0714
93.44	1306.3	54.756	1.0854
93.52	1307.1	59.727	0.82619
93.53	1307.2	62.184	0.76752
93.54	1307.3	62.376	0.8029
93.55	1307.4	65.501	0.84083
93.56	1307.5	62.845	0.89634
93.57	1307.6	60.612	0.95623
93.58	1307.7	59.231	0.86949
93.59	1307.8	62.728	1.0262
93.6	1308	61.423	1.0185
93.61	1308.1	57.937	0.92908
93.62	1308.2	57.97	0.93084
93.63	1308.3	58.914	0.81712
93.64	1308.4	60.547	0.94872
93.65	1308.5	61.281	0.8823
93.66	1308.6	58.547	0.93546
93.67	1308.7	62.016	0.98029
93.68	1308.8	60.133	0.97181
93.69	1308.9	59.08	1.0159
93.7	1309	65.29	1.131
93.71	1309.1	62.037	1.2157
93.72	1309.2	59.03	1.0296
93.73	1309.3	65.11	1.0294
93.74	1309.4	59.601	0.97111
93.75	1309.5	59.886	0.89872
93.76	1309.6	63.795	1.024
93.77	1309.7	66.183	0.95726
93.78	1309.8	58.326	0.85004
93.79	1309.9	61.752	0.93503
93.8	1310	58.102	0.86446
93.81	1310.1	58.195	0.81546
93.82	1310.2	59.096	0.85277
93.83	1310.3	63.707	0.95272
93.84	1310.4	66.01	1.2445
93.85	1310.5	59.062	1.0159
93.86	1310.6	63.149	1.0203
93.87	1310.7	58.78	1.0116
93.88	1310.8	63.383	1.1052
93.89	1310.9	59.24	1.042
93.9	1311	60.401	1.1014
93.91	1311.2	58.112	1.0869
93.92	1311.3	56.653	0.9858
93.93	1311.4	59.088	1.0784
93.94	1311.5	57.645	1.0244
93.95	1311.6	57.28	1.0539
93.96	1311.7	53.847	1.0683
93.97	1311.8	57.342	0.96712
93.98	1311.9	55.854	0.97418
93.99	1312	56.262	1.1136
94	1312.1	61.378	1.0749
94.01	1312.2	61.343	1.3609
94.02	1312.3	53.297	1.0223
94.03	1312.4	63.108	1.1187
94.04	1312.5	55.303	1.0158
94.05	1312.6	54.272	0.94184
94.06	1312.7	60.401	1.1912
94.07	1312.8	58.41	1.1504
94.08	1312.9	57.993	1.1406
94.09	1313	54.295	1.0437
94.1	1313.1	56.776	1.1218
94.11	1313.2	57.152	1.2115
94.12	1313.3	56.233	1.1518
94.13	1313.4	53.864	1.1028
94.14	1313.5	55.483	1.0746
94.15	1313.6	58.915	1.2519
94.16	1313.7	58.467	1.1992
94.17	1313.8	60.71	1.3213
94.18	1313.9	57.567	1.2151
94.19	1314	55.637	1.2653
94.2	1314.1	59.545	1.2539
94.21	1314.2	55.719	1.147
94.22	1314.3	57.603	1.2248
94.23	1314.5	60.579	1.3551
94.24	1314.6	56.619	1.3449
94.25	1314.7	55.939	1.2276
94.26	1314.8	55.344	1.2104
94.27	1314.9	59.546	1.3023
94.28	1315	59.767	1.3754
94.29	1315.1	63.2	1.4153
94.3	1315.2	55.258	1.2289
94.31	1315.3	57.584	1.3545
94.32	1315.4	55.232	1.1317
94.33	1315.5	57.346	1.0893
94.34	1315.6	56.343	1.201
94.35	1315.7	58.975	1.2157
94.36	1315.8	56.066	1.1715
94.37	1315.9	55.357	1.1754
94.38	1316	59.63	0.96154
94.39	1316.1	58.27	1.0719
94.4	1316.2	56.32	0.99843
94.41	1316.3	57.696	1.0329
94.42	1316.4	56.961	1.134
94.43	1316.5	58.331	1.0437
94.44	1316.6	63.112	1.1574
94.45	1316.8	56.862	1.1305
94.46	1316.9	61.615	1.1506
94.47	1317	56.514	1.0375
94.48	1317.1	54.513	1.0448
94.49	1317.2	60.505	1.0987
94.5	1317.3	59.049	1.1082
94.51	1317.4	59.717	1.1861
94.52	1317.5	57.338	1.0381
94.53	1317.6	60.25	1.005
94.54	1317.7	64.831	1.0844
94.55	1317.8	58.109	0.87797
94.56	1317.9	64.649	0.9299
94.57	1318	63.679	0.99027
94.59	1318.3	60.795	1.0715
94.6	1318.4	60.741	1.0509
94.61	1318.5	59.324	1.004
94.62	1318.6	61.498	1.0915
94.63	1318.7	60.973	1.2592
94.64	1318.8	64.533	1.1538
94.65	1318.9	55.729	1.0246
94.66	1319	57.602	1.0845
94.67	1319.1	62.153	1.055
94.68	1319.2	57.547	1.1565
94.69	1319.3	59.856	1.1582
95	1322.6	61.447	1.5357
