/* DESCRIPTION:
Reference:	Hodell, DA et al. (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Data from:	https://doi.org/10.1594/PANGAEA.831737. Accessed 11 Nov 2022.
Comment:	Data was not modified in any way.
*/
Depth [m]	Age [ka BP]	Ca/Sr	Si/Sr
50.34	774.12	80.005	0.56522
50.35	774.29	77.628	0.55431
50.36	774.46	80.048	0.50842
50.37	774.64	73.299	0.47105
50.38	774.81	69.029	0.5367
50.39	774.98	71.646	0.42897
50.4	775.16	71.767	0.48989
50.41	775.33	73.561	0.48169
50.42	775.5	73.649	0.52103
50.43	775.68	73.803	0.46565
50.44	775.85	73.502	0.51349
50.45	776.02	74.899	0.54289
50.46	776.2	76.037	0.47297
50.47	776.37	70.99	0.41439
50.48	776.55	73.441	0.49814
50.49	776.72	79.336	0.435
50.5	776.89	72.863	0.39593
50.51	777.07	77.877	0.47024
50.52	777.24	73.579	0.39289
50.53	777.41	73.904	0.42708
50.54	777.59	73.091	0.51939
50.55	777.76	69.776	0.48629
50.56	777.93	69.063	0.4839
50.57	778.11	70.728	0.47989
50.58	778.28	71.599	0.46452
50.59	778.45	70.171	0.45438
50.6	778.63	72.48	0.51533
50.61	778.8	73.598	0.56455
50.62	778.98	74.565	0.53651
50.63	779.15	74.258	0.4922
50.64	779.32	71.354	0.47168
50.65	779.5	75.413	0.53373
50.66	779.67	73.49	0.47864
50.67	779.84	72.638	0.55885
50.68	780.02	74.163	0.5905
50.69	780.19	77.073	0.66735
50.7	780.36	73.931	0.73913
50.71	780.54	75.205	0.7205
50.72	780.71	71.128	0.55248
50.73	780.88	79.448	0.63158
50.74	781.06	73.376	0.72727
50.75	781.23	72.419	0.85685
50.76	781.4	76.743	0.55098
50.77	781.58	73.94	0.82383
50.78	781.75	75.992	0.87773
50.79	781.93	73.731	0.88441
50.8	782.1	77.122	1.0427
50.81	782.27	71.555	0.89759
50.82	782.45	71.367	1.1206
50.83	782.62	70.399	1.0515
50.84	782.79	67.986	1.0768
50.85	782.97	73.704	1.4486
50.86	783.14	73.979	1.5171
50.87	783.31	79.35	1.7203
50.91	784.01	77.723	1.5294
50.92	784.18	70.27	1.4667
50.93	784.36	67.522	1.4341
50.94	784.53	74.017	1.6014
50.95	784.7	72.459	1.5444
50.96	784.88	72.558	1.5371
50.97	785.05	70.261	1.6321
50.98	785.22	72.034	1.5642
50.99	785.4	67.02	1.7318
51	785.57	72.621	1.8005
51.01	785.74	70.672	1.7098
51.02	785.92	68.579	1.5359
51.03	786.09	71.334	1.642
51.04	786.26	73.987	1.6678
51.05	786.44	70.032	1.9607
51.06	786.61	73.624	1.4769
51.07	786.79	67.242	1.2615
51.08	786.96	73.36	1.4322
51.09	787.13	67.787	1.4597
51.1	787.31	70.238	1.3036
51.11	787.48	69.683	1.3453
51.12	787.65	69.19	1.4036
51.13	787.83	68.746	1.475
51.14	788	81.775	2.0221
51.15	788.18	74.796	1.6483
51.16	788.36	70.096	1.6351
51.17	788.54	75.888	2.3977
51.18	788.72	68.812	2.5123
51.19	788.9	83.586	4.3193
51.2	789.08	86.369	6.3275
51.21	789.26	64.982	6.8755
51.22	789.44	76.132	9.2426
51.23	789.63	66.553	11.74
51.24	789.81	63.846	12.876
51.25	789.99	54.248	13.793
51.26	790.17	67.642	12.373
51.27	790.35	64.329	17.271
51.28	790.53	58.785	21.205
51.29	790.71	41.13	17.435
51.3	790.89	57.558	20.416
51.33	791.43	38.202	12.324
51.34	791.61	65.262	19.025
51.35	791.79	72.174	18.907
51.36	791.97	62.27	18.978
51.37	792.15	66.444	22.078
51.38	792.33	50.244	19.746
51.39	792.51	46.782	23.49
51.4	792.69	63.923	29.723
51.41	792.87	45.028	19.06
51.42	793.06	46.344	18.954
51.43	793.24	59.414	23.191
51.44	793.42	58.904	21.921
51.45	793.6	52.469	21.763
51.46	793.78	68.645	26.757
51.47	793.96	67.905	21.381
51.48	794.14	74.045	24.415
51.49	794.32	77.05	27.679
51.5	794.5	63.948	20.592
51.51	794.68	64.468	18.286
51.52	794.86	66.95	16.937
51.53	795.04	68.534	15.267
51.54	795.22	64.849	15.656
51.55	795.4	59.832	13.971
51.56	795.58	75.207	13.384
51.57	795.76	66.364	13.411
51.58	795.94	58.283	9.6801
51.59	796.12	60.376	8.8789
51.6	796.31	62.537	9.1714
51.61	796.49	59.318	8.8035
51.62	796.67	58.106	9.8131
51.63	796.85	53.772	8.4131
51.64	797.03	53.391	8.1788
51.65	797.21	55.977	7.187
51.66	797.39	53.102	6.6989
51.67	797.57	59.985	7.7416
51.68	797.75	68.075	8.15
51.69	797.93	54.972	7.25
51.7	798.11	55.957	7.7645
51.71	798.29	50.812	6.4714
51.72	798.47	54.584	6.6648
51.73	798.65	61.285	7.8576
51.74	798.83	53.422	6.5099
51.75	799.01	65.027	8.0756
51.76	799.19	66	6.2597
51.77	799.38	54.971	5.7952
51.78	799.56	64.008	5.2968
51.79	799.74	62.365	4.9836
51.8	799.92	59.755	4.7106
51.81	800.1	64.698	5.4317
51.82	800.28	65.916	4.414
51.83	800.46	59.059	3.6365
51.84	800.64	57.17	3.7219
51.85	800.82	64.572	3.6332
51.86	801	73.326	6.0746
51.87	801.18	66.527	3.5556
51.88	801.36	63.723	3.879
51.89	801.54	68.932	4.8734
51.9	801.72	70.995	4.6081
51.91	801.9	70.614	3.9701
51.92	802.08	64.687	4.2192
51.93	802.26	74.811	5.5981
51.94	802.44	72.497	4.757
51.95	802.63	73.12	4.2829
51.96	802.81	72.953	5.1253
51.97	802.99	68.891	4.8256
51.98	803.17	63.623	4.0909
51.99	803.35	70.594	4.7762
52	803.53	71.283	4.6575
52.01	803.71	69.981	4.3462
52.02	803.89	73.9	4.2201
52.03	804.07	72.856	3.8243
52.04	804.25	79.817	4.1407
52.05	804.43	78.064	3.5996
52.06	804.61	74.634	3.2538
52.07	804.79	80.037	3.3746
52.08	804.97	81.533	3.1714
52.09	805.15	83.727	2.7663
52.1	805.33	72.813	2.5131
52.11	805.51	90.585	3.2936
52.12	805.69	74.533	2.4809
52.13	805.87	75.103	2.4353
52.14	806.06	74.374	2.8676
52.15	806.24	79.136	2.5221
52.16	806.42	73.54	2.5332
52.17	806.6	73.882	2.2747
52.18	806.78	85.741	2.8091
52.19	806.96	82.515	2.6622
52.2	807.14	82.712	2.9588
52.21	807.32	74.083	2.3497
52.22	807.5	77.916	2.9817
52.23	807.68	78.648	3.7918
52.24	807.86	85.744	3.891
52.25	808.04	81.724	3.7107
52.26	808.22	80.448	4.0116
52.27	808.4	76.538	4.6813
52.28	808.58	75.648	4.2504
52.29	808.76	75.899	4.528
52.3	808.94	67.967	4.783
52.31	809.12	72.222	3.5375
52.32	809.31	72.738	4.2228
52.33	809.49	71.269	3.0822
52.34	809.67	82.964	2.2336
52.35	809.85	80.251	2.2011
52.36	810.03	71.614	2.047
52.37	810.21	76.283	2.424
52.38	810.39	73.447	2.46
52.39	810.57	72.949	2.6637
52.4	810.75	75.108	2.7906
52.41	810.93	74.757	2.4675
52.42	811.11	75.645	2.8354
52.43	811.29	69.675	3.3267
52.44	811.47	69.734	3.3467
52.45	811.65	69.643	3.9303
52.46	811.83	79.39	2.4262
52.47	812.01	70.954	3.5143
52.48	812.19	82.659	2.0319
52.49	812.37	75.999	1.3591
52.5	812.56	72.348	0.89552
52.51	812.74	73.702	1.3964
52.52	812.92	72.897	0.97039
52.53	813.1	78.332	0.71982
52.54	813.28	72.259	0.6368
52.55	813.46	71.22	0.69602
52.56	813.64	74.174	0.6815
52.57	813.82	73.616	0.83765
52.58	814	67.725	0.57767
52.59	814.14	68.067	0.68043
52.6	814.27	68.477	0.51128
52.61	814.41	74.999	0.85612
52.62	814.54	67.628	0.64722
52.63	814.68	69.384	0.67456
52.64	814.81	75.082	1.0128
52.65	814.95	69.319	0.54986
52.66	815.09	71.738	0.59712
52.67	815.22	69.998	0.4787
52.68	815.36	75.083	0.53713
52.69	815.49	67.419	0.57623
52.7	815.63	73.427	0.69133
52.71	815.77	70.776	0.59943
52.72	815.9	70.506	0.57456
52.73	816.04	72.154	0.73392
52.74	816.17	69.571	0.69804
52.75	816.31	72.59	0.6482
52.76	816.44	70.426	0.51699
52.77	816.58	69.507	0.54422
52.78	816.72	68.088	0.49379
52.79	816.85	71.494	0.60829
52.8	816.99	93.956	0.98889
52.83	817.39	78.267	0.60022
52.84	817.53	74.627	0.5497
52.85	817.67	69.006	0.56494
52.86	817.8	64.258	0.62261
52.87	817.94	67	0.64286
52.88	818.07	69.563	0.6565
52.89	818.21	72.151	0.65217
52.9	818.34	64.785	0.65456
52.91	818.48	68.033	0.55053
52.92	818.62	73.488	0.66315
52.93	818.75	73.448	0.68762
52.94	818.89	71.396	0.57313
52.95	819.02	72.138	0.60409
52.96	819.16	65.54	0.93182
52.97	819.3	67.874	0.88434
52.98	819.43	72.603	0.86583
52.99	819.57	69.219	0.6492
53	819.7	73.298	0.72562
53.01	819.84	69.784	0.69238
53.02	819.97	66.313	0.6961
53.03	820.11	72.305	0.68322
53.04	820.25	75.004	0.79432
53.05	820.38	76.852	0.79779
53.06	820.52	78.021	0.89598
53.07	820.65	76.174	0.91675
53.08	820.79	73.036	1.128
53.09	820.92	73.202	1.2534
53.1	821.06	69.207	0.9445
53.11	821.2	75.957	1.1201
53.12	821.33	76.804	1.2146
53.13	821.47	77.004	1.2408
53.14	821.6	77.787	1.4458
53.15	821.74	77.888	1.8095
53.16	821.87	80.891	1.6141
53.17	822.01	80.758	2.4647
53.18	822.15	79.791	2.2913
53.19	822.28	89.959	2.8193
53.2	822.42	80.872	2.8423
53.21	822.55	75.027	2.2879
53.22	822.69	84.878	2.3399
53.23	822.83	73.867	2.394
53.24	822.96	86.874	3.0879
53.25	823.1	83.138	2.9738
53.26	823.23	88.537	2.561
53.27	823.37	81.926	2.32
53.28	823.5	78.098	1.7322
53.29	823.64	77.689	1.3879
53.3	823.78	76.496	1.292
53.31	823.91	74.103	1.3232
53.32	824.05	87.455	2.0652
53.33	824.18	76.575	0.92968
53.34	824.32	76.618	1.0959
53.35	824.45	83.883	1.3357
53.36	824.59	80.646	0.92242
53.37	824.73	73.556	0.84312
53.38	824.86	73.131	2.1175
53.39	825	71.509	0.96622
53.4	825.13	79	1.1057
53.41	825.27	75.164	0.85905
53.42	825.4	76.207	0.7998
53.43	825.54	77.07	0.76519
53.44	825.68	72.924	0.86555
53.45	825.81	76.062	1.098
53.46	825.95	76.929	1.2385
53.47	826.08	73.701	1.0606
53.48	826.22	72.329	1.1142
53.49	826.36	72.275	1.0081
53.5	826.49	76.561	1.0706
53.51	826.63	71.598	1.2257
53.52	826.76	76.091	1.0964
53.53	826.9	80.788	1.4046
53.54	827.03	74.333	1.1008
53.55	827.17	81.245	1.3597
53.56	827.31	76.482	1.3314
53.57	827.44	77.501	1.4899
53.58	827.58	72.368	1.4302
53.59	827.71	79.17	1.4651
53.6	827.85	77.726	1.6796
53.61	827.98	80.397	1.6347
53.62	828.12	76.054	1.7011
53.63	828.26	73.155	1.5281
53.64	828.39	72.788	1.6237
53.65	828.53	81.949	1.6198
53.66	828.66	74.963	1.737
53.67	828.8	73.521	1.7845
53.68	828.93	79.982	1.8679
53.69	829.07	73.634	1.4756
53.7	829.21	72.02	1.8764
53.71	829.34	75.747	1.5826
53.72	829.48	75.799	1.7831
53.73	829.61	77.82	1.9792
53.74	829.75	80.281	1.9689
53.75	829.89	71.472	1.9314
53.76	830.02	77.501	2.2375
53.77	830.16	79.45	2.0927
53.78	830.29	80.836	2.2328
53.79	830.43	74.151	2.3003
53.8	830.56	65.22	2.0022
53.81	830.7	73.765	2.1162
53.82	830.84	72.069	2.3226
53.83	830.97	74.499	2.4689
53.84	831.11	74.768	2.5615
53.85	831.24	77.252	2.8268
53.86	831.38	69.779	2.6127
53.87	831.51	70.908	3.2831
53.88	831.65	82.493	3.2533
53.89	831.79	77.826	4.368
53.9	831.92	63.071	3.0616
53.91	832.06	73.15	5.1093
53.92	832.19	73.63	6.771
53.93	832.33	65.252	4.8982
53.94	832.46	66.605	4.1941
53.95	832.6	78.578	12.094
53.96	832.74	70.895	15.498
53.97	832.87	92.701	12.869
53.98	833.01	103.27	15.176
53.99	833.14	77.743	15.201
54	833.28	58.91	14.871
54.01	833.42	56.549	13.94
54.02	833.55	67.138	13.877
54.03	833.69	62.804	13.285
54.04	833.82	77.875	6.5777
54.05	833.96	71.465	4.1987
54.06	834.09	64.569	2.7493
54.07	834.23	63.05	2.3357
54.08	834.37	69.077	2.0469
54.09	834.5	78.559	1.5853
54.1	834.64	80.679	1.4082
54.11	834.77	77.955	1.5683
54.12	834.91	79.073	1.1879
54.13	835.04	79.022	1.1308
54.14	835.18	77.991	1.2851
54.15	835.32	74.243	1.3697
54.16	835.45	74.903	0.99692
54.17	835.59	69.963	1.1498
54.18	835.72	70.753	1.1215
54.19	835.86	74.973	1.2706
54.2	835.99	79.919	1.2544
54.21	836.13	73.149	1.1059
54.22	836.27	74.374	1.3758
54.23	836.4	68.554	1.5505
54.24	836.54	77.724	1.72
54.25	836.67	74.282	1.4264
54.26	836.81	83.674	1.5676
54.27	836.95	81.754	1.8029
54.28	837.08	73.192	1.3269
54.29	837.22	74.931	1.8285
54.34	837.9	71.561	1.2157
54.35	838.03	86.077	2.0592
54.36	838.17	71.773	1.3762
54.37	838.3	76.055	1.2873
54.38	838.44	74.506	1.3651
54.39	838.57	72.373	1.9058
54.4	838.71	71.652	1.7052
54.41	838.85	76.225	1.1591
54.42	838.98	85.652	1.7005
54.43	839.12	75.484	1.2581
54.44	839.25	81.259	1.1253
54.45	839.39	76.394	1.0282
54.46	839.52	75.128	0.82394
54.47	839.66	76.415	0.98466
54.48	839.8	73.544	0.95732
54.49	839.93	73.298	0.85517
54.5	840.07	72.568	0.83944
54.51	840.2	78.775	0.99344
54.52	840.34	80.152	1.0172
54.53	840.48	76.089	0.83505
54.54	840.61	70.662	0.86286
54.55	840.75	75.399	0.87856
54.56	840.88	73.264	0.89184
54.57	841.02	78.722	1.0648
54.58	841.15	78.289	1.0849
54.59	841.29	69.934	0.96905
54.6	841.43	74.097	0.90587
54.61	841.56	75.5	1.1143
54.62	841.7	74.67	1.2002
54.63	841.83	72.311	1.0357
54.64	841.97	71.151	1.0398
54.65	842.1	73.277	1.078
54.66	842.24	74.154	0.97208
54.67	842.38	70.878	1.0209
54.68	842.51	74.417	1.043
54.69	842.65	79.396	1.235
54.7	842.78	79.404	1.1376
54.71	842.92	70.091	1.0368
54.72	843.05	71.5	0.92435
54.73	843.19	75.14	0.95366
54.74	843.33	73.848	1.1894
54.75	843.46	71.962	1.1687
54.76	843.6	74.102	1.2923
54.77	843.73	71.293	1.1181
54.78	843.87	68.479	1.1238
54.79	844.01	68.297	1.2132
54.8	844.14	73.393	1.2238
54.81	844.28	74.242	1.3265
54.82	844.41	77.845	1.3296
54.83	844.55	66.993	1.4329
54.84	844.68	68.966	1.2345
54.85	844.82	76.821	1.6179
54.86	844.96	74.047	1.9385
54.87	845.09	68.594	1.6427
54.88	845.23	71.116	1.6692
54.89	845.36	65.778	2.3753
54.9	845.5	68.066	2.5697
54.91	845.63	77.162	2.7954
54.92	845.77	75.658	3.0192
54.93	845.91	77.027	4.0236
54.94	846.04	91.051	4.1174
54.95	846.18	78.917	4.2396
54.96	846.31	71.241	3.6407
54.97	846.45	78.434	3.2082
54.98	846.58	78.76	5
54.99	846.72	79.11	4.8574
55	846.86	84.183	5.3447
55.01	846.99	89.419	5.4694
55.02	847.13	100.25	5.7728
55.03	847.26	91.212	4.7776
55.04	847.4	87.085	4.5593
55.05	847.54	82.02	4.97
55.06	847.67	75.704	4.3622
55.07	847.81	76.443	3.4811
55.08	847.94	75.466	3.375
55.09	848.08	72.611	2.4573
55.1	848.21	70.713	2.8966
55.11	848.35	75.666	1.5668
55.12	848.49	77.026	1.9432
55.13	848.62	75.755	2.1601
55.14	848.76	76.48	1.8637
55.15	848.89	76.443	1.4923
55.16	849.03	74.578	1.3053
55.17	849.16	79.149	1.42
55.18	849.3	78.207	1.164
55.19	849.44	75.964	1.2193
55.2	849.57	77.685	1.1506
55.21	849.71	81.611	1.3256
55.22	849.84	78.112	0.9433
55.23	849.98	82.587	1.0711
55.24	850.11	76.43	0.92722
55.25	850.25	70.966	1.0527
55.26	850.39	74.233	0.97421
55.27	850.52	76.601	1.2628
55.28	850.66	73.301	0.98345
55.29	850.79	75.687	0.97461
55.3	850.93	73.53	0.92546
55.31	851.07	79.536	0.94808
55.32	851.2	71.505	0.88542
55.33	851.34	81.304	1.0746
55.34	851.47	74.526	0.91691
55.35	851.61	73.193	0.97612
55.36	851.74	76.898	1.1286
55.37	851.88	69.697	0.93499
55.38	852.02	73.089	0.85478
55.39	852.15	74.488	0.87537
55.4	852.29	68.136	0.828
55.41	852.42	70.146	0.91487
55.42	852.56	72.07	0.87131
55.43	852.69	73.305	0.91508
55.44	852.83	71.176	0.87992
55.45	852.97	75.022	0.87175
55.46	853.1	69.277	0.87114
55.47	853.24	68.424	0.80541
55.48	853.37	74.28	0.84778
55.49	853.51	72.565	0.80172
55.5	853.64	68.889	0.7655
55.51	853.78	73.55	0.88291
55.52	853.92	73.4	0.8635
55.6	855	75.878	0.97614
55.61	855.14	73.23	0.98189
55.63	855.41	75.548	0.87261
55.64	855.55	74.691	1.0155
55.65	855.68	69.077	0.90587
55.66	855.82	72.52	0.94455
55.67	855.95	71.807	1.1188
55.68	856.09	68.5	1.0601
55.69	856.22	73.216	1.3243
55.7	856.36	78.581	1.2366
55.71	856.5	71.1	0.98322
55.72	856.63	73.807	1.2838
55.73	856.77	72.792	1.1688
55.74	856.9	69.921	1.3483
55.75	857.04	74.668	1.2901
55.76	857.17	69.573	1.091
55.77	857.31	74.2	1.2814
55.78	857.45	79.037	1.4055
55.79	857.58	76.998	1.1514
55.8	857.72	69.776	1.0704
55.81	857.85	69.171	1.0812
55.84	858.26	73.598	1.6707
55.85	858.4	70.539	1.5786
55.86	858.53	71.809	1.6493
55.87	858.67	73.258	1.6543
55.88	858.8	75.786	1.4343
55.89	858.94	74.08	1.7352
55.9	859.08	71.605	1.675
55.91	859.21	68.195	1.8167
55.92	859.35	68.416	1.2142
55.93	859.48	70.283	1.6045
55.94	859.62	71.321	1.9785
55.95	859.75	67.825	1.6655
55.96	859.89	68.341	1.8573
55.97	860.03	72.656	2.017
55.98	860.16	70.979	1.9546
55.99	860.3	76.294	2.12
56	860.43	70.796	2.3355
56.01	860.57	71.71	2.2372
56.02	860.7	74.903	2.4078
56.03	860.84	71.659	2.6891
56.04	860.98	73.236	2.2784
56.05	861.11	69.625	2.293
56.06	861.25	70.797	3.2542
56.07	861.38	72.522	2.9653
56.08	861.52	69.898	2.8653
56.09	861.66	77.04	3.7939
56.1	861.79	66.855	3.647
56.11	861.93	70.667	4.0176
56.12	862.06	71.519	4.5284
56.13	862.2	72.405	4.0615
56.14	862.33	65.35	3.6318
56.15	862.47	64.044	4.0115
56.16	862.61	80.345	4.6902
56.17	862.74	69.245	3.9603
56.18	862.88	74.116	4.3294
56.19	863.01	73.581	4.7581
56.2	863.15	68.597	4.6604
56.21	863.28	77.597	6.4744
56.22	863.42	78.946	7.988
56.23	863.56	67.444	9.2251
56.24	863.69	62.938	6.9603
56.25	863.83	62.152	8.7642
56.26	863.96	67.073	9.7367
56.27	864.1	64.948	9.171
56.28	864.23	53.791	9.288
56.32	864.78	73.281	4.7193
56.33	864.91	66.607	5.3869
56.34	865.05	61.556	5.1394
56.35	865.19	63.459	4.9349
56.36	865.32	61.822	4.493
56.37	865.46	72.464	4.597
56.38	865.59	72.792	4.8776
56.39	865.73	73.109	5.098
56.4	865.86	67.739	4.939
56.41	866	68.131	4.8109
56.42	866.17	63.607	5.9074
56.43	866.34	60.119	6.8176
56.44	866.51	69.188	7.0173
56.45	866.68	79.216	10.363
56.46	866.85	70.801	10.434
56.47	867.02	77.129	14.629
56.48	867.19	74.761	14.669
56.49	867.36	63.588	14.746
56.5	867.54	60.699	15.482
56.51	867.71	67.489	19.387
56.52	867.88	64.537	15.489
56.53	868.05	56.702	16.019
56.54	868.22	58.481	18.025
56.55	868.39	60.074	20.37
56.56	868.56	65.896	23.432
56.57	868.73	48.858	22.807
56.58	868.9	53.448	21.833
56.59	869.07	77.176	23.176
56.6	869.24	64.298	21.963
56.61	869.41	60.808	19.256
56.62	869.58	75.883	25.006
56.63	869.75	69.498	18.13
56.64	869.92	71.979	16.27
56.65	870.09	83.731	18.118
56.66	870.27	64.778	16.905
56.67	870.44	62.744	18.71
56.68	870.61	62.617	16.805
56.69	870.78	65.561	16.378
56.7	870.95	63.023	15.749
56.71	871.12	66.885	15.981
56.72	871.29	59.487	13.556
56.73	871.46	61.502	13.756
56.74	871.63	69.858	14.638
56.75	871.8	60.454	13.73
56.76	871.97	63.821	12.762
56.77	872.14	63.287	11.814
56.78	872.31	65.302	15.818
56.79	872.48	63.581	12.528
56.8	872.65	56.761	11.542
56.81	872.82	64.121	12.21
56.82	873	65.639	11.97
56.83	873.17	73.799	14.06
56.84	873.34	67.431	12.28
56.85	873.51	58	11.112
56.86	873.68	72.781	12.759
56.87	873.85	70.948	12.429
56.88	874.02	67.545	12.442
56.89	874.19	67.725	11.734
56.9	874.36	60.307	12.358
56.91	874.53	62.876	10.839
56.92	874.7	67.221	15.409
56.93	874.87	63.23	16.762
56.94	875.04	67.211	19.848
56.95	875.21	57.65	16.672
56.96	875.38	59.638	13.406
56.97	875.55	62.165	18.189
56.98	875.73	65.624	18.463
56.99	875.9	57.142	15.285
57	876.07	66.157	16.608
57.01	876.24	63.991	23.536
57.02	876.41	58.704	15.905
57.03	876.58	57.124	13.04
57.04	876.75	70.857	21.643
57.05	876.92	71.471	22.329
57.06	877.09	60.463	18.522
57.07	877.26	65.438	16.792
57.08	877.43	60.064	14.08
57.09	877.6	55.874	13.743
57.1	877.77	62.686	17.075
57.11	877.94	65.558	16.082
57.12	878.11	58.891	15.045
57.13	878.28	61.328	13.34
57.14	878.45	61.582	10.714
57.15	878.63	68.495	13.172
57.16	878.8	67.215	14.354
57.17	878.97	66.288	10.38
57.18	879.14	65.729	12.849
57.23	879.99	63.254	16.469
57.24	880.16	51.735	19.09
57.25	880.33	54.692	20.731
57.26	880.5	50.314	24.827
57.27	880.67	57.47	28.861
57.28	880.84	49.856	26.431
57.29	881.01	41.891	24.164
57.3	881.18	55.66	31.603
57.31	881.36	57.687	31.891
57.32	881.53	43.983	28.494
57.33	881.7	49.589	31.684
57.34	881.87	43.488	30.128
57.35	882.04	46.122	35.599
57.36	882.21	43.072	31.647
57.37	882.38	42.269	32.281
57.38	882.55	45.667	31.034
57.39	882.72	57.015	40.301
57.4	882.89	44.03	31.018
57.41	883.06	40.659	32.776
57.42	883.23	42.722	30.669
57.43	883.4	38.086	24.469
57.44	883.57	44.446	34.146
57.45	883.74	45.481	32.306
57.46	883.91	42.785	29.282
57.47	884.09	36.779	23.788
57.48	884.26	45.792	28.956
57.49	884.43	50.541	33.408
57.5	884.6	43.42	31.26
57.51	884.77	59.422	40.991
57.52	884.94	42.841	26.444
57.53	885.11	59.455	29.782
57.54	885.28	45.056	25.533
57.55	885.45	48.397	26.324
57.56	885.62	43.005	23.451
57.57	885.79	65.986	31.736
57.58	885.96	57.513	31.422
57.59	886.13	44.05	27.622
57.6	886.3	57.549	31.756
57.61	886.47	48.667	29.226
57.62	886.64	49.547	31.579
57.63	886.82	40	27.271
57.64	886.99	45.701	32.792
57.65	887.16	45.636	32.825
57.66	887.33	36.673	24.525
57.67	887.5	44.173	25.869
57.68	887.67	50.775	27.629
57.69	887.84	62.951	29.488
57.7	888.01	53.862	22.897
57.71	888.18	50.335	20.816
57.72	888.35	37.163	16.342
57.74	888.69	69.132	20.91
57.75	888.86	61.153	20.144
57.76	889.03	64.821	22.406
57.77	889.2	65.614	18.919
57.78	889.37	77.181	22.301
57.79	889.55	65.474	20.888
57.8	889.72	62.5	18.675
57.81	889.89	58.256	14.841
57.82	890.06	70.231	18.659
57.83	890.23	67.863	21.457
57.84	890.4	64.44	21.411
57.85	890.57	74.137	26.137
57.86	890.74	70.06	25.951
57.87	890.91	60.596	22.46
57.88	891.08	60.126	22.435
57.89	891.25	54.44	19.353
57.9	891.42	69.936	25.064
57.91	891.59	52.391	18.504
57.92	891.76	54.289	23.185
57.93	891.93	56.812	22.126
57.94	892.1	63.746	23.139
57.95	892.27	56.755	24.032
57.96	892.45	52.325	26.513
57.97	892.62	48.773	32.043
57.98	892.79	54.498	25.576
57.99	892.96	54.212	25.616
58	893.13	32.648	42.375
58.01	893.3	21.377	40.913
58.02	893.47	38.656	26.533
58.03	893.64	59.498	16.046
58.04	893.81	64.295	14
58.05	893.98	58.639	12.277
58.06	894.15	57.49	11.547
58.07	894.32	60.891	8.5296
58.08	894.49	62.573	8.3204
58.09	894.66	61.276	7.5916
58.1	894.83	67.607	7.2265
58.11	895	63.56	7.0752
58.12	895.18	79.013	8.4684
58.13	895.35	63.478	6.2825
58.14	895.52	67.989	6.9232
58.15	895.69	67.002	6.7865
58.16	895.86	70.744	6.5139
58.17	896.03	77.083	6.7287
58.18	896.2	74.178	5.5314
58.19	896.37	78.561	6.0725
58.2	896.54	70.807	6.1349
58.21	896.71	74.482	5.5838
58.22	896.88	77.498	5.0119
58.23	897.05	64.233	5.3897
58.24	897.22	80.876	5.9649
58.25	897.39	73.255	5.1371
58.26	897.56	77.913	5.8882
58.27	897.73	78.942	5.3274
58.28	897.91	73.031	5.5125
58.29	898.08	72.81	4.5134
58.3	898.25	76.862	4.2718
58.31	898.42	74.803	4.0311
58.32	898.59	75.169	4.1901
58.33	898.76	92.048	3.9598
58.34	898.93	78.061	3.8637
58.35	899.1	72.789	3.2982
58.36	899.27	74.744	3.7524
58.37	899.44	74.21	4.205
58.38	899.61	68.178	2.8085
58.39	899.78	76.153	2.4761
58.4	899.95	77.741	2.4817
58.41	900.12	84.443	2.5044
58.59	902.83	73.989	1.9097
58.6	902.95	74.28	2.0332
58.61	903.07	74.074	2.02
58.62	903.19	73.314	2.0049
58.63	903.31	83.727	2.2941
58.64	903.43	77.789	2.2553
58.65	903.55	75.323	2.2668
58.66	903.67	79.716	2.2573
58.67	903.79	72.208	2.0909
58.68	903.9	73.31	2.0184
58.7	904.14	78.973	1.862
58.71	904.26	70.513	1.9072
58.72	904.38	74.352	1.8535
58.73	904.5	68.901	2.2137
58.74	904.62	74.025	2.3191
58.75	904.74	68.45	2.2209
58.76	904.86	74.238	2.434
58.77	904.98	69.157	2.0988
58.78	905.1	74.298	2.3818
58.79	905.21	76.244	2.6784
58.8	905.33	76.152	2.5519
58.81	905.45	71.972	2.2361
58.82	905.57	83.012	2.5201
58.83	905.69	70.963	2.1912
58.84	905.81	73.883	2.3468
58.85	905.93	81.511	2.4454
58.86	906.05	71.949	2.2188
58.87	906.17	78.676	2.6642
58.88	906.29	71.932	2.4479
58.89	906.4	75.962	2.3274
58.9	906.52	77.407	1.8497
58.91	906.64	70.722	1.9093
58.92	906.76	73.872	1.7755
58.93	906.88	78.262	1.7478
58.94	907	69.759	1.8257
58.95	907.12	68.881	1.7204
58.96	907.24	70.569	1.7925
58.97	907.36	71.425	1.7066
58.98	907.48	76.597	1.8787
58.99	907.6	73.141	1.9061
59	907.71	73.554	1.8618
59.01	907.83	73.372	1.947
59.02	907.95	78.466	2.1098
59.03	908.07	79.793	2.2644
59.04	908.19	72.309	1.9893
59.05	908.31	71.483	2.1266
59.06	908.43	83.01	2.2683
59.07	908.55	73.522	2.1886
59.08	908.67	71.845	2.0357
