# DESCRIPTION:
# Reference: Wagner, Bernd; Vogel, Hendrik; Francke, Alexander; Friedrich, Tobias; Donders, Timme H; Lacey, Jack H; Leng, Melanie J; Regattieri, Eleonora; Sadori, Laura; Wilke, Thomas; Zanchetta, Giovanni; Albrecht, Christian; Bertini, Adele; Combourieu-Nebout, Nathalie; Cvetkoska, Aleksandra; Giaccio, Biagio; Grazhdani, Andon; Hauffe, Torsten; Holtvoeth, Jens; Joannin, Sébastien; Jovanovska, Elena; Just, Janna; Kouli, Katerina; Kousis, Ilias; Koutsodendris, Andreas; Krastel, Sebastian; Lagos, Markus; Leicher, Niklas; Levkov, Zlatko; Lindhorst, Katja; Masi, Alessia; Melles, Martin; Mercuri, Anna Maria; Nomade, Sébastien; Nowaczyk, Norbert R; Panagiotopoulos, Konstantinos; Peyron, Odile; Reed, Jane M; Sagnotti, Leonardo; Sinopoli, Gaia; Stelbrink, Björn; Sulpizio, Roberto; Timmermann, Axel; Tofilovska, Slavica; Torri, Paola; Wagner-Cremer, Friederike; Wonik, Thomas; Zhang, Xiaosen (2019): Mediterranean winter rainfall in phase with African monsoons during the past 1.36 million years. Nature, https://doi.org/10.1038/s41586-019-1529-0
# Data from: https://doi.org/10.1594/PANGAEA.896847. Accessed 28 Nov 2022.
# Comment: Data was not modified in any way.

Depth [m],Age [ka BP],TIC [%],TOC [%],Qz peak area,δ13C cal [‰ PDB],δ18O cal [‰ PDB],Quercus deci [%],AP-Pinus [%]
280.723,757.35785,0.18,0.89,,,,,
280.883,757.76805,0.15,0.99,0.33077,,,4.16667,17.5926
281.043,758.1771,0.22,1.13,,,,,
281.203,758.6104,4.76,0.64,0.18868,0.1,-4.7,,
281.363,759.0406,3.94,0.97,,-0.5,-5.5,,
281.523,759.47915,2.75,0.97,0.21538,-0.1,-5.1,19.5876,50.5155
281.683,759.91275,0.81,1.04,,,,,
281.843,760.3494,0.54,0.87,0.27256,,,,
282.003,760.7867,1.02,0.91,,,,,
282.163,761.21415,0.08,0.92,0.33665,,,6.61157,20.1102
282.323,761.6538,0.72,0.95,,,,,
282.483,762.1078,0.43,1.3,0.30724,,,,
282.643,762.5623,4.45,0.96,,-0.5,-6.8,,
282.803,763.02035,2.08,0.96,0.26003,-1.5,-7.7,17.8218,60.7261
282.963,763.47185,5.42,0.63,,-0.8,-6.6,,
283.123,763.92785,5.42,0.68,0.1757,-0.6,-6.2,,
283.283,764.3858,4.1,0.91,,-0.6,-6.5,,
283.443,764.8346,0.95,0.92,0.32249,,,21.0702,61.8729
283.603,765.27495,0.23,1.01,,,,,
283.763,765.7148,0.2,1.06,0.32188,,,,
283.923,766.15785,2.74,0.69,,,,,
284.083,766.6031,0.9,0.98,0.31295,,,2.53807,14.7208
284.243,767.05,3.57,0.91,,0.8,-5.1,,
284.403,767.49105,4.56,1.23,0.20451,0.1,-5.4,,
284.563,767.9392,3.83,1.03,,-1,-7.1,,
284.723,768.3851,4.51,0.85,0.21047,-1.1,-6.6,18.018,74.7748
284.883,768.82695,6.07,1.04,,-0.9,-6.4,,
285.043,769.28705,6.85,0.87,0.15741,-0.4,-5.8,,
285.203,769.74775,7.29,0.78,,-0.3,-5.7,,
285.363,770.2044,5.97,1,0.18587,-0.1,-5.4,31.5493,59.4366
285.523,770.66685,3.09,0.9,,-0.5,-6.5,,
285.683,771.12815,1.71,0.93,0.28537,0.2,-5.8,,
285.843,771.59805,3.39,0.95,,0.4,-5.3,,
286.003,772.07035,4.17,0.98,0.22841,0,-5.5,41.2121,83.0303
286.163,772.544,3.8,0.83,,0.1,-5.4,,
286.323,773.13715,5.38,0.78,0.20065,0.4,-4.7,,
286.483,773.8015,6.09,0.7,,0.6,-4.1,,
286.643,774.4643,5.32,0.9,0.19764,0.2,-4.8,29.055,67.2779
286.803,775.12775,4.19,0.81,,0,-4.5,,
286.963,775.78095,6.83,0.89,0.16543,0.1,-4.3,,
287.123,776.44725,6.39,0.91,,0,-4.4,,
287.283,777.0981,7.26,1.18,0.13821,0.2,-4.2,22.3757,82.5967
287.443,777.75755,7.38,1.14,,0.1,-4.2,,
287.603,778.48195,7.5,1.02,0.1363,0.2,-3.9,,
287.763,779.2696,7.84,0.91,,0.2,-4,,
287.923,780.0606,7.94,0.92,0.11642,-0.2,-4.7,31.5956,76.9352
288.083,780.8521,8.72,0.61,,,,,
288.233,781.5826,8.84,0.81,0.09795,-0.1,-4.5,,
288.403,782.42735,8.2,0.68,,-0.1,-4.8,,
288.563,783.2102,8.58,0.7,0.11246,-0.1,-5.1,19.5876,69.0722
288.723,783.9975,7.87,0.88,,-0.4,-5.4,,
288.883,784.72585,7.58,0.9,0.13569,-0.4,-5.7,,
289.043,785.4023,8.1,0.79,,0,-5.4,,
289.203,786.0715,6.72,1.23,0.16516,-0.1,-5.8,60.061,77.439
289.363,786.77185,5.33,1.4,,0.1,-6.1,,
289.523,787.4325,4.77,1.19,0.21434,0.6,-5.3,,
289.683,788.1194,3.29,0.61,,1.6,-4.1,,
289.843,788.80075,2.84,0.77,0.25268,1.8,-3.3,12.9129,24.9249
290.003,789.47875,1.14,0.7,,0.7,-3.5,,
290.163,790.09015,0.64,0.65,0.28426,,,,
290.323,790.52265,0.26,0.76,,,,,
290.483,790.9665,1.54,0.63,0.27971,,,6.08365,16.73
290.643,791.4161,0.61,0.7,,,,,
290.803,791.86345,0.75,0.64,0.27705,,,,
290.963,792.3081,0.32,0.62,,,,,
291.123,792.74425,0.75,0.59,0.25727,,,0,17.8439
291.283,793.17995,0.48,0.55,,,,,
291.443,793.6512,0.27,0.5,0.27128,,,,
291.603,794.30865,0.34,0.49,,,,,
291.763,794.9765,0.29,0.5,0.33078,,,0.45249,23.5294
291.923,795.6444,1.12,0.55,,,,,
292.083,796.30375,0.17,0.45,0.32143,,,,
292.243,796.96195,0.38,0.59,,,,,
292.403,797.62705,0.33,0.6,0.25968,,,2.05761,13.9918
292.563,798.2845,0.1,0.49,,,,,
292.723,798.9446,0.36,0.63,0.29337,,,,
292.883,799.59325,0.46,0.61,,,,,
293.043,800.24405,0.43,0.75,0.27311,,,5,13.6364
293.203,800.89325,0.1,0.65,,,,,
293.363,801.54775,0.43,0.73,0.26357,,,,
293.523,802.1944,2.73,0.53,,,,,
293.683,802.84885,0.3,0.63,0.33014,,,2.28311,9.13242
293.843,803.5035,0.24,0.7,,,,,
294.003,804.14535,0.11,0.74,0.26627,,,,
294.163,804.83815,0.11,0.72,,,,,
294.323,805.52925,0.17,0.78,0.26806,,,16.055,33.0275
294.483,806.22065,0.71,0.82,,,,,
294.643,806.9217,0.25,0.79,0.28012,,,,
294.803,807.6249,0.62,0.91,,,,,
294.963,808.32905,0.1,1.18,0.2654,,,8.4507,19.7183
295.123,809.02975,1.13,1.03,,-0.1,-5,,
295.283,809.7291,1.91,1.12,0.1996,0.4,-3.1,,
295.443,810.3283,1.27,1.03,,-0.3,-4.3,,
295.603,810.89175,0.94,1.06,0.24719,,,25.4386,46.9298
295.763,811.45875,2.44,1.11,,0.8,-4.8,,
295.923,812.02545,1.51,1.35,0.21832,-0.4,-3,,
296.093,812.6246,2.03,1.15,,0.5,-3.7,,
296.243,813.15735,2.31,1.22,0.22168,0.3,-4.7,36.1111,59.5238
296.403,813.72565,2.52,1.15,,-0.1,-3.9,,
296.563,814.28925,0.56,1.11,0.23693,0,-2.8,,
296.723,814.8171,1.69,1.06,,-0.1,-3.8,,
296.883,815.33,3.09,1.16,0.20068,-0.6,-5.5,36.8644,73.3051
297.043,815.848,4.18,1.03,,-0.5,-5.5,,
297.203,816.36055,4.75,0.88,0.19224,0.1,-4.9,,
297.363,816.8754,6.73,0.79,,0.1,-4.7,,
297.523,817.3867,6.08,0.88,0.15212,0.1,-4.7,23.301,54.3689
297.683,817.9014,5.28,0.86,,-0.1,-5,,
297.843,818.418,7.01,0.78,0.1489,-0.3,-5.1,,
298.003,818.89765,8.31,0.58,,-0.3,-5,,
298.163,819.36005,8.06,0.69,0.12273,-0.3,-4.8,34.3434,66.6667
298.323,819.8157,7.76,0.73,,-0.4,-5.1,,
298.483,820.27945,7.85,1.1,0.11301,-0.3,-5.2,,
298.643,820.7399,7.72,1.08,,-0.5,-5.5,,
298.803,821.19775,7.84,0.63,0.12516,-0.5,-5.9,33.5065,65.974
298.963,821.66,6.64,1,,-0.2,-5.3,,
299.123,822.1217,5.94,0.69,0.16234,0.2,-4.9,,
299.283,822.54805,5.16,0.71,,0.1,-5.4,,
299.443,822.9437,3.37,0.97,0.2027,0.2,-4.7,3.37079,30.3371
299.603,823.33215,2.76,0.87,,0,-5,,
299.763,823.7287,3.45,0.76,0.21214,0,-5,,
299.923,824.11285,3.94,0.97,,-0.8,-6.3,,
300.083,824.50265,5.81,1.1,0.15411,,,26.087,75.8454
300.243,824.8899,7.25,0.91,,-0.9,-6.5,,
300.403,825.2723,5.56,1.01,0.16302,-1,-6.4,,
300.563,825.6806,5.71,1.3,,-1.2,-6.4,,
300.723,826.13785,6.33,1.39,0.13428,-1.1,-5.9,44.7458,76.2712
300.883,826.59655,6.28,1.26,,-1.2,-6,,
301.043,827.05525,5.67,1.39,0.14375,-1.2,-6.1,,
301.203,827.5154,4.87,1.42,,-1.2,-6,,
301.363,827.97375,5.2,1.17,0.16362,-1,-5.7,25.2747,81.3187
301.523,828.43835,4.68,1.41,,-0.7,-5.4,,
301.683,828.9098,0.11,1,0.24367,,,,
301.843,829.41415,0.11,0.94,,,,,
302.003,830.15225,0.2,0.87,0.24033,,,6.66667,26.6667
302.163,830.88935,1,1.1,,,,,
302.323,831.6285,4.74,1.31,0.17137,-1.1,-5.8,,
302.483,832.36435,5.91,1.19,,-0.9,-5.3,,
302.643,833.1057,6.69,1.01,0.13847,-1.1,-5.7,28.2353,80
302.803,833.84505,8.16,0.76,,-0.7,-5.2,,
302.963,834.56925,7.23,0.87,0.11959,-0.8,-5.5,,
303.123,835.3165,6.07,0.43,,-0.4,-5.5,,
303.283,836.32035,4.13,0.86,0.21026,0.4,-4.9,9.52381,28.0423
303.443,837.32335,5.32,0.89,,0,-5.2,,
303.603,838.3221,7.18,0.85,0.14792,-0.3,-5.5,,
303.763,839.32135,7.2,0.85,,-0.5,-6,,
303.923,840.32195,8.88,0.63,0.11614,-0.4,-5.7,43.4109,82.9457
304.083,841.31495,8.5,0.18,,-0.3,-5.4,,
304.243,842.30295,8.66,0.73,0.10559,-0.3,-5.5,,
304.403,843.29555,8.77,0.67,,-0.4,-5.8,,
304.563,844.27915,8.69,0.8,0.10216,-0.6,-5.9,46.8599,71.4976
304.723,845.26155,7.88,0.97,,-0.6,-5.8,,
304.893,846.31255,6.75,1.24,0.14357,-0.5,-5.5,,
305.043,847.2359,7.4,0.96,,0.5,-4.8,,
305.203,848.229,6.96,1.05,0.14812,0.7,-4.1,23.0769,33.3333
305.363,849.2331,5.44,0.58,,0.2,-4.9,,
305.523,850.23595,2.28,1.65,0.20741,0.1,-4.9,,
305.683,851.23215,3.82,0.62,,0.1,-5.1,,
305.843,852.24325,5.62,0.6,0.1674,-0.1,-5.1,21.4286,70.2381
306.003,853.27365,5.86,1.11,,-0.3,-5,,
306.163,854.3006,5.79,0.96,0.17456,-0.3,-4.6,,
306.323,855.32435,6.69,1.37,,0,-4.3,,
306.483,856.3425,7.29,1.34,0.11314,0.2,-3.5,29.7143,80.5714
306.643,857.36125,7.36,1.24,,-0.2,-3.5,,
306.803,858.3814,7.82,1.1,0.11279,-0.3,-3.8,,
306.963,859.40415,7.85,0.97,,-0.3,-3.9,,
307.123,860.3957,8.85,0.94,0.08756,-0.4,-4.5,28.4091,87.5
307.283,861.44575,7.96,1.04,,-0.7,-5.2,,
307.443,862.37565,7.74,0.94,0.12491,-0.7,-5.6,,
307.603,863.36555,7.08,0.98,,-0.6,-5.7,,
307.763,864.3502,7.82,0.93,0.13027,-0.3,-5.8,0,0
307.923,865.34725,7.64,0.98,,-0.2,-5.7,,
308.083,866.3477,7.21,1.1,0.15904,0.3,-5.4,,
308.253,867.41625,5.65,1.05,,0.2,-5.6,,
308.403,868.14435,4.92,0.72,0.18829,,,0,4.12371
308.563,868.7462,4.13,0.66,,,,,
308.723,869.3543,1.49,0.78,0.25343,,,,
308.883,869.95585,0.3,0.73,,,,,
309.043,870.56105,0.15,0.54,0.24617,,,6.0241,20.4819
309.203,871.16295,0.78,0.53,,,,,
309.363,871.7611,0.74,0.64,0.24904,,,,
309.523,872.36405,0.11,0.53,,,,,
309.683,872.9032,0.09,0.54,0.30748,,,8,29.2683
309.843,873.33725,0.62,0.65,,,,,
310.003,873.781,0.14,0.56,0.25819,,,,
310.163,874.22565,0.43,0.63,,,,,
310.323,874.65855,0.11,0.51,0.30303,,,10.6796,32.0388
310.483,875.1033,0.88,0.66,,,,,
310.643,875.54125,0.71,0.61,0.24426,,,,
310.803,875.9736,0.42,0.61,,,,,
310.963,876.43965,0.44,0.71,0.23588,,,0,25.3012
311.123,876.96485,0.4,0.65,,,,,
311.283,877.5086,0.09,0.57,0.29358,,,,
311.443,878.0397,0.27,0.58,,,,,
311.603,878.5754,0.53,0.56,0.31898,,,2.29885,8.04598
311.763,879.10755,0.44,0.62,,,,,
311.923,879.65195,0.12,0.57,0.28388,,,,
312.083,880.1798,0.16,0.49,,,,,
312.243,880.7031,0.91,0.47,0.27937,,,1.25786,16.9811
312.403,881.1796,0.74,0.48,,,,,
312.563,881.6687,1.01,0.52,0.26029,,,,
312.723,882.1514,0.28,0.52,,,,,
312.883,882.6304,0.12,0.45,0.33647,,,4.66667,19.3333
313.043,883.11475,0.11,0.45,,,,,
313.203,883.60925,1.33,0.78,0.26096,,,,
313.363,884.0896,0.54,0.62,,,,,
313.523,884.5631,0.12,0.5,0.32764,,,0.5618,13.4831
313.683,885.0977,0.08,0.48,,,,,
313.843,885.6116,2.38,0.68,0.227,,,,
314.003,886.13035,0.31,0.68,,,,,
314.163,886.66125,0.54,0.77,0.25265,,,0.8547,13.6752
314.323,887.1948,0.24,0.62,,,,,
314.483,887.72545,0.7,0.74,0.26838,,,,
314.643,888.25755,0.42,0.7,,,,,
314.803,888.7826,0.38,1.07,0.2228,,,4.83092,38.1643
314.963,889.53305,0.39,1.26,,,,,
315.123,890.31165,0.19,1.05,0.25245,,,,
315.283,891.0909,0.19,1.03,,,,,
315.443,891.88275,0.22,1.03,0.27435,,,12.1547,56.9061
315.603,892.66405,0.65,1.07,,,,,
315.763,893.44085,1.04,1.13,0.20853,,,,
315.923,894.2164,1,1.28,,,,,
316.083,894.99485,0.45,1.1,0.2522,,,7.03125,54.6875
316.243,895.9078,0.97,1.23,,,,,
316.403,896.8711,0.86,1.76,0.20531,,,,
316.563,897.8405,0.16,1.04,,,,,
316.723,898.7944,0.65,1.04,0.24645,,,7.48299,37.415
316.883,899.749,0.48,1.34,,,,,
317.043,900.6988,1.52,1.22,0.20465,-0.87,-6.11,,
317.193,901.59805,3.01,0.96,,-0.84,-6.26,,
317.363,902.6048,1.79,1.01,0.18931,-0.74,-6.26,3.94089,49.7537
317.523,903.50335,2.27,1.17,,-0.76,-6.17,,
317.683,904.38425,3.11,0.96,0.19096,-0.63,-5.99,,
317.843,905.28475,3.73,1.09,,-0.7,-5.92,,
318.003,906.16625,4.36,1.07,0.17493,-0.34,-5.48,16.0494,54.321
318.163,907.05705,4.6,1.02,,-1.21,-6.69,,
318.323,907.9542,4.89,1.1,0.17432,-0.11,-5.54,,
318.483,908.8373,4.67,1.32,,-0.18,-5.8,,
318.643,909.7202,3.08,1.26,0.206,-0.29,-6.28,19.2771,73.494
318.803,910.76055,1.42,0.94,,-0.81,-6.57,,
318.963,911.94245,0.76,0.95,0.23775,,,,
319.123,913.1298,0.12,0.77,,,,,
319.283,914.30825,0.19,0.66,0.26862,,,3.26087,19.5652
319.443,915.5024,3,0.62,,,,,
319.603,916.69205,0.22,0.57,0.27612,,,,
319.763,917.8931,0.13,0.48,,,,,
319.923,919.0874,0.25,0.52,0.30752,,,0,15.2542
320.083,919.93365,0.49,0.57,,,,,
320.243,920.32115,0.22,0.52,0.32271,,,,
320.403,920.71315,0.84,0.55,,,,,
320.563,921.10345,0.17,0.51,0.33123,,,5.42636,10.8527
320.723,921.4829,0.19,0.58,,,,,
320.883,921.8647,0.4,0.56,0.3333,,,,
321.043,922.2458,0.56,0.65,,,,,
321.203,922.6238,0.66,0.62,0.3279,,,5.88235,35.2941
321.363,922.98765,1.99,0.64,,,,,
321.523,923.34335,0.18,0.65,0.33601,,,,
321.683,923.6952,0.2,0.8,,,,,
321.843,924.04,0.14,0.9,0.28824,,,8.51064,31.9149
322.003,924.39515,0.11,0.76,,,,,
322.163,924.73775,0.1,0.64,0.31862,,,,
322.323,925.08965,4.41,0.58,,,,,
322.483,925.44295,0.16,0.9,0.32744,,,2.1978,8.79121
322.643,925.8,0.17,1.32,,,,,
322.803,926.2007,0.26,1.61,0.21929,,,,
322.963,926.61185,0.11,1.21,,,,,
323.123,927.01585,0.1,1.17,0.26648,,,19.6721,48.3607
323.283,927.42585,0.14,1.38,,,,,
323.443,927.8427,0.67,1.02,0.23722,,,,
323.603,928.2462,0.24,0.95,,,,,
323.763,928.65645,3.34,0.7,0.20517,,,7.54717,30.1887
323.923,929.0513,0.15,0.98,,,,,
324.083,929.4581,1.2,1.3,0.21029,,,,
324.243,929.8592,0.16,1.32,,,,,
324.403,930.2521,0.14,1.36,0.21134,,,0,0
324.563,930.64985,0.62,0.91,,,,,
324.723,931.04095,0.75,0.8,0.24538,,,,
324.883,931.43945,1.07,0.82,,,,,
325.043,931.83775,1.89,1.08,0.22775,,,2.54237,26.2712
325.203,932.23705,2.25,1.22,,-0.76,-6.86,,
325.363,932.62865,2.58,1.31,0.19749,-0.65,-6.79,,
325.523,933.02225,2.2,1.4,,-1.16,-6.89,,
325.683,933.4222,3.08,0.91,0.21918,-1.18,-7.57,25,85.1351
325.843,933.82105,2.46,1.34,,-0.62,-6.55,,
326.003,934.2264,0.5,0.81,0.27234,,,,
326.163,934.63065,0.28,0.77,,,,,
326.323,935.0292,1.27,0.66,0.33082,,,11.5646,32.6531
326.483,935.43045,1.85,0.64,,-0.61,-6.67,,
326.643,935.84805,0.83,0.69,0.33859,-0.3,-5.97,,
326.803,936.277,2.71,0.81,,-1.61,-7.68,,
326.963,936.70695,4.27,0.91,0.19922,-0.8,-7.49,22.1154,58.6538
327.123,937.1411,3.29,0.66,,-1.02,-7.61,,
327.283,937.56805,4.99,0.9,0.2042,-0.8,-7.38,,
327.44,937.98745,4.91,0.81,,-0.4,-7.01,,
327.6,938.4111,4.93,0.9,0.22866,-0.66,-7.46,46.4516,69.6774
327.76,938.8432,5.94,1.02,,-0.42,-7.16,,
327.92,939.2421,6.17,0.99,0.15054,-0.42,-6.92,,
328.07,939.60935,5.75,0.94,,-0.86,-7.31,,
328.24,940.0253,5.08,0.94,0.20967,-1.21,-7.86,54.3379,79.9087
328.4,940.41405,6.99,1.17,,-0.59,-7.03,,
328.56,940.804,6.97,1.02,0.1518,-0.38,-6.66,,
328.72,941.1913,5.94,1.08,,-0.11,-6.15,,
328.88,941.5827,4.17,0.84,0.22738,-0.6,-6.5,44.0367,72.4771
329.04,941.98605,3.6,0.82,,-0.34,-6.26,,
329.2,942.40105,3.91,0.9,0.24828,-0.45,-6.69,,
329.36,942.8367,6.04,0.92,,-0.32,-5.78,,
329.52,943.26675,5.64,1.29,0.17384,0.21,-5.38,27.972,76.9231
329.68,943.6998,3.09,1.07,,-0.49,-5.84,,
329.84,944.12095,5.49,1.6,0.15866,0.15,-5.41,,
330,944.55045,3.4,1.14,,-0.87,-6.36,,
330.16,944.97595,3.52,1.16,0.22321,-0.74,-6.57,35.461,80.1418
330.32,945.4053,3.78,1.32,,-0.64,-6.53,,
330.48,945.83945,3.79,1.32,0.21692,-0.89,-6.57,,
330.64,946.3022,3.74,1.29,,-0.91,-6.69,,
330.8,946.76025,4.18,1.49,0.21637,-1.04,-6.8,27.9236,81.6229
330.96,947.2243,4.45,1.62,,-1,-6.6,,
331.12,947.681,5.5,1.66,0.13965,-0.9,-5.98,,
331.28,948.14075,6.32,1.51,,-1.23,-5.99,,
331.44,948.59765,8.28,1.48,0.10454,-1.18,-6.19,17.0478,88.3576
331.6,949.05425,8.31,1.07,,-0.63,-5.54,,
331.76,949.48855,8.16,0.99,0.10947,-1.13,-5.8,,
331.92,949.9133,7.64,0.97,,-1.15,-5.99,,
332.08,950.335,8.07,0.89,0.11275,-0.85,-5.85,20.9524,82.381
332.24,950.7625,7.04,0.89,,-1.12,-6.08,,
332.4,951.1868,6.99,0.89,0.15892,-1.12,-6.49,,
332.56,951.60885,6.67,0.83,,-1.04,-6.3,,
332.72,952.0349,6.88,0.85,0.16973,-1.04,-6.61,23.0435,82.1739
332.88,952.45605,7.97,0.86,,-0.77,-6.44,,
333.04,952.8795,6.82,0.89,0.14709,-1.04,-6.73,,
333.2,953.3594,7.28,0.82,,-0.91,-6.49,,
333.36,953.83915,8.23,0.99,0.11053,-0.6,-6.41,32.0346,74.026
333.52,954.31715,7.73,1.2,,-0.07,-6.11,,
333.68,954.7946,8.62,1.11,0.10822,0.13,-6.38,,
333.84,955.2696,8.14,1.04,,0.32,-6.16,,
334,955.74975,6.64,1.03,0.17136,-0.05,-6.66,61.7729,75.6233
334.16,956.22555,7.05,0.86,,-0.3,-7.11,,
334.34,956.75485,6.5,1.06,0.16712,0.29,-6.65,,
334.48,957.1634,6.42,0.98,,-0.31,-6.8,,
334.64,957.62065,6.54,1.18,0.1709,-0.34,-7.04,59.0406,68.2657
334.8,958.07685,5.44,1.16,,-0.09,-6.98,,
334.96,958.55115,5.15,1.47,0.22063,-0.01,-7.21,,
335.12,959.0233,3.93,1.26,,-0.21,-7.12,,
335.28,959.49625,3.7,1.27,0.23286,0.08,-7,45.8599,54.7771
335.43,959.94755,2.9,1.03,,-0.37,-7.65,,
335.6,960.4394,3.8,0.6,0.26431,0.12,-7.06,,
335.76,960.8492,3.86,0.52,,0.16,-6.84,,
335.92,961.2461,4.43,0.58,0.225,0.28,-6.57,45.6897,52.0115
336.08,961.65025,4.34,0.59,,0.29,-6.67,,
336.24,962.0654,2.69,0.54,0.27813,0.08,-6.65,,
336.4,962.47695,3.6,0.49,,0.01,-7.34,,
336.56,962.8904,3.22,0.51,0.25017,-0.33,-7.69,18.7097,32.5806
336.72,963.29595,1.17,0.66,,-0.26,-6.03,,
336.88,963.69715,0.91,0.62,0.28525,,,,
337.04,964.05575,4.9,0.68,,1.12,-6.5,,
337.2,964.40455,0.58,0.56,0.3179,,,19.4444,40.7407
337.36,964.74975,2.09,0.71,,,,,
337.52,965.09815,0.26,0.86,0.3559,,,,
337.68,965.44195,1.52,0.86,,,,,
337.84,965.7817,0.4,0.77,0.35959,,,5.22388,12.6866
338,966.1269,0.38,0.86,,,,,
338.16,966.45885,0.45,1.15,0.31085,,,,
338.32,966.7925,0.23,1.12,,,,,
338.48,967.0953,0.31,1.02,0.30041,,,14.2857,45.6044
338.64,967.40855,0.41,0.99,,,,,
338.8,967.7183,0.26,1.12,0.28631,,,,
338.96,968.0332,0.8,1.06,,,,,
339.12,968.3412,0.95,1.06,0.28219,,,5.23256,43.6047
339.28,968.648,1.08,1.15,,,,,
339.44,968.95885,0.85,1.06,0.28669,,,,
339.6,969.27655,0.36,1.28,,,,,
339.76,969.59465,0.44,1.38,0.26518,,,10.5263,60.3239
339.92,969.9089,0.32,1.37,,,,,
340.08,970.22665,0.39,1.27,0.27276,,,,
340.24,970.5398,0.22,1.32,,,,,
340.4,970.862,1.74,1.8,0.21003,,,22.561,63.4146
340.56,971.17915,4.77,1.69,,,,,
340.72,971.4929,0.53,1.18,0.26565,,,,
340.88,971.80325,0.11,0.69,,,,,
341.04,972.1285,0.15,0.8,0.28042,,,10.1911,24.2038
341.2,972.4596,0.22,0.62,,,,,
341.36,972.78135,0.61,0.7,0.34812,,,,
341.52,973.11265,1.47,0.83,,,,,
341.68,973.44305,2.03,0.82,0.30428,-0.62,-7.27,40,67.8788
341.84,973.77025,3.47,0.83,,-0.26,-7.4,,
342,974.0936,4.41,0.79,0.24185,-0.01,-7.02,,
342.16,974.42745,5.38,0.9,,0.29,-6.72,,
342.32,974.7663,4.34,0.77,0.24066,0.18,-6.76,48.8462,60.3846
342.48,975.102,3.67,0.79,,-0.32,-7.36,,
342.64,975.445,3.37,0.69,0.28685,-0.3,-7.44,,
342.8,975.77715,3.28,0.74,,0.11,-7.09,,
342.94,976.083,3.01,0.88,0.2424,-0.07,-7.25,48.3516,58.9744
343.12,976.4495,2.84,0.77,,-0.1,-7.27,,
343.28,976.79975,2.33,0.83,0.28506,-0.28,-7.36,,
343.44,977.1312,2.57,0.66,,-0.26,-7.29,,
343.6,977.42655,3.87,0.94,0.24365,-0.13,-7.34,32.7957,44.086
343.76,977.7229,2.75,0.84,,-0.27,-6.82,,
343.92,978.0214,1.88,0.83,0.32187,-0.49,-7.9,,
344.09,978.3378,2.44,0.72,,-0.47,-7.75,,
344.24,978.6277,2.26,0.6,0.26674,-0.48,-7.15,44.4976,56.2201
344.42,978.9658,2.61,0.75,,-0.26,-7.51,,
344.56,979.2331,2.6,0.64,0.27044,-0.24,-6.93,,
344.72,979.5329,4.05,0.83,,0.42,-6.06,,
344.88,979.80455,2.96,0.71,0.23885,0.06,-6.56,38.6364,52.2727
345.04,980.0793,2.21,0.86,,-0.16,-6.74,,
345.2,980.3548,4.44,0.97,0.23337,1.09,-5.87,,
345.36,980.62905,1.07,1.43,,0.27,-5.09,,
345.52,980.9072,0.33,1.24,0.29047,,,16.0643,29.7189
345.68,981.18255,0.2,1.26,,,,,
345.84,981.4593,4.78,1.36,0.20496,0.7,-6.41,,
346,981.7377,1.47,1.54,,-1.01,-7.13,,
346.16,982.0408,0.65,1.56,0.30998,,,51.752,77.0889
346.32,982.35915,0.69,1.55,,,,,
346.48,982.6675,1.44,1.4,0.24273,-0.33,-5.71,,
346.64,982.9953,1.21,1.54,,,,,
346.8,983.30705,0.41,1.57,,,,11.3772,50.2994
346.96,983.6296,0.25,1.85,,,,,
347.12,983.9493,0.25,1.38,0.21157,,,,
347.28,984.2675,1.84,1.56,,,,,
347.44,984.71205,0.55,1.59,0.2173,,,19.7479,55.8824
347.6,985.1969,0.34,1.51,,,,,
347.76,985.69135,0.26,1.43,0.26965,,,,
347.92,986.1835,2.51,1.36,,-0.07,-6.13,,
348.08,986.68085,4.12,1.34,0.18197,0.8,-5.67,18.6747,67.1687
348.24,987.17275,1.71,1.57,,-0.2,-6.24,,
348.4,987.65195,2.09,1.55,0.2121,-0.25,-6.56,,
348.56,988.14035,2.13,1.46,,-0.63,-6.99,,
348.72,988.8569,2.15,1.47,0.20519,-0.1,-6.72,24.6951,71.6463
348.88,989.7133,3.89,1.63,,0.39,-6.51,,
349.04,990.5617,2.57,1.59,0.19516,-0.13,-7.21,,
349.2,991.4049,3.7,1.7,,0.24,-6.69,,
349.36,992.2506,5.78,1.27,0.14152,0.23,-6.62,42.9952,69.0821
349.52,993.0892,6.67,0.93,,-0.07,-6.88,,
349.68,993.9235,5.91,1.34,0.1722,0.49,-6.38,,
349.84,994.7531,6.52,1.3,,0.32,-6.49,,
350,995.60965,6.98,1.11,0.18045,-0.19,-7.12,27.7778,46.8254
350.16,996.50055,6.85,0.92,,-0.31,-7.2,,
350.32,997.4072,6.87,0.89,0.16374,-0.51,-7.34,,
350.48,998.3183,6.25,1.11,,-0.17,-7,,
350.64,999.22635,7.05,0.9,0.1658,-0.26,-7.09,32.7586,44.8276
350.81,1000.201,5.62,0.94,,-0.66,-7.85,,
350.96,1001.0475,4.81,0.87,0.24048,-0.78,-7.99,,
351.12,1001.952,3.9,1.05,,-0.46,-7.33,,
