# DESCRIPTION:
# Reference: Wagner, Bernd; Vogel, Hendrik; Francke, Alexander; Friedrich, Tobias; Donders, Timme H; Lacey, Jack H; Leng, Melanie J; Regattieri, Eleonora; Sadori, Laura; Wilke, Thomas; Zanchetta, Giovanni; Albrecht, Christian; Bertini, Adele; Combourieu-Nebout, Nathalie; Cvetkoska, Aleksandra; Giaccio, Biagio; Grazhdani, Andon; Hauffe, Torsten; Holtvoeth, Jens; Joannin, Sébastien; Jovanovska, Elena; Just, Janna; Kouli, Katerina; Kousis, Ilias; Koutsodendris, Andreas; Krastel, Sebastian; Lagos, Markus; Leicher, Niklas; Levkov, Zlatko; Lindhorst, Katja; Masi, Alessia; Melles, Martin; Mercuri, Anna Maria; Nomade, Sébastien; Nowaczyk, Norbert R; Panagiotopoulos, Konstantinos; Peyron, Odile; Reed, Jane M; Sagnotti, Leonardo; Sinopoli, Gaia; Stelbrink, Björn; Sulpizio, Roberto; Timmermann, Axel; Tofilovska, Slavica; Torri, Paola; Wagner-Cremer, Friederike; Wonik, Thomas; Zhang, Xiaosen (2019): Mediterranean winter rainfall in phase with African monsoons during the past 1.36 million years. Nature, https://doi.org/10.1038/s41586-019-1529-0
# Data from: https://doi.org/10.1594/PANGAEA.896847. Accessed 28 Nov 2022.
# Comment: Data was not modified in any way.

Depth [m],Age [ka BP],TIC [%],TOC [%],Qz peak area,δ13C cal [‰ PDB],δ18O cal [‰ PDB],Quercus deci [%],AP-Pinus [%]
138.99,316.6112,5.33,2.43,0.17468,0.61,-6.13,,
139.15,316.91885,2.63,1.48,,0.97,-5.24,,
139.31,317.2494,3.98,1.71,0.21833,1.12,-5.11,39.5105,63.986
139.46,317.59765,5.71,2.77,,0.5,-6,,
139.63,317.9889,4.98,2.76,0.18571,0.86,-5.69,,
139.79,318.3591,1.75,1.59,,0.88,-5.57,,
139.95,318.73285,1.68,1.51,0.2735,1.19,-4.69,23.7864,45.1456
140.11,319.1068,1.06,1.5,,,,,
140.27,319.48555,1.63,1.32,0.28662,1.29,-4.42,,
140.43,319.85585,1.48,1.86,,2.07,-3.13,,
140.59,320.2302,0.17,1.9,0.28137,,,12.9032,39.5161
140.75,320.62165,1.53,1.6,,2.25,-3.2,,
140.91,321.0116,1.62,1.87,0.2468,0.01,-6.17,,
141.07,321.4072,2.85,2.06,,0.38,-5.93,,
141.23,321.79765,2.65,2.18,0.24934,-0.09,-6.4,18.75,66.5441
141.39,322.18325,2.5,2.34,,0.5,-4.9,,
141.55,322.57545,2.55,2.39,0.21329,-0.18,-5.2,,
141.71,322.9683,3.05,2.4,,-0.05,-5.54,,
141.87,323.3653,3.73,2.35,0.1919,-0.03,-5.54,31.5151,73.9394
142.03,323.82775,4.15,2.23,,0.04,-5.24,,
142.19,324.28965,4.15,1.89,0.19742,-0.25,-5.49,,
142.35,324.75385,4.59,2.04,,0,-4.81,,
142.51,325.2132,5.12,1.85,0.17554,-0.4,-5.36,33.1429,73.7143
142.67,325.66485,5.99,1.99,,-0.02,-4.89,,
142.83,326.1176,6.38,2.23,0.12613,0.12,-4.39,,
142.99,326.56855,6.71,2.04,,0.3,-4.48,,
143.15,327.01535,5.65,2.47,0.13323,0.5,-4.43,54.7469,91.4557
143.31,327.5073,6.38,2.05,,-0.14,-5.32,,
143.47,327.9855,6.15,2.01,0.12219,-0.3,-5.63,,
143.63,328.4736,6.41,1.94,,-0.44,-6.06,,
143.79,328.9673,6.47,1.61,0.13084,-0.65,-6.13,36.9319,90.3409
143.95,329.454,6.19,1.69,,-0.42,-6.24,,
144.11,329.93925,5.89,1.83,0.13681,0.04,-5.83,,
144.27,330.42695,4.68,2.39,,0.45,-5.54,,
144.43,330.91875,6.67,2.03,0.14828,0.4,-4.87,35.6757,64.8649
144.59,331.39635,6.58,2.01,,0.41,-5.27,,
144.75,331.88715,5.75,2.3,0.17269,0.63,-5.78,,
144.91,332.3643,4.2,2.69,,0.64,-6.47,,
145.07,332.8423,3.89,2.05,0.22408,0.57,-6.89,25.9741,50
145.23,333.33115,1.11,1.64,,,,,
145.39,333.8121,1.44,1.48,0.27343,0.77,-6.71,,
145.55,334.2876,1.72,1.43,,0.87,-6.35,,
145.71,334.77375,1.5,1.49,0.2546,,,14.2857,23.0769
145.87,335.2702,1.28,1.32,,1.02,-6.86,,
146.03,335.77745,0.91,1.19,0.27867,,,,
146.19,336.2892,0.82,1.13,,,,,
146.35,336.7928,0.18,1.05,0.3274,,,16.3522,32.7044
146.51,337.30115,1.36,1.07,,,,,
146.67,337.80575,0.81,0.85,0.33041,,,,
146.83,338.31065,0.21,0.94,,,,,
146.99,338.8096,0.33,0.9,0.33396,,,18,32
147.15,339.3434,1.14,0.89,,,,,
147.31,339.89595,0.37,0.81,0.34578,,,,
147.48,340.48215,0.19,0.93,,,,,
147.63,340.9967,0.3,0.81,0.33402,,,9.44882,37.4016
147.79,341.5446,1.04,0.79,,,,,
147.95,342.09015,0.34,0.81,0.34788,,,,
148.11,342.6358,0.2,0.74,,,,,
148.27,343.1826,0.18,0.62,0.3701,,,6.80851,33.1915
148.43,343.7141,0.07,0.66,,,,,
148.59,344.24125,0.26,0.76,0.32754,,,,
148.75,344.75995,0.16,0.63,,,,,
148.91,345.28855,0.54,0.74,0.33172,,,1.53061,19.898
149.07,345.8169,0.17,0.62,,,,,
149.23,346.34905,0.39,0.63,0.36767,,,,
149.39,346.8788,0.28,0.6,,,,,
149.55,347.39635,0.17,0.67,0.349,,,8.96552,33.1034
149.71,347.90875,0.33,0.68,,,,,
149.87,348.40225,0.31,0.65,0.30072,,,,
150.03,348.89815,0.1,0.66,,,,,
150.19,349.3897,0.09,0.77,0.30547,,,12.1213,44.9495
150.35,349.89375,0.13,0.69,,,,,
150.51,350.39075,0.27,0.76,0.34559,,,,
150.67,350.89305,0.24,0.73,,,,,
150.83,351.3808,0.22,0.88,0.2917,,,16.3462,48.5577
150.99,351.88565,0.05,0.8,,,,,
151.15,352.4045,0.12,0.8,0.28722,,,,
151.31,352.92395,0.18,0.68,,,,,
151.47,353.43845,0.25,0.71,0.2962,,,6.43776,34.3348
151.63,353.9593,0.1,0.75,,,,,
151.79,354.48335,0.08,0.74,0.28348,,,,
151.95,355.00015,0.45,0.75,,,,,
152.11,355.5178,0.12,0.84,0.3023,,,12,27.1111
152.26,356.0111,0.04,1.09,,,,,
152.43,356.5779,0.04,1.21,0.28865,,,,
152.59,357.123,0.8,0.78,,,,,
152.75,357.66595,0.17,0.56,0.22245,,,33.0144,61.244
152.91,358.21055,1.08,0.71,,,,,
153.07,358.75385,0.72,0.68,0.3346,,,,
153.23,359.30555,0.15,0.59,,,,,
153.39,359.8555,0.24,0.66,0.32288,,,10.6383,38.2979
153.55,360.4023,0.1,0.54,,,,,
153.71,360.9415,0.18,0.6,0.33817,,,,
153.87,361.47335,0.19,0.59,,,,,
154.03,362.00405,0.19,0.6,0.34836,,,6.89655,30.6034
154.19,362.5343,0.59,0.74,,,,,
154.35,363.0618,0.22,0.59,0.34882,,,,
154.51,363.59195,0.7,0.75,,,,,
154.67,364.12535,0.13,0.63,0.32611,,,6.95652,40.8696
154.83,364.65505,0.1,0.57,,,,,
154.99,365.06565,0.29,0.66,0.33591,,,,
155.15,365.45995,0.11,0.59,,,,,
155.31,365.85845,0.4,0.76,0.36724,,,5.77777,34.2222
155.47,366.25825,1.79,0.73,,,,,
155.63,366.6583,0.1,0.81,0.30233,,,,
155.79,367.05725,0.15,0.82,,,,,
155.95,367.45815,0.11,0.76,0.32765,,,1.22699,13.1902
156.11,367.84965,0.07,1.13,,,,,
156.27,368.35325,0.3,0.94,0.29359,,,,
156.43,368.8783,0.1,0.82,,,,,
156.59,369.3984,0.04,1.07,0.30767,,,2.94117,24.1176
156.75,369.9211,0.92,0.82,,,,,
156.91,370.44375,0.12,0.99,0.32528,,,,
157.07,370.9706,0.03,1,,,,,
157.23,371.4994,0.09,1.4,0.29385,,,4.24837,34.3137
157.38,371.9883,0.39,1.21,,,,,
157.55,372.6361,0.05,1.24,0.3064,,,,
157.71,373.3061,0.38,1.66,,,,,
157.87,373.96795,0.37,1.71,0.26343,,,15.7377,46.5574
158.03,374.62725,0.09,1.06,,,,,
158.19,375.2954,1.85,1.04,0.26954,,,,
158.35,375.9667,0.21,1.09,,,,,
158.51,376.64275,0.07,1.3,0.30993,,,3.1348,11.2853
158.67,377.30675,0.14,1.9,,,,,
158.83,378.0665,0.88,1.9,0.22079,,,,
158.99,378.9262,0.22,1.33,,,,,
159.15,379.78525,0.25,1.54,0.25672,,,8.1571,31.1178
159.31,380.6409,0.36,1.71,,,,,
159.47,381.50295,1.89,2.2,0.2143,0.37,-7.03,,
159.63,382.3495,3.62,1.5,,1.45,-5.74,,
159.79,383.21115,0.09,1.42,0.26985,,,3.28947,15.1316
159.95,384.0588,1.05,1.75,,,,,
160.11,384.86595,1.28,1.82,0.27237,0.16,-6.96,,
160.27,385.6031,2.33,1.86,,-0.12,-7.64,,
160.43,386.3481,1.89,1.66,0.23193,,,20.5211,49.5114
160.59,387.09385,3.39,1.96,,-0.26,-7.2,,
160.75,387.841,3.07,1.61,0.22345,0.3,-6.52,,
160.91,388.59775,4.32,1.84,,0.24,-6.47,,
161.07,389.3464,2.23,1.55,0.25582,-0.04,-6.53,10.1156,17.6301
161.23,390.1082,3.52,1.92,,-0.15,-7.1,,
161.39,390.81085,2.97,2.36,0.21567,-0.34,-7.39,,
161.55,391.35585,2.94,1.83,,0.22,-6.38,,
161.71,391.9041,0.82,1.21,0.2871,,,6.73077,16.3462
161.86,392.41695,0.26,1.01,,,,,
162.03,392.99755,0.46,1.17,0.31628,,,,
162.19,393.5424,1.37,1.15,,0.78,-5.01,,
162.35,394.0871,0.24,1.37,0.32776,,,2.64901,11.9205
162.51,394.62695,0.77,1.58,,,,,
162.67,395.1329,0.97,1.71,0.27819,,,,
162.83,395.4648,1.73,1.85,,,,,
162.99,395.78325,2.62,1.75,0.25457,-0.14,-7.4,17.9153,38.4365
163.15,396.1117,4.29,1.92,,-0.15,-6.58,,
163.31,396.43445,4.28,1.9,0.21613,-0.34,-6.92,,
163.47,396.75735,4.54,1.7,,0.47,-5.6,,
163.63,397.0735,3.08,1.53,0.21588,0.93,-5.12,18.2411,38.1107
163.79,397.39355,5.07,1.5,,0.29,-5.73,,
163.95,397.70585,0.2,2.02,0.14436,,,,
164.11,398.08495,4.93,1.83,,0.06,-5.78,,
164.27,398.4591,6.23,1.99,0.13327,0.28,-5.44,30.6306,68.4685
164.43,398.8339,6.43,2,,0.17,-5.68,,
164.59,399.21495,5.64,2.26,0.19046,0.09,-6.46,,
164.75,399.58975,5.4,2.12,,0.14,-6.4,,
164.91,399.9663,4.99,1.63,0.20881,0.65,-6.14,42.4623,64.8241
165.07,400.3559,0.93,1.38,,,,,
165.23,400.73185,0.73,1.35,0.30641,,,,
165.39,401.1312,0.73,1.33,,,,,
165.55,401.5419,2.36,1.68,0.25461,0.47,-4.98,10.231,22.4422
165.71,401.95085,4.97,2.11,,-0.1,-6.51,,
165.87,402.36755,5.16,2.35,0.17662,-0.24,-6.82,,
166.03,402.7695,4.98,2.25,,-0.05,-6.75,,
166.19,403.17765,5.27,1.94,0.16279,0.08,-6.56,35.4037,73.2919
166.35,403.5865,5.12,1.88,,0.2,-6.14,,
166.51,403.9978,4.57,1.55,0.17878,0.2,-6.32,,
166.67,404.496,4.41,1.59,,0.78,-5.64,,
166.83,405.0244,2.91,1.31,0.22011,1.16,-4.68,37.0656,74.1313
167,405.5974,0.78,1.34,,,,,
167.15,406.1073,0.81,1.28,0.29581,,,,
167.31,406.6441,0.55,1.34,,,,,
167.47,407.1875,0.44,1.26,0.30204,,,17.1253,30.581
167.63,407.72485,0.51,1.53,,,,,
167.79,408.25975,3.32,2.2,0.20631,0.73,-4.83,,
167.95,408.6852,3.43,2.34,,0.12,-4.24,,
168.11,409.05175,2.21,1.65,0.23576,-0.12,-6.07,27.3312,66.881
168.27,409.41975,2.81,1.45,,0.12,-5.18,,
168.43,409.7908,3.57,1.6,0.19908,0.54,-4.71,,
168.59,410.16675,4.84,1.47,,0.51,-4.8,,
168.75,410.5428,5.35,0.97,0.16663,0.67,-4.29,35.0819,66.2295
168.91,410.9239,6.13,1.32,,0.63,-4.33,,
169.07,411.3001,6.49,1.07,0.1589,0.67,-4.03,,
169.23,411.7322,6.78,0.86,,-0.01,-4.64,,
169.39,412.21305,8.1,1.12,0.1148,0.48,-4.11,30.2941,72.9412
169.55,412.69975,7.87,1.03,,0.4,-4.17,,
169.71,413.18695,6.97,1.09,0.08552,0.21,-4.18,,
169.87,413.6736,8.83,0.84,,0.15,-4.56,,
170.03,414.16015,8.38,0.69,0.12115,-0.37,-5.17,44,76.6667
170.19,414.6485,8.33,1,,0.59,-4.39,,
170.35,415.13255,8.2,0.7,0.09962,0.13,-4.69,,
170.51,415.5743,9.05,0.54,,-0.23,-4.71,,
170.67,415.96885,9.71,0.8,0.10527,-0.38,-5.02,50,76.9231
170.83,416.36185,8.96,1.4,,-0.02,-4.65,,
170.99,416.7494,6.79,1.12,0.07047,-0.39,-5.49,,
171.15,417.13645,8.76,1.46,,-0.25,-5.34,,
171.31,417.52195,9.14,1.73,0.1094,-0.15,-5.14,46.0064,75.0799
171.47,417.91265,8.76,1.55,,-0.25,-5.14,,
171.63,418.2996,8.04,1.8,0.11661,-0.04,-5.37,,
171.79,418.71425,7.81,1.8,,-0.12,-5.31,,
171.95,419.20655,7.84,1.6,0.10199,-0.27,-5.19,45.8689,81.1966
172.11,419.70805,7.89,1.74,,-0.12,-4.88,,
172.27,420.21275,7.86,1.82,0.11622,-0.14,-4.77,,
172.43,420.7132,7.51,1.9,,0.19,-4.42,,
172.59,421.20705,7.15,2,0.13051,0.26,-4.35,38.3481,75.5162
172.75,421.7098,6.92,1.97,,0.47,-4.28,,
172.91,422.20735,6.21,1.93,0.13932,0.03,-4.96,,
173.07,422.6839,5.97,2.24,,-0.02,-4.99,,
173.23,423.1112,5.91,2.31,0.14942,0.13,-5.09,32.899,74.2671
173.39,423.5314,4.01,1.96,,0.27,-4.67,,
173.55,423.95295,5.26,2.24,0.22478,0.43,-5.4,,
173.71,424.37395,4.89,2.15,,0.59,-4.94,,
173.87,424.79225,4.73,2.04,0.19721,0.83,-5.1,60.3278,80.9836
174.03,425.2159,3.54,2.03,,0.67,-5.79,,
174.19,425.644,3.29,1.63,0.25317,0.89,-5.94,,
174.35,426.0682,1.83,1.6,,0.92,-5.33,,
174.51,426.56155,0.15,1.6,0.28054,,,19.3846,36.9231
174.66,427.00885,0.31,1.26,,,,,
174.83,427.53195,0.21,1.69,0.29518,,,,
174.99,428.0157,0.34,1.21,,,,,
175.15,428.5015,0.08,1.09,0.32115,,,2.31023,8.25083
175.31,428.9941,0.15,0.87,,,,,
175.47,429.49525,0.49,0.74,0.33724,,,,
175.63,429.98145,0.28,0.67,,,,,
175.79,430.43495,0.05,0.54,0.35257,,,0,1.88679
175.95,430.87545,1.81,0.64,,,,,
176.11,431.3223,0.15,0.51,0.34579,,,,
176.27,431.77375,0.24,0.57,,,,,
176.43,432.2262,0.18,0.5,0.35377,,,0.60606,9.09091
176.59,432.683,0,0.62,,,,,
176.75,433.1373,0.04,0.45,0.35956,,,,
176.91,433.5913,0.13,0.43,,,,,
177.07,434.3699,0.96,0.46,0.32148,,,0,7.07395
177.23,435.25475,0.27,0.49,,,,,
177.39,436.12805,0.16,0.48,0.3766,,,,
177.55,437.0129,0.24,0.46,,,,,
177.71,437.89185,0.13,0.43,0.36777,,,0,3.48101
177.87,438.7745,0.1,0.47,,,,,
178.03,439.65095,0.08,0.45,0.33903,,,,
178.19,440.5319,0.4,0.52,,,,,
178.35,441.30195,2.59,0.74,0.28794,,,0.2924,7.30994
178.51,442.0099,0.05,0.52,,,,,
178.67,442.7299,0.13,0.59,0.33318,,,,
178.83,443.4414,0.13,0.57,,,,,
178.99,444.149,1.48,0.57,0.28805,,,6.47249,14.5631
179.15,444.8733,0.13,0.76,,,,,
179.31,445.59535,0.06,0.91,0.30574,,,,
179.47,446.32245,0.05,0.89,,,,,
179.63,446.9891,0.07,0.8,0.31843,,,3.31126,8.9404
179.79,447.59205,0.06,1.01,,,,,
179.95,448.2016,0.09,0.95,0.28757,,,,
180.11,448.81705,0.09,0.56,,,,,
180.27,449.43795,1.36,0.61,0.35088,,,2.23642,9.26518
180.43,450.0556,1.05,0.78,,,,,
180.59,450.6738,0.12,0.71,0.31701,,,,
180.75,451.2881,0.12,1.01,,,,,
180.91,451.9229,1.07,1.06,0.27347,,,1.91257,13.1148
181.07,452.5985,0.92,0.63,,,,,
181.21,453.1935,0.33,0.6,0.25953,,,,
181.39,453.95845,0.18,0.73,,,,,
181.55,454.6388,0.63,0.63,0.31779,,,1.63935,13.7705
181.71,455.3182,0.1,0.61,,,,,
181.87,455.9965,0.1,0.77,0.32676,,,,
182.03,456.6758,0.12,0.81,,,,,
182.19,457.28935,0.07,1.01,0.29704,,,16.2251,41.7219
182.35,457.72525,0.88,0.75,,,,,
182.51,458.16445,0.13,1.13,0.30487,,,,
182.67,458.6094,0.09,1.36,,,,,
182.83,459.05375,0.04,0.92,0.36907,,,31.1728,49.0741
182.99,459.48755,0.48,0.7,,,,,
183.15,459.9206,1.28,0.66,0.30241,,,,
183.31,460.3573,0.62,0.81,,,,,
183.47,460.78305,0.29,0.68,0.37464,,,4.9505,10.8911
183.63,461.2,0.71,0.71,,,,,
183.79,461.6229,0.13,0.88,0.28478,,,,
183.95,462.0431,0.14,0.86,,,,,
184.11,462.4634,0.18,0.87,0.28456,,,9.45273,18.9055
184.27,462.8835,0.29,1.04,,,,,
184.43,463.3066,0.23,0.89,0.31752,,,,
184.59,463.7216,0.66,0.91,,,,,
184.75,464.14855,0.27,1.05,0.2586,,,13.2701,24.1706
184.91,464.6413,0.23,1.1,,,,,
185.07,465.14675,0.47,1.19,0.24636,,,,
185.23,465.64905,0.71,1.16,,,,,
185.39,466.1512,0.11,1.07,0.32536,,,23.5577,40.3846
185.55,466.65585,0.53,1.32,,,,,
185.71,467.1645,0.36,1.17,0.29697,,,,
185.87,467.6749,0.51,1.01,,,,,
186.03,468.175,2,0.81,0.26799,,,11.7647,22.1719
186.19,468.5868,0.64,0.97,,,,,
186.35,468.98015,0.97,0.89,0.28873,,,,
186.51,469.38115,0.32,0.9,,,,,
186.67,469.78485,0.3,0.83,0.31293,,,13.0045,21.0762
186.83,470.18015,0.34,0.99,,,,,
186.99,470.57495,1.02,0.88,0.32071,,,,
187.15,470.9688,0.54,0.97,,,,,
187.31,471.366,0.13,1.14,0.32518,,,15.2672,27.0992
187.47,471.7191,0.83,1.25,,,,,
187.63,472.05275,0.26,1.01,0.29626,,,,
187.79,472.3962,0.74,0.77,,,,,
187.95,472.73835,0.47,1.03,0.31183,,,6.10328,15.493
188.11,473.07915,0.84,1.1,,,,,
188.27,473.4213,0.92,1.49,0.28988,,,,
188.43,473.7622,2.22,1.47,,0.39,-4.93,,
188.59,474.1085,0.93,0.87,0.35568,,,11.0553,18.0905
188.75,474.47235,2.72,1.22,,1.05,-3.83,,
188.91,474.8409,3.76,2.15,0.20405,0.87,-4.93,,
189.07,475.21015,4.89,1.82,,0.84,-4.52,,
189.23,475.58765,3.81,1.73,0.23503,1.34,-4.44,38.2489,56.2212
189.39,475.949,0.65,1.22,,,,,
189.55,476.3302,0.28,1.23,0.27644,,,,
189.71,476.6982,0.84,1.26,,,,,
189.87,477.062,1.78,1.18,0.25275,,,13.7931,28.0788
190.03,477.44355,0.55,1.32,,,,,
190.19,477.83445,0.51,1.12,0.29817,,,,
190.35,478.22205,1.05,0.94,,,,,
190.51,478.6172,2.73,1.12,0.22987,2.74,-4,11.5385,25
190.67,479.0058,2.53,1.27,,1.28,-4.38,,
190.83,479.39735,4.15,1.85,0.18645,0.82,-4.94,,
190.99,479.7858,4.36,2,,1.02,-5.15,,
191.15,480.1774,4.05,1.75,0.1537,0.24,-5.41,23.3831,51.2438
191.31,480.5247,5.15,2.1,,-0.03,-6.09,,
191.47,480.8448,4.07,1.8,0.20462,-0.04,-6.28,,
191.63,481.1385,5.12,1.91,,0.77,-5.14,,
191.79,481.4401,1.7,0.92,0.27709,1.01,-2.65,19.4312,27.0142
191.95,481.74835,2.56,0.95,,1.05,-4.79,,
192.11,482.0485,2.69,0.91,0.2544,1.41,-5.18,,
192.27,482.35415,2.38,0.89,,1.4,-5.25,,
192.43,482.6582,2.85,0.92,0.25921,1.88,-5.36,10.5,21
192.59,482.9697,3.18,1.08,,0.63,-5.45,,
192.75,483.36555,5.25,1.32,0.17487,1.07,-5.47,,
192.91,483.74375,3.13,1.18,,-0.2,-6.06,,
193.07,484.1295,6.34,1.1,0.14863,0.43,-5.81,17.7778,75.5556
193.23,484.51065,5.02,1.08,,0.14,-6.2,,
193.39,484.89575,6.24,0.88,0.17824,0.26,-6.02,,
193.55,485.28425,7.67,1.01,,0.69,-5.36,,
193.71,485.66515,7.26,0.9,0.12246,0.65,-5.3,42.7027,65.4054
193.87,486.04705,7.57,0.91,,0.72,-5.39,,
194.03,486.4407,8.33,0.91,0.11324,0.81,-5.3,,
194.19,486.82665,6.95,1.06,,0.42,-6.11,,
194.35,487.2209,7.6,1.13,0.12012,1.28,-4.55,45.6731,68.75
194.51,487.6098,8.12,0.89,,0.85,-5.23,,
194.67,487.99245,7.45,1.29,0.11534,0.95,-5.33,,
194.83,488.37875,7.41,1.59,,0.43,-5.82,,
194.99,488.75735,7.76,1.28,0.11964,0.8,-4.89,48.5149,71.7822
195.15,489.14075,7.03,1.36,,0.84,-5.08,,
195.31,489.573,5.85,1.4,0.1404,0.56,-5.66,,
195.47,490.00255,2.89,0.99,,0.1,-5.43,,
195.63,490.4421,7.38,1.29,0.11315,0.38,-5.38,54.4601,82.6291
195.79,490.88065,7.81,1.09,,0.58,-4.79,,
195.95,491.3261,8.09,1.01,0.11893,0.56,-4.92,,
196.11,491.77025,5.84,1.15,,1.09,-4.59,,
196.27,492.19595,7.91,1.09,0.11604,-0.07,-5.45,42.5415,85.0829
196.43,492.62375,7.35,1.37,,-0.16,-5.55,,
196.59,493.23035,5.06,1.57,0.10735,0.23,-5.05,,
196.75,493.86375,6.98,1.65,,0.08,-5.11,,
196.91,494.49415,7.03,1.73,0.11432,0.28,-4.77,16.3399,93.4641
197.07,495.12975,6.89,1.6,,-0.02,-5.49,,
197.23,495.7652,6.21,1.77,0.1324,0.27,-5.06,,
197.39,496.39585,6.21,1.93,,0.11,-5.09,,
197.55,497.0151,6.18,2,0.14644,-0.37,-5.81,16.8605,80.814
197.71,497.639,4.62,1.8,,-0.43,-6.04,,
197.87,498.285,5.12,1.64,0.16981,0.06,-5.54,,
198.03,498.9346,6.16,1.82,,-0.14,-5.87,,
198.19,499.5791,6.96,1.76,0.12256,0.05,-5.17,24.7368,83.1579
198.35,500.23075,7.7,1.68,,0.44,-4.77,,
198.51,500.877,8.25,1.76,0.10055,0.23,-4.99,,
198.67,501.5299,8.04,1.69,,0.18,-5.44,,
198.83,502.18295,7.65,1.4,0.10465,0.29,-5.46,23.1156,87.4372
198.99,502.8309,7.73,1.61,,0.33,-5.22,,
199.15,503.6783,6.88,1.27,0.07011,0.51,-5.44,,
199.31,504.63,8.02,1.13,,0.91,-5.29,,
199.47,505.58365,6.37,1.86,0.10431,1.63,-4.56,42.3488,87.5445
199.63,506.547,4.74,2.05,,1.13,-5.32,,
199.79,507.50365,3.69,1.48,0.10051,0.88,-5.24,,
199.95,508.4658,7.65,1.52,,1,-5.43,,
200.11,509.4285,6.73,1.63,0.1188,0.7,-6.13,53.3597,81.0277
200.27,510.3913,5.98,1.47,,0.61,-6.18,,
200.43,511.17615,2.44,0.83,0.27849,0.91,-5.9,,
200.59,511.8025,4.64,1.15,,1.25,-5.31,,
200.75,512.42375,5.01,1.08,0.08401,0.38,-6.32,55.5556,83.3333
200.91,513.0525,5.9,1.38,,0.04,-6.68,,
201.07,513.68165,3.88,1.44,0.19864,0.17,-6.1,,
201.23,514.31115,2.84,1.45,,-0.29,-7.33,,
201.39,514.93715,4.13,1.5,0.20368,-0.17,-6.86,44.0678,79.661
201.55,515.5703,3.65,1.6,,-0.01,-6.95,,
201.71,516.14935,0.18,1.55,0.10964,,,,
201.87,516.66345,4.79,2,,0.18,-5.87,,
202.03,517.1798,3.97,1.9,0.18779,0.2,-6.04,34.6154,74.0385
202.19,517.6994,7.27,1.9,,0.23,-5.79,,
202.35,518.22545,0.81,1.93,0.27717,,,,
202.51,518.7368,0.73,1.89,,,,,
202.67,519.2524,0.6,1.97,0.26695,,,25.1852,78.5185
202.83,519.75345,1.95,1.8,,-0.19,-6.14,,
202.99,520.28325,5.33,1.6,0.14339,0.65,-5.24,,
203.15,520.8651,1.75,1.76,,-0.14,-5.51,,
203.31,521.44665,3.05,1.58,0.23948,-0.28,-6.07,25.3012,81.9277
203.47,522.02395,4.78,1.6,,0.02,-5.66,,
203.63,522.60045,4.87,1.61,0.18319,-0.08,-6.04,,
203.79,523.19415,5.17,1.8,,0.13,-5.28,,
203.95,523.78255,5.76,2,0.14815,0.49,-4.93,28,82.6667
204.11,524.3659,6.09,1.98,,0.4,-4.95,,
204.27,524.94795,7.93,1.44,0.1118,0.64,-4.65,,
204.43,525.5389,8,1.22,,0.29,-5.06,,
204.59,526.12985,7.96,1.27,0.12074,-0.1,-5.57,29.4606,84.6473
204.82,526.9872,8.33,1.3,,0.15,-5.37,,
204.91,527.31965,8.2,1.34,0.1139,0.11,-5.62,,
205.07,527.91965,7.13,1.63,,-0.03,-5.76,,
205.23,528.51715,7.32,1.73,0.11689,0.65,-4.8,37.5546,86.0262
205.39,529.1048,5.95,0.93,,0.52,-5.7,,
205.55,529.69885,4.01,0.98,0.23398,1.07,-4.88,,
205.71,530.05105,4.84,1.3,,-0.13,-6.73,,
205.87,530.4084,6.93,1.31,0.12943,0.4,-5.74,36.1702,76.5957
206.03,530.76485,5.39,1.46,,0.17,-6.54,,
206.19,531.1238,7.09,1.43,0.12711,0.55,-5.71,,
206.35,531.488,6.45,1.41,,0.42,-6.07,,
206.51,531.8524,4.71,1.27,0.18274,-0.05,-6.9,49.2147,78.534
206.67,532.209,4.84,1.13,,0.22,-6.61,,
206.83,532.56985,2.53,1.04,0.24305,-0.32,-6.47,,
206.99,532.85655,3.66,0.88,,0.52,-6.39,,
207.15,533.14995,4.12,1.02,0.20381,0.83,-5.97,47.9167,65.2778
207.31,533.43385,2.42,0.96,,0.73,-5.17,,
207.47,533.72535,0.63,1.03,0.30203,,,,
207.63,534.01105,0.29,0.88,,,,,
207.79,534.3044,2.46,0.79,0.24777,,,34.9206,50.5669
207.95,534.59495,0.86,0.95,,,,,
208.11,534.8724,0.91,0.97,0.28901,,,,
208.27,535.1694,0.24,1.15,,,,,
208.43,535.4705,1.08,0.91,0.2838,,,3.16206,8.69565
208.59,535.7722,1.31,1.16,,,,,
208.75,536.074,0.83,1.02,0.2718,,,,
208.92,536.4041,0.34,1.39,,,,,
209.07,536.6868,0.18,1.15,0.2882,,,36.7742,54.1935
209.23,536.9947,0.21,1.08,,,,,
209.39,537.2918,0.16,0.94,0.34011,,,,
209.55,537.7978,0.56,0.83,,,,,
209.71,538.4114,0.85,1.01,0.32842,,,4.92611,12.8079
209.88,539.06215,1.63,1.48,,,,,
210.03,539.63835,2.57,1.65,0.21733,1.33,-4.61,,
210.19,540.23915,1.87,1.38,,1.01,-5.54,,
210.35,540.85055,2.65,1.72,0.20993,1.33,-5.05,23.6842,36.8421
210.51,541.4496,2.29,1.51,,0.69,-5.23,,
210.67,542.06175,3.02,2.14,0.18284,1.12,-6.13,,
210.83,542.60595,2.06,2.55,,0.74,-5.92,,
