# DESCRIPTION:
# Reference: Prokopenko, A.A.,Hinnov, L.A.,Williams, D.F.,Kuzmin, M.I. 2006. Orbital forcing of continental climate during the Pleistocene: a complete astronomically tuned climatic record from Lake Baikal, SE Siberia. Quaternary Science Reviews, 25, 3431-3457. https://doi.org/10.1016/j.quascirev.2006.10.002.
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/6068. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Composite Depth [m],SP-tuned age [ka BP],Biogenic silica [%]
48.35,1060.1,5.2
48.37,1060.3,5.8
48.39,1060.5,5.9
48.41,1060.7,5.6
48.43,1060.9,5.8
48.45,1061.2,5.3
48.47,1061.4,5.3
48.49,1061.6,6.8
48.51,1061.8,5.7
48.53,1062.1,7.3
48.55,1062.3,10.1
48.57,1062.5,22.4
48.59,1062.7,14.1
48.61,1063,14
48.63,1063.2,35.6
48.65,1063.4,33.3
48.67,1063.6,35.6
48.69,1063.9,30.7
48.71,1064.1,38.5
48.73,1064.3,38.6
48.75,1064.5,37.9
48.77,1064.8,36.2
48.79,1065,43.9
48.81,1065.2,44.5
48.83,1065.4,42.9
48.85,1065.7,43.1
48.87,1065.9,40.1
48.89,1066.1,40.8
48.91,1066.3,46.1
48.93,1066.6,40.1
48.95,1066.8,43.5
48.97,1067,44.8
48.99,1067.2,45.4
49.01,1068.1,40.5
49.03,1068.9,36.8
49.05,1069.7,33
49.07,1070.6,27
49.09,1071.4,26.4
49.11,1072.2,29.2
49.13,1073.1,23.4
49.15,1073.9,25.5
49.17,1074.7,25.6
49.19,1075.6,23
49.21,1076.4,18.6
49.23,1077.2,23.6
49.25,1078,24.4
49.27,1078.9,19.8
49.29,1079.7,24.3
49.31,1080.5,21.5
49.33,1081.4,21.9
49.35,1082.2,18.9
49.37,1083,17.5
49.39,1083.9,16.1
49.41,1084.7,14
49.43,1085.5,7.3
49.45,1086.4,3.9
49.47,1087.2,2.8
49.49,1088,3.6
49.51,1088.9,3.5
49.53,1089.4,3.3
49.55,1090,3.5
49.57,1090.5,3.9
49.59,1091.1,3.3
49.61,1091.7,3.5
49.63,1092.2,3.6
49.65,1092.8,3.2
49.67,1093.4,3.5
49.69,1093.9,3.4
49.71,1094.5,3.3
49.73,1095,3.4
49.75,1095.6,3.5
49.79,1096.7,3.6
49.81,1097.3,3.3
49.83,1097.8,3.4
49.85,1098.4,3.3
49.87,1099,3.5
49.89,1099.5,3.4
49.91,1100.1,3.3
49.97,1101.8,3.6
49.99,1102.3,3.5
50.01,1102.9,3.7
50.03,1103.5,3.6
50.05,1104,3.7
50.07,1104.6,3.7
50.09,1105.1,4.4
50.11,1105.7,4.8
50.13,1106.3,5
50.15,1106.8,4.1
50.17,1107.4,5.2
50.19,1107.9,4.4
50.21,1108.5,7
50.23,1109.1,8.8
50.25,1109.6,9.1
50.27,1110,7.9
50.29,1110.4,6.5
50.31,1110.9,5.8
50.33,1111.3,4.8
50.35,1111.7,5.6
50.37,1112.1,5.9
50.39,1112.5,6.3
50.41,1112.9,6.4
50.43,1113.3,5.4
50.45,1113.7,6.2
50.47,1114.1,3.8
50.49,1114.5,3.7
50.51,1114.9,4.1
50.53,1115.3,3.2
50.55,1115.7,3.9
50.57,1116.1,3.5
50.59,1116.6,3.3
50.61,1117,3.2
50.63,1117.4,3.2
50.65,1117.8,3.1
50.67,1118.2,3.4
50.69,1118.6,3
50.71,1119,3.2
50.73,1119.4,3.8
50.75,1119.8,3.6
50.77,1120.2,3.6
50.79,1120.6,3.8
50.81,1121,3.8
50.83,1121.4,3.3
50.85,1121.9,3.6
50.87,1122.3,3.3
50.89,1122.7,3.5
50.91,1123.1,3.6
50.93,1123.5,4
50.95,1123.9,3.5
50.97,1124.3,3.6
50.99,1124.7,3.3
51.01,1125.1,3.5
51.03,1125.5,4.1
51.05,1125.9,3.6
51.07,1126.3,3.3
51.09,1126.7,3.3
51.11,1127.1,3.3
51.13,1127.6,3.2
51.15,1128,3.5
51.17,1128.4,3.5
51.19,1128.8,3.4
51.21,1129.2,3.4
51.23,1129.6,3.4
51.25,1130,3.1
51.27,1130.4,3.4
51.29,1130.8,3.4
51.31,1131.2,3.3
51.33,1131.6,3.3
51.35,1132,3.5
51.37,1132.4,3.8
51.39,1132.9,3.4
51.41,1133.3,3.5
51.43,1133.7,3.6
51.45,1134.1,3.8
51.47,1134.5,3.7
51.49,1134.9,3.6
51.51,1135.3,3.8
51.53,1135.7,3.8
51.55,1136.1,3.8
51.57,1136.5,5.9
51.59,1136.9,5.9
51.61,1137.3,6.4
51.63,1137.7,8.6
51.65,1138.1,13.4
51.67,1138.6,16.3
51.69,1139,16.3
51.71,1139.4,16.2
51.73,1139.8,20.2
51.75,1140.2,24.3
51.77,1140.6,24.9
51.79,1141,25.1
51.81,1141.4,19.7
51.83,1141.8,15.3
51.85,1142.1,11.4
51.87,1142.5,13.7
51.89,1142.9,11.5
51.91,1143.3,11
51.93,1143.7,12.6
51.95,1144,18.8
51.97,1144.4,22.1
51.98,1144.6,23.1
52.02,1145.4,22.1
52.03,1145.6,22.5
52.05,1145.9,24.5
52.07,1146.3,23.8
52.09,1146.7,26.5
52.11,1147.1,30.3
52.13,1147.4,29.3
52.15,1147.8,29.9
52.17,1148.2,31.6
52.19,1148.6,33.4
52.21,1149,31.9
52.23,1149.3,36.3
52.25,1149.7,32.8
52.27,1150.1,35
52.29,1150.5,38.3
52.31,1150.9,39.1
52.33,1151.2,38.9
52.35,1151.6,37
52.37,1152,38.5
52.39,1152.4,30.5
52.41,1152.8,34.3
52.43,1153.1,35
52.45,1153.5,37.9
52.47,1153.9,34.3
52.49,1154.3,33.4
52.51,1154.7,29.2
52.53,1155,31.9
52.55,1155.4,34.5
52.57,1155.8,35
52.59,1156.2,35.6
52.61,1156.6,31.2
52.63,1156.9,35.2
52.65,1157.3,36.2
52.67,1157.7,33.6
52.69,1158.1,34.4
52.71,1158.5,30.5
52.73,1158.8,33
52.75,1159.2,33
52.77,1159.6,35
52.79,1160,34.6
52.81,1160.3,34.8
52.83,1160.7,37.3
52.85,1161.1,35
52.87,1161.5,35
52.89,1161.9,37.6
52.91,1162.5,36
52.93,1163.2,33.9
52.95,1163.8,30.2
52.97,1164.4,34.5
52.99,1165.1,32.4
53.01,1165.7,32.5
53.03,1166.4,33.2
53.05,1167,31.5
53.07,1167.7,32.7
53.09,1168.3,27.1
53.11,1168.9,23.6
53.13,1169.6,35.7
53.15,1170.2,31.4
53.17,1170.9,30
53.19,1171.5,31.6
53.21,1172.2,28
53.23,1172.8,26.8
53.25,1173.4,25.5
53.27,1174.1,26
53.29,1174.7,26.7
53.31,1175.4,26.9
53.33,1176,25
53.35,1176.7,23.7
53.37,1177.3,23.7
53.39,1177.9,21.4
53.41,1178.6,16
53.43,1179.2,13.2
53.45,1179.9,22.4
53.47,1180.5,32.4
53.49,1181.2,33
53.51,1181.8,32.6
53.53,1182.4,33.9
53.55,1183.1,33
53.57,1183.8,30.8
53.59,1184.5,33.4
53.61,1185.2,33.5
53.63,1185.8,26.1
53.65,1186.5,29.5
53.67,1187.2,25.9
53.69,1187.9,28
53.71,1188.6,26.4
53.73,1189.2,25.8
53.75,1189.9,25.1
53.77,1190.6,26.7
53.79,1191.3,23.5
53.81,1192,20.2
53.83,1192.6,11.8
53.85,1193.3,12.4
53.87,1194,11.3
53.89,1194.7,10.9
53.91,1195.4,7.2
53.93,1196,8
53.95,1196.7,10.1
54.02,1199.1,19.4
54.04,1199.8,19
54.06,1200.5,19.2
54.08,1201.1,21.4
54.1,1201.8,22.5
54.12,1202.5,25.3
54.14,1202.8,24.6
54.16,1203.1,20.6
54.18,1203.4,24.2
54.2,1203.7,19.1
54.22,1204,17.5
54.26,1204.6,7.2
54.28,1204.9,8.1
54.3,1205.2,10.6
54.32,1205.5,10
54.34,1205.8,10.6
54.36,1206.1,11.2
54.38,1206.4,9.9
54.4,1206.7,12
54.42,1207,9.4
54.44,1207.3,10.8
54.46,1207.5,10.4
54.48,1207.8,11.7
54.5,1208.1,12
54.52,1208.4,8.3
54.54,1208.7,6.7
54.56,1209,7
54.58,1209.3,6.4
54.6,1209.6,5.7
54.62,1209.9,6
54.64,1210.2,5.1
54.66,1210.5,4.4
54.68,1210.8,4.3
54.7,1211.1,7.7
54.72,1211.4,7.7
54.74,1211.7,6.4
54.76,1212,10.5
54.78,1212.3,12.8
54.8,1212.6,9.2
54.82,1212.9,6.2
54.84,1213.2,3.8
54.86,1213.5,3.7
54.88,1213.8,4
54.9,1214.1,4
54.92,1214.4,3.8
54.94,1214.7,3.1
54.96,1215,4.3
54.98,1215.3,4
55,1215.6,4.5
55.02,1215.9,3.8
55.04,1216.2,4.4
55.06,1216.5,3.8
55.08,1216.8,4
55.1,1217.1,4.7
55.12,1217.4,4.2
55.14,1217.7,4.3
55.16,1217.9,4.5
55.18,1218.2,4.1
55.2,1218.5,4.7
55.22,1218.8,6.2
55.24,1219.1,4.5
55.26,1219.4,5.6
55.28,1219.7,7.2
55.3,1220,9.7
55.32,1220.4,4.8
55.34,1220.7,4.7
55.36,1221.1,5.7
55.38,1221.4,6.2
55.4,1221.8,7.1
55.42,1222.1,10.1
55.44,1222.5,13.7
55.46,1222.8,13.6
55.48,1223.2,16.5
55.5,1223.5,22.9
55.52,1223.9,20.3
55.54,1224.2,24.5
55.56,1224.6,24.4
55.58,1224.9,25.2
55.6,1225.3,26.4
55.62,1225.6,27.7
55.64,1226,29.9
55.66,1226.3,32.4
55.68,1226.7,32.8
55.7,1227,36.9
55.72,1227.4,38.2
55.74,1227.7,38.5
55.76,1228.1,34.8
55.78,1228.4,37.4
55.8,1228.8,37.5
55.82,1229.1,38.3
55.84,1229.5,40.8
55.86,1229.8,40.1
55.88,1230.2,46
55.9,1230.5,41.4
55.92,1230.9,41.6
55.94,1231.2,40.6
55.96,1231.6,46.3
55.98,1231.9,45
56,1232.3,48
56.02,1232.6,44.1
56.03,1232.8,46.4
56.05,1233.1,48.6
56.07,1233.5,46.5
56.09,1233.8,42.3
56.11,1234.2,44.7
56.35,1238.4,46.6
56.37,1238.7,51
56.39,1239,46.3
56.41,1239.2,49.3
56.43,1239.5,44.3
56.45,1239.8,43.7
56.47,1240,46.3
56.49,1240.3,44.9
56.51,1240.5,43
56.53,1240.8,42.8
56.55,1241,42.3
56.57,1241.3,39.7
56.59,1241.5,42.9
56.61,1241.8,26.6
56.63,1242.1,24.7
56.65,1242.3,40.5
56.67,1242.6,34.6
56.69,1242.8,25.8
56.71,1243.1,21
56.73,1243.3,17.4
56.75,1243.6,22.2
56.77,1243.9,25.3
56.79,1244.1,22.4
56.81,1244.4,20
56.83,1244.6,14
56.85,1244.9,12.1
56.87,1245.1,10.2
56.89,1245.4,9.4
56.91,1245.7,8.8
56.93,1245.9,8.3
56.95,1246.2,7.2
56.97,1246.4,4.2
56.99,1246.7,4
57.01,1246.9,3.7
57.03,1247.2,3.9
57.05,1247.4,3.4
57.07,1247.7,3.4
57.09,1248,3.4
57.11,1248.2,3.5
57.13,1248.5,3.2
57.15,1248.7,3.1
57.17,1249,3.4
57.19,1249.2,3.1
57.21,1249.5,3.2
57.23,1249.8,3
57.25,1250,3.1
57.27,1250.3,3.3
57.29,1250.5,3.2
57.31,1250.8,3.4
57.33,1251,3.2
57.35,1251.3,3.3
57.37,1251.5,3.3
57.39,1251.8,3.1
57.41,1252.1,3.3
57.43,1252.3,3
57.45,1252.6,3.2
57.47,1252.8,3.3
57.49,1253.1,3.2
57.51,1253.3,3.3
57.53,1253.6,3.2
57.55,1253.9,2.8
57.57,1254.1,3.4
57.59,1254.4,2.8
57.61,1254.6,3.3
57.63,1254.9,3
57.65,1255.1,3.4
57.67,1255.4,4
57.69,1255.7,6.4
57.71,1255.9,6.4
57.73,1256.2,3.4
57.75,1256.4,3.5
57.77,1256.7,3.5
57.79,1256.9,3.4
57.81,1257.2,4.8
57.83,1257.4,8.4
57.85,1257.7,5.6
57.87,1258,6.8
57.89,1258.2,11.6
57.91,1258.5,12.4
57.93,1258.7,15.1
57.95,1259.6,13.6
57.97,1260.4,12.8
57.99,1261.3,10.9
58.01,1262.1,7.9
58.03,1263,5
58.05,1263.8,5.4
58.07,1264.7,5.8
58.09,1265.5,6.7
58.11,1266.4,6.8
58.13,1267.2,7
58.15,1268.1,6.9
58.19,1269.8,11.7
58.21,1270.6,15.2
58.23,1271.5,16.8
58.25,1272.3,17.4
58.27,1273.2,15.6
58.29,1274,17.3
58.31,1274.9,16.6
58.33,1275.7,19.3
58.35,1276.6,19.7
58.37,1277.4,17.4
58.39,1278.3,18.3
58.41,1279.2,19.9
58.43,1279.9,19.1
58.45,1280.6,17.1
58.47,1281.3,17
58.49,1282,18.2
58.51,1282.8,19.5
58.53,1283.5,19.9
58.55,1284.2,18.8
58.57,1284.9,17.8
58.59,1285.7,18.2
58.63,1287.1,16.7
58.65,1287.8,13.6
58.67,1288.6,14
58.69,1289.3,13.4
58.71,1290,13.7
58.73,1290.7,12.1
58.75,1291.5,12.1
58.77,1292.2,10.9
58.79,1292.9,10.4
58.81,1293.6,8.7
58.83,1294.4,7.1
58.85,1295.1,7.1
58.87,1295.8,3.5
58.89,1296.5,3.4
58.91,1297.3,4.2
58.93,1298,3.7
58.95,1298.7,3.6
58.97,1299.4,3.1
58.99,1300.2,2.8
59.01,1300.9,2.7
59.03,1301.6,3.3
59.05,1302.3,3.3
59.07,1303.1,4.4
59.09,1303.8,5.2
59.11,1304.5,4.7
59.13,1305.2,5
59.15,1306,4.6
59.17,1306.7,5.1
59.19,1307.4,5.6
59.21,1308.1,6.9
59.23,1308.9,28.3
59.25,1309.6,29.9
59.27,1310.3,29.7
59.29,1311,31.1
59.31,1311.8,31.1
59.33,1313,28.1
59.35,1314.2,24.6
59.37,1315.5,25.3
59.39,1316.7,26.6
59.41,1317.9,26.3
59.43,1319.2,25.6
59.45,1320.4,25.2
59.47,1321.6,25.9
59.49,1322.8,23.5
59.51,1324.1,16
59.53,1325.3,17.8
59.55,1326.5,15.8
59.57,1327.8,5.6
59.59,1329,5.1
59.61,1330.2,3.5
59.63,1331.5,6.5
59.65,1332.7,10.8
59.67,1333.2,7.7
59.69,1333.6,3.5
59.71,1334.1,5.9
59.73,1334.5,6
59.75,1335,4.4
59.77,1335.4,4
59.79,1335.9,3.4
59.81,1336.3,3.2
59.83,1336.8,3.5
59.85,1337.2,3.3
59.87,1337.7,3.4
59.89,1338.1,3.7
59.91,1338.6,3.6
59.93,1339,3.4
59.95,1339.5,3.6
59.97,1339.9,3.1
59.99,1340.4,3.2
60.01,1340.8,3.2
60.03,1341.3,3.2
60.05,1341.7,3.6
60.07,1342.2,3.7
60.09,1342.6,3.3
60.11,1343.1,3.7
60.13,1343.5,3.7
60.15,1344,3.4
60.17,1344.4,3.7
60.19,1344.9,3.9
60.21,1345.3,3.7
60.23,1345.8,3.3
60.25,1346.2,5
60.47,1351.2,8.7
60.49,1351.6,9.1
60.55,1353,10
60.57,1353.5,19.1
60.59,1354.3,18.7
60.61,1355.1,16.6
60.63,1355.9,13.3
60.65,1356.7,12.8
60.67,1357.5,14.4
60.69,1358.3,10.3
60.71,1359.1,9
60.73,1359.9,3.4
60.75,1360.8,3.4
60.77,1361.6,3.2
60.79,1362.4,3.1
60.81,1363.2,4.4
60.83,1364,6.6
60.85,1364.8,7.2
60.87,1365.6,6
60.89,1366.4,5.2
60.91,1367.3,3.3
60.93,1368.1,3.7
60.95,1368.9,4.6
60.97,1369.7,5.7
60.99,1370.5,6.1
61.01,1371.3,5.4
61.03,1372.1,10.5
61.05,1372.9,8.9
61.07,1373.8,8.2
61.09,1374.6,13.2
61.11,1375.1,10.1
61.13,1375.6,9.2
61.15,1376.1,9.7
61.17,1376.6,8.4
61.19,1377.1,4.2
61.21,1377.6,3.4
61.23,1378.1,3.7
61.25,1378.6,3.4
61.27,1379.1,3.4
61.29,1379.6,3.8
61.31,1380.1,3.8
61.33,1380.6,5.5
61.35,1381.2,5.8
61.37,1381.7,7.6
61.39,1382.2,6
61.41,1382.7,5.8
61.43,1383.2,5.3
61.45,1383.7,6.2
61.47,1384.2,6.1
61.49,1384.7,8.3
61.51,1385.2,13.5
61.53,1385.7,14.6
61.55,1386.2,19.8
61.57,1386.7,22.6
61.59,1387.2,24.1
61.61,1387.7,25.9
61.63,1388.2,26.7
61.65,1388.8,30.5
61.67,1389.3,33.7
61.69,1389.8,33.9
61.71,1390.3,32.9
61.73,1390.8,32.5
61.75,1391.3,32.1
61.77,1391.8,33.1
61.79,1392.3,31.3
61.81,1392.8,32.7
61.83,1393.3,34.3
61.85,1393.8,37.7
61.87,1394.3,36.8
61.89,1394.8,39.7
61.91,1395.3,40.3
61.93,1395.8,40.3
61.95,1396.3,38.5
61.97,1396.7,39.9
61.99,1397.1,37.1
62.01,1397.6,34.8
62.03,1398,33.9
62.05,1398.4,32.5
62.07,1398.9,36.8
62.09,1399.3,39.5
62.11,1399.7,32
62.13,1400.2,34.8
62.15,1400.6,30.6
62.17,1401,29.4
62.19,1401.5,31.6
62.21,1401.9,31.4
62.23,1402.3,29
62.25,1402.8,32.4
62.27,1403.2,29.5
62.29,1403.6,27.6
62.31,1404.1,27.5
62.33,1404.5,28.6
62.35,1404.9,26.2
62.37,1405.3,27.2
62.39,1405.8,29
62.41,1406.2,31.1
62.42,1406.4,29.8
62.44,1406.9,26.2
62.46,1407.3,27
62.48,1407.7,27.8
62.5,1408.2,26.9
62.52,1408.6,26.6
62.54,1409,24
62.56,1409.5,25
62.58,1409.9,27.8
62.6,1410.3,27.7
62.62,1410.7,25.6
62.72,1412.9,23.1
62.82,1415.1,16.2
62.87,1416.1,10.9
62.92,1417.2,5.8
62.94,1417.7,4.2
62.98,1418.5,4.9
63.02,1419.4,5.2
63.04,1419.8,5.2
63.08,1420.7,4.9
63.12,1421.5,5.6
63.16,1422.4,5
63.2,1423.3,5.2
63.24,1424.1,5.4
63.28,1425,5.2
63.32,1425.9,4.6
63.4,1427.6,5.7
63.44,1428.5,5.2
63.48,1429.3,5.4
63.52,1430.2,5.5
63.56,1431,6
63.58,1431.5,5.9
63.6,1431.9,6.8
63.62,1432.3,6.8
63.64,1432.8,7.6
63.66,1433.2,7.4
63.68,1433.6,9.7
63.7,1434.1,11.7
63.72,1434.5,14.7
63.74,1434.9,16.7
63.76,1435.4,19.5
63.78,1435.8,18.2
63.8,1436.2,14
63.82,1436.7,18.7
63.84,1437.1,21.3
63.86,1437.5,22.6
63.88,1438,23.1
63.9,1438.4,25.6
63.92,1438.8,25.4
63.94,1439.3,20.4
63.96,1439.7,26.9
63.98,1440.1,26.8
64,1440.6,26.9
64.02,1441,30.3
64.04,1441.4,31.9
64.06,1441.8,32.3
64.08,1442.3,31.8
64.1,1442.7,33.4
64.12,1443.1,31.7
64.14,1443.6,33
64.16,1444,33.6
64.18,1444.4,34.4
64.2,1444.9,36
64.225,1445.4,36.3
64.245,1445.8,37
64.265,1446.3,31.9
64.285,1446.7,36.6
64.305,1447.1,36.9
64.325,1447.6,36
64.345,1448.1,33.3
64.365,1448.6,32.4
64.385,1449.1,31.1
64.405,1449.6,27.2
64.425,1450.1,20.6
64.445,1450.6,19.9
64.465,1451.1,19.6
64.485,1451.6,18.2
64.505,1452.1,18.6
64.525,1452.6,17.6
64.545,1453.1,14
64.565,1453.6,11.4
64.585,1454.1,6.8
64.605,1454.6,7.4
64.625,1455.1,8.2
64.66,1455.9,3
64.68,1456.4,4.5
64.7,1456.9,4.4
64.72,1457.4,4.3
64.74,1457.9,4.3
64.76,1458.4,3.8
64.78,1458.9,4.1
64.8,1459.4,4.3
64.82,1459.9,3.9
64.84,1460.4,4
64.86,1460.9,3.9
64.88,1461.4,4
64.9,1461.9,3.8
64.92,1462.4,3.5
64.94,1462.9,3.2
64.96,1463.4,3.1
64.98,1463.8,3.1
65,1464.3,3.3
65.02,1464.8,3.3
65.04,1465.3,3.9
65.06,1465.8,3.8
65.08,1466.3,3.7
65.1,1466.8,3.3
65.12,1467.3,3.4
65.14,1467.8,3.1
65.16,1468.3,3.4
65.18,1468.8,3.4
65.2,1469.3,5.5
65.22,1469.8,5.3
65.24,1470.3,3
65.26,1470.8,3.3
65.28,1471.3,3.3
65.3,1471.8,3
65.32,1472.3,5
65.34,1472.8,3.4
65.36,1473.3,3.8
65.38,1473.8,3.6
65.4,1474.3,5.6
65.42,1474.8,7.2
65.44,1475.2,6.7
65.46,1475.7,9.3
65.48,1476.2,11.8
65.5,1476.7,15.1
65.52,1477.2,17
65.54,1477.7,16.5
65.56,1478.2,23.1
65.58,1478.7,24.6
65.6,1479.2,24
65.62,1479.7,25.6
65.64,1480.2,28.1
65.66,1480.7,26.1
65.68,1481.2,27.5
65.7,1481.7,25.3
65.72,1482.2,31.6
65.74,1482.7,31.5
65.76,1483.2,28.8
65.78,1483.7,31.7
65.8,1484.2,33
65.82,1484.7,34
65.84,1485.2,33.4
65.86,1485.7,29.2
65.88,1486.2,31.9
65.9,1486.6,30.8
65.92,1487.1,30.9
65.94,1487.6,29.9
65.96,1488.1,29.5
65.98,1488.6,31.1
66,1489.1,32.1
66.02,1490,30.4
66.04,1490.8,23.1
66.06,1491.7,20.2
66.08,1492.5,20.6
66.1,1493.4,20.1
66.12,1494.2,21
66.14,1495.1,15.2
66.16,1495.9,11.2
66.18,1496.8,10.8
66.2,1497.7,9.7
66.22,1498.5,7.3
66.24,1499.4,4.8
66.26,1500.2,5.4
66.28,1501.1,6.6
66.3,1501.9,6.8
66.32,1502.8,6.5
66.33,1503.2,6.3
66.35,1504.1,7.5
66.37,1504.9,7.7
66.39,1505.8,8.5
66.41,1506.6,7.5
66.43,1507.5,7.5
66.45,1508.3,8.6
66.47,1509.2,8.6
66.49,1509.9,6.7
66.51,1510.6,5.2
66.53,1511.4,5.9
66.55,1512.1,5.7
66.56,1512.5,4.9
66.58,1513.2,4.5
66.6,1513.9,4.9
66.62,1514.7,5.4
66.64,1515.4,4.9
66.66,1516.1,5
66.68,1516.9,5.5
66.7,1517.6,7
66.72,1518.4,11.8
66.74,1519.1,19.2
66.76,1519.8,19.3
66.78,1520.6,19.8
66.8,1521.3,20.9
66.82,1522,18.5
66.84,1522.8,21.3
66.86,1523.5,18.3
66.88,1524.3,19.6
66.9,1525,18.9
66.92,1525.8,18.8
66.94,1526.6,15.5
66.96,1527.3,16
66.98,1528.1,14.2
67,1528.8,8.9
67.02,1529.6,9
67.04,1530.4,4
67.06,1531.1,3.9
67.08,1531.9,4.9
67.1,1532.6,4.7
67.12,1533.4,3.8
67.14,1534.2,4
67.16,1534.9,4.5
67.18,1535.7,4.4
67.2,1536.4,4
67.22,1537.2,4.1
67.24,1538,3.3
67.26,1538.7,3.8
67.28,1539.5,4.4
67.3,1540.2,3.8
67.32,1541,4.4
67.34,1541.8,4.4
67.36,1542.5,4.6
67.38,1543.3,4.5
67.4,1544,5
67.42,1544.8,5.3
67.44,1545.6,4.9
67.46,1546.3,4.4
67.48,1547.1,4.6
67.5,1547.8,3.9
67.52,1548.6,4.3
67.54,1549.4,5
67.56,1550.1,6.1
67.58,1550.9,5.6
67.6,1551.6,6
67.62,1552.4,5.4
67.64,1553.2,5.9
67.66,1553.9,4.4
67.68,1554.7,7
67.7,1555.4,6.2
67.72,1556.2,7
67.74,1557,7.2
67.76,1557.7,8.5
67.78,1558.5,11.7
67.8,1559.2,11.4
67.82,1560,12.3
67.84,1560.8,12.4
67.86,1561.5,11.3
67.88,1562.3,13.8
67.9,1563.3,11.7
67.92,1564.3,11.3
67.94,1565.3,9.3
67.96,1566.3,8.7
67.98,1567.3,7.7
68,1568.3,8.1
68.02,1569.4,8.6
68.04,1570.4,8.7
68.06,1571.4,8.1
68.07,1571.9,7.5
68.09,1572.9,4.6
68.11,1573.9,5.4
68.13,1574.9,6.2
68.15,1575.9,5.6
68.17,1576.9,5.5
68.19,1578,5.2
68.21,1579,5.2
68.23,1580,5.2
68.25,1581,5.3
68.27,1582,5.3
68.29,1583,4.4
68.33,1585,5.1
68.35,1586.1,4.9
68.37,1587.1,4.8
68.39,1588.1,4.7
68.41,1589.1,4.8
68.43,1590.1,4.9
68.45,1591.1,5.1
68.47,1592.1,5.2
68.49,1593.1,5.3
68.51,1594.1,5.5
68.53,1595.2,5.2
68.55,1596.2,5.4
68.57,1597.2,5.5
68.59,1598.2,6.9
68.61,1599.2,8
68.63,1600.2,9.7
68.65,1601.2,11.4
68.67,1602,10.5
68.69,1602.8,10
68.71,1603.6,9.3
68.73,1604.4,8.9
68.75,1605.2,10.7
68.77,1606,10.9
68.79,1606.8,12.8
68.81,1607.6,13
68.83,1608.4,13.8
68.85,1609.2,11.6
68.87,1610,6.3
68.89,1610.8,7.3
68.91,1611.6,5.5
68.93,1612.4,5.7
68.95,1613.2,5.1
68.97,1614,5.1
68.99,1614.8,5.1
69.01,1615.6,4.5
69.03,1616.4,4.6
69.05,1617.2,4.6
69.07,1618,4.9
69.09,1618.8,4.6
69.11,1619.6,5
69.13,1620.4,5
69.15,1621.2,4.9
69.17,1621.9,4.6
69.19,1622.7,4.6
69.21,1623.5,4.9
69.23,1624.3,4.9
69.25,1625.1,5.2
69.27,1625.9,5.5
69.29,1626.7,5.5
69.31,1627.5,5.4
69.33,1628.3,5.3
69.35,1629.1,6.6
69.37,1629.9,6.8
69.39,1630.7,8.3
69.41,1631.5,10.4
69.43,1632.3,12.8
69.45,1633.1,14.8
69.47,1633.9,14.6
69.49,1634.7,19.3
69.51,1635.5,19.6
69.53,1636.3,18.2
69.55,1637.1,17.5
69.57,1637.9,19.1
69.59,1638.7,19.3
69.61,1639.5,20.5
69.63,1640.3,17.5
69.65,1641,18.2
69.67,1641.8,14.6
69.69,1642.6,14
69.71,1643.4,15
69.74,1644.5,14.8
69.76,1645.3,12.4
69.78,1646.1,11.8
69.8,1646.9,15.4
69.82,1647.7,15
69.84,1648.4,15.8
69.86,1649.2,16.6
69.88,1650,16
69.9,1650.8,12.4
69.92,1651.6,6.7
69.94,1652.3,7.8
69.96,1653.1,8.3
69.98,1653.9,10.9
70,1654.7,12.5
70.02,1655.5,14
70.04,1656.2,15
70.06,1657,14.8
70.1,1658.6,14.6
70.12,1659.4,15.3
70.14,1660.2,16
70.16,1660.6,14.6
70.18,1661.1,12.1
70.2,1661.6,11.1
70.22,1662.1,11.1
70.24,1662.6,7.2
70.26,1663.1,6.6
70.28,1663.6,6.3
70.3,1664.1,5.6
70.32,1664.6,8.6
70.34,1665.1,8.9
70.36,1665.6,9.3
70.38,1666.1,10.2
70.4,1666.6,10.7
70.42,1667.1,9.5
70.44,1667.6,11.6
70.46,1668.1,11.3
70.48,1668.6,11.6
70.5,1669.1,13.5
70.52,1669.6,14.8
70.54,1670.1,14.5
70.56,1670.6,15
70.58,1671.1,16.5
70.62,1672.1,17.6
70.64,1672.6,13.1
70.66,1673.1,13.5
70.68,1673.6,13.4
70.7,1674,12.5
70.72,1674.5,14.7
70.74,1675,14.3
70.76,1675.5,12.6
70.78,1676,15.1
70.8,1676.5,12.2
70.82,1677,12
70.84,1677.5,11.6
70.86,1678,11.8
70.88,1678.5,13.4
70.9,1679,13.6
70.92,1679.5,11.4
70.94,1680,12.3
70.96,1680.5,12.8
70.98,1681.1,8.9
71,1681.7,7.1
71.02,1682.3,7.4
71.04,1682.9,5.8
71.06,1683.5,6
71.08,1684,6
71.1,1684.6,6.5
71.12,1685.2,6.8
71.14,1685.8,13
71.16,1686.4,8.6
71.18,1687,7.3
71.2,1687.6,6.2
71.22,1688.2,19.2
71.24,1688.8,19.5
71.26,1689.4,22.5
71.28,1690,19.6
71.3,1690.5,23.4
71.32,1691.1,22.2
71.34,1691.7,24.9
71.36,1692.3,24.3
71.38,1692.9,22.1
