# DESCRIPTION:
# Reference: WAIS Divide Project Members (2015): Precise interpolar phasing of abrupt climate change during the last ice age. Nature, 520, 661–665, hhttps://doi.org/10.1038/nature14401.
# Data from: https://www.nature.com/articles/nature14401#Sec14. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Depth and Age are averages of their 'Top' and 'Bottom' values.

Depth (average) [m],WD2014 Age (average) [ka BP],ss Na [ng/b]
2004.75,11.97435,19.45
2004.85,11.97563,23.913
2004.95,11.9769,34.714
2005.05,11.97813,19.538
2005.15,11.97941,16.231
2005.25,11.98077,9.285
2005.35,11.98196,14.939
2005.45,11.98305,20.353
2005.55,11.98415,21.882
2005.65,11.98515,13.287
2005.75,11.98613,9.688
2005.85,11.98717,13.653
2005.95,11.98821,5.643
2006.05,11.98931,18.791
2006.15,11.99052,18.902
2006.25,11.99177,13.331
2006.35,11.99303,16.267
2006.45,11.99421,11.57
2006.55,11.99524,4.49
2006.65,11.99616,8.885
2006.75,11.99699,14.817
2006.85,11.99793,29.626
2006.95,11.9991,12.116
2007.05,12.00045,19.095
2007.15,12.00166,18.483
2007.25,12.0027,14.654
2007.35,12.00385,10.089
2007.45,12.00517,16.244
2007.55,12.00634,22.719
2007.65,12.00743,12.834
2007.75,12.00862,10.915
2007.85,12.00982,13.028
2007.95,12.01106,15.437
2008.05,12.01226,14.422
2008.15,12.01337,10.909
2008.25,12.01432,13.024
2008.35,12.01532,11.455
2008.45,12.01648,11.341
2008.55,12.01783,10.466
2008.65,12.01917,19.779
2008.75,12.02021,37.984
2008.85,12.02114,11.894
2008.95,12.02212,11.294
2009.05,12.02317,18.503
2009.15,12.0243,17.402
2009.25,12.02549,16.355
2009.35,12.02666,32.993
2009.45,12.02767,19.614
2009.55,12.02866,14.399
2009.65,12.02971,12.828
2009.75,12.03068,11.796
2009.85,12.03171,11.798
2009.95,12.03281,22.884
2010.05,12.03394,15.083
2010.15,12.03516,16.751
2010.25,12.0364,19.783
2010.35,12.03764,22.927
2010.45,12.039,10.455
2010.55,12.04031,17.813
2010.65,12.0415,24.942
2010.75,12.04273,32.337
2010.85,12.04403,12.76
2010.95,12.04527,9.188
2011.05,12.04643,17.75
2011.15,12.04757,16.555
2011.25,12.04866,13.599
2011.35,12.04981,17.152
2011.45,12.05104,20.362
2011.55,12.05225,27.01
2011.65,12.05355,35.021
2011.75,12.05488,11.128
2011.85,12.05604,21.782
2011.95,12.05716,27.787
2012.05,12.05847,13.219
2012.15,12.05973,10.731
2012.25,12.06075,10.577
2012.35,12.06161,12.31
2012.45,12.06234,20.623
2012.55,12.06308,10.711
2012.65,12.06398,18.078
2012.75,12.06501,13.432
2012.85,12.06612,9.416
2012.95,12.06722,10.914
2013.05,12.0683,12.677
2013.15,12.06962,14.245
2013.25,12.07106,13.696
2013.35,12.0722,18.053
2013.45,12.07322,28.727
2013.55,12.07431,16.051
2013.65,12.0754,14.447
2013.75,12.07671,14.708
2013.85,12.07816,13.102
2013.95,12.07937,7.318
2014.05,12.08059,26.667
2014.15,12.08188,35.923
2014.25,12.08309,25.666
2014.35,12.08426,17.623
2014.45,12.08535,13.434
2014.55,12.08638,11.116
2014.65,12.08745,22.432
2014.75,12.08858,23.747
2014.85,12.08968,15.441
2014.95,12.0906,8.509
2015.05,12.09139,20.195
2015.15,12.09224,13.201
2015.25,12.09312,10.117
2015.35,12.09415,8.603
2015.45,12.09543,13.132
2015.55,12.09653,16.383
2015.65,12.09736,28.928
2015.75,12.09816,13.818
2015.85,12.09901,17.057
2015.95,12.10004,11.363
2016.05,12.10108,12.862
2016.15,12.10201,14.154
2016.25,12.10295,21.216
2016.35,12.10393,16.823
2016.45,12.105,16.724
2016.55,12.1062,11.631
2016.65,12.10753,19.626
2016.75,12.10881,17.162
2016.85,12.10992,7.187
2016.95,12.11097,11.73
2017.05,12.11198,15.209
2017.15,12.11307,12.947
2017.25,12.11431,18.561
2017.35,12.11553,14.393
2017.45,12.1167,9.559
2017.55,12.11791,16.216
2017.65,12.11906,15.709
2017.75,12.12032,17.501
2017.85,12.12162,9.893
2017.95,12.12282,20.552
2018.05,12.12421,18.201
2018.15,12.12549,17.237
2018.25,12.12656,10.769
2018.35,12.12757,16.129
2018.45,12.12861,13.882
2018.55,12.12985,17.091
2018.65,12.13111,11.66
2018.75,12.13234,15.174
2018.85,12.13343,14.167
2018.95,12.13452,9.007
2019.05,12.13576,20.216
2019.15,12.13696,18.328
2019.25,12.13815,24.986
2019.35,12.13941,16.41
2019.45,12.1406,12.684
2019.55,12.14174,13.701
2019.65,12.14297,15.383
2019.75,12.1441,8.289
2019.85,12.14508,18.49
2019.95,12.1461,27.007
2020.05,12.14727,47.334
2020.15,12.1485,8.799
2020.25,12.14971,23.468
2020.35,12.15086,17.726
2020.45,12.15194,14.29
2020.55,12.15296,17.708
2020.65,12.15398,25.06
2020.75,12.15497,15.798
2020.85,12.15593,18.075
2020.95,12.15705,13.554
2021.05,12.15821,26.128
2021.15,12.15936,19.181
2021.25,12.16059,12.56
2021.35,12.16184,10.068
2021.45,12.16311,18.471
2021.55,12.1643,16.459
2021.65,12.16545,10.304
2021.75,12.1667,13.759
2021.85,12.16795,11.094
2021.95,12.16907,13.773
2022.05,12.17022,33.917
2022.15,12.17129,22.687
2022.25,12.17222,10.329
2022.35,12.17317,11.091
2022.45,12.17418,22.428
2022.55,12.17518,28.817
2022.65,12.17619,19.217
2022.75,12.17734,13.91
2022.85,12.1785,17.29
2022.95,12.1794,12.655
2023.05,12.18021,17.797
2023.15,12.18118,7.329
2023.25,12.18217,13.633
2023.35,12.18314,20.774
2023.45,12.1843,9.285
2023.55,12.18549,18.353
2023.65,12.18665,24.287
2023.75,12.18783,18.327
2023.85,12.18884,15.642
2023.95,12.18987,16.136
2024.05,12.19097,16.501
2024.15,12.19199,9.914
2024.25,12.193,12.971
2024.35,12.19405,14.423
2024.45,12.19524,17.397
2024.55,12.1966,22.107
2024.65,12.19798,10.226
2024.75,12.1993,18.37
2024.85,12.20053,12.166
2024.95,12.20173,13.985
2025.05,12.2029,18.298
2025.15,12.20397,22.525
2025.25,12.20492,15.961
2025.35,12.20578,32.211
2025.45,12.20672,23.201
2025.55,12.20779,19.225
2025.65,12.20899,19.453
2025.75,12.21026,15.329
2025.85,12.2115,24.236
2025.95,12.21271,26.539
2026.05,12.21392,18.151
2026.15,12.21525,20.644
2026.25,12.21664,11.699
2026.35,12.21792,29.87
2026.45,12.21918,18.359
2026.55,12.22054,10.557
2026.65,12.22186,16.891
2026.75,12.22318,17.595
2026.85,12.22458,21.735
2026.95,12.22592,16.826
2027.05,12.2272,11.646
2027.15,12.22844,11.451
2027.25,12.2297,16.54
2027.35,12.23087,20.665
2027.45,12.23186,19.166
2027.55,12.23282,14.06
2027.65,12.23392,17.247
2027.75,12.23523,13.269
2027.85,12.23673,25.441
2027.95,12.23818,22.578
2028.05,12.23951,10.781
2028.15,12.24075,10.898
2028.25,12.24187,30.478
2028.35,12.24289,24.578
2028.45,12.2439,10.611
2028.55,12.24504,17.618
2028.65,12.24636,16.339
2028.75,12.24772,14.914
2028.85,12.24883,22.685
2028.95,12.24982,19.061
2029.05,12.25082,21.388
2029.15,12.25187,16.255
2029.25,12.25296,17.258
2029.35,12.25394,33.548
2029.45,12.25483,17.395
2029.55,12.25582,29.847
2029.65,12.25692,9.461
2029.75,12.25795,31.523
2029.85,12.25897,29.655
2029.95,12.25999,18.807
2030.05,12.26094,24.774
2030.15,12.26192,33.446
2030.25,12.26307,32.057
2030.35,12.26429,13.343
2030.45,12.26541,16.826
2030.55,12.26662,16.546
2030.65,12.26784,12.333
2030.75,12.26898,8.344
2030.85,12.27005,11.608
2030.95,12.27102,22.322
2031.05,12.27207,50.722
2031.15,12.2732,21.201
2031.25,12.27433,16.225
2031.35,12.2755,15.039
2031.45,12.27672,25.55
2031.55,12.27813,18.206
2031.65,12.27952,13.611
2031.75,12.28068,11.438
2031.85,12.28182,6.791
2031.95,12.28288,12.46
2032.05,12.28383,35.509
2032.15,12.28482,17.495
2032.25,12.28593,26.006
2032.35,12.287,15.082
2032.45,12.28804,11.485
2032.55,12.28913,15.286
2032.65,12.29032,27.728
2032.75,12.29145,17.456
2032.85,12.29252,14.123
2032.95,12.29367,18.506
2033.05,12.29468,24.247
2033.15,12.29566,9.819
2033.25,12.29669,17.256
2033.35,12.29748,36.131
2033.45,12.29822,27.288
2033.55,12.2992,14.036
2033.65,12.30049,32.071
2033.75,12.30184,19.816
2033.85,12.30296,18.099
2033.95,12.30395,19.863
2034.05,12.30509,11.316
2034.15,12.30643,14.903
2034.25,12.30773,10.566
2034.35,12.30892,12.397
2034.45,12.3101,16.364
2034.55,12.31137,15.901
2034.65,12.31262,24.417
2034.75,12.31368,14.904
2034.85,12.31463,14.72
2034.95,12.31557,14.115
2035.05,12.31655,10.371
2035.15,12.31774,17.637
2035.25,12.31901,20.249
2035.35,12.32009,22.799
2035.45,12.32109,12.63
2035.55,12.32221,10.877
2035.65,12.32334,17.473
2035.75,12.32424,24.334
2035.85,12.32506,13.496
2035.95,12.32592,34.592
2036.05,12.3269,14.706
2036.15,12.32811,12.786
2036.25,12.32929,15.98
2036.35,12.33035,11.987
2036.45,12.3314,17.619
2036.55,12.33249,9.402
2036.65,12.33347,24.653
2036.75,12.33436,16.037
2036.85,12.33539,10.507
2036.95,12.33653,8.805
2037.05,12.33767,12.283
2037.15,12.33872,16.92
2037.25,12.33975,15.477
2037.35,12.34087,18.594
2037.45,12.342,24.836
2037.55,12.34297,15.12
2037.65,12.34381,10.635
2037.75,12.34477,19.483
2037.85,12.34593,26.65
2037.95,12.34701,21.297
2038.05,12.34798,28.442
2038.15,12.34902,41.196
2038.25,12.3502,13.181
2038.35,12.35128,40.7
2038.45,12.35229,33.846
2038.55,12.35331,27.582
2038.65,12.35437,9.569
2038.75,12.35557,16.145
2038.85,12.35672,29.712
2038.95,12.35777,18.502
2039.05,12.3589,12.795
2039.15,12.36003,33.885
2039.25,12.36103,26.609
2039.35,12.36208,31.876
2039.45,12.36332,14.946
2039.55,12.3646,26.109
2039.65,12.36572,51.586
2039.75,12.36684,14.377
2039.85,12.36809,48.939
2039.95,12.36938,32.161
2040.05,12.37062,12.313
2040.15,12.37172,13.186
2040.25,12.37261,17.66
2040.35,12.37365,15.553
2040.45,12.37485,18.95
2040.55,12.37601,22.138
2040.65,12.37716,22.071
2040.75,12.37837,19.55
2040.85,12.37961,25.492
2040.95,12.38069,14.5
2041.05,12.38168,10.897
2041.15,12.38264,32.378
2041.25,12.38374,16.801
2041.35,12.38486,21.801
2041.45,12.386,28.356
2041.55,12.38727,29.382
2041.65,12.3886,20.389
2041.75,12.38979,24.229
2041.85,12.39085,14.493
2041.95,12.39202,14.779
2042.05,12.39332,16.73
2042.15,12.39459,66.922
2042.25,12.39591,29.618
2042.35,12.39729,16.198
2042.45,12.39854,23.64
2042.55,12.39978,11.253
2042.65,12.40095,19.085
2042.75,12.40202,18.686
2042.85,12.40318,26.298
2042.95,12.40435,28.511
2043.05,12.40545,21.158
2043.15,12.40665,14.647
2043.25,12.40793,24.097
2043.35,12.40929,34.561
2043.45,12.41057,24.827
2043.55,12.41168,11.022
2043.65,12.41275,17.325
2043.75,12.41378,23.773
2043.85,12.41483,12.916
2043.95,12.41584,15.805
2044.05,12.4168,20.272
2044.15,12.41782,17.082
2044.25,12.41894,17.861
2044.35,12.42009,38.137
2044.45,12.42119,28.289
2044.55,12.4223,44.566
2044.65,12.42343,25.63
2044.75,12.42458,24.964
2044.85,12.42581,19.506
2044.95,12.42702,24.623
2045.05,12.42817,42.776
2045.15,12.42939,13.632
2045.25,12.43063,19.331
2045.35,12.43171,28.705
2045.45,12.43276,26.484
2045.55,12.43394,30.266
2045.65,12.4351,16.943
2045.75,12.4362,16.586
2045.85,12.43743,33.849
2045.95,12.43873,30.682
2046.05,12.43988,24.186
2046.15,12.44092,18.449
2046.25,12.44195,23.835
2046.35,12.44295,27.974
2046.45,12.44407,25.069
2046.55,12.44523,18.124
2046.65,12.44639,22.852
2046.75,12.44754,61.105
2046.85,12.4486,54.107
2046.95,12.44974,11.664
2047.05,12.45094,14.237
2047.15,12.4521,19.773
2047.25,12.4532,24.013
2047.35,12.45418,42.992
2047.45,12.45503,25.584
2047.55,12.45586,15.337
2047.65,12.45689,18.748
2047.75,12.45825,20.805
2047.85,12.45956,14.377
2047.95,12.46064,20.947
2048.05,12.46162,20.44
2048.15,12.46249,17.433
2048.25,12.46339,17.602
2048.35,12.46452,11.043
2048.45,12.46558,12.484
2048.55,12.46657,17.765
2048.65,12.46769,18.614
2048.75,12.46878,22.383
2048.85,12.46987,28.884
2048.95,12.47098,21.562
2049.05,12.4721,12.025
2049.15,12.47333,28.137
2049.25,12.47459,17.667
2049.35,12.47581,37.462
2049.45,12.47706,43.638
2049.55,12.47822,24.839
2049.65,12.47922,14.35
2049.75,12.48019,20.374
2049.85,12.48114,15.694
2049.95,12.48208,26.695
2050.05,12.48301,23.112
2050.15,12.48387,24.229
2050.25,12.4848,16.431
2050.35,12.48583,12.011
2050.45,12.48687,10.703
2050.55,12.48787,22.602
2050.65,12.48886,28.743
2050.75,12.48995,26.276
2050.85,12.49105,22.986
2050.95,12.49207,11.383
2051.05,12.49313,16.731
2051.15,12.49424,25.829
2051.25,12.49532,18.397
2051.35,12.4965,18.777
2051.45,12.4978,28.557
2051.55,12.49897,17.83
2051.65,12.50003,17.95
2051.75,12.50116,13.726
2051.85,12.50235,15.952
2051.95,12.50363,18.54
2052.05,12.50487,15.352
2052.15,12.50601,19.922
2052.25,12.50717,40.854
2052.35,12.50835,11.394
2052.45,12.50951,19.222
2052.55,12.51049,31.948
2052.65,12.5115,15.048
2052.75,12.51275,17.294
2052.85,12.51392,15.687
2052.95,12.51484,29.916
2053.05,12.51579,18.962
2053.15,12.51688,29.966
2053.25,12.51796,18.862
2053.35,12.51908,25.008
2053.45,12.52019,21.171
2053.55,12.52128,16.199
2053.65,12.52239,11.315
2053.75,12.52344,12.38
2053.85,12.52454,17.452
2053.95,12.52574,17.637
2054.05,12.52694,13.115
2054.15,12.52804,17.1
2054.25,12.5291,14.625
2054.35,12.53017,18.96
2054.45,12.53121,18.687
2054.55,12.53227,12.258
2054.65,12.53339,9.682
2054.75,12.53439,32.641
2054.85,12.53537,25.68
2054.95,12.53652,22.21
2055.05,12.53775,19.878
2055.15,12.53897,22.861
2055.25,12.54029,16.848
2055.35,12.54153,35.705
2055.45,12.54255,28.526
2055.55,12.54362,12.957
2055.65,12.5448,9.864
2055.75,12.54592,16.88
2055.85,12.54691,10.297
2055.95,12.54794,10.923
2056.05,12.54902,20.114
2056.15,12.55021,25.317
2056.25,12.55146,19.136
2056.35,12.55259,14.641
2056.45,12.55366,17.357
2056.55,12.55473,49.912
2056.65,12.55589,17.147
2056.75,12.55724,18.842
2056.85,12.55846,17.577
2056.95,12.55964,26.644
2057.05,12.56082,17.972
2057.15,12.56188,33.45
2057.25,12.56299,17.61
2057.35,12.56419,15.48
2057.45,12.5654,18.671
2057.55,12.56659,24.582
2057.65,12.56785,32.456
2057.75,12.56919,14.577
2057.85,12.57039,30.653
2057.95,12.5715,20.158
2058.05,12.5727,16.412
2058.15,12.574,17.91
2058.25,12.5753,17.781
2058.35,12.57644,24.322
2058.45,12.57751,16.038
2058.55,12.57865,31.723
2058.65,12.57973,28.942
2058.75,12.58086,13.828
2058.85,12.58201,23.864
2058.95,12.5831,17.245
2059.05,12.5843,11.849
2059.15,12.58551,20.335
2059.25,12.58648,28.018
2059.35,12.58735,16.862
2059.45,12.58832,16.496
2059.55,12.58944,27.297
2059.65,12.5906,16.521
2059.75,12.59168,27.27
2059.85,12.59283,21.22
2059.95,12.594,19.144
2060.05,12.59525,16.555
2060.15,12.59654,34.647
2060.25,12.59781,19.572
2060.35,12.59909,20.215
2060.45,12.60025,18.922
2060.55,12.60132,10.001
2060.65,12.60232,22.729
2060.75,12.60348,14.344
2060.85,12.60471,45.026
2060.95,12.60591,18.367
2061.05,12.60717,18.343
2061.15,12.6084,13.451
2061.25,12.60962,14.189
2061.35,12.61076,26.276
2061.45,12.61184,39.569
2061.55,12.61297,27.737
2061.65,12.6141,21.788
2061.75,12.61507,29.566
2061.85,12.61589,25.564
2061.95,12.61671,13.658
2062.05,12.61758,27.153
2062.15,12.61861,16.534
2062.25,12.61982,27.537
2062.35,12.62105,14.957
2062.45,12.62225,22.563
2062.55,12.62337,42.974
2062.65,12.6245,10.411
2062.75,12.62565,12.585
2062.85,12.62677,26.121
2062.95,12.62794,29.224
2063.05,12.62909,18.535
2063.15,12.63016,53.882
2063.25,12.63134,25.911
2063.35,12.63261,14.106
2063.45,12.63365,18.231
2063.55,12.63456,20.342
2063.65,12.63566,16.177
2063.75,12.63682,29.583
2063.85,12.63805,13.079
2063.95,12.63932,18.115
2064.05,12.64045,21.183
2064.15,12.64158,13.968
2064.25,12.64283,15.788
2064.35,12.64413,28.093
2064.45,12.64539,30.31
2064.55,12.64664,32.058
2064.65,12.64789,24.876
2064.75,12.64916,26.802
2064.85,12.65033,21.638
2064.95,12.65136,13.091
2065.05,12.65239,14.457
2065.15,12.6535,26.178
2065.25,12.65469,26.822
2065.35,12.65587,12.299
2065.45,12.65702,14.181
2065.55,12.65817,23.765
2065.65,12.6593,27.11
2065.75,12.66054,43.389
2065.85,12.66181,37.086
2065.95,12.663,55.154
2066.05,12.66413,41.558
2066.15,12.66516,26.306
2066.25,12.66607,21.701
2066.35,12.66711,29.648
2066.45,12.66828,34.431
2066.55,12.66934,50.645
2066.65,12.67028,22.577
2066.75,12.67128,33.568
2066.85,12.6723,51.363
2066.95,12.6733,15.875
2067.05,12.67446,9.87
2067.15,12.67575,18.733
2067.25,12.67703,32.226
2067.35,12.67832,24.566
2067.45,12.67953,24.671
2067.55,12.68065,11.598
2067.65,12.68177,16.825
2067.75,12.68286,13.251
2067.85,12.68392,11.098
2067.95,12.68491,29.133
2068.05,12.68586,23.825
2068.15,12.68705,15.576
2068.25,12.68835,25.665
2068.35,12.68944,55.874
2068.45,12.69043,38.563
2068.55,12.69159,15.317
2068.65,12.69287,24.383
2068.75,12.69407,24.158
2068.85,12.69519,11.329
2068.95,12.69632,12.909
2069.05,12.69746,12.423
2069.15,12.69846,30.013
2069.25,12.69942,13.961
2069.35,12.70043,14.798
2069.45,12.70136,17.82
2069.55,12.70234,17.308
2069.65,12.70353,28.409
2069.75,12.70475,19.599
2069.85,12.70595,18.607
2069.95,12.7073,12.823
2070.05,12.70863,18.966
2070.15,12.7098,39.18
2070.25,12.71091,18.646
2070.35,12.71204,29.597
2070.45,12.7132,21.634
2070.55,12.71431,30.571
2070.65,12.71553,18.235
2070.75,12.71686,14.872
2070.85,12.71803,16.38
2070.95,12.71913,29.945
2071.05,12.72029,12.359
2071.15,12.72141,16.435
2071.25,12.72249,23.537
2071.35,12.72352,14.336
2071.45,12.72459,27.407
2071.55,12.7257,30.439
2071.65,12.72681,33.693
2071.75,12.72813,20.87
2071.85,12.72942,61.476
2071.95,12.73051,25.827
2072.05,12.7315,37.027
2072.15,12.73247,14.568
2072.25,12.73361,17.18
2072.35,12.73477,28.882
2072.45,12.73588,20.317
2072.55,12.73697,14.356
2072.65,12.73809,14.398
2072.75,12.73928,12.964
2072.85,12.74036,25.383
2072.95,12.74137,23.097
2073.05,12.74241,23.157
2073.15,12.74352,17.026
2073.25,12.74459,26.637
2073.35,12.74554,31.056
2073.45,12.74655,17.112
2073.55,12.74762,14.145
2073.65,12.74863,26.211
2073.75,12.74964,43.523
2073.85,12.75058,14.587
2073.95,12.75144,16.734
2074.05,12.75235,16.795
2074.15,12.75337,32.461
2074.25,12.7544,66.421
2074.35,12.75545,19.687
2074.45,12.75665,26.609
2074.55,12.75788,15.227
2074.65,12.75909,17.507
2074.75,12.76017,20.599
2074.85,12.76118,21.408
2074.95,12.76225,66.477
2075.05,12.76321,29.64
2075.15,12.76413,14.235
2075.25,12.76513,19.476
2075.35,12.76609,30.209
2075.45,12.76703,20.777
2075.55,12.76808,32.748
2075.65,12.76913,49.694
2075.75,12.77012,36.972
2075.85,12.77117,29.346
2075.95,12.77217,39.469
2076.05,12.77318,49.363
2076.15,12.77424,23.178
2076.25,12.77535,25.923
2076.35,12.77646,26.443
2076.45,12.77746,24.224
2076.55,12.77843,30.584
2076.65,12.77946,17.451
2076.75,12.7805,33.109
2076.85,12.78168,19.843
2076.95,12.78284,20.247
2077.05,12.78396,14.84
2077.15,12.78514,20.885
2077.25,12.78639,21.39
2077.35,12.78762,22.132
2077.45,12.78876,31.102
2077.55,12.78981,19.865
2077.65,12.79081,36.577
2077.75,12.79179,49.545
2077.85,12.79265,46.435
2077.95,12.79369,12.58
2078.05,12.79492,28.872
2078.15,12.79613,43.238
2078.25,12.79733,33.443
2078.35,12.79852,34.286
2078.45,12.79965,17.414
2078.55,12.80054,19.836
2078.65,12.80144,15.168
2078.75,12.80245,13.589
2078.85,12.80335,19.336
2078.95,12.80441,18.957
2079.05,12.80548,36.529
2079.15,12.80656,16.061
2079.25,12.80769,37.74
2079.35,12.80884,30.467
2079.45,12.81004,21.679
2079.55,12.81107,21.638
2079.65,12.81202,17.626
2079.75,12.81295,20.984
2079.85,12.81382,14.052
2079.95,12.81471,15.76
2080.05,12.81568,23.799
2080.15,12.81671,13.17
2080.25,12.81774,12.108
2080.35,12.81876,12.076
2080.45,12.81977,31.627
2080.55,12.82083,35.071
2080.65,12.82202,13.553
2080.75,12.82314,22.793
2080.85,12.82416,30.249
2080.95,12.82533,18.93
2081.05,12.82643,21.764
2081.15,12.82739,22.732
2081.25,12.82846,19.944
2081.35,12.82966,29.244
2081.45,12.83084,33.291
2081.55,12.83193,38.368
2081.65,12.83303,25.079
2081.75,12.83411,67.323
2081.85,12.83511,41.716
2081.95,12.83621,28.984
2082.05,12.83738,11.038
2082.15,12.83849,14.549
2082.25,12.83946,25.681
2082.35,12.84035,44.391
2082.45,12.84143,17.481
2082.55,12.84256,31.323
2082.65,12.84364,21.981
2082.75,12.84468,20.364
2082.85,12.84573,60.221
2082.95,12.84685,20.981
2083.05,12.84789,19.352
2083.15,12.84883,21.365
2083.25,12.84976,43.968
2083.35,12.85087,57.705
2083.45,12.85208,26.501
2083.55,12.8532,16.798
2083.65,12.85421,35.39
2083.75,12.85517,47.977
2083.85,12.8561,24.268
2083.95,12.85695,30.331
2084.05,12.85775,31.238
2084.15,12.85863,20.093
2084.25,12.85961,29.726
2084.35,12.86057,18.043
2084.45,12.86167,48.5
2084.55,12.86289,51.792
2084.65,12.86412,21.724
2084.75,12.86539,25.481
2084.85,12.86657,22.898
2084.95,12.86754,27.809
2085.05,12.86842,39.241
2085.15,12.86939,24.79
2085.25,12.8704,20.065
2085.35,12.87143,32.378
2085.45,12.87252,19.189
2085.55,12.87361,14.162
2085.65,12.87456,35.653
2085.75,12.87549,28.715
2085.85,12.87652,34.272
2085.95,12.87751,17.397
2086.05,12.87843,38.011
2086.15,12.8793,68.772
2086.25,12.88023,16.946
2086.35,12.88125,18.917
2086.45,12.88239,37.526
2086.55,12.88353,31.984
2086.65,12.88467,45.422
2086.75,12.88584,28.49
2086.85,12.88691,30.367
2086.95,12.88792,21.535
2087.05,12.88898,18.671
2087.15,12.89006,38.01
2087.25,12.8911,29.338
2087.35,12.89225,20.185
2087.45,12.89349,19.04
2087.55,12.89467,29.594
2087.65,12.8957,16.265
2087.75,12.89663,17.962
2087.85,12.89757,34.514
2087.95,12.89864,34.868
2088.05,12.89975,26.531
2088.15,12.90081,52.104
2088.25,12.90181,44.36
2088.35,12.90281,30
2088.45,12.9039,15.315
2088.55,12.90508,13.589
2088.65,12.90626,27.081
2088.75,12.90728,29.927
2088.85,12.90814,26.165
2088.95,12.90902,30.147
2089.05,12.91012,20.567
2089.15,12.91129,36.865
2089.25,12.91231,20.185
2089.35,12.91325,16.721
2089.45,12.91426,30.212
2089.55,12.91536,52.753
2089.65,12.91645,20.391
2089.75,12.91755,15.59
2089.85,12.91861,11.546
2089.95,12.91952,15.53
2090.05,12.92046,13.429
2090.15,12.92149,21.752
2090.25,12.92245,26.615
2090.35,12.92346,28.585
2090.45,12.92459,43.49
2090.55,12.92564,42.699
2090.65,12.92666,24.371
2090.75,12.92774,28.94
2090.85,12.92875,24.983
2090.95,12.92973,17.149
2091.05,12.93071,36.283
2091.15,12.93168,44.12
2091.25,12.93272,17.513
2091.35,12.93374,44.679
2091.45,12.93483,21.217
2091.55,12.936,24.342
2091.65,12.9372,40.068
2091.75,12.93827,22.567
2091.85,12.9392,21.154
2091.95,12.94011,47.212
2092.05,12.94105,31.834
2092.15,12.94205,22.079
2092.25,12.94298,22.374
2092.35,12.94384,47.127
2092.45,12.94486,22.82
2092.55,12.94595,38.953
2092.65,12.94695,22.808
2092.75,12.94796,45.895
2092.85,12.94898,99.947
2092.95,12.95009,29.818
2093.05,12.95128,34.698
2093.15,12.95241,66.484
2093.25,12.95354,40.035
2093.35,12.95455,19.051
2093.45,12.95547,55.548
2093.55,12.95643,23.259
2093.65,12.95738,27.722
2093.75,12.95837,25.426
2093.85,12.95936,35.327
2093.95,12.96035,22.537
2094.05,12.96135,29.705
2094.15,12.96238,58.578
2094.25,12.96349,51.985
2094.35,12.96453,14.244
2094.45,12.96548,32.008
2094.55,12.96638,31.374
2094.65,12.96733,22.592
2094.75,12.96853,11.075
2094.85,12.96968,22.34
2094.95,12.97064,22.843
2095.05,12.9716,28.013
2095.15,12.97249,35.61
2095.25,12.97344,20.727
2095.35,12.97449,27.377
2095.45,12.97552,21.337
2095.55,12.97657,21.683
2095.65,12.97754,22.527
2095.75,12.97852,25.503
2095.85,12.97954,52.389
2095.95,12.98055,45.343
2096.05,12.98159,32.236
2096.15,12.98266,28.53
2096.25,12.98375,55.941
2096.35,12.98477,33.146
2096.45,12.98582,15.547
2096.55,12.98684,31.232
2096.65,12.98792,25.517
2096.75,12.98905,19.004
2096.85,12.99007,15.891
2096.95,12.99102,22.947
2097.05,12.99197,23.782
2097.15,12.99301,45.912
2097.25,12.99408,49.188
2097.35,12.99505,26.008
2097.45,12.99591,20.638
2097.55,12.99674,26.985
2097.65,12.99756,41.978
2097.75,12.99846,17.987
2097.85,12.99938,25.593
2097.95,13.00028,24.68
2098.05,13.00119,16.405
2098.15,13.0021,12.441
2098.25,13.00307,18.279
2098.35,13.00415,14.331
2098.45,13.00513,18.135
2098.55,13.00601,24.098
2098.65,13.00695,14.914
2098.75,13.00798,18.697
2098.85,13.00907,32.13
2098.95,13.0101,41.697
2099.05,13.01109,58.254
2099.15,13.01227,32.381
2099.25,13.01348,8.709
2099.35,13.01443,11.862
2099.45,13.01528,10.853
2099.55,13.0162,28.132
2099.65,13.01716,31.781
2099.75,13.01819,21.16
2099.85,13.01923,32.666
2099.95,13.02019,20.665
2100.05,13.02114,26.481
2100.15,13.02213,29.743
2100.25,13.02313,36.998
2100.35,13.02421,43.787
2100.45,13.02538,35.112
2100.55,13.0264,31.292
2100.65,13.02737,18.363
2100.75,13.0284,34.236
2100.85,13.02947,15.757
2100.95,13.03053,27.239
2101.05,13.03156,21.877
2101.15,13.03256,73.325
2101.25,13.03352,24.38
2101.35,13.03457,20.439
2101.45,13.03564,23.487
2101.55,13.03677,30.295
2101.65,13.03798,37.614
2101.75,13.0392,85.417
2101.85,13.0404,28.362
2101.95,13.04151,18.325
2102.05,13.04251,28.937
2102.15,13.04344,52.328
2102.25,13.04445,37.662
2102.35,13.04565,32.096
2102.45,13.04683,52.473
2102.55,13.04791,31.256
2102.65,13.04898,48.843
2102.75,13.05003,62.795
2102.85,13.05103,41.721
2102.95,13.05212,44.266
2103.05,13.05329,24.298
2103.15,13.05446,26.573
