# DESCRIPTION:
# Reference: Gkinis, Vasileios; Vinther, Bo Møllesøe; Popp, Trevor J; et al. (2021): A 120,000-year long climate record from a NW-Greenland deep ice core at ultra-high resolution. Scientific Data, 8, 141, https://doi.org/10.1038/s41597-021-00916-9.
# Data from: https://doi.org/10.1594/PANGAEA.925552. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Ages for 60.20567 ka b2k and earlier have been added using the age model from Rasmussen et al., 2013: https://doi.org/10.5194/cp-9-2713-2013, data accessed from https://www.iceandclimate.nbi.ku.dk/data/.

Depth ice/snow [m],Age [ka b2k] (GICC05),δ18O H2O [‰ SMOW],δD H2O [‰ SMOW]
1868.4,49.679,-40.303,-316.21
1868.45,49.68551,-40.838,-322.32
1868.5,49.69185,-40.052,-314
1868.55,49.69764,-39.902,-312.75
1868.6,49.70373,-41.137,-322.64
1868.65,49.70904,-41.129,-321.88
1868.7,49.71515,-41.445,-325.98
1868.75,49.71998,-40.614,-316.85
1868.8,49.72538,-39.524,-307.91
1868.85,49.73071,-41.153,-321.95
1868.9,49.73629,-40.995,-321.56
1868.95,49.74136,-41.049,-322.01
1869,49.74679,-40.943,-322.28
1869.05,49.75287,-40.263,-314.78
1869.1,49.75893,-40.722,-319.3
1869.15,49.76536,-38.995,-305.7
1869.2,49.77086,-40.593,-318.39
1869.25,49.77643,-40.475,-315.88
1869.3,49.78169,-39.656,-311.07
1869.35,49.78672,-39.736,-311.66
1869.4,49.79259,-39.816,-312.25
1869.45,49.79749,-41.709,-326.89
1869.5,49.80392,-41.241,-323.63
1869.55,49.80934,-40.759,-319.18
1869.6,49.81451,-42.345,-331.27
1869.65,49.82125,-39.02,-305.73
1869.7,49.82683,-39.612,-310.15
1869.75,49.83287,-39.539,-309.68
1869.8,49.83858,-41.847,-327.78
1869.85,49.84353,-41.084,-321.08
1869.9,49.84881,-42.928,-335.56
1869.95,49.8537,-41.192,-322.53
1870,49.85826,-40.063,-313.31
1870.05,49.86343,-40.237,-312.97
1870.1,49.87011,-41.371,-322.18
1870.15,49.87593,-41.953,-327.55
1870.2,49.88109,-42.505,-335.07
1870.25,49.88686,-39.204,-306.54
1870.3,49.89295,-38.37,-300.51
1870.35,49.89827,-40.281,-314.31
1870.4,49.90372,-39.868,-310.76
1870.45,49.91011,-41.286,-321.14
1870.5,49.91654,-38.09,-297.06
1870.55,49.9227,-40.044,-313.36
1870.6,49.92853,-42.513,-331.8
1870.65,49.934,-42.205,-328.72
1870.7,49.94039,-42.005,-328.34
1870.75,49.94587,-42.847,-333.33
1870.8,49.95196,-41.608,-322.81
1870.85,49.95902,-38.486,-300.14
1870.9,49.96345,-38.509,-298.79
1870.95,49.96913,-41.126,-319.59
1871,49.97403,-42.99,-335.56
1871.05,49.98004,-43.265,-338.34
1871.1,49.98591,-40.538,-316.99
1871.15,49.9921,-41.218,-322.29
1871.2,49.99793,-41.233,-320.03
1871.25,50.00404,-41.428,-322.13
1871.3,50.00943,-42.521,-329.8
1871.35,50.01602,-43.238,-337.78
1871.4,50.02312,-41.084,-319.45
1871.45,50.02819,-40.432,-315.33
1871.5,50.03363,-40.752,-316.88
1871.55,50.04051,-39.678,-308.75
1871.6,50.04689,-38.604,-300.63
1871.65,50.05384,-37.32,-291.79
1871.7,50.05999,-40.757,-316.17
1871.75,50.06635,-39.065,-303.41
1871.8,50.07117,-39.215,-305.64
1871.85,50.07644,-40.065,-311.25
1871.9,50.08195,-42.222,-329.74
1871.95,50.08825,-41.574,-324.43
1872,50.09403,-40.82,-318.49
1872.05,50.09973,-40.354,-315.25
1872.1,50.10585,-40.667,-317.73
1872.15,50.11145,-40.716,-317.8
1872.2,50.11626,-40.186,-313.14
1872.25,50.1214,-40.959,-319.26
1872.3,50.12716,-39.325,-304.37
1872.35,50.13353,-40.218,-311.51
1872.4,50.1391,-42.019,-325.93
1872.45,50.1447,-39.681,-308.03
1872.5,50.15045,-40.705,-317.46
1872.55,50.15702,-39.126,-305.72
1872.6,50.16287,-41.377,-321.85
1872.65,50.16818,-40.105,-312.87
1872.7,50.17371,-39.339,-305.33
1872.75,50.17947,-39.69,-308.69
1872.8,50.18554,-39.985,-312.88
1872.85,50.19099,-40.885,-319.02
1872.9,50.19646,-42.623,-333.23
1872.95,50.20143,-39.997,-313.42
1873,50.20701,-40.535,-317.26
1873.05,50.21326,-41.039,-319.77
1873.1,50.21869,-40.316,-314.03
1873.15,50.22457,-40.709,-319.39
1873.2,50.23053,-39.803,-311.89
1873.25,50.23666,-40.525,-316.77
1873.3,50.24224,-39.137,-306.69
1873.35,50.24836,-40.93,-321.78
1873.4,50.25432,-40.517,-318.15
1873.45,50.26029,-38.276,-299.92
1873.5,50.26591,-38.893,-305.06
1873.55,50.2725,-40.221,-314.97
1873.6,50.27771,-41.346,-325.1
1873.65,50.28368,-42.283,-332.72
1873.7,50.28924,-41.142,-323.06
1873.75,50.29519,-39.426,-309.91
1873.8,50.30079,-41.941,-328.25
1873.85,50.30561,-40.353,-314.85
1873.9,50.31093,-40.803,-316.95
1873.95,50.31738,-40.274,-313.38
1874,50.32342,-40.644,-317.62
1874.05,50.32894,-41.696,-325.04
1874.1,50.33429,-42.708,-332.97
1874.15,50.33981,-41.2,-322.44
1874.2,50.34668,-42.596,-332.66
1874.25,50.35218,-42.503,-332.29
1874.3,50.35811,-42.499,-333.48
1874.35,50.36397,-42.133,-329.7
1874.4,50.36997,-39.714,-311.35
1874.45,50.3766,-39.024,-305
1874.5,50.38199,-38.882,-303.62
1874.55,50.38825,-40.669,-318.6
1874.6,50.39345,-39.669,-311.11
1874.65,50.39827,-38.668,-303.62
1874.7,50.40354,-39.635,-310.34
1874.75,50.40875,-43.002,-336.99
1874.8,50.41342,-42.562,-333.93
1874.85,50.41936,-39.504,-308.04
1874.9,50.42549,-39.938,-310.43
1874.95,50.43131,-41.351,-322.64
1875,50.4358,-39.775,-309.9
1875.05,50.44092,-40.451,-315.94
1875.1,50.44712,-40.849,-319.4
1875.15,50.45281,-41.159,-320.75
1875.2,50.45941,-40.47,-316.32
1875.25,50.46494,-43.309,-338.75
1875.3,50.4712,-41.909,-327.94
1875.35,50.47758,-41.389,-324.21
1875.4,50.48328,-39.183,-303.87
1875.45,50.48856,-39.842,-309.95
1875.5,50.49298,-40.5,-316.04
1875.55,50.49822,-40.6,-317.4
1875.6,50.50415,-41.151,-321.31
1875.65,50.50893,-41.605,-325.68
1875.7,50.5144,-40.905,-319.92
1875.75,50.51915,-40.457,-316.7
1875.8,50.52486,-40.272,-316.12
1875.85,50.53087,-41.674,-327.28
1875.9,50.53726,-39.658,-311.11
1875.95,50.54226,-41.341,-324.63
1876,50.54733,-41.495,-325.46
1876.05,50.55138,-39.791,-310.38
1876.1,50.5565,-38.468,-301.05
1876.15,50.5614,-38.717,-302.56
1876.2,50.5671,-41.317,-324.38
1876.25,50.57249,-39.856,-312.93
1876.3,50.57743,-41.215,-325.02
1876.35,50.58138,-42.01,-330.53
1876.4,50.5873,-40.918,-321.1
1876.45,50.59254,-42.157,-332.32
1876.5,50.59734,-41.031,-322.99
1876.55,50.60279,-40.604,-319.56
1876.6,50.60801,-39.984,-314.94
1876.65,50.61337,-40.465,-317.16
1876.7,50.61885,-40.935,-321.65
1876.75,50.6246,-39.807,-312.19
1876.8,50.62965,-41.828,-328.47
1876.85,50.63566,-39.843,-313.41
1876.9,50.64123,-40.153,-316.62
1876.95,50.64678,-41.015,-322.94
1877,50.65313,-40.403,-317.59
1877.05,50.65798,-38.04,-296.13
1877.1,50.66343,-38.68,-302.57
1877.15,50.66889,-39.815,-312.65
1877.2,50.6734,-37.826,-296.18
1877.25,50.67881,-39.274,-308.9
1877.3,50.6837,-39.912,-314.88
1877.35,50.68937,-39.532,-310.73
1877.4,50.6942,-37.873,-299.12
1877.45,50.69915,-38.113,-299.22
1877.5,50.70449,-38.89,-305.85
1877.55,50.71026,-38.916,-306.85
1877.6,50.71533,-39.962,-314.3
1877.65,50.72016,-40.698,-320.06
1877.7,50.72611,-40.439,-317.77
1877.75,50.73111,-40.649,-317.6
1877.8,50.73612,-39.727,-309.98
1877.85,50.7426,-41.174,-322.69
1877.9,50.74801,-43.776,-343.1
1877.95,50.75381,-40.129,-316.02
1878,50.76003,-40.304,-317.08
1878.05,50.76603,-40.524,-318.16
1878.1,50.77003,-41.379,-324.05
1878.15,50.77499,-42.119,-330.39
1878.2,50.779,-41.721,-326.31
1878.25,50.78482,-41.43,-323.12
1878.3,50.79017,-41.197,-319.99
1878.35,50.79627,-42.039,-328.32
1878.4,50.80247,-43.361,-337.97
1878.45,50.80817,-41.135,-320.33
1878.5,50.8134,-40.558,-317.06
1878.55,50.81874,-41.087,-322.16
1878.6,50.82435,-40.47,-315.28
1878.65,50.82915,-40.976,-319.14
1878.7,50.83447,-39.692,-307.98
1878.75,50.84075,-40.477,-314.51
1878.8,50.84695,-41.263,-321.05
1878.85,50.85207,-39.162,-304.9
1878.9,50.85768,-41.223,-320.46
1878.95,50.86387,-41.378,-323.23
1879,50.86916,-40.175,-313.08
1879.05,50.87419,-39.791,-310.9
1879.1,50.87965,-40.056,-313.49
1879.15,50.88492,-41.215,-320.67
1879.2,50.89054,-38.947,-303.11
1879.25,50.89596,-40.142,-313.59
1879.3,50.90216,-39.758,-309.72
1879.35,50.90607,-41.259,-323.11
1879.4,50.91098,-39.667,-309.76
1879.45,50.91736,-39.548,-308.92
1879.5,50.92246,-40.583,-314.65
1879.55,50.92813,-37.966,-295.56
1879.6,50.93302,-37.701,-293.25
1879.65,50.9383,-39.024,-304.82
1879.7,50.94336,-40.289,-315.8
1879.75,50.94974,-40.506,-317.63
1879.8,50.95559,-40.951,-319.53
1879.85,50.96106,-39.186,-306.96
1879.9,50.96535,-40.677,-317.85
1879.95,50.97084,-41.32,-322.33
1880,50.97728,-39.907,-311.72
1880.05,50.98246,-39.911,-311.76
1880.1,50.98782,-40.686,-317.49
1880.15,50.99364,-39.319,-308.42
1880.2,50.99863,-40.972,-320.67
1880.25,51.00456,-41.539,-324.61
1880.3,51.01008,-42.016,-329.27
1880.35,51.01504,-40.32,-315.07
1880.4,51.0206,-39.546,-308.9
1880.45,51.0267,-42.296,-331.58
1880.5,51.03196,-40.201,-314.61
1880.55,51.03686,-40.932,-321.27
1880.6,51.04297,-42.927,-335.91
1880.65,51.04817,-43.417,-340.95
1880.7,51.05331,-41.499,-324.24
1880.75,51.05899,-40.928,-320.68
1880.8,51.06376,-38.921,-304.88
1880.85,51.06855,-40.053,-313.09
1880.9,51.07383,-41.185,-321.29
1880.95,51.07788,-40.607,-317.05
1881,51.08272,-40.558,-316.31
1881.05,51.08808,-38.765,-299.7
1881.1,51.09318,-40.664,-316.71
1881.15,51.09861,-42.171,-329.01
1881.2,51.10459,-40.009,-312.39
1881.25,51.11184,-41.304,-321.94
1881.3,51.11759,-41.244,-321.99
1881.35,51.12318,-41.795,-325.76
1881.4,51.12824,-41.484,-321.9
1881.45,51.13477,-40.444,-314.8
1881.5,51.1399,-37.125,-289.17
1881.55,51.14405,-40.478,-315.03
1881.6,51.14916,-39.561,-309.34
1881.65,51.15469,-40.64,-317.47
1881.7,51.16086,-41.051,-321.5
1881.75,51.16618,-42.221,-330.51
1881.8,51.17152,-38.856,-303.43
1881.85,51.17717,-41.326,-323.14
1881.9,51.18229,-40.642,-318.21
1881.95,51.18747,-41.155,-321.63
1882,51.19363,-38.643,-301.43
1882.05,51.19859,-40.141,-312.73
1882.1,51.20416,-40.537,-315.56
1882.15,51.21021,-40.67,-317.45
1882.2,51.21569,-40.877,-318.72
1882.25,51.22057,-39.494,-307.34
1882.3,51.22686,-41.395,-321.52
1882.35,51.23261,-40.991,-319.43
1882.4,51.23906,-40.781,-316.97
1882.45,51.24455,-40.942,-319.45
1882.5,51.25006,-39.575,-307.2
1882.55,51.25492,-39.181,-305.01
1882.6,51.25974,-40.134,-312.42
1882.65,51.26548,-40.827,-319.87
1882.7,51.2706,-41.114,-320.12
1882.75,51.27669,-39.811,-309.29
1882.8,51.2829,-41.856,-326.79
1882.85,51.28849,-39.761,-308.79
1882.9,51.29437,-38.113,-294.99
1882.95,51.29955,-39.709,-308.12
1883,51.30463,-40.181,-312.82
1883.05,51.31084,-42.926,-334.99
1883.1,51.31565,-40.077,-312.01
1883.15,51.32207,-41.066,-321.19
1883.2,51.32795,-40.795,-319.08
1883.25,51.3329,-40.456,-315.26
1883.3,51.3383,-38.866,-301.92
1883.35,51.34375,-40.068,-312.62
1883.4,51.34894,-41.168,-320.24
1883.45,51.35342,-41.617,-323.39
1883.5,51.35946,-39.437,-308.6
1883.55,51.36481,-39.239,-305.27
1883.6,51.36981,-40.547,-317.61
1883.65,51.37478,-39.762,-310.01
1883.7,51.38065,-40.936,-320.52
1883.75,51.38643,-41.901,-327.95
1883.8,51.39188,-41.538,-326.58
1883.85,51.3972,-40.004,-315.04
1883.9,51.40295,-41.454,-325
1883.95,51.40843,-38.976,-303.74
1884,51.41539,-41.503,-324.65
1884.05,51.42136,-40.026,-313.23
1884.1,51.42677,-40.97,-321.24
1884.15,51.43177,-42.349,-333.9
1884.2,51.43796,-39.717,-312.63
1884.25,51.4432,-39.932,-311.93
1884.3,51.44887,-41.35,-324.1
1884.35,51.45497,-41.416,-325.83
1884.4,51.46151,-40.011,-313.48
1884.45,51.46653,-40.527,-318.45
1884.5,51.4716,-40.806,-320.37
1884.55,51.47857,-41.935,-328.04
1884.6,51.48486,-39.042,-306.19
1884.65,51.49205,-39.223,-308.09
1884.7,51.49843,-40.951,-321.56
1884.75,51.50429,-38.657,-302.82
1884.8,51.51043,-40.933,-321.77
1884.85,51.51597,-41.447,-325.44
1884.9,51.52249,-40.069,-315.99
1884.95,51.52802,-41.373,-326.4
1885,51.53354,-41.814,-328
1885.05,51.53847,-40.296,-316.9
1885.1,51.54379,-40.694,-318.38
1885.15,51.54928,-40.379,-314.99
1885.2,51.55448,-38.037,-298.14
1885.25,51.55998,-38.727,-302.29
1885.3,51.56492,-40.81,-320.29
1885.35,51.5697,-41.224,-325.32
1885.4,51.57508,-41.144,-323.05
1885.45,51.57977,-40.87,-322.36
1885.5,51.58509,-40.7,-320.15
1885.55,51.59084,-39.464,-309.39
1885.6,51.5963,-42.078,-330.53
1885.65,51.60061,-41.679,-328.41
1885.7,51.60589,-41.801,-327.64
1885.75,51.61215,-40.752,-319.69
1885.8,51.61767,-39.983,-314.4
1885.85,51.6235,-39.81,-311.04
1885.9,51.62913,-39.665,-311.18
1885.95,51.63513,-38.237,-299.79
1886,51.64046,-39.183,-307.26
1886.05,51.64585,-40.185,-317.01
1886.1,51.6514,-40.53,-317.3
1886.15,51.65723,-40.207,-317.81
1886.2,51.66244,-39.007,-308.37
1886.25,51.66831,-37.614,-293.77
1886.3,51.67455,-37.633,-293.67
1886.35,51.67955,-38.41,-303.32
1886.4,51.68396,-38.974,-304.75
1886.45,51.68885,-39.211,-306.22
1886.5,51.6949,-39.515,-307.64
1886.55,51.7012,-37.765,-294.37
1886.6,51.70766,-38.38,-300.09
1886.65,51.71303,-39.833,-312.97
1886.7,51.71927,-37.607,-294.37
1886.75,51.72513,-37.37,-292.05
1886.8,51.731,-39.518,-309.13
1886.85,51.73673,-38.412,-301.17
1886.9,51.74209,-36.845,-287.93
1886.95,51.74752,-38.884,-304.09
1887,51.75366,-38.071,-295.48
1887.05,51.75881,-38.574,-302.4
1887.1,51.76516,-37.436,-292.55
1887.15,51.77017,-38.073,-298.71
1887.2,51.77608,-39.14,-305.52
1887.25,51.78166,-42.109,-329.12
1887.3,51.78815,-40.903,-320.48
1887.35,51.79323,-38.673,-302.81
1887.4,51.79846,-40.027,-313.36
1887.45,51.80431,-39.223,-309.51
1887.5,51.80984,-38.908,-304.99
1887.55,51.8153,-39.012,-305.69
1887.6,51.82068,-38.99,-306.58
1887.65,51.8263,-37.798,-295.51
1887.7,51.83217,-40.051,-312.88
1887.75,51.83799,-41.118,-322.16
1887.8,51.84222,-39.871,-312.4
1887.85,51.84766,-40.171,-315.32
1887.9,51.85237,-38.621,-302.6
1887.95,51.85731,-39.895,-313.22
1888,51.86207,-39.299,-307.05
1888.05,51.86761,-40.808,-319.36
1888.1,51.87395,-40.431,-316.28
1888.15,51.87878,-39.575,-308.86
1888.2,51.88465,-39.112,-305.87
1888.25,51.89035,-37.324,-292.03
1888.3,51.8952,-39.672,-310.88
1888.35,51.9004,-39.904,-313.36
1888.4,51.90618,-38.845,-303.71
1888.45,51.91169,-39.089,-305.4
1888.5,51.91651,-40.209,-315.32
1888.55,51.92186,-39.694,-309.81
1888.6,51.92747,-39.015,-306.73
1888.65,51.93388,-40.009,-313.1
1888.7,51.93892,-37.792,-295.28
1888.75,51.94424,-39.883,-312.49
1888.8,51.94964,-39.346,-307.45
1888.85,51.95547,-40.282,-315.58
1888.9,51.96066,-39.589,-310.55
1888.95,51.96552,-39.814,-311.83
1889,51.97106,-37.974,-296.68
1889.05,51.97589,-38.257,-299.95
1889.1,51.98196,-37.869,-295.51
1889.15,51.9888,-38.135,-299.55
1889.2,51.99467,-38.323,-301.36
1889.25,51.99971,-38.3,-298.6
1889.3,52.00549,-40.071,-314.39
1889.35,52.01106,-39.464,-309.42
1889.4,52.01634,-40.173,-315.94
1889.45,52.02238,-39.904,-312.65
1889.5,52.02883,-40.932,-321.73
1889.55,52.03371,-38.684,-303.03
1889.6,52.03916,-41.39,-323.52
1889.65,52.04432,-40.191,-314.61
1889.7,52.04963,-39.816,-312.8
1889.75,52.05517,-41.06,-322.52
1889.8,52.06048,-40.126,-314.41
1889.85,52.06609,-41.145,-322.03
1889.9,52.07225,-41.735,-327.79
1889.95,52.0782,-39.647,-310.41
1890,52.08407,-37.183,-291.06
1890.05,52.08947,-38.876,-305.13
1890.1,52.09664,-39.439,-310.73
1890.15,52.10196,-38.91,-305.16
1890.2,52.10848,-39.155,-307.15
1890.25,52.11389,-38.631,-303.02
1890.3,52.11979,-39.713,-311.79
1890.35,52.12483,-39.566,-310.19
1890.4,52.12939,-37.656,-295.06
1890.45,52.13348,-38.956,-304.74
1890.5,52.14026,-39.81,-313.15
1890.55,52.14563,-39.843,-311.26
1890.6,52.15198,-39.073,-306.35
1890.65,52.15709,-39.317,-308.23
1890.7,52.16224,-38.998,-304.73
1890.75,52.1683,-37.908,-297.67
1890.8,52.17318,-39.219,-308.32
1890.85,52.17942,-39.965,-313.56
1890.9,52.18523,-38.905,-305.13
1890.95,52.18991,-38.095,-300.26
1891,52.19493,-39.292,-308.43
1891.05,52.20092,-38.457,-300.39
1891.1,52.20673,-40.66,-317.75
1891.15,52.21164,-39.052,-304.79
1891.2,52.21549,-39.893,-312.79
1891.25,52.22095,-39.462,-310.52
1891.3,52.22734,-39.963,-313.87
1891.35,52.2332,-37.784,-297.26
1891.4,52.23826,-36.566,-286.7
1891.45,52.24325,-39.251,-308.81
1891.5,52.24967,-40.838,-321.61
1891.55,52.25505,-38.942,-305.7
1891.6,52.26062,-38.359,-300.27
1891.65,52.26613,-39.018,-306.62
1891.7,52.27098,-39.56,-311.43
1891.75,52.27648,-39.843,-312.71
1891.8,52.2818,-37.934,-297.05
1891.85,52.28713,-37.561,-295.93
1891.9,52.29165,-37.466,-294.68
1891.95,52.29574,-36.752,-289.42
1892,52.30121,-40.495,-316.54
1892.05,52.30674,-40.099,-315.1
1892.1,52.31057,-38.92,-307.57
1892.15,52.31529,-39.855,-313.57
1892.2,52.32115,-39.03,-305.28
1892.25,52.3257,-39.221,-306.47
1892.3,52.33017,-39.887,-311.22
1892.35,52.33464,-39.324,-308.49
1892.4,52.34015,-39.734,-312.65
1892.45,52.34484,-38.327,-299.89
1892.5,52.35051,-38.523,-302.65
1892.55,52.35546,-36.879,-288.3
1892.6,52.36033,-37.359,-291.45
1892.65,52.36547,-39.77,-311.78
1892.7,52.37111,-37.774,-297.31
1892.75,52.37569,-39.274,-306.84
1892.8,52.38094,-39.884,-312.22
1892.85,52.38567,-39.325,-308.37
1892.9,52.39099,-38.765,-304.53
1892.95,52.39706,-38.779,-303.42
1893,52.40181,-40.245,-315.37
1893.05,52.40801,-39.023,-306.35
1893.1,52.41275,-39.306,-307.59
1893.15,52.41774,-39.131,-305
1893.2,52.42315,-38.011,-298.99
1893.25,52.42727,-38.123,-298.77
1893.3,52.43134,-39.571,-311.26
1893.35,52.43664,-40.445,-317.29
1893.4,52.44172,-40.552,-317.87
1893.45,52.44646,-38.933,-306.81
1893.5,52.4508,-37.899,-299.58
1893.55,52.45641,-37.269,-293.19
1893.6,52.46122,-38.004,-297.65
1893.65,52.4657,-38.356,-300.76
1893.7,52.47025,-38.529,-302.21
1893.75,52.47566,-38.223,-299.38
1893.8,52.48012,-37.18,-291.91
1893.85,52.48507,-36.254,-283.28
1893.9,52.4891,-38.826,-304.36
1893.95,52.49395,-39.124,-305.75
1894,52.49861,-39.054,-306.84
1894.05,52.50324,-39.571,-310.41
1894.1,52.50832,-40.008,-314.61
1894.15,52.51249,-39.512,-310.53
1894.2,52.51744,-39.482,-310.11
1894.25,52.52184,-39.452,-309.69
1894.3,52.52635,-37.524,-293.7
1894.35,52.53108,-38.327,-300.95
1894.4,52.53603,-40.425,-316.07
1894.45,52.54181,-39.408,-308.84
1894.5,52.54713,-37.021,-289.74
1894.55,52.55288,-39.321,-308.52
1894.6,52.55757,-37.403,-292.79
1894.65,52.5618,-38.172,-299.49
1894.7,52.56687,-36.78,-287.37
1894.75,52.57208,-39.17,-307.66
1894.8,52.5762,-37.966,-297.52
1894.85,52.58039,-38.634,-302.81
1894.9,52.58557,-38.908,-305.29
1894.95,52.59103,-37.542,-294.66
1895,52.59623,-36.153,-283.28
1895.05,52.60009,-37.526,-293.48
1895.1,52.60587,-38.826,-304.18
1895.15,52.61079,-39.803,-312.1
1895.2,52.61556,-40.11,-314.6
1895.25,52.62063,-39.06,-304.9
1895.3,52.62565,-40.555,-316.67
1895.35,52.63081,-38.723,-303.16
1895.4,52.63617,-37.884,-296.76
1895.45,52.64011,-40.754,-318.84
1895.5,52.64482,-40.247,-315.97
1895.55,52.6495,-37.675,-294.83
1895.6,52.65441,-40.427,-318.65
1895.65,52.65952,-40.175,-314.68
1895.7,52.66405,-39.595,-310.56
1895.75,52.66853,-39.876,-312.69
1895.8,52.67362,-38.893,-303.59
1895.85,52.67892,-39.289,-307.59
1895.9,52.68378,-39.798,-311.63
1895.95,52.68833,-40.912,-322.41
1896,52.69324,-40.042,-314.36
1896.05,52.69718,-39.008,-305.86
1896.1,52.70165,-39.563,-310.66
1896.15,52.70714,-38.948,-303.94
1896.2,52.71166,-38.17,-298.31
1896.25,52.71629,-38.46,-300.56
1896.3,52.72122,-39.04,-304.86
1896.35,52.72601,-41.013,-320.82
1896.4,52.73135,-39.889,-313.96
1896.45,52.73596,-38.801,-304.94
1896.5,52.74091,-39.763,-313.14
1896.55,52.74618,-38.148,-298.3
1896.6,52.75096,-40.381,-317.33
1896.65,52.75739,-38.302,-299.33
1896.7,52.76204,-37.634,-294.63
1896.75,52.76778,-38.199,-298.94
1896.8,52.77284,-39.518,-309.11
1896.85,52.77752,-38.352,-299.17
1896.9,52.78192,-37.342,-291.87
1896.95,52.78645,-39.21,-308.63
1897,52.79162,-39.633,-309.23
1897.05,52.79596,-38.185,-299.09
1897.1,52.80047,-38.171,-300.07
1897.15,52.80554,-38.311,-300.82
1897.2,52.81029,-38.712,-302.39
1897.25,52.81439,-39.015,-304.16
1897.3,52.81944,-39.064,-306.01
1897.35,52.82502,-38.472,-301.11
1897.4,52.82944,-39.07,-306.74
1897.45,52.83401,-39.045,-305.98
1897.5,52.83939,-38.85,-305.02
1897.55,52.84378,-39.159,-308.35
1897.6,52.84892,-39.069,-306.71
1897.65,52.85404,-37.075,-291.22
1897.7,52.85892,-36.619,-286.12
1897.75,52.86405,-38.968,-304.31
1897.8,52.86953,-38.399,-300.62
1897.85,52.87417,-37.721,-295.76
1897.9,52.87931,-39.138,-306.99
1897.95,52.88408,-37.884,-296.63
1898,52.88884,-38.483,-303.88
1898.05,52.89332,-38.395,-301.7
1898.1,52.89877,-37.083,-290.69
1898.15,52.90353,-37.36,-291.81
1898.2,52.909,-40.656,-318.16
1898.25,52.91302,-39.104,-306.29
1898.3,52.91651,-38.893,-303.84
1898.35,52.92068,-39.428,-309.26
1898.4,52.9258,-38.754,-303.7
1898.45,52.93024,-37.748,-296.41
1898.5,52.93544,-37.227,-290.38
1898.55,52.93989,-38.789,-303.2
1898.6,52.94538,-39.489,-307.81
1898.65,52.94998,-38.48,-302.15
1898.7,52.95538,-38.508,-301.05
1898.75,52.96075,-37.329,-291.72
1898.8,52.96562,-40.827,-319.86
1898.85,52.97007,-38.659,-302.57
1898.9,52.97469,-38.725,-304.52
1898.95,52.97939,-39.833,-314.35
1899,52.98381,-40.409,-317.74
1899.05,52.98842,-39.603,-311.76
1899.1,52.99283,-38.361,-302.27
1899.15,52.99801,-38.596,-302.15
1899.2,53.00264,-39.371,-309.74
1899.25,53.0084,-37.753,-293.83
1899.3,53.01361,-37.94,-298.1
1899.35,53.01951,-37.621,-294.1
1899.4,53.02445,-38.312,-300.54
1899.45,53.02991,-38.197,-298.57
1899.5,53.03479,-39.857,-313.13
1899.55,53.03985,-38.644,-302.51
1899.6,53.04411,-37.499,-294.17
1899.65,53.04907,-39.311,-306.65
1899.7,53.05515,-39.932,-312.6
1899.75,53.05982,-39.138,-305.65
1899.8,53.06397,-39.121,-305.85
1899.85,53.0691,-38.972,-305.6
1899.9,53.07391,-38.146,-298.81
1899.95,53.0787,-37.779,-296.86
1900,53.08348,-37.448,-293.2
1900.05,53.08765,-38.676,-302.13
1900.1,53.09224,-38.004,-297.84
1900.15,53.09694,-38.328,-300.4
1900.2,53.1019,-40.912,-320.93
1900.25,53.1075,-38.764,-303.35
1900.3,53.11189,-40.589,-318.15
1900.35,53.11663,-37.845,-295.45
1900.4,53.12209,-37.48,-294.22
1900.45,53.12664,-38.322,-299.52
1900.5,53.13016,-39.352,-306.39
1900.55,53.13567,-39.526,-309.11
1900.6,53.1409,-40.215,-314.92
1900.65,53.14523,-38.61,-300.89
1900.7,53.15005,-40.203,-315.51
1900.75,53.15571,-39.595,-310.26
1900.8,53.15998,-39.262,-308.45
1900.85,53.16594,-38.206,-299.27
1900.9,53.17025,-40.451,-317.54
1900.95,53.17527,-39.778,-312
1901,53.18032,-37.672,-294.36
1901.05,53.18419,-36.361,-284.77
1901.1,53.18943,-37.897,-296.2
1901.15,53.19449,-36.447,-284.1
1901.2,53.20004,-39.831,-310.95
1901.25,53.20484,-38.436,-299.76
1901.3,53.2099,-38.544,-301.95
1901.35,53.21546,-37.984,-297.58
1901.4,53.22045,-38.236,-298.94
1901.45,53.22459,-37.763,-294.86
1901.5,53.2292,-37.347,-291.38
1901.55,53.23449,-37.621,-294.67
1901.6,53.23869,-39.261,-307.67
1901.65,53.24401,-39.739,-311.16
1901.7,53.24858,-38.462,-301.17
1901.75,53.25435,-38.288,-300.13
1901.8,53.2594,-39.076,-305.94
1901.85,53.26329,-39.747,-311.76
1901.9,53.26868,-39.602,-309.9
1901.95,53.27388,-40.284,-316.45
1902,53.27947,-38.423,-302
1902.05,53.28414,-37.967,-297.57
1902.1,53.28935,-38.131,-297.98
1902.15,53.2937,-39.147,-306.65
1902.2,53.29776,-40.273,-315.23
1902.25,53.30217,-41.205,-322.37
1902.3,53.30711,-40.058,-314.01
1902.35,53.31099,-37.454,-292.97
1902.4,53.31578,-37.125,-290.58
1902.45,53.32051,-38.363,-298.95
1902.5,53.32474,-40.148,-312.81
1902.55,53.33008,-40.164,-314.24
1902.6,53.33496,-40.182,-314.22
1902.65,53.33972,-38.591,-301.44
