# DESCRIPTION:
# Reference: Gkinis, Vasileios; Vinther, Bo Møllesøe; Popp, Trevor J; et al. (2021): A 120,000-year long climate record from a NW-Greenland deep ice core at ultra-high resolution. Scientific Data, 8, 141, https://doi.org/10.1038/s41597-021-00916-9.
# Data from: https://doi.org/10.1594/PANGAEA.925552. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Ages for 60.20567 ka b2k and earlier have been added using the age model from Rasmussen et al., 2013: https://doi.org/10.5194/cp-9-2713-2013, data accessed from https://www.iceandclimate.nbi.ku.dk/data/.

Depth ice/snow [m],Age [ka b2k] (GICC05),δ18O H2O [‰ SMOW],δD H2O [‰ SMOW]
1239.55,8.35721,-34.518,-268.49
1239.6,8.35756,-33.446,-258.97
1239.65,8.35791,-33.288,-257.33
1239.7,8.35867,-34.148,-265.29
1239.75,8.35939,-34.52,-267.58
1239.8,8.36003,-34.651,-268.64
1239.85,8.36081,-34.719,-270.81
1239.9,8.36142,-33.194,-256.55
1239.95,8.36198,-32.812,-251.73
1240,8.3625,-34.668,-267.1
1240.05,8.36301,-35.049,-269.87
1240.1,8.36363,-34.553,-264.96
1240.15,8.36425,-35.306,-273.75
1240.2,8.36487,-35.094,-271.06
1240.25,8.3656,-34.644,-268.08
1240.3,8.3665,-34.439,-265.9
1240.35,8.3674,-34.235,-263.14
1240.4,8.36806,-32.867,-252.46
1240.45,8.36836,-33.18,-255.99
1240.5,8.36865,-33.183,-255.82
1240.55,8.36895,-32.077,-245.46
1240.6,8.36972,-32.651,-252.65
1240.65,8.37026,-32.545,-250.85
1240.7,8.37065,-32.135,-246.28
1240.75,8.37108,-33.364,-256.92
1240.8,8.37196,-33.553,-257.63
1240.85,8.37254,-33.482,-257.62
1240.9,8.37315,-33.066,-253.24
1240.95,8.37402,-34.427,-265.61
1241,8.37458,-35.852,-276.96
1241.05,8.37539,-34.977,-269.47
1241.1,8.37634,-34.432,-266.36
1241.15,8.3769,-34.914,-270.09
1241.2,8.37773,-35.289,-273.62
1241.25,8.37885,-34.725,-268.46
1241.3,8.37954,-34.543,-267.61
1241.35,8.38023,-35.136,-272.66
1241.4,8.38109,-35.978,-279.56
1241.45,8.38177,-35.548,-275.93
1241.5,8.38252,-34.716,-268.5
1241.55,8.38329,-33.123,-255.01
1241.6,8.38406,-32.098,-246.61
1241.65,8.38483,-31.894,-244.28
1241.7,8.38569,-32.982,-253.81
1241.75,8.38657,-34.939,-269.55
1241.8,8.3874,-35.163,-270.12
1241.85,8.38819,-35.642,-274.94
1241.9,8.38906,-35.198,-272.46
1241.95,8.38983,-33.295,-257.03
1242,8.3904,-31.843,-246.01
1242.05,8.39092,-31.831,-244.02
1242.1,8.39131,-34.59,-268.82
1242.15,8.39167,-35.83,-277.93
1242.2,8.39205,-34.479,-266.73
1242.25,8.39267,-31.086,-237.09
1242.3,8.39336,-31.855,-246.04
1242.35,8.39413,-33.495,-259.59
1242.4,8.3949,-34.052,-264.2
1242.45,8.39545,-33.407,-257.55
1242.5,8.39596,-33.709,-260.17
1242.55,8.39644,-32.964,-253.28
1242.6,8.39692,-32.571,-249.09
1242.65,8.39739,-34.602,-269.2
1242.7,8.39787,-34.053,-263.53
1242.75,8.3984,-33.192,-256.31
1242.8,8.39896,-34.532,-268.61
1242.85,8.39964,-34.014,-262.48
1242.9,8.40037,-33.428,-258.05
1242.95,8.4011,-33.412,-258.5
1243,8.40166,-33.073,-255.35
1243.05,8.40222,-34.117,-264.79
1243.1,8.40278,-34.688,-269.54
1243.15,8.40324,-34.023,-263.01
1243.2,8.40362,-34.448,-265.66
1243.25,8.40401,-35.966,-278.34
1243.3,8.40445,-35.518,-274.94
1243.35,8.40489,-35.341,-274.13
1243.4,8.40578,-36.102,-280.32
1243.45,8.40669,-34.597,-266.3
1243.5,8.40757,-33.8,-260.84
1243.55,8.4084,-34.191,-266.18
1243.6,8.40919,-33.508,-259.77
1243.65,8.41006,-33.492,-261.3
1243.7,8.41074,-32.445,-250.5
1243.75,8.4113,-32.476,-252.15
1243.8,8.41177,-32.937,-255.53
1243.85,8.4124,-33.204,-256.2
1243.9,8.41312,-34.468,-267.43
1243.95,8.41363,-34.096,-262.81
1244,8.41419,-33.862,-262.31
1244.05,8.41488,-33.038,-254.87
1244.1,8.41551,-32.084,-247.14
1244.15,8.41618,-32.162,-247.06
1244.2,8.41704,-34.389,-265.91
1244.25,8.41766,-35.157,-271.44
1244.3,8.41831,-35.183,-272.5
1244.35,8.41899,-34.678,-268.49
1244.4,8.41976,-33.868,-262.02
1244.45,8.42039,-32.37,-254.39
1244.5,8.42095,-33.459,-259.71
1244.55,8.42151,-32.925,-254.16
1244.6,8.42213,-33.384,-259.15
1244.65,8.42311,-32.956,-255.22
1244.7,8.42379,-32.361,-250.82
1244.75,8.42486,-32.548,-250.14
1244.8,8.42578,-33.914,-262.76
1244.85,8.42693,-33.866,-260.94
1244.9,8.42765,-34.157,-264.12
1244.95,8.42825,-35.626,-276.21
1245,8.42876,-35.771,-277.94
1245.05,8.42933,-34.675,-268.31
1245.1,8.42995,-34.04,-262.36
1245.15,8.43063,-34.819,-269.47
1245.2,8.43126,-33.783,-260.93
1245.25,8.43182,-33.282,-256.38
1245.3,8.43247,-35.018,-271.07
1245.35,8.43315,-36.058,-279.47
1245.4,8.43384,-36.314,-282.64
1245.45,8.43436,-34.752,-267.86
1245.5,8.43484,-34.349,-264.62
1245.55,8.43525,-35.11,-272.04
1245.6,8.43564,-33.372,-257.41
1245.65,8.43603,-31.68,-244.16
1245.7,8.43655,-30.092,-231.27
1245.75,8.43706,-30.712,-237.46
1245.8,8.43753,-32.541,-252.83
1245.85,8.43801,-32.309,-250.58
1245.9,8.4387,-32.97,-255.88
1245.95,8.43934,-33.472,-258.01
1246,8.43996,-34.14,-263.83
1246.05,8.44054,-34.964,-273.22
1246.1,8.44115,-34.458,-267.62
1246.15,8.44186,-33.705,-261.05
1246.2,8.44236,-33.771,-260.54
1246.25,8.44282,-34.482,-267.08
1246.3,8.44339,-33.202,-255.4
1246.35,8.44402,-32.829,-252.88
1246.4,8.44455,-33.153,-256.61
1246.45,8.44507,-32.779,-252.51
1246.5,8.44553,-32.959,-254.36
1246.55,8.44598,-32.946,-255.13
1246.6,8.44662,-32.398,-249.71
1246.65,8.44732,-33.736,-260.91
1246.7,8.44818,-34.472,-267.33
1246.75,8.44938,-34.766,-268.4
1246.8,8.45034,-35.358,-273.13
1246.85,8.45108,-34.593,-267.42
1246.9,8.45157,-32.796,-251.89
1246.95,8.45206,-32.559,-252.09
1247,8.45252,-32.115,-247.02
1247.05,8.45297,-31.707,-242.9
1247.1,8.454,-32.523,-251.86
1247.15,8.45449,-33.061,-256
1247.2,8.45498,-34.159,-265.34
1247.25,8.45561,-35.689,-279.07
1247.3,8.45636,-34.82,-270.92
1247.35,8.45719,-33.093,-254.4
1247.4,8.45783,-33.454,-257.94
1247.45,8.45833,-33.288,-257.98
1247.5,8.45879,-32.79,-254.02
1247.55,8.45931,-32.397,-250.9
1247.6,8.45989,-32.533,-251.26
1247.65,8.46074,-32.193,-247.65
1247.7,8.46191,-32.94,-253.59
1247.75,8.46259,-34.047,-264.89
1247.8,8.46323,-32.745,-251.18
1247.85,8.46387,-32.461,-251.29
1247.9,8.46446,-32.882,-254.55
1247.95,8.46504,-33.646,-261.15
1248,8.46562,-33.413,-258.91
1248.05,8.46628,-33.076,-256.35
1248.1,8.46708,-32.538,-251.03
1248.15,8.46787,-32.889,-254.9
1248.2,8.46849,-33.253,-256.95
1248.25,8.46911,-34.286,-264.41
1248.3,8.47001,-34.784,-270.29
1248.35,8.47059,-34.17,-264.54
1248.4,8.47121,-33.721,-262.28
1248.45,8.47192,-32.607,-251.44
1248.5,8.47271,-32.706,-252
1248.55,8.47345,-34.619,-268.44
1248.6,8.47414,-34.412,-266.34
1248.65,8.47478,-33.715,-260.34
1248.7,8.47535,-34.03,-263.38
1248.75,8.47588,-35.253,-273.83
1248.8,8.47641,-35.891,-278.42
1248.85,8.47694,-34.682,-266.78
1248.9,8.47752,-33.815,-260.6
1248.95,8.47816,-33.872,-262.08
1249,8.47907,-34.272,-266.97
1249.05,8.47998,-32.187,-248.18
1249.1,8.48062,-33.085,-256.02
1249.15,8.48144,-33.321,-256.63
1249.2,8.4826,-33.587,-258.86
1249.25,8.48349,-34.803,-269.48
1249.3,8.48418,-34.963,-270.86
1249.35,8.48481,-33.54,-258.05
1249.4,8.48565,-32.813,-252.57
1249.45,8.48633,-34.54,-266.97
1249.5,8.48686,-35.763,-276.82
1249.55,8.48747,-36.554,-282.91
1249.6,8.48811,-36.942,-287.17
1249.65,8.48874,-35.518,-273.72
1249.7,8.48938,-34.51,-265.86
1249.75,8.49002,-34.606,-267.7
1249.8,8.49066,-34.443,-265.71
1249.85,8.49142,-34.593,-267.67
1249.9,8.4922,-35.055,-273.16
1249.95,8.49273,-33.973,-262.45
1250,8.49352,-33.898,-263.88
1250.05,8.49444,-33.454,-258.49
1250.1,8.49521,-33.497,-259.95
1250.15,8.49592,-32.79,-254.56
1250.2,8.49651,-32.311,-249.66
1250.25,8.49711,-33.069,-257.08
1250.3,8.49782,-33.944,-263.97
1250.35,8.49848,-34.007,-263.44
1250.4,8.49913,-34.413,-267.05
1250.45,8.49984,-34.201,-264.78
1250.5,8.5007,-33.883,-262.2
1250.55,8.50154,-33.024,-253.69
1250.6,8.50227,-32.939,-252.85
1250.65,8.50291,-33.604,-259.26
1250.7,8.50345,-34.493,-266.85
1250.75,8.50399,-33.725,-260.9
1250.8,8.50456,-34.351,-265.72
1250.85,8.5051,-35.05,-271.2
1250.9,8.5055,-33.221,-255.63
1250.95,8.5059,-31.813,-243.96
1251,8.50643,-33.765,-263.04
1251.05,8.50701,-34.07,-263.73
1251.1,8.5075,-34.235,-264.83
1251.15,8.50799,-34.014,-262.11
1251.2,8.5087,-34.016,-264.95
1251.25,8.50924,-33.067,-257.12
1251.3,8.50967,-32.964,-255.09
1251.35,8.51016,-33.318,-258.62
1251.4,8.51087,-33.022,-255.54
1251.45,8.51165,-32.428,-249.8
1251.5,8.51232,-33.176,-255.96
1251.55,8.5129,-33.023,-254.61
1251.6,8.51338,-32.314,-249.01
1251.65,8.51384,-32.679,-252.18
1251.7,8.51441,-32.43,-248.67
1251.75,8.51504,-32.019,-246.84
1251.8,8.51564,-31.118,-237.9
1251.85,8.51638,-32.62,-251.37
1251.9,8.51721,-34.009,-263.17
1251.95,8.51782,-34.273,-264.89
1252,8.51836,-33.902,-259.81
1252.05,8.51887,-34.451,-264.33
1252.1,8.51999,-34.905,-269.23
1252.15,8.52073,-34.962,-269.82
1252.2,8.52203,-34.582,-266.92
1252.25,8.52277,-34.621,-268.34
1252.3,8.52357,-34.028,-262.75
1252.35,8.5242,-34.243,-263.82
1252.4,8.52462,-35.492,-274.34
1252.45,8.52505,-35.238,-271.55
1252.5,8.52564,-34.828,-267.98
1252.55,8.52624,-34.503,-266.32
1252.6,8.52688,-34.654,-268.41
1252.65,8.52743,-35.876,-278.79
1252.7,8.52796,-35.891,-279.19
1252.75,8.52885,-34.221,-265.92
1252.8,8.52966,-33.196,-257.33
1252.85,8.53041,-32.621,-251.81
1252.9,8.53111,-31.791,-243.26
1252.95,8.53175,-32.122,-247.97
1253,8.53255,-33.035,-256.05
1253.05,8.5334,-33.352,-257.12
1253.1,8.53418,-34.427,-266.48
1253.15,8.53489,-34.069,-261.33
1253.2,8.53559,-34.392,-265.45
1253.25,8.53627,-35.032,-271.1
1253.3,8.53691,-35.292,-274.13
1253.35,8.53739,-34.321,-265.4
1253.4,8.53785,-32.631,-251.08
1253.45,8.53839,-33.638,-260.45
1253.5,8.53897,-34.858,-270.11
1253.55,8.53967,-33.107,-255.14
1253.6,8.54028,-32.005,-246.19
1253.65,8.54081,-33.132,-256.35
1253.7,8.54141,-35.277,-272.72
1253.75,8.54204,-35.781,-277
1253.8,8.54258,-34.521,-265.65
1253.85,8.54312,-33.733,-258.73
1253.9,8.5437,-34.416,-264.56
1253.95,8.54434,-34.544,-265.6
1254,8.54504,-33.695,-259.75
1254.05,8.54557,-32.365,-248.85
1254.1,8.54613,-32.672,-251.37
1254.15,8.54684,-34.446,-267.33
1254.2,8.54749,-35.405,-274.15
1254.25,8.54816,-34.612,-267.29
1254.3,8.54896,-33.608,-258.45
1254.35,8.54961,-33.295,-256.96
1254.4,8.5502,-33.078,-254.42
1254.45,8.55074,-33.017,-253.91
1254.5,8.55125,-32.945,-254.05
1254.55,8.55174,-32.729,-252.74
1254.6,8.55233,-32.528,-251.17
1254.65,8.55304,-32.985,-255.58
1254.7,8.55384,-32.132,-247.01
1254.75,8.55451,-31.908,-243.57
1254.8,8.55519,-33.286,-255.96
1254.85,8.55598,-33.625,-258.03
1254.9,8.55689,-33.415,-256.7
1254.95,8.55747,-33.711,-259.15
1255,8.558,-35.417,-274.17
1255.05,8.55871,-35.228,-271.78
1255.1,8.55927,-33.498,-256.81
1255.15,8.55972,-34.139,-262.87
1255.2,8.56018,-35.314,-273.39
1255.25,8.56064,-34.937,-269.63
1255.3,8.56121,-33.42,-257.6
1255.35,8.56224,-33.63,-260.87
1255.4,8.5631,-32.677,-251.81
1255.45,8.56374,-30.571,-234.47
1255.5,8.56432,-31.089,-238.78
1255.55,8.56485,-34.348,-266.52
1255.6,8.56576,-33.59,-257.34
1255.65,8.56638,-34.656,-267.68
1255.7,8.56687,-35.337,-273.07
1255.75,8.56747,-35.216,-271.94
1255.8,8.56815,-33.787,-260.58
1255.85,8.56904,-31.635,-243.74
1255.9,8.56962,-32.144,-248.03
1255.95,8.57032,-33.007,-256.48
1256,8.57115,-33.225,-257.27
1256.05,8.57173,-33.353,-258.76
1256.1,8.57248,-33.078,-255.74
1256.15,8.57339,-32.582,-252.6
1256.2,8.5743,-32.026,-246.92
1256.25,8.57515,-31.556,-241.21
1256.3,8.57579,-33.564,-259.4
1256.35,8.57639,-34.793,-269.29
1256.4,8.57697,-33.85,-263.45
1256.45,8.57746,-31.771,-244
1256.5,8.57795,-32.037,-246.41
1256.55,8.57848,-32.546,-250.73
1256.6,8.57901,-32.493,-250.1
1256.65,8.57944,-34.246,-264.27
1256.7,8.57986,-34.254,-264.49
1256.75,8.58036,-33.687,-260.25
1256.8,8.58089,-33.725,-260.81
1256.85,8.58173,-32.845,-253.24
1256.9,8.58246,-30.712,-234.09
1256.95,8.58313,-32.685,-252.82
1257,8.58394,-33.953,-263.19
1257.05,8.58466,-33.275,-256.35
1257.1,8.58526,-32.091,-245.82
1257.15,8.58576,-33.401,-258.12
1257.2,8.58637,-34.681,-268.36
1257.25,8.58725,-33.628,-258.55
1257.3,8.58847,-32.93,-251.29
1257.35,8.58933,-36.713,-287.17
1257.4,8.59024,-36.909,-287.62
1257.45,8.59074,-34.543,-266.61
1257.5,8.59151,-32.557,-250.37
1257.55,8.59227,-32.582,-252.55
1257.6,8.59277,-32.434,-251.32
1257.65,8.59334,-31.488,-242.3
1257.7,8.59399,-32.003,-246.16
1257.75,8.5947,-33.266,-256.95
1257.8,8.59563,-33.922,-262.1
1257.85,8.59653,-35.294,-274.95
1257.9,8.5973,-33.75,-259.06
1257.95,8.59801,-32.932,-253.74
1258,8.59873,-32.918,-253.12
1258.05,8.59937,-33.32,-257.31
1258.1,8.59995,-33.727,-260.24
1258.15,8.60046,-33.682,-260.66
1258.2,8.60095,-33.499,-258.49
1258.25,8.60173,-33.694,-260
1258.3,8.60233,-32.514,-250.15
1258.35,8.60283,-32.367,-249.44
1258.4,8.6037,-33.42,-258.04
1258.45,8.60439,-34.255,-263.82
1258.5,8.60493,-35.366,-273.99
1258.55,8.60607,-34.977,-271.22
1258.6,8.60678,-33.703,-260.45
1258.65,8.60741,-31.343,-239.34
1258.7,8.608,-31.68,-242.98
1258.75,8.60864,-32.965,-253.02
1258.8,8.60929,-34.842,-269.52
1258.85,8.60993,-36.001,-279.23
1258.9,8.61064,-34.175,-263.59
1258.95,8.6114,-32.828,-254.17
1259,8.61217,-32.319,-249.05
1259.05,8.61281,-33.791,-261.21
1259.1,8.61366,-34.144,-263.77
1259.15,8.61445,-34.278,-266.15
1259.2,8.61515,-33.829,-261.01
1259.25,8.6158,-33.689,-258.96
1259.3,8.6164,-34.3,-265.01
1259.35,8.61699,-34.395,-265.37
1259.4,8.6177,-35.053,-270.43
1259.45,8.61854,-35.605,-275.54
1259.5,8.61932,-35.487,-273.38
1259.55,8.61997,-34.868,-269.01
1259.6,8.62036,-33.431,-256.89
1259.65,8.62074,-33.009,-254.97
1259.7,8.62116,-32.513,-249.94
1259.75,8.62165,-33.894,-262.01
1259.8,8.62249,-34.675,-268.71
1259.85,8.62349,-33.059,-254.44
1259.9,8.62423,-31.874,-244.53
1259.95,8.62502,-32.615,-251.28
1260,8.6254,-32.817,-253.58
1260.05,8.62578,-33.333,-257.22
1260.1,8.62638,-33.705,-259.5
1260.15,8.62718,-33.477,-258.68
1260.2,8.62772,-33.04,-255.71
1260.25,8.62834,-32.591,-251.22
1260.3,8.62908,-32.468,-251.67
1260.35,8.63007,-32.091,-247.1
1260.4,8.63053,-32.787,-253.67
1260.45,8.63099,-33.241,-255.59
1260.5,8.6319,-34.569,-266.28
1260.55,8.63258,-35.063,-271.12
1260.6,8.63317,-34.67,-269.56
1260.65,8.63367,-32.532,-250.83
1260.7,8.63431,-31.627,-242.12
1260.75,8.6352,-32.58,-250.89
1260.8,8.63601,-33.326,-258.85
1260.85,8.63719,-33.354,-257
1260.9,8.638,-34.279,-264.26
1260.95,8.63904,-34.914,-269.27
1261,8.63969,-33.515,-258.58
1261.05,8.64033,-31.601,-243.03
1261.1,8.64098,-31.378,-242.34
1261.15,8.64157,-32.177,-247.46
1261.2,8.64214,-33.054,-253.99
1261.25,8.64268,-35.34,-273.42
1261.3,8.64329,-35.169,-272.19
1261.35,8.64401,-33.15,-255.97
1261.4,8.64465,-31.578,-242.31
1261.45,8.64533,-31.213,-239.87
1261.5,8.64608,-33.197,-258.02
1261.55,8.64727,-33.676,-260.46
1261.6,8.64817,-34.084,-262.21
1261.65,8.64897,-35.634,-277.44
1261.7,8.64962,-34.328,-266.02
1261.75,8.65054,-32.096,-248.02
1261.8,8.65146,-32.014,-245.72
1261.85,8.65225,-32.65,-251.34
1261.9,8.65324,-32.185,-247.61
1261.95,8.65403,-30.306,-230.93
1262,8.65461,-34.386,-266.08
1262.05,8.65521,-34.141,-262.54
1262.1,8.65585,-34.146,-264.56
1262.15,8.65698,-34.52,-267.73
1262.2,8.6577,-34.881,-272.12
1262.25,8.65853,-34.534,-269.47
1262.3,8.65939,-32.991,-254.88
1262.35,8.66019,-31.608,-242.59
1262.4,8.66099,-32.303,-249.51
1262.45,8.66137,-33.183,-256.48
1262.5,8.66175,-33.097,-254.94
1262.55,8.66219,-32.128,-246.15
1262.6,8.66277,-33.553,-259.25
1262.65,8.66348,-34.547,-266.58
1262.7,8.66423,-33.395,-258.49
1262.75,8.66487,-33.239,-255.49
1262.8,8.6655,-34.378,-265.96
1262.85,8.66618,-34.256,-265.63
1262.9,8.66698,-33.308,-257.35
1262.95,8.66745,-33.402,-259.28
1263,8.6679,-33.231,-257.34
1263.05,8.66842,-33.379,-258.09
1263.1,8.66895,-33.226,-255.91
1263.15,8.66953,-32.35,-248.95
1263.2,8.67013,-32.273,-248.54
1263.25,8.67085,-32.749,-251.34
1263.3,8.67142,-33.907,-261.74
1263.35,8.67195,-34.883,-269.93
1263.4,8.67283,-35.338,-273.75
1263.45,8.67365,-35.306,-273.67
1263.5,8.67451,-33.969,-262.05
1263.55,8.67521,-33.594,-258.6
1263.6,8.67567,-34.423,-264.54
1263.65,8.67618,-35.507,-274.21
1263.7,8.67682,-35.84,-278.14
1263.75,8.67738,-35.123,-271.62
1263.8,8.67791,-32.916,-250.88
1263.85,8.67841,-33.402,-257.74
1263.9,8.6789,-35.037,-271.75
1263.95,8.67943,-34.933,-271.03
1264,8.67996,-34.188,-263.08
1264.05,8.68099,-34.504,-265.5
1264.1,8.68153,-34.958,-270.6
1264.15,8.68203,-34.034,-262.86
1264.2,8.68254,-33.517,-258.98
1264.25,8.68306,-34.226,-265.57
1264.3,8.68374,-34.985,-272.63
1264.35,8.68437,-34.037,-262.85
1264.4,8.68498,-33.642,-259.57
1264.45,8.68566,-33.694,-260.49
1264.5,8.68633,-33.291,-255.34
1264.55,8.68701,-33.991,-262.64
1264.6,8.68756,-35.295,-272.25
1264.65,8.68814,-35.844,-279.31
1264.7,8.68882,-34.512,-267.62
1264.75,8.68949,-33.98,-262.33
1264.8,8.69014,-34.401,-265.06
1264.85,8.69069,-35.756,-277.19
1264.9,8.69139,-36.267,-281.22
1264.95,8.6922,-35.075,-271.93
1265,8.69287,-34.596,-268.08
1265.05,8.69341,-34.638,-269.36
1265.1,8.69392,-34.338,-266.12
1265.15,8.69457,-34.472,-266.27
1265.2,8.69532,-34.355,-265.92
1265.25,8.69614,-34.085,-263.73
1265.3,8.69682,-34.56,-268.29
1265.35,8.69741,-34.627,-269.66
1265.4,8.69802,-35.238,-274.32
1265.45,8.69876,-34.369,-265.4
1265.5,8.6995,-33.929,-261.42
1265.55,8.70022,-35.368,-274.67
1265.6,8.70088,-34.467,-266.36
1265.65,8.70142,-33.214,-254.33
1265.7,8.70194,-34.085,-261.32
1265.75,8.70242,-35.4,-274.67
1265.8,8.70289,-34.061,-262.77
1265.85,8.7034,-33.772,-260.89
1265.9,8.70391,-34.009,-264.42
1265.95,8.70446,-33.964,-263.73
1266,8.70504,-34.131,-264.92
1266.05,8.70617,-34.275,-265.67
1266.1,8.70678,-34.326,-265.43
1266.15,8.70742,-33.144,-254.94
1266.2,8.70815,-32.551,-250.14
1266.25,8.70939,-32.893,-254.61
1266.3,8.71025,-32.465,-249.83
1266.35,8.71063,-32.933,-253.56
1266.4,8.711,-34.311,-265.57
1266.45,8.71163,-33.906,-261.86
1266.5,8.71226,-33.333,-256.15
1266.55,8.7129,-33.675,-258.66
1266.6,8.71375,-33.215,-254.51
1266.65,8.71466,-32.341,-248.43
1266.7,8.71533,-33.493,-258.3
1266.75,8.71586,-35.501,-275.11
1266.8,8.71677,-36.411,-282.66
1266.85,8.71782,-34.558,-268.57
1266.9,8.71844,-33.548,-261.78
1266.95,8.71897,-31.742,-245.34
1267,8.71942,-30.71,-235.56
1267.05,8.71987,-32.899,-254.85
1267.1,8.72046,-33.382,-257.06
1267.15,8.72118,-34.155,-263.12
1267.2,8.72228,-34.384,-266.05
1267.25,8.72307,-34.74,-269.59
1267.3,8.72386,-35.002,-271.99
1267.35,8.72474,-34.708,-269.15
1267.4,8.72565,-33.701,-261.83
1267.45,8.72643,-33.275,-257.65
1267.5,8.72724,-33.797,-262.96
1267.55,8.72823,-33.842,-263.02
1267.6,8.7288,-33.133,-255.6
1267.65,8.72935,-34.1,-263.37
1267.7,8.72988,-35.597,-275.87
1267.75,8.73044,-36.108,-280.16
1267.8,8.73101,-34.226,-264.32
1267.85,8.7315,-32.417,-249.21
1267.9,8.73199,-32.637,-252.18
1267.95,8.73268,-33.528,-259.02
1268,8.73327,-33.377,-258.19
1268.05,8.73375,-33.225,-256.34
1268.1,8.73435,-33.12,-255.59
1268.15,8.73504,-34.023,-264.6
1268.2,8.73562,-33.263,-255.88
1268.25,8.73619,-33.028,-253.86
1268.3,8.73677,-34.078,-264.87
1268.35,8.73732,-34.218,-265.71
1268.4,8.73784,-33.843,-261.26
1268.45,8.73849,-33.686,-258.46
1268.5,8.7392,-34.586,-265.76
1268.55,8.7399,-35.782,-276.86
1268.6,8.74105,-35.102,-271.2
1268.65,8.74186,-34.142,-263.92
1268.7,8.74294,-34.055,-264.02
1268.75,8.7437,-33.129,-255.99
1268.8,8.7444,-32.176,-247.17
1268.85,8.74508,-31.724,-243
1268.9,8.74583,-33.962,-262.34
1268.95,8.74657,-34.628,-266.83
1269,8.74747,-34.964,-269.54
1269.05,8.74832,-35.718,-276.35
1269.1,8.74893,-35.457,-274.05
1269.15,8.74999,-34.788,-271.62
1269.2,8.75067,-33.594,-261.93
1269.25,8.75148,-33.634,-262.49
1269.3,8.75228,-33.833,-264.18
1269.35,8.75289,-32.724,-253.52
1269.4,8.7535,-33.285,-256.93
1269.45,8.75413,-33.249,-257.18
1269.5,8.75488,-32.528,-252.08
1269.55,8.75531,-32.576,-250.12
1269.6,8.75568,-32.221,-248.04
1269.65,8.7561,-32.67,-253.38
1269.7,8.75683,-33.004,-256.6
1269.75,8.75747,-33.129,-257.39
1269.8,8.7581,-32.841,-255.24
1269.85,8.75893,-33.039,-255.59
1269.9,8.75955,-32.579,-251.19
1269.95,8.76033,-32.32,-249.66
1270,8.7613,-33.844,-261.42
1270.05,8.7619,-34.372,-265.65
1270.1,8.7628,-33.868,-260.67
1270.15,8.76343,-33.341,-255.66
1270.2,8.76399,-34.007,-261.75
1270.25,8.76472,-33.804,-262.02
1270.3,8.76537,-32.575,-251.48
1270.35,8.76598,-32.832,-253
1270.4,8.76658,-33.858,-263.33
1270.45,8.76729,-33.506,-259.41
1270.5,8.76821,-33.705,-260.42
1270.55,8.76906,-33.392,-258.33
1270.6,8.77019,-32.32,-249.8
1270.65,8.77085,-31.828,-244.27
1270.7,8.77202,-32.906,-253.68
1270.75,8.77276,-32.209,-247.46
1270.8,8.77374,-32.885,-253.15
1270.85,8.77473,-33.18,-255.24
1270.9,8.77552,-34.941,-269.69
1270.95,8.77626,-35.726,-276.16
1271,8.777,-35.195,-271.1
1271.05,8.77755,-35.143,-270.92
1271.1,8.77808,-34.613,-266.79
1271.15,8.77849,-34.066,-261.75
1271.2,8.77891,-35.162,-271.3
1271.25,8.77957,-35.357,-272.75
1271.3,8.78031,-34.62,-267.25
1271.35,8.78105,-33.883,-262.1
1271.4,8.78178,-33.199,-256.15
1271.45,8.78278,-34.278,-264.68
1271.5,8.78353,-34.991,-269.89
1271.55,8.78439,-34.525,-266.62
1271.6,8.78521,-34.584,-267.94
1271.65,8.7856,-34.604,-267.96
1271.7,8.78599,-34.378,-265.29
1271.75,8.78665,-33.895,-261.43
1271.8,8.78726,-32.613,-250.7
1271.85,8.78781,-32.326,-249.43
1271.9,8.78837,-32.675,-251.67
1271.95,8.78892,-33.063,-254.72
1272,8.78963,-33.173,-257.75
1272.05,8.79047,-33.887,-261.67
1272.1,8.79132,-33.812,-260.16
1272.15,8.79205,-34.265,-263.49
1272.2,8.79265,-33.991,-260.5
1272.25,8.7932,-33.096,-254.11
1272.3,8.79367,-32.615,-248.34
1272.35,8.79452,-35.014,-270.87
1272.4,8.79547,-35.759,-278.35
1272.45,8.79615,-33.472,-259.36
1272.5,8.79689,-32.237,-249.7
1272.55,8.79805,-32.412,-250.68
1272.6,8.7986,-33.462,-258.23
1272.65,8.79931,-34.944,-271.68
1272.7,8.80025,-35.343,-275.08
1272.75,8.80092,-33.379,-257.42
1272.8,8.80164,-33.159,-255.99
1272.85,8.80224,-34.614,-269.39
1272.9,8.80272,-35.286,-276.35
1272.95,8.80338,-34.016,-262.4
1273,8.80429,-33.913,-260.58
1273.05,8.8051,-34.956,-271.05
1273.1,8.80576,-31.735,-242.96
1273.15,8.8063,-32.517,-249.52
1273.2,8.80678,-34.399,-266.35
1273.25,8.80732,-34.13,-264.34
1273.3,8.80792,-34.08,-262.81
1273.35,8.80882,-33.731,-261.38
1273.4,8.8096,-32.466,-250.77
1273.45,8.81038,-32.974,-255.64
1273.5,8.81117,-33.268,-257.69
1273.55,8.81183,-33.021,-254.74
1273.6,8.81241,-34.182,-263.65
1273.65,8.81296,-35.243,-273.12
1273.7,8.81356,-33.658,-259.75
1273.75,8.81426,-34.143,-262.5
1273.8,8.81516,-36.64,-285.1
1273.85,8.8159,-36.517,-283.96
