# DESCRIPTION:
# Reference: Hodell, D.A., H.F. Evans, J.E.T. Channell, and J.H. Curtis. 2010. Phase relationships of North Atlantic ice-rafted debris and surface-deep climate proxies during the last glacial period. Quaternary Science Reviews, Vol. 29, pp. 3875-3886, https://doi.org/10.1016/j.quascirev.2010.09.006
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/11821. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth (cm),Age (kyrs SFCP04),log(K/Ti),3pt smooth log(K/Ti),Zr/Sr,3 pt smooth (Zr/Sr)
1237.5,59.174,0.27279,0.28296,0.34911,0.3713
1237.8,59.226,0.2746,0.2895,0.39204,0.39245
1238,59.26,0.2968,0.29498,0.33121,0.42433
1238.3,59.312,0.32074,0.306,0.51952,0.44165
1238.5,59.347,0.30999,0.31372,0.52978,0.47472
1238.8,59.399,0.32789,0.31988,0.4357,0.50795
1239,59.433,0.31316,0.31967,0.55738,0.51121
1239.3,59.485,0.32763,0.32258,0.49737,0.49376
1239.5,59.52,0.31969,0.32663,0.53581,0.47183
1239.8,59.572,0.32453,0.33384,0.44256,0.43654
1240,59.606,0.34812,0.34037,0.32604,0.4503
1240.3,59.658,0.34922,0.34714,0.3809,0.458
1240.5,59.693,0.36026,0.35223,0.56621,0.45654
1240.8,59.745,0.35354,0.35335,0.5743,0.49079
1241,59.779,0.34998,0.35513,0.43526,0.53284
1241.3,59.831,0.35375,0.34563,0.4973,0.52393
1241.5,59.866,0.35814,0.34196,0.59113,0.51112
1241.8,59.918,0.31275,0.34002,0.52164,0.54053
1242,59.953,0.33515,0.33429,0.51025,0.56604
1242.2,59.987,0.34031,0.32593,0.5823,0.55436
1242.5,60.039,0.32509,0.32427,0.62489,0.55136
1242.8,60.091,0.31633,0.31712,0.53272,0.54417
1243,60.126,0.30447,0.31103,0.50666,0.52114
1243.3,60.178,0.29938,0.31311,0.47426,0.51901
1243.5,60.212,0.30988,0.32236,0.46717,0.51495
1243.8,60.264,0.33548,0.32979,0.61423,0.51002
1244,60.299,0.3626,0.33384,0.51241,0.52128
1244.2,60.333,0.34161,0.33789,0.48204,0.54018
1244.5,60.385,0.31961,0.34102,0.53056,0.51919
1244.8,60.437,0.33016,0.34211,0.56168,0.51498
1245,60.472,0.35112,0.34846,0.50923,0.50544
1245.3,60.524,0.36804,0.35895,0.49138,0.46575
1245.5,60.558,0.37338,0.36591,0.43434,0.43611
1245.8,60.61,0.37204,0.36652,0.33213,0.42277
1246,60.645,0.36495,0.36555,0.41346,0.42951
1246.3,60.697,0.35421,0.36684,0.44253,0.4373
1246.5,60.731,0.36319,0.37222,0.52511,0.45485
1246.8,60.783,0.37982,0.3761,0.47327,0.47245
1247,60.818,0.39893,0.38001,0.41986,0.48567
1247.3,60.87,0.38433,0.38122,0.50148,0.50815
1247.5,60.904,0.3738,0.37862,0.50863,0.542
1247.8,60.956,0.36922,0.37095,0.6375,0.57894
1248,60.991,0.36681,0.36905,0.64254,0.58675
1248.3,61.043,0.3606,0.37074,0.60455,0.57114
1248.5,61.078,0.37484,0.37226,0.54054,0.54939
1248.8,61.13,0.38224,0.37281,0.4306,0.51233
1249,61.164,0.3768,0.37807,0.52873,0.50261
1249.3,61.216,0.36956,0.37658,0.45725,0.47851
1249.5,61.251,0.3869,0.3725,0.55594,0.49987
1249.8,61.303,0.3674,0.37254,0.42007,0.50322
1250,61.337,0.36183,0.37214,0.53739,0.51174
1250.3,61.389,0.37699,0.36333,0.54547,0.49026
1250.5,61.424,0.3676,0.36329,0.49986,0.49297
1250.8,61.476,0.34285,0.35253,0.44853,0.47613
1251,61.51,0.36718,0.34534,0.43359,0.44971
1251.3,61.562,0.30804,0.34083,0.45321,0.43087
1251.5,61.597,0.34101,0.34114,0.41334,0.41966
1251.8,61.649,0.34507,0.3361,0.40565,0.42219
1252,61.683,0.34438,0.34453,0.39252,0.40971
1252.2,61.718,0.34198,0.35016,0.44624,0.4162
1252.5,61.77,0.35018,0.35523,0.3908,0.42961
1252.8,61.822,0.36919,0.35779,0.44579,0.44161
1253,61.856,0.3704,0.3539,0.4727,0.43514
1253.3,61.908,0.3572,0.34929,0.4525,0.42309
1253.5,61.943,0.32255,0.33845,0.41393,0.40454
1253.8,61.985,0.32711,0.33803,0.33055,0.38635
1254,62.014,0.31501,0.34023,0.35301,0.36849
1254.3,62.056,0.3683,0.34401,0.38178,0.35723
1254.5,62.084,0.36821,0.3451,0.36316,0.36439
1254.8,62.126,0.34143,0.34881,0.35762,0.36691
1255,62.155,0.33257,0.34831,0.36637,0.3633
1255.3,62.197,0.33354,0.34715,0.3656,0.38507
1255.5,62.225,0.36578,0.34508,0.36373,0.39127
1255.8,62.268,0.36241,0.34492,0.47205,0.40132
1256,62.296,0.33107,0.34406,0.38861,0.39794
1256.3,62.338,0.3318,0.33818,0.4166,0.39652
1256.5,62.366,0.32926,0.33344,0.34869,0.37937
1256.7,62.395,0.33635,0.33501,0.35667,0.37263
1257,62.437,0.33873,0.3384,0.38626,0.36901
1257.3,62.479,0.33891,0.3422,0.35492,0.37594
1257.5,62.507,0.34877,0.3443,0.39848,0.3859
1257.8,62.55,0.34825,0.34463,0.38337,0.39044
1258,62.578,0.34684,0.35219,0.40644,0.40428
1258.2,62.606,0.34038,0.35303,0.40899,0.41081
1258.5,62.649,0.37671,0.35465,0.42411,0.41942
1258.8,62.691,0.35296,0.35911,0.43113,0.42876
1259,62.719,0.35634,0.36086,0.42642,0.4414
1259.3,62.761,0.36917,0.35629,0.45318,0.44741
1259.5,62.79,0.34912,0.35725,0.47216,0.45968
1259.8,62.832,0.35388,0.35885,0.45414,0.45993
1260,62.86,0.35773,0.36001,0.4925,0.46392
1260.3,62.903,0.36434,0.36485,0.42769,0.45389
1260.5,62.931,0.37495,0.37206,0.4731,0.44885
1260.8,62.973,0.37332,0.37655,0.42201,0.43885
1261,63.001,0.38996,0.37762,0.42896,0.45734
1261.3,63.044,0.38019,0.37737,0.44246,0.45186
1261.5,63.072,0.36969,0.37635,0.52014,0.44987
1261.8,63.114,0.37369,0.3749,0.44573,0.44307
1262,63.142,0.3682,0.37812,0.41206,0.45688
1262.2,63.171,0.38274,0.39224,0.39496,0.45893
1262.5,63.213,0.39627,0.39948,0.5115,0.46771
1262.8,63.255,0.44028,0.40864,0.53038,0.49083
1263,63.283,0.40989,0.41695,0.48968,0.51978
1263.3,63.326,0.41402,0.42231,0.52765,0.51584
1263.5,63.354,0.42428,0.41192,0.5397,0.50817
1263.8,63.396,0.42307,0.40868,0.49177,0.50657
1264,63.425,0.38835,0.40996,0.49203,0.50064
1264.3,63.467,0.39369,0.40805,0.48169,0.53874
1264.5,63.495,0.42042,0.4045,0.49801,0.52038
1264.7,63.523,0.41469,0.40859,0.7302,0.52418
1265,63.566,0.40532,0.41321,0.39994,0.53183
1265.3,63.608,0.40881,0.41369,0.51106,0.50856
1265.5,63.636,0.41682,0.41296,0.51993,0.44998
1265.8,63.679,0.42278,0.41669,0.38168,0.46697
1266,63.707,0.41105,0.41991,0.4373,0.46289
1266.2,63.735,0.42397,0.41656,0.48488,0.47463
1266.5,63.777,0.42493,0.41915,0.49069,0.51612
1266.8,63.82,0.40008,0.42378,0.57862,0.53784
1267,63.848,0.43574,0.4272,0.58911,0.56559
1267.3,63.89,0.43419,0.42862,0.5459,0.59832
1267.5,63.918,0.44107,0.43395,0.62363,0.59584
1267.8,63.961,0.43203,0.43626,0.65433,0.5875
1268,63.989,0.42673,0.43511,0.56624,0.62558
1268.3,64.031,0.4473,0.43219,0.54739,0.63115
1268.5,64.06,0.42843,0.43097,0.7363,0.63286
1268.8,64.102,0.42648,0.4353,0.65148,0.64053
1269,64.13,0.42592,0.42525,0.66289,0.66435
1269.3,64.172,0.44838,0.42377,0.60461,0.64956
1269.5,64.201,0.39703,0.42019,0.66647,0.62487
1269.8,64.243,0.42104,0.41659,0.66233,0.59106
1270,64.271,0.4086,0.40999,0.52803,0.5679
1270.3,64.314,0.40788,0.40911,0.49385,0.53763
1270.5,64.342,0.4154,0.40591,0.48882,0.47956
1270.8,64.384,0.39263,0.40078,0.51514,0.46486
1271,64.412,0.40505,0.40119,0.37197,0.48354
1271.3,64.455,0.38294,0.40455,0.45451,0.51097
1271.5,64.483,0.40993,0.40994,0.58726,0.50686
1271.8,64.525,0.43221,0.41076,0.62597,0.52504
1272,64.553,0.41958,0.41596,0.4946,0.51878
1272.3,64.596,0.40914,0.4196,0.46288,0.49878
1272.5,64.624,0.40893,0.40993,0.42318,0.45716
1272.8,64.666,0.42815,0.40472,0.48726,0.44992
1273,64.694,0.38383,0.40657,0.41786,0.44928
1273.3,64.737,0.39356,0.40553,0.45842,0.45589
1273.5,64.765,0.41841,0.39651,0.45966,0.44282
1273.8,64.807,0.40369,0.39404,0.45623,0.44736
1274,64.836,0.38305,0.38941,0.42193,0.4311
1274.2,64.864,0.37151,0.38933,0.44055,0.43226
1274.5,64.906,0.37038,0.39157,0.37713,0.43559
1274.7,64.934,0.41801,0.39913,0.46547,0.48075
1275,64.977,0.41488,0.41144,0.47286,0.54161
1275.3,65.019,0.42087,0.42373,0.64774,0.62413
1275.5,65.047,0.43304,0.42549,0.74483,0.67461
1275.8,65.09,0.43186,0.42338,0.78973,0.67314
1276,65.118,0.42679,0.42572,0.71789,0.63051
1276.2,65.146,0.40435,0.41837,0.46551,0.56482
1276.5,65.188,0.43257,0.40588,0.43456,0.48085
1276.8,65.231,0.39628,0.40167,0.41641,0.41658
1277,65.259,0.36939,0.40001,0.36986,0.40631
1277.3,65.301,0.40574,0.39391,0.39656,0.38761
1277.5,65.329,0.39608,0.39514,0.41415,0.37419
1277.8,65.372,0.40208,0.40055,0.34106,0.37136
1278,65.4,0.40242,0.40041,0.3493,0.36418
1278.3,65.442,0.39642,0.40095,0.35574,0.3562
1278.5,65.471,0.40504,0.40042,0.36064,0.365
1278.8,65.513,0.39882,0.40233,0.37427,0.36469
1279,65.541,0.39941,0.40174,0.38506,0.36154
1279.3,65.583,0.41195,0.39715,0.34773,0.35473
1279.5,65.612,0.39348,0.39563,0.33999,0.34365
1279.8,65.654,0.38209,0.38714,0.32662,0.38377
1280,65.682,0.39121,0.37906,0.31887,0.37288
1280.3,65.725,0.35698,0.37475,0.58565,0.37289
1280.5,65.753,0.37153,0.37278,0.29328,0.37321
1280.7,65.781,0.37192,0.35586,0.34004,0.37429
1281,65.823,0.37224,0.35069,0.32823,0.29955
1281.3,65.866,0.30661,0.35051,0.32426,0.29083
1281.5,65.894,0.33115,0.35284,0.21191,0.27741
1281.8,65.936,0.37061,0.35696,0.24969,0.26906
1282,65.964,0.3836,0.37884,0.27294,0.28503
1282.3,66.007,0.39282,0.39119,0.28651,0.33055
1282.5,66.035,0.41601,0.40192,0.40411,0.39341
1282.8,66.077,0.39291,0.40744,0.43952,0.42485
1283,66.106,0.42424,0.40712,0.56397,0.45826
1283.3,66.148,0.41123,0.39537,0.43013,0.45288
1283.5,66.176,0.39119,0.38803,0.45355,0.44376
1283.8,66.218,0.35727,0.37894,0.37722,0.40186
1284,66.247,0.35621,0.3731,0.39391,0.38871
1284.3,66.289,0.3788,0.36321,0.35449,0.37007
1284.5,66.317,0.38201,0.35763,0.36439,0.34761
1284.8,66.36,0.34177,0.36079,0.36035,0.34324
1285,66.388,0.32934,0.3611,0.26489,0.34558
1285.3,66.43,0.37203,0.35428,0.37208,0.35206
1285.5,66.458,0.38034,0.34968,0.36616,0.36503
1285.7,66.486,0.34793,0.33876,0.39678,0.39048
1286,66.529,0.31877,0.30442,0.42524,0.34501
1286.3,66.571,0.27475,0.27844,0.39212,0.29663
1286.5,66.599,0.20035,0.25185,0.14475,0.25479
1286.8,66.642,0.2504,0.23112,0.12425,0.19665
1287,66.67,0.21502,0.21379,0.18758,0.13829
1287.2,66.698,0.21511,0.22312,0.13455,0.13329
1287.5,66.74,0.18809,0.22562,0.10031,0.15304
1287.8,66.783,0.24699,0.23104,0.11977,0.14055
1288,66.811,0.26292,0.22937,0.22301,0.13679
1288.3,66.853,0.24209,0.22903,0.12508,0.16922
1288.5,66.882,0.20679,0.23809,0.11577,0.18643
1294,67.658,0.18637,0.2428,0.26249,0.17609
1294.3,67.7,0.29229,0.24976,0.20578,0.17804
1294.5,67.728,0.28645,0.24729,0.1713,0.17614
1294.8,67.771,0.2769,0.23994,0.13487,0.14782
1295,67.799,0.19442,0.20912,0.10623,0.13449
1295.3,67.841,0.14963,0.18508,0.12093,0.1212
1295.5,67.869,0.13822,0.1674,0.13912,0.11722
1295.8,67.912,0.16624,0.16033,0.10487,0.11653
1296,67.94,0.18847,0.17158,0.11495,0.11286
1296.3,67.982,0.15906,0.17831,0.10279,0.10898
1296.5,68.01,0.20592,0.16172,0.1026,0.12586
1296.8,68.053,0.17186,0.14243,0.11971,0.12685
1297,68.081,0.08328,0.14472,0.18925,0.13049
1298.5,68.293,0.09202,0.13606,0.11993,0.1336
1298.8,68.335,0.1705,0.13074,0.12099,0.13299
1299,68.363,0.16262,0.14196,0.11813,0.11926
1299.3,68.405,0.14527,0.16707,0.11667,0.1304
1299.5,68.434,0.13937,0.21278,0.12058,0.14668
1299.8,68.476,0.21758,0.23802,0.17564,0.17315
1300,68.504,0.39904,0.28248,0.20237,0.20028
1300.3,68.547,0.28883,0.32344,0.25049,0.21662
1300.5,68.575,0.36757,0.35964,0.2523,0.21964
1300.7,68.603,0.34419,0.30727,0.20228,0.20105
1301,68.645,0.39858,0.28115,0.19078,0.17182
1301.3,68.688,0.13719,0.23905,0.10942,0.14291
1301.5,68.716,0.15824,0.20484,0.10432,0.12184
1301.8,68.758,0.15708,0.15663,0.10775,0.10565
1302,68.786,0.1731,0.16132,0.09696,0.10198
1302.3,68.829,0.15755,0.16133,0.10982,0.09977
1302.5,68.857,0.16061,0.15719,0.09107,0.09717
1302.8,68.874,0.15829,0.15531,0.09324,0.09657
1303,68.885,0.1364,0.1581,0.09476,0.094
1303.2,68.897,0.16371,0.16022,0.09395,0.09607
1303.5,68.913,0.1715,0.16299,0.09699,0.09658
1303.8,68.93,0.1712,0.17136,0.10141,0.09738
1304,68.942,0.17216,0.1741,0.09578,0.10091
1304.3,68.959,0.17822,0.17384,0.09878,0.10284
1304.5,68.97,0.17741,0.1793,0.11162,0.10274
1304.7,68.981,0.17021,0.17812,0.10663,0.10453
1305,68.998,0.19853,0.17799,0.1009,0.10615
1305.3,69.015,0.16624,0.17873,0.10473,0.10695
1305.5,69.026,0.17758,0.1524,0.10688,0.11343
1305.8,69.043,0.18111,0.15443,0.11562,0.13088
1306,69.055,0.03856,0.1666,0.13904,0.13852
1310,69.281,0.20865,0.17422,0.18815,0.14495
1310.3,69.297,0.22709,0.18909,0.1429,0.14346
1310.5,69.309,0.21568,0.2272,0.13903,0.13949
1310.7,69.32,0.25547,0.2286,0.10819,0.12273
1311,69.337,0.22909,0.21275,0.11919,0.11512
1311.3,69.354,0.21568,0.20619,0.10434,0.10665
1311.5,69.365,0.14783,0.1825,0.10487,0.10308
1311.8,69.382,0.1829,0.16238,0.09668,0.09742
1312,69.393,0.13701,0.14559,0.09033,0.09837
1312.3,69.41,0.12848,0.14495,0.09088,0.09644
1312.5,69.422,0.13172,0.13347,0.10908,0.09978
1312.8,69.439,0.14466,0.13313,0.0952,0.10203
1313,69.45,0.12549,0.13557,0.11341,0.10419
1313.2,69.461,0.13529,0.14088,0.10159,0.10162
1313.5,69.478,0.14067,0.13732,0.10167,0.10176
1313.8,69.495,0.15831,0.14499,0.09623,0.09744
1314,69.506,0.12685,0.14144,0.09587,0.09724
1314.3,69.523,0.16381,0.14562,0.09185,0.09702
1314.5,69.535,0.11757,0.13456,0.10059,0.09757
1314.7,69.546,0.16156,0.13823,0.10054,0.09971
1315,69.563,0.10302,0.13865,0.09899,0.09999
1315.3,69.58,0.14516,0.14669,0.10658,0.10124
1315.5,69.591,0.16593,0.14973,0.09322,0.10854
1315.8,69.608,0.15775,0.16995,0.10686,0.11139
1316,69.619,0.17678,0.18308,0.13706,0.1167
1316.3,69.636,0.20413,0.19041,0.11322,0.11586
1316.5,69.648,0.21083,0.17831,0.13315,0.11243
1316.8,69.665,0.20254,0.16919,0.08899,0.10289
1317,69.676,0.09724,0.15176,0.08974,0.09997
1317.3,69.693,0.13121,0.13286,0.08934,0.09103
1317.5,69.704,0.11697,0.1143,0.09864,0.09268
1317.8,69.721,0.11635,0.11854,0.08846,0.09427
1318,69.732,0.10973,0.12336,0.09721,0.09383
1318.3,69.749,0.11846,0.12378,0.09768,0.09172
1318.5,69.761,0.15531,0.12417,0.08715,0.09137
1318.8,69.777,0.11905,0.12463,0.08807,0.09033
1319,69.789,0.11828,0.12553,0.08671,0.08864
1319.3,69.806,0.11206,0.12343,0.09206,0.09079
1319.5,69.817,0.12293,0.12032,0.08921,0.09175
1319.8,69.834,0.14481,0.13013,0.09791,0.09279
1320,69.845,0.10351,0.13318,0.09288,0.09324
1320.3,69.862,0.16734,0.13506,0.09188,0.09485
1320.5,69.873,0.12728,0.12746,0.09433,0.09746
1320.7,69.885,0.13236,0.13277,0.09725,0.09881
1321,69.902,0.1068,0.12895,0.11097,0.10035
1321.3,69.919,0.13007,0.12767,0.09961,0.10476
1321.5,69.93,0.14826,0.12734,0.0996,0.10812
1321.8,69.947,0.12085,0.12886,0.11636,0.10693
1322,69.958,0.13073,0.12994,0.11405,0.1078
1322.3,69.975,0.1144,0.12857,0.10505,0.10974
1322.5,69.986,0.13546,0.12871,0.10394,0.10767
1322.8,70.003,0.14142,0.12345,0.10927,0.10468
1323,70.015,0.12153,0.12111,0.10605,0.1032
1323.2,70.026,0.10441,0.11885,0.0991,0.1012
1323.5,70.043,0.10273,0.11492,0.09764,0.10106
1323.8,70.06,0.12415,0.11877,0.09394,0.09944
1324,70.071,0.12177,0.12577,0.10858,0.10194
1324.3,70.088,0.14076,0.13441,0.09796,0.10165
1324.5,70.099,0.13941,0.1307,0.1116,0.10298
1324.7,70.111,0.14597,0.13366,0.09618,0.10218
1325,70.128,0.10558,0.13004,0.10058,0.10141
1325.3,70.144,0.13659,0.12682,0.10459,0.10157
1325.5,70.156,0.12263,0.12083,0.0941,0.10489
1325.7,70.167,0.12333,0.12499,0.1124,0.10926
1326,70.184,0.11601,0.12503,0.11278,0.11096
1326.3,70.201,0.12639,0.12974,0.12242,0.11453
1326.5,70.212,0.13681,0.13045,0.11311,0.11635
1326.8,70.229,0.14616,0.12981,0.11195,0.11512
1327,70.24,0.12689,0.127,0.12147,0.11264
1327.2,70.252,0.1128,0.12623,0.10667,0.11009
1327.5,70.269,0.11235,0.11901,0.11,0.10943
1327.8,70.286,0.13296,0.11686,0.10037,0.10605
1328,70.297,0.11002,0.11457,0.10865,0.10403
1328.3,70.314,0.11615,0.1097,0.10454,0.10086
1328.5,70.325,0.10137,0.10538,0.09658,0.10432
1328.7,70.336,0.08798,0.10268,0.09418,0.10665
1329,70.353,0.11136,0.10195,0.11764,0.10768
1329.3,70.37,0.09655,0.09781,0.12031,0.11055
1329.5,70.382,0.11249,0.10246,0.1097,0.12729
1329.8,70.399,0.08066,0.09911,0.1109,0.13478
1330,70.41,0.11123,0.09545,0.17789,0.13606
1330.3,70.427,0.09463,0.09629,0.15512,0.13749
1330.5,70.438,0.07824,0.10115,0.12669,0.1377
1330.7,70.449,0.11669,0.09518,0.11684,0.12562
1331,70.466,0.10497,0.09915,0.11197,0.11638
1331.3,70.483,0.08137,0.10994,0.11751,0.1128
1331.5,70.495,0.11451,0.10728,0.10891,0.11172
1331.8,70.512,0.13217,0.10383,0.10878,0.11465
1332,70.523,0.10339,0.10347,0.11144,0.119
1332.3,70.54,0.08771,0.10028,0.12662,0.12356
1332.5,70.551,0.07956,0.08648,0.13925,0.12546
1332.8,70.568,0.09858,0.08666,0.13168,0.12794
1333,70.579,0.06315,0.08561,0.11831,0.12776
1333.3,70.596,0.10431,0.08467,0.12385,0.12433
1333.5,70.608,0.08244,0.08576,0.12572,0.12436
1333.8,70.624,0.07487,0.08753,0.12212,0.13122
1334,70.636,0.10404,0.08984,0.13182,0.13429
1334.3,70.653,0.07198,0.09536,0.15259,0.13452
1334.5,70.664,0.11588,0.10113,0.13921,0.133
1334.8,70.681,0.11005,0.10562,0.12686,0.13093
1335,70.692,0.10369,0.11295,0.11454,0.12549
1335.3,70.709,0.12652,0.10916,0.12146,0.12127
1335.5,70.72,0.10862,0.1098,0.12538,0.12388
1335.7,70.732,0.09695,0.11702,0.11813,0.12624
1336,70.749,0.11322,0.11302,0.1399,0.12899
1336.3,70.766,0.1398,0.11219,0.12635,0.1291
1336.5,70.777,0.10651,0.11846,0.13519,0.1306
1336.8,70.794,0.10446,0.11663,0.12592,0.12867
1337,70.805,0.12833,0.10877,0.12566,0.13171
1337.2,70.816,0.10404,0.10532,0.13026,0.12959
1337.5,70.833,0.10053,0.09811,0.1415,0.12647
1337.8,70.85,0.08923,0.09073,0.12462,0.12451
1338,70.862,0.06841,0.08626,0.11032,0.12247
1338.3,70.879,0.09143,0.09339,0.11582,0.11621
1338.5,70.89,0.08168,0.10599,0.12006,0.11387
1338.7,70.901,0.13622,0.11007,0.1102,0.1166
1339,70.918,0.15223,0.11778,0.11296,0.11871
1339.3,70.935,0.0888,0.13286,0.12396,0.11911
1339.5,70.946,0.12998,0.13545,0.12638,0.1201
1339.8,70.963,0.15705,0.13306,0.12208,0.11875
1340,70.975,0.14918,0.14493,0.11511,0.11692
1340.3,70.992,0.14029,0.1435,0.10624,0.11506
1340.5,71.003,0.14814,0.14199,0.1148,0.11457
1340.7,71.014,0.12282,0.14201,0.11707,0.11434
1341,71.031,0.14951,0.13932,0.11965,0.11618
1341.3,71.048,0.14926,0.13666,0.11391,0.11949
1341.5,71.059,0.12687,0.13798,0.11548,0.12372
1341.8,71.076,0.13484,0.13257,0.13132,0.12317
1342,71.088,0.12942,0.13489,0.13821,0.12441
1342.3,71.104,0.12248,0.14141,0.11692,0.12582
1342.5,71.116,0.16083,0.1423,0.12014,0.1223
1342.8,71.133,0.15946,0.14712,0.12252,0.11784
1343,71.144,0.13931,0.14534,0.1137,0.1184
1343.2,71.155,0.15351,0.14047,0.11594,0.11886
1343.5,71.172,0.11361,0.1346,0.11968,0.11556
1343.8,71.189,0.13645,0.13152,0.12247,0.11606
1344,71.2,0.13011,0.12681,0.106,0.11544
1344.3,71.217,0.12394,0.12905,0.11619,0.11488
1344.5,71.229,0.12991,0.1171,0.11287,0.11741
1344.7,71.24,0.12485,0.11746,0.11686,0.12175
1345,71.257,0.07671,0.11157,0.1351,0.12766
1345.3,71.274,0.13191,0.10861,0.1277,0.12996
1345.5,71.285,0.09448,0.10484,0.14575,0.13404
1345.8,71.302,0.11508,0.10533,0.12437,0.13638
1346,71.313,0.10601,0.09809,0.13729,0.14093
1346.3,71.33,0.07915,0.09443,0.14678,0.14016
1346.5,71.342,0.09572,0.08565,0.15048,0.14537
1346.8,71.359,0.07616,0.08774,0.14187,0.14483
1347,71.37,0.0712,0.09153,0.15045,0.14226
1347.3,71.387,0.11644,0.08924,0.13457,0.13797
1347.5,71.398,0.09814,0.10713,0.13393,0.13973
1347.8,71.415,0.08424,0.11359,0.12903,0.13469
1348,71.426,0.16564,0.11419,0.15066,0.13405
1348.2,71.438,0.10349,0.12044,0.12524,0.13264
1348.5,71.455,0.11944,0.13088,0.13138,0.13566
1348.8,71.472,0.12938,0.11915,0.12691,0.13359
1349,71.483,0.13646,0.11814,0.1441,0.13553
1349.3,71.5,0.107,0.1235,0.14033,0.13597
1349.5,71.511,0.09839,0.11658,0.13491,0.13448
1349.7,71.522,0.14624,0.11202,0.1336,0.12931
1350,71.539,0.09479,0.10711,0.11946,0.12456
1350.3,71.556,0.11366,0.11104,0.11826,0.1195
1350.5,71.568,0.08247,0.10189,0.11658,0.11121
1350.8,71.584,0.11805,0.1083,0.1096,0.112
1351,71.596,0.10046,0.11394,0.09214,0.11958
1351.2,71.607,0.12688,0.13227,0.12344,0.11998
1351.5,71.624,0.14186,0.13225,0.15615,0.1228
1351.8,71.641,0.17409,0.13513,0.11856,0.12714
1352,71.652,0.11794,0.13559,0.12372,0.12705
1352.3,71.669,0.11487,0.13167,0.11383,0.12116
1352.5,71.68,0.12918,0.11751,0.12298,0.12754
1352.8,71.697,0.12226,0.11828,0.1267,0.12684
1353,71.709,0.10328,0.12092,0.15049,0.13127
1353.2,71.72,0.1218,0.12498,0.12019,0.13048
1353.5,71.737,0.12808,0.12885,0.136,0.12866
1353.8,71.754,0.14947,0.13161,0.11901,0.12362
1354,71.765,0.14161,0.13316,0.1176,0.12092
1354.3,71.782,0.11709,0.12839,0.12532,0.11699
1354.5,71.793,0.12958,0.12565,0.10668,0.11853
1354.8,71.81,0.10422,0.11875,0.11635,0.11732
1355,71.822,0.13577,0.11793,0.12669,0.11485
1355.3,71.839,0.10707,0.11355,0.11155,0.12035
1355.5,71.85,0.11299,0.11478,0.11299,0.12075
1355.8,71.867,0.10769,0.11244,0.13415,0.123
1356,71.878,0.11038,0.10362,0.11837,0.13244
1356.3,71.895,0.12408,0.10035,0.13795,0.13565
1356.5,71.906,0.06298,0.10139,0.15877,0.13362
1356.8,71.923,0.09662,0.10335,0.12901,0.13665
1357,71.935,0.1129,0.09591,0.12399,0.13426
1357.3,71.951,0.12018,0.10595,0.13354,0.12906
1357.5,71.963,0.08688,0.11532,0.12599,0.13164
1357.8,71.98,0.11318,0.12016,0.13278,0.13382
1358,71.991,0.14347,0.12553,0.14189,0.13371
1358.3,72.008,0.13712,0.1233,0.13491,0.13534
1358.5,72.019,0.147,0.1242,0.13297,0.13622
1360,72.104,0.07575,0.12019,0.13414,0.13543
1360.3,72.121,0.11767,0.12339,0.13721,0.13579
1360.5,72.132,0.12343,0.12095,0.13793,0.13775
1360.8,72.149,0.15309,0.13069,0.13672,0.14114
1361,72.16,0.1348,0.13359,0.14277,0.14027
1361.3,72.177,0.12445,0.13415,0.15105,0.14062
1361.5,72.189,0.13218,0.12902,0.1329,0.14266
1361.8,72.206,0.12623,0.12818,0.13964,0.14606
1362,72.217,0.12746,0.13622,0.14693,0.14701
1362.3,72.234,0.1306,0.13943,0.15976,0.15016
1362.5,72.245,0.16464,0.14546,0.15581,0.15766
1362.8,72.262,0.14823,0.15173,0.14866,0.15777
1363,72.273,0.15641,0.14997,0.17713,0.16036
1363.2,72.285,0.15877,0.14676,0.1475,0.16346
1363.5,72.302,0.12181,0.14621,0.17272,0.16846
1363.8,72.319,0.14859,0.14891,0.17127,0.16436
1364,72.33,0.14546,0.14833,0.17367,0.16718
1364.3,72.347,0.16992,0.1545,0.15665,0.16388
1364.5,72.358,0.15585,0.15462,0.16159,0.16272
1364.8,72.375,0.15265,0.16056,0.1562,0.16225
1365,72.386,0.1492,0.15939,0.1655,0.16109
1365.3,72.403,0.17518,0.16121,0.17129,0.16137
1365.5,72.415,0.16403,0.16304,0.15084,0.16189
1365.7,72.426,0.16498,0.16279,0.163,0.16024
1366,72.443,0.16178,0.16178,0.15881,0.15783
1366.3,72.46,0.14798,0.16437,0.15727,0.15748
1366.5,72.471,0.17011,0.16535,0.15923,0.15592
1366.8,72.488,0.17698,0.17017,0.14911,0.155
1367,72.499,0.16989,0.18124,0.15519,0.1559
1367.2,72.511,0.1859,0.19005,0.15418,0.1552
1367.5,72.527,0.20332,0.19604,0.16179,0.15859
1367.8,72.544,0.21413,0.2074,0.15575,0.16171
1368,72.556,0.20694,0.21399,0.16607,0.16185
1368.3,72.573,0.22672,0.22248,0.17078,0.16023
1368.5,72.584,0.21884,0.22974,0.15486,0.16198
1368.8,72.601,0.24578,0.23796,0.1537,0.15908
1369,72.612,0.25042,0.23664,0.1645,0.16238
1369.3,72.629,0.24805,0.23127,0.15157,0.1622
