# DESCRIPTION:
# Reference: Hodell, D.A., H.F. Evans, J.E.T. Channell, and J.H. Curtis. 2010. Phase relationships of North Atlantic ice-rafted debris and surface-deep climate proxies during the last glacial period. Quaternary Science Reviews, Vol. 29, pp. 3875-3886, https://doi.org/10.1016/j.quascirev.2010.09.006
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/11821. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth (cm),Age (kyrs SFCP04),log(K/Ti),3pt smooth log(K/Ti),Zr/Sr,3 pt smooth (Zr/Sr)
1107.3,53.577,0.27619,0.26487,0.13808,0.14318
1107.5,53.586,0.25973,0.27026,0.14022,0.1395
1107.8,53.6,0.28069,0.27131,0.14508,0.13843
1108,53.61,0.27296,0.26965,0.13949,0.14123
1108.3,53.624,0.267,0.27225,0.12926,0.14189
1108.5,53.633,0.26785,0.2677,0.15212,0.14139
1108.8,53.647,0.27276,0.26917,0.14348,0.14189
1109,53.656,0.25792,0.2684,0.14261,0.14206
1109.2,53.666,0.2803,0.26906,0.14195,0.13967
1109.5,53.68,0.26319,0.2696,0.13016,0.13956
1109.8,53.694,0.27113,0.27126,0.14017,0.14029
1110,53.703,0.27544,0.26436,0.14292,0.14441
1110.3,53.717,0.26622,0.26566,0.14625,0.14565
1110.5,53.726,0.2458,0.26698,0.16254,0.14423
1110.8,53.74,0.26969,0.27013,0.13638,0.1412
1111,53.75,0.27776,0.27351,0.13309,0.13743
1111.3,53.764,0.29117,0.28383,0.12773,0.12994
1111.5,53.773,0.2831,0.2831,0.12741,0.13055
1111.8,53.787,0.29745,0.2809,0.12509,0.13512
1112,53.796,0.26604,0.27487,0.13945,0.13714
1112.3,53.81,0.26676,0.27286,0.15591,0.13945
1112.5,53.82,0.26101,0.26916,0.13783,0.14536
1112.8,53.834,0.27303,0.27153,0.13896,0.14529
1113,53.843,0.27896,0.27193,0.15464,0.14182
1113.3,53.857,0.27788,0.27587,0.13912,0.1417
1113.5,53.866,0.26877,0.27819,0.13856,0.14185
1113.8,53.88,0.28071,0.27872,0.13722,0.1395
1114,53.889,0.28462,0.27989,0.1397,0.13665
1114.3,53.903,0.2816,0.28263,0.14288,0.13624
1114.5,53.913,0.28373,0.28185,0.1249,0.13699
1114.8,53.927,0.28251,0.27944,0.13652,0.13446
1115,53.936,0.27681,0.27918,0.14093,0.13311
1115.3,53.95,0.27257,0.27255,0.12706,0.13732
1115.5,53.959,0.28027,0.27276,0.13617,0.13838
1115.8,53.973,0.25058,0.27025,0.14591,0.13988
1116,53.983,0.28356,0.27156,0.14183,0.14295
1116.3,53.997,0.26426,0.27264,0.14846,0.14533
1116.5,54.006,0.27916,0.28076,0.1424,0.14304
1116.8,54.02,0.28566,0.28209,0.14807,0.14141
1117,54.029,0.29115,0.28546,0.13446,0.14025
1117.2,54.039,0.29025,0.28317,0.13364,0.1413
1117.5,54.053,0.28107,0.28133,0.14267,0.13865
1117.8,54.067,0.26774,0.27412,0.14763,0.13897
1118,54.076,0.27642,0.26946,0.13484,0.14154
1118.3,54.09,0.2551,0.26885,0.13605,0.14413
1118.5,54.099,0.26695,0.26557,0.14652,0.14517
1118.8,54.113,0.27805,0.25076,0.15559,0.15076
1119,54.123,0.25134,0.2509,0.15287,0.15614
1119.2,54.132,0.20237,0.24993,0.16279,0.15716
1119.5,54.146,0.25578,0.25056,0.16292,0.16139
1119.8,54.16,0.2621,0.25606,0.15164,0.16502
1120,54.169,0.28121,0.27439,0.17672,0.16837
1120.3,54.183,0.27885,0.27952,0.17102,0.17307
1120.5,54.192,0.294,0.28406,0.17956,0.18012
1120.8,54.206,0.28142,0.28663,0.1864,0.1853
1121,54.216,0.2848,0.2914,0.18691,0.18621
1121.3,54.23,0.29406,0.28545,0.20258,0.18806
1121.5,54.239,0.3027,0.28528,0.17559,0.18647
1121.8,54.253,0.26425,0.28803,0.1888,0.18758
1122,54.262,0.28057,0.28904,0.17848,0.17918
1122.3,54.276,0.29857,0.28619,0.19245,0.17737
1122.5,54.286,0.29911,0.29256,0.16057,0.17553
1122.8,54.3,0.28847,0.29855,0.16653,0.17559
1123,54.309,0.29609,0.29845,0.17963,0.17527
1123.3,54.323,0.3105,0.2947,0.17874,0.17788
1123.5,54.332,0.29811,0.29319,0.19087,0.17754
1123.8,54.346,0.28034,0.29104,0.17362,0.18342
1124,54.356,0.28091,0.28588,0.16485,0.18099
1124.3,54.37,0.28535,0.28395,0.20902,0.1769
1124.5,54.379,0.28468,0.28073,0.16658,0.17659
1124.8,54.393,0.2885,0.2793,0.17043,0.17986
1125,54.402,0.26424,0.28048,0.17208,0.17305
1125.3,54.416,0.27373,0.2812,0.18119,0.17224
1125.5,54.426,0.29127,0.27898,0.17496,0.17241
1125.8,54.44,0.28826,0.2831,0.16252,0.16827
1126,54.449,0.27741,0.28395,0.17132,0.16142
1126.3,54.463,0.28485,0.28141,0.15137,0.15663
1126.5,54.472,0.27797,0.28205,0.14692,0.15365
1126.8,54.486,0.27858,0.27639,0.15101,0.15256
1127,54.495,0.29144,0.27455,0.14764,0.15055
1127.2,54.505,0.24909,0.27754,0.16583,0.15152
1127.5,54.519,0.27564,0.2798,0.14136,0.15751
1127.8,54.533,0.29292,0.27763,0.15173,0.16567
1128,54.542,0.28992,0.28342,0.18097,0.16981
1128.3,54.556,0.28055,0.28714,0.18847,0.18057
1128.5,54.565,0.27807,0.2856,0.18654,0.18491
1128.8,54.579,0.29424,0.28423,0.19512,0.18379
1129,54.589,0.28523,0.28213,0.17343,0.18059
1129.3,54.603,0.28307,0.28592,0.1754,0.18048
1129.5,54.612,0.27005,0.29297,0.17245,0.17703
1129.8,54.626,0.29699,0.30204,0.18599,0.17797
1130,54.635,0.32953,0.30935,0.17787,0.17698
1130.3,54.649,0.33057,0.32005,0.17815,0.17953
1130.5,54.659,0.31962,0.32523,0.17041,0.18545
1130.8,54.673,0.32354,0.32355,0.18524,0.18809
1131,54.682,0.32289,0.31849,0.21555,0.19445
1131.3,54.696,0.32112,0.31827,0.19111,0.2007
1131.5,54.705,0.30529,0.32068,0.20994,0.20439
1131.7,54.715,0.31849,0.31917,0.20167,0.20225
1132,54.729,0.3356,0.31827,0.20368,0.20195
1132.3,54.743,0.31536,0.31577,0.20482,0.20345
1132.5,54.752,0.31662,0.31552,0.18963,0.20264
1132.8,54.766,0.29277,0.31095,0.21745,0.20191
1133,54.775,0.31725,0.30499,0.19763,0.20258
1133.2,54.785,0.31275,0.30335,0.20002,0.20739
1133.5,54.799,0.28558,0.30792,0.20819,0.20615
1133.8,54.812,0.30842,0.30643,0.21367,0.20438
1134,54.822,0.31561,0.30541,0.21122,0.20815
1134.3,54.836,0.30978,0.31167,0.18878,0.20512
1134.5,54.845,0.30766,0.31594,0.21892,0.2023
1134.8,54.859,0.31688,0.31405,0.19303,0.19903
1135,54.868,0.32981,0.31899,0.19953,0.20459
1135.3,54.882,0.30616,0.31913,0.19489,0.20044
1135.5,54.892,0.33444,0.31413,0.21657,0.19761
1135.8,54.906,0.30835,0.31487,0.19818,0.20163
1136,54.915,0.2919,0.32176,0.17885,0.20927
1139.2,55.064,0.3335,0.32583,0.21967,0.21074
1139.3,55.069,0.34059,0.33322,0.23309,0.21272
1139.5,55.078,0.35484,0.34233,0.2239,0.21929
1139.7,55.088,0.34529,0.34358,0.20809,0.21951
1140,55.102,0.33746,0.3478,0.21174,0.22694
1140.3,55.115,0.33975,0.35404,0.22074,0.23451
1140.5,55.125,0.36167,0.35844,0.27022,0.25327
1140.8,55.139,0.38603,0.36721,0.26175,0.2537
1141,55.148,0.3673,0.37156,0.30189,0.25725
1141.2,55.157,0.3813,0.37502,0.21389,0.26947
1141.5,55.171,0.36152,0.37503,0.23851,0.29203
1141.8,55.185,0.37893,0.3773,0.3313,0.30444
1142,55.195,0.3861,0.37643,0.37457,0.33536
1142.3,55.209,0.37866,0.38197,0.36394,0.36961
1142.5,55.218,0.37694,0.38167,0.36845,0.38744
1142.8,55.232,0.38922,0.37804,0.40979,0.39136
1143,55.241,0.37745,0.37769,0.42044,0.3912
1143.3,55.255,0.36792,0.37855,0.39416,0.39215
1143.5,55.265,0.37695,0.38136,0.36317,0.39374
1143.8,55.279,0.38121,0.37909,0.37317,0.39588
1144,55.288,0.40328,0.38125,0.41775,0.44168
1144.3,55.302,0.3661,0.38474,0.43113,0.49912
1144.5,55.311,0.37873,0.38687,0.62315,0.55611
1144.8,55.325,0.39436,0.38627,0.65039,0.6341
1145,55.335,0.39189,0.39762,0.65814,0.67485
1145.3,55.349,0.40029,0.4052,0.80767,0.63686
1145.5,55.358,0.42282,0.40414,0.6349,0.55478
1145.8,55.372,0.41666,0.39929,0.4332,0.46658
1146,55.381,0.38907,0.39079,0.23997,0.34904
1146.3,55.395,0.36761,0.38137,0.21716,0.2856
1146.5,55.405,0.3578,0.36886,0.21999,0.29639
1146.8,55.419,0.37573,0.36771,0.31766,0.33936
1147,55.428,0.35412,0.37111,0.48715,0.40028
1147.3,55.442,0.3833,0.38087,0.45486,0.51331
1147.5,55.451,0.38462,0.38812,0.52174,0.61007
1147.8,55.465,0.4066,0.40309,0.78517,0.66428
1148,55.474,0.41194,0.40829,0.80145,0.69252
1148.3,55.488,0.42898,0.41299,0.75819,0.7077
1148.5,55.498,0.40932,0.41558,0.59604,0.69288
1148.8,55.512,0.40809,0.41513,0.59764,0.69322
1149,55.521,0.41958,0.41146,0.71109,0.65449
1149.2,55.53,0.40967,0.41054,0.80315,0.63007
1149.5,55.544,0.41066,0.40772,0.56455,0.61211
1149.7,55.554,0.40468,0.39974,0.47392,0.5598
1150,55.568,0.39403,0.39219,0.50782,0.49984
1150.3,55.582,0.37967,0.38573,0.44958,0.52379
1150.5,55.591,0.37192,0.37922,0.50335,0.57155
1150.8,55.605,0.37836,0.37946,0.68426,0.60104
1151,55.614,0.37214,0.38683,0.71275,0.6649
1151.2,55.624,0.39522,0.3935,0.65527,0.70177
1151.5,55.638,0.41652,0.40048,0.76887,0.68589
1151.8,55.652,0.40527,0.40479,0.68772,0.68422
1152,55.661,0.41324,0.40548,0.60483,0.70276
1152.3,55.675,0.39372,0.39964,0.70442,0.69385
1152.5,55.684,0.39868,0.40306,0.74798,0.68346
1152.8,55.698,0.3873,0.40428,0.72432,0.62369
1153,55.708,0.42238,0.39502,0.63575,0.5528
1153.3,55.722,0.41932,0.39019,0.30597,0.56912
1153.5,55.731,0.34742,0.39481,0.34998,0.66942
1153.8,55.745,0.37454,0.39179,0.82956,0.83529
1154,55.754,0.41041,0.39019,1.2258,1.0825
1154.3,55.768,0.40726,0.4064,1.4651,1.3219
1154.5,55.777,0.41135,0.40563,1.5421,1.4063
1154.8,55.791,0.42846,0.39612,1.5469,1.2958
1155,55.801,0.37066,0.39461,1.2514,1.22
1155.3,55.815,0.36286,0.39549,0.67357,1.0936
1155.5,55.824,0.39974,0.37837,1.0862,0.8527
1155.8,55.838,0.41576,0.3726,0.90992,0.66131
1156,55.847,0.34282,0.37339,0.34236,0.60448
1156.3,55.861,0.34182,0.37409,0.29445,0.47163
1156.5,55.871,0.36682,0.37016,0.38946,0.33637
1156.8,55.885,0.40322,0.36984,0.42197,0.31848
1157,55.894,0.39611,0.37179,0.23362,0.31796
1157.2,55.903,0.34124,0.37211,0.25292,0.2802
1157.5,55.917,0.35158,0.36445,0.29182,0.23989
1157.8,55.931,0.36839,0.35157,0.20069,0.2349
1158,55.941,0.36494,0.35188,0.22042,0.22354
1158.3,55.955,0.3317,0.35281,0.20867,0.21113
1158.5,55.964,0.3428,0.35271,0.19609,0.22169
1158.8,55.978,0.35623,0.33753,0.22978,0.22963
1159,55.987,0.3679,0.34629,0.25348,0.24643
1159.2,55.997,0.28903,0.34991,0.26013,0.26027
1159.5,56.011,0.37548,0.34507,0.29267,0.26876
1159.8,56.025,0.3609,0.3471,0.26529,0.27195
1160,56.034,0.33204,0.36069,0.27219,0.27018
1160.3,56.048,0.37804,0.35929,0.26947,0.27726
1160.5,56.057,0.35699,0.36541,0.25126,0.27714
1160.8,56.071,0.36846,0.37446,0.3281,0.28022
1161,56.08,0.39151,0.36323,0.26465,0.28699
1161.3,56.094,0.37732,0.35937,0.28763,0.30173
1161.5,56.104,0.32187,0.35017,0.30334,0.30327
1161.8,56.118,0.33768,0.34498,0.32496,0.31568
1162,56.127,0.32245,0.35023,0.33576,0.32478
1162.2,56.136,0.36558,0.359,0.32672,0.33923
1162.5,56.15,0.40358,0.36981,0.33313,0.35281
1162.8,56.164,0.36571,0.38389,0.37559,0.34711
1163,56.174,0.39173,0.38268,0.39288,0.33802
1163.3,56.188,0.39283,0.37983,0.30726,0.33012
1163.5,56.197,0.35956,0.37966,0.28127,0.31522
1163.7,56.204,0.38931,0.37899,0.29359,0.296
1164,56.216,0.36487,0.37973,0.30112,0.29149
1164.3,56.227,0.38838,0.38433,0.29676,0.29177
1164.5,56.234,0.39653,0.38546,0.28474,0.28676
1164.8,56.246,0.38254,0.39258,0.28265,0.27626
1165,56.253,0.395,0.39205,0.26853,0.26558
1165.3,56.264,0.40045,0.38838,0.24861,0.26309
1165.5,56.272,0.38572,0.38761,0.24337,0.25355
1165.8,56.283,0.37817,0.3842,0.2723,0.24794
1166,56.291,0.37871,0.3801,0.23493,0.249
1166.3,56.302,0.37796,0.37284,0.2405,0.24441
1166.5,56.309,0.37994,0.36985,0.25389,0.24101
1166.8,56.321,0.34939,0.36487,0.22044,0.25196
1167,56.328,0.36323,0.36651,0.2553,0.2599
1167.3,56.339,0.35383,0.36538,0.28968,0.25339
1167.5,56.347,0.38614,0.36321,0.2802,0.2562
1167.8,56.358,0.3743,0.36775,0.2213,0.25629
1168,56.366,0.33854,0.36916,0.23452,0.25042
1168.3,56.377,0.38592,0.36514,0.25575,0.2419
1168.5,56.384,0.36093,0.36829,0.26032,0.24267
1168.8,56.396,0.366,0.37915,0.2376,0.24676
1169,56.403,0.39004,0.37705,0.22515,0.23878
1169.3,56.414,0.39286,0.38096,0.25499,0.23315
1169.5,56.422,0.37542,0.38074,0.21586,0.23274
1169.8,56.433,0.38048,0.36888,0.23216,0.23082
1170,56.441,0.36491,0.36419,0.23555,0.22612
1170.3,56.452,0.33072,0.36679,0.21554,0.23192
1170.5,56.459,0.36942,0.36643,0.23151,0.23238
1170.8,56.471,0.38844,0.36971,0.24486,0.23277
1171,56.478,0.37866,0.38114,0.23447,0.2384
1171.3,56.489,0.38134,0.38672,0.23747,0.24021
1171.5,56.497,0.38785,0.38418,0.24368,0.2332
1171.7,56.504,0.39732,0.37718,0.24058,0.23603
1172,56.516,0.37571,0.35939,0.2098,0.2392
1172.3,56.527,0.34367,0.35213,0.24863,0.24289
1172.5,56.534,0.29241,0.34584,0.25333,0.24619
1172.8,56.546,0.35153,0.34101,0.26209,0.24966
1173,56.553,0.3659,0.34222,0.25708,0.25085
1173.3,56.564,0.35152,0.34793,0.22718,0.25681
1173.5,56.572,0.34972,0.34619,0.25459,0.25761
1173.8,56.583,0.32098,0.34489,0.28309,0.25558
1174,56.59,0.34283,0.34994,0.26612,0.25899
1174.3,56.602,0.35941,0.35425,0.24693,0.25729
1174.5,56.609,0.37679,0.37164,0.24423,0.25399
1174.8,56.62,0.37123,0.37958,0.24611,0.25894
1175,56.628,0.40796,0.38203,0.26656,0.25435
1175.3,56.639,0.3825,0.37782,0.2909,0.25658
1175.5,56.647,0.37167,0.37491,0.22395,0.2535
1175.8,56.658,0.35573,0.36687,0.25536,0.23885
1176,56.665,0.35671,0.36648,0.23072,0.22585
1176.3,56.677,0.36772,0.36593,0.19335,0.22787
1176.5,56.684,0.38055,0.3714,0.22586,0.23077
1176.8,56.695,0.36896,0.37748,0.23407,0.23181
1177,56.703,0.38307,0.38119,0.26987,0.23908
1177.3,56.714,0.3871,0.37607,0.2359,0.23888
1177.5,56.722,0.38629,0.3761,0.2297,0.23801
1177.8,56.733,0.35492,0.37508,0.22485,0.2259
1178,56.74,0.36915,0.37152,0.2297,0.22103
1178.3,56.752,0.37793,0.37174,0.20936,0.21634
1178.5,56.759,0.3693,0.37449,0.21154,0.21396
1178.8,56.77,0.38739,0.3759,0.20623,0.20576
1179,56.778,0.36869,0.37568,0.21298,0.20051
1179.3,56.789,0.37618,0.37921,0.18869,0.19544
1179.5,56.797,0.37686,0.37797,0.18312,0.19584
1179.7,56.804,0.38694,0.37925,0.18621,0.19508
1180,56.815,0.38115,0.38032,0.20823,0.2038
1180.3,56.827,0.37511,0.37906,0.20915,0.21327
1180.5,56.834,0.38152,0.37375,0.23232,0.21374
1180.8,56.845,0.37058,0.36759,0.23044,0.20942
1181,56.853,0.36037,0.36876,0.18859,0.20306
1181.3,56.864,0.35039,0.36508,0.18662,0.19375
1181.5,56.872,0.38094,0.36357,0.17732,0.18031
1181.7,56.879,0.36312,0.36498,0.18576,0.17628
1182,56.89,0.36301,0.3661,0.16324,0.17326
1182.3,56.902,0.36746,0.36069,0.16847,0.1717
1182.5,56.909,0.35597,0.35229,0.17148,0.17178
1182.8,56.92,0.35389,0.34582,0.16955,0.18704
1183,56.928,0.32112,0.34203,0.18616,0.19989
1183.3,56.939,0.33066,0.33989,0.23955,0.20972
1183.5,56.947,0.3485,0.33965,0.23271,0.21056
1183.8,56.958,0.34527,0.34681,0.22064,0.20594
1184,56.965,0.35272,0.3518,0.17371,0.1912
1184.3,56.976,0.35692,0.35303,0.16307,0.1779
1184.5,56.984,0.35562,0.35267,0.16589,0.16056
1184.8,56.995,0.35465,0.35091,0.16621,0.1573
1185,57.003,0.34346,0.35069,0.13389,0.16391
1185.3,57.014,0.34391,0.3491,0.15744,0.17394
1185.5,57.021,0.35583,0.34793,0.1961,0.1861
1185.8,57.033,0.34767,0.35203,0.21606,0.20391
1186,57.04,0.34878,0.35768,0.22703,0.21489
1186.3,57.051,0.36398,0.35553,0.22292,0.21302
1186.5,57.059,0.37215,0.35502,0.21233,0.20073
1186.8,57.07,0.34509,0.35527,0.18675,0.19391
1187,57.078,0.34511,0.3522,0.15461,0.18495
1187.3,57.089,0.35,0.34553,0.19293,0.17619
1187.5,57.096,0.34868,0.3426,0.17811,0.17638
1187.8,57.108,0.33878,0.3436,0.16856,0.19217
1188,57.115,0.33043,0.33922,0.1877,0.19698
1188.3,57.126,0.35012,0.34005,0.23354,0.20478
1188.5,57.134,0.32808,0.34477,0.21699,0.21775
1188.8,57.145,0.35284,0.34954,0.21709,0.22201
1189,57.153,0.36237,0.3472,0.23346,0.23034
1189.3,57.164,0.35429,0.35007,0.20897,0.29677
1189.5,57.171,0.3384,0.34985,0.2752,0.30935
1189.7,57.179,0.34243,0.34494,0.54915,0.29841
1190,57.19,0.35179,0.3372,0.27998,0.29123
1190.3,57.201,0.33779,0.33405,0.17872,0.27164
1190.5,57.209,0.3156,0.33276,0.17308,0.19673
1190.8,57.22,0.32264,0.33094,0.17725,0.17952
1191,57.228,0.33599,0.32463,0.17462,0.17796
1191.3,57.239,0.34265,0.33052,0.19392,0.17568
1191.5,57.246,0.30628,0.33353,0.17095,0.1788
1191.8,57.258,0.34506,0.32881,0.16167,0.18111
1192,57.265,0.33766,0.32212,0.19287,0.1763
1192.3,57.276,0.31241,0.3251,0.18613,0.17497
1192.5,57.284,0.30917,0.31974,0.1699,0.17808
1192.8,57.295,0.32121,0.31441,0.16429,0.18068
1193,57.303,0.31826,0.31155,0.17722,0.18308
1193.3,57.314,0.31102,0.30549,0.20589,0.18752
1193.5,57.321,0.29807,0.30008,0.1981,0.19368
1193.8,57.333,0.2789,0.29636,0.1921,0.20729
1194,57.34,0.29416,0.29224,0.19508,0.2095
1194.2,57.348,0.29963,0.29101,0.24527,0.20709
1194.5,57.359,0.29042,0.29487,0.21696,0.21215
1194.8,57.37,0.29196,0.29007,0.18602,0.21564
1195,57.377,0.2982,0.29199,0.21743,0.20023
1195.3,57.389,0.27016,0.29477,0.21254,0.19192
1195.5,57.396,0.3092,0.29674,0.16822,0.19013
1195.7,57.404,0.30434,0.29381,0.17541,0.18989
1196,57.415,0.30178,0.29818,0.17706,0.1865
1196.3,57.426,0.28355,0.28901,0.2162,0.19282
1196.5,57.434,0.29201,0.28932,0.19561,0.20575
1196.8,57.445,0.26338,0.2755,0.1998,0.20984
1197,57.452,0.30587,0.26652,0.24008,0.21181
1197.3,57.464,0.23268,0.25827,0.19751,0.2182
1197.5,57.471,0.23865,0.24815,0.22607,0.22691
1197.8,57.482,0.25076,0.23053,0.22752,0.22206
1198,57.49,0.21277,0.23467,0.24339,0.23175
1198.3,57.501,0.21782,0.23828,0.21579,0.23613
1198.5,57.509,0.25334,0.24251,0.24599,0.23804
1198.8,57.52,0.25669,0.25817,0.24796,0.23189
1199,57.527,0.27193,0.27231,0.23709,0.23021
1199.3,57.539,0.29108,0.28345,0.21263,0.22851
1199.5,57.546,0.28853,0.29319,0.20739,0.22291
1199.7,57.554,0.30903,0.2967,0.23746,0.21994
1200,57.565,0.30537,0.29483,0.21998,0.22319
1200.3,57.576,0.28947,0.29237,0.22223,0.23131
1200.5,57.584,0.28177,0.28802,0.22888,0.23567
1200.8,57.595,0.27622,0.28546,0.24803,0.24145
1201,57.602,0.28729,0.28662,0.25925,0.24618
1201.3,57.614,0.29258,0.28251,0.24886,0.25227
1201.5,57.621,0.29525,0.28732,0.24587,0.25447
1201.8,57.632,0.26118,0.28277,0.25935,0.25458
1202,57.64,0.30028,0.27687,0.25904,0.26758
1202.2,57.647,0.26456,0.2676,0.25975,0.28357
1202.5,57.659,0.26307,0.26866,0.31389,0.29859
1202.8,57.67,0.24888,0.26085,0.32583,0.31116
1203,57.677,0.26648,0.26352,0.33445,0.31149
1203.3,57.689,0.26127,0.26369,0.32188,0.29639
1203.5,57.696,0.27789,0.26583,0.26137,0.28038
1203.7,57.704,0.2639,0.25672,0.23842,0.25848
1204,57.715,0.2596,0.2537,0.2458,0.2513
1204.3,57.726,0.22097,0.2372,0.22495,0.25429
1204.5,57.734,0.24612,0.22832,0.28599,0.26316
1204.8,57.745,0.19542,0.2226,0.27629,0.27166
1205,57.752,0.21951,0.22312,0.28279,0.28833
1205.3,57.763,0.23101,0.2191,0.28829,0.28943
1205.5,57.771,0.22352,0.22095,0.3083,0.30283
1205.8,57.782,0.22605,0.22353,0.29147,0.31016
1206,57.79,0.20467,0.22436,0.34327,0.31791
1206.3,57.801,0.23239,0.22375,0.31948,0.32441
1206.5,57.808,0.23517,0.22422,0.32701,0.32469
1206.8,57.82,0.22047,0.2299,0.3408,0.3128
1207,57.827,0.2284,0.23115,0.29288,0.31082
1207.3,57.838,0.23306,0.23219,0.28382,0.29954
1207.5,57.846,0.23866,0.23144,0.30959,0.28561
1207.8,57.857,0.24037,0.23134,0.27062,0.28344
1208,57.865,0.21672,0.22968,0.27114,0.27699
1208.3,57.876,0.22791,0.21996,0.28205,0.26692
1208.5,57.883,0.22474,0.21548,0.25157,0.26785
1208.8,57.895,0.19004,0.21669,0.2592,0.27435
1209,57.902,0.218,0.21433,0.27528,0.27466
1209.3,57.913,0.22277,0.21163,0.30367,0.28108
1209.5,57.921,0.21609,0.21842,0.28361,0.28862
1209.8,57.932,0.21124,0.22669,0.28365,0.29946
1210,57.94,0.22401,0.24014,0.29688,0.30279
1210.3,57.951,0.25934,0.24009,0.32948,0.29391
1210.5,57.958,0.29002,0.2449,0.32031,0.29051
1210.8,57.97,0.21586,0.24217,0.23922,0.28002
1211,57.977,0.23529,0.23345,0.26669,0.26352
1211.3,57.988,0.21036,0.22238,0.24442,0.24924
1211.5,57.996,0.2157,0.22916,0.24698,0.2653
1211.7,58.003,0.23469,0.22826,0.24892,0.27451
1212,58.015,0.24975,0.22996,0.31951,0.27467
1212.2,58.022,0.23079,0.23038,0.31271,0.27649
1212.5,58.033,0.21888,0.23271,0.24524,0.2786
1212.8,58.045,0.21777,0.23003,0.25609,0.27229
1213,58.052,0.24633,0.23436,0.25943,0.26509
1213.3,58.063,0.23635,0.24112,0.28799,0.26587
1213.5,58.071,0.25244,0.24847,0.2767,0.26957
1213.7,58.078,0.2527,0.24823,0.24914,0.27671
1214,58.09,0.25451,0.2519,0.27462,0.27572
1214.3,58.101,0.24516,0.25289,0.29509,0.27918
1214.5,58.108,0.25471,0.25284,0.28305,0.28338
1214.8,58.12,0.25738,0.25328,0.29402,0.28127
1215,58.127,0.25245,0.25633,0.27011,0.27795
1215.3,58.138,0.25668,0.25825,0.26405,0.271
1215.5,58.146,0.26043,0.25719,0.27853,0.25805
1215.8,58.157,0.2643,0.26425,0.24827,0.25475
1216,58.164,0.2521,0.26766,0.22926,0.2502
1216.3,58.176,0.28776,0.26642,0.25361,0.2466
1216.5,58.183,0.27373,0.26334,0.24132,0.2466
1216.8,58.194,0.25419,0.26196,0.26053,0.24658
1217,58.202,0.24891,0.25641,0.24829,0.24252
1217.3,58.213,0.2452,0.2504,0.22915,0.24356
1217.5,58.221,0.26,0.24915,0.2333,0.24146
1217.8,58.232,0.24371,0.24829,0.24653,0.24013
1218,58.239,0.24795,0.25066,0.25,0.24581
1218.3,58.251,0.24459,0.24984,0.24166,0.24787
1218.5,58.258,0.25703,0.24882,0.25756,0.25162
1218.8,58.269,0.2559,0.24482,0.24359,0.247
1219,58.277,0.23862,0.24576,0.26528,0.24663
1219.3,58.288,0.22799,0.24613,0.2269,0.25292
1219.5,58.296,0.24927,0.24983,0.23984,0.25549
1227,58.577,0.25889,0.25326,0.28898,0.25109
1227.3,58.588,0.27439,0.25725,0.25644,0.25828
1227.5,58.595,0.25578,0.2627,0.24327,0.25965
1227.8,58.607,0.24791,0.26241,0.26288,0.2493
1228,58.614,0.27653,0.26125,0.24666,0.249
1228.3,58.625,0.25746,0.26708,0.23724,0.25056
1228.5,58.633,0.26856,0.27251,0.25494,0.25054
1228.8,58.644,0.28496,0.27482,0.25105,0.25395
1229,58.652,0.27504,0.27965,0.26282,0.26426
1229.3,58.663,0.28808,0.28609,0.26369,0.26925
1229.5,58.67,0.2816,0.28799,0.28881,0.26892
1229.8,58.682,0.3008,0.29281,0.27988,0.27462
1230,58.689,0.29441,0.2909,0.24938,0.27726
1230.3,58.7,0.29917,0.29694,0.29134,0.28469
1230.5,58.708,0.2785,0.29969,0.27689,0.33836
1230.8,58.719,0.31183,0.29993,0.32596,0.37257
1231,58.727,0.31453,0.30182,0.54821,0.3935
1231.3,58.738,0.29564,0.31058,0.42043,0.40881
1231.5,58.745,0.30859,0.3114,0.39601,0.41642
1231.8,58.757,0.3223,0.31182,0.35341,0.40538
1232,58.764,0.31596,0.30953,0.36404,0.43067
1232.3,58.775,0.31662,0.30545,0.49299,0.45132
1232.5,58.783,0.28419,0.30071,0.54692,0.49352
1232.8,58.794,0.28816,0.302,0.49922,0.52599
1233,58.802,0.29861,0.30488,0.56443,0.55497
1233.3,58.813,0.32244,0.31227,0.52637,0.58231
1233.5,58.82,0.33099,0.31413,0.63791,0.59463
1233.8,58.832,0.32113,0.31375,0.68363,0.56786
1234,58.839,0.29747,0.30462,0.56083,0.55607
1234.2,58.847,0.29672,0.29256,0.43054,0.51959
1234.5,58.858,0.27678,0.28094,0.46742,0.48495
1234.8,58.869,0.27071,0.2732,0.45554,0.45268
1235,58.877,0.263,0.26753,0.5104,0.4433
1235.3,58.888,0.25879,0.27011,0.39949,0.43534
1235.5,58.895,0.26833,0.27811,0.38367,0.45494
1235.8,58.907,0.28973,0.28576,0.42763,0.46232
1236,58.914,0.3107,0.29088,0.55353,0.47088
1236.3,58.966,0.30124,0.29355,0.5473,0.47224
1236.5,59.001,0.2844,0.29321,0.44228,0.46947
1236.8,59.052,0.28169,0.28759,0.39044,0.43284
1237,59.087,0.28804,0.2819,0.4138,0.3932
1237.3,59.139,0.28256,0.27994,0.37036,0.38315
