# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871934. Accessed 11 Nov 2022.
# Comment: Data was not modified in any way.

Depth cr mean [rmcd],Age [ka BP],δ18O bulk carb [‰ PDB]
70.59,1034.51,1.85
70.63,1035.13,1.95
70.67,1035.76,2.23
70.71,1036.39,2.06
70.75,1037.01,2.27
70.79,1037.64,2.2
70.83,1038.27,2.26
70.87,1038.89,2.26
70.91,1039.52,2.19
70.95,1040.14,2.09
70.99,1040.77,2.14
71.03,1041.4,2.16
71.07,1042.02,2.15
71.11,1042.65,2.17
71.15,1043.28,2.01
71.19,1043.9,2.07
71.23,1044.53,2.04
71.27,1045.16,1.95
71.31,1045.78,1.99
71.35,1046.41,2.04
71.39,1047.04,2.12
71.43,1047.66,2.12
71.47,1048.29,2.05
71.51,1048.92,1.93
71.55,1049.54,1.96
71.59,1050.17,1.92
71.63,1050.8,1.61
71.67,1051.42,0.54
71.71,1052.05,0.82
71.75,1052.67,0.66
71.79,1053.3,0.75
71.83,1053.93,0.02
71.87,1054.55,-0.76
71.91,1055.18,-1.63
71.95,1055.81,-0.09
71.99,1056.43,0.31
72.03,1057.06,1.24
72.07,1057.69,1.09
72.11,1058.34,1.74
72.15,1059.03,1.68
72.19,1059.71,1.76
72.23,1060.4,1.85
72.27,1061.09,1.74
72.31,1061.77,1.84
72.35,1062.46,1.83
72.39,1063.14,1.82
72.43,1063.83,1.84
72.47,1064.51,1.86
72.51,1065.2,1.8
72.55,1065.89,1.76
72.59,1066.57,1.78
72.63,1067.26,1.76
72.67,1067.94,1.77
72.71,1068.63,1.83
72.75,1069.31,1.68
72.79,1070,1.81
72.83,1070.25,1.68
72.87,1070.5,1.69
72.91,1070.75,1.54
72.95,1071,1.44
72.99,1071.25,1.56
73.03,1071.5,1.56
73.07,1071.75,1.48
73.09,1071.88,2.1
73.11,1072,2.09
73.17,1072.38,2.12
73.21,1072.63,2.12
73.25,1072.88,2.14
73.29,1073.13,2.06
73.33,1073.38,1.9
73.37,1073.63,1.81
73.41,1073.88,2.04
73.45,1074.13,1.93
73.49,1074.38,2.02
73.53,1074.63,2
73.57,1074.88,2.01
73.61,1075.13,2.12
73.65,1075.38,2.19
73.69,1075.63,2.19
73.73,1075.88,2.35
73.77,1076.13,2.18
73.81,1076.38,2.25
73.85,1076.63,2.29
73.89,1076.88,2.47
73.93,1077.13,2.54
73.97,1077.38,2.35
74.03,1077.75,2.51
74.07,1078,2.48
74.11,1078.25,2.45
74.15,1078.5,2.34
74.19,1078.75,2.4
74.23,1079,2.32
74.27,1079.25,2.56
74.31,1079.5,2.2
74.35,1079.75,2.34
74.39,1080,2.23
74.43,1080.25,2.2
74.47,1080.5,2.21
74.51,1080.75,2.15
74.55,1081,2.29
74.59,1081.25,2.23
74.61,1081.38,2.18
74.67,1081.75,2.13
74.71,1082,2.13
74.74,1082.19,1.99
74.79,1082.5,2.19
74.83,1082.75,2.21
74.87,1083,2.08
74.91,1083.25,2.12
74.95,1083.5,2.13
74.99,1083.75,2.05
75.03,1084,2.04
75.07,1084.25,1.94
75.11,1084.5,2.02
75.15,1084.75,1.93
75.19,1085,1.95
75.23,1085.25,2.04
75.27,1085.5,2.09
75.31,1085.75,1.96
75.35,1086,2
75.39,1086.25,2.11
75.43,1086.5,1.85
75.47,1086.75,2.05
75.51,1087,1.98
75.55,1087.25,1.98
75.59,1087.5,2.16
75.63,1087.75,2.17
75.67,1088,2.02
75.71,1088.25,2.2
75.75,1088.5,2.25
75.79,1088.75,2.2
75.83,1089,2.35
75.87,1089.25,2.34
75.91,1089.5,2.11
75.95,1089.75,2.29
75.99,1090,2.18
76.03,1090.25,2.47
76.07,1090.5,2.24
76.11,1090.75,2.18
76.15,1091,2.41
76.19,1091.25,2.2
76.23,1091.5,2.26
76.27,1091.75,2.36
76.31,1092,2.36
76.35,1092.25,2.43
76.39,1092.5,2.21
76.43,1092.75,2.4
76.47,1093,2.29
76.51,1093.25,2.08
76.55,1093.5,2.44
76.59,1093.75,2.14
76.63,1094,2.25
76.67,1094.25,2.23
76.71,1094.5,2.19
76.75,1094.75,2.23
76.79,1095,2.27
76.83,1095.25,2.18
76.87,1095.5,2.4
76.91,1095.75,1.92
76.95,1096,1.08
76.99,1096.25,-2.3
77.03,1096.5,-2.64
77.15,1097.25,-2.22
77.19,1097.5,1.13
77.23,1097.75,0.94
77.27,1098,0.06
77.33,1098.6,1.68
77.37,1099,1.8
77.41,1099.4,1.96
77.46,1099.9,1.68
77.49,1100.2,1.58
77.53,1100.6,1.6
77.57,1101,1.66
77.61,1101.4,2.02
77.66,1101.9,2.04
77.69,1102.2,2.05
77.73,1102.6,1.83
77.77,1103,1.96
77.81,1103.4,2
77.85,1103.8,1.84
77.89,1104.2,1.91
77.93,1104.6,1.89
77.97,1105,2
78.02,1105.5,1.97
78.03,1105.6,2.96
78.1,1106.3,1.65
78.13,1106.6,1.77
78.17,1107,2.66
78.27,1108,1.33
78.31,1108.41,1.67
78.36,1108.93,1.17
78.39,1109.24,1.59
78.43,1109.66,1.67
78.47,1110.07,2.62
78.51,1110.48,1.93
78.55,1110.9,2.01
78.59,1111.31,2.02
78.63,1111.72,1.9
78.67,1112.14,1.92
78.71,1112.55,1.94
78.75,1112.97,2.03
78.79,1113.38,1.96
78.83,1113.79,2.07
78.87,1114.21,2.04
78.91,1114.62,2.04
78.95,1115.03,2.09
78.99,1115.45,2.07
79.03,1115.86,1.98
79.08,1116.38,2.05
79.11,1116.69,1.99
79.15,1117.1,2.11
79.19,1117.52,2.02
79.23,1117.93,2.07
79.28,1118.45,2.24
79.31,1118.76,2.25
79.35,1119.17,1.94
79.39,1119.59,1.9
79.43,1120,0.96
79.47,1120.41,-0.67
79.51,1120.83,1.08
79.55,1121.24,-0.29
79.59,1121.66,-0.38
79.63,1122.07,0.78
79.67,1122.48,2.33
79.71,1122.9,1.94
79.75,1123.31,2.11
79.79,1123.72,2.24
79.83,1124.14,2.3
79.87,1124.55,2.01
79.91,1124.97,0.55
79.95,1125.38,1.34
79.99,1125.79,1.79
80.03,1126.16,1.86
80.07,1126.47,1.83
80.11,1126.79,1.73
80.15,1127.11,1.92
80.19,1127.42,1.85
80.23,1127.74,1.67
80.27,1128.05,1.58
80.31,1128.37,1.51
80.35,1128.68,1.38
80.39,1129,0.74
80.43,1129.32,0.85
80.47,1129.63,1.31
80.51,1129.95,1.43
80.55,1130.26,1.59
80.59,1130.58,1.48
80.63,1130.89,0.95
80.67,1131.21,0.64
80.71,1131.53,0.06
80.75,1131.84,-3
80.79,1132.26,-3.86
80.83,1132.77,-3.27
80.87,1133.29,-3.88
80.91,1133.8,-2.66
80.95,1134.31,-1.95
80.99,1134.83,1.17
81.03,1135.34,1.65
81.07,1135.86,1.36
81.11,1136.37,1.13
81.15,1136.88,1.34
81.19,1137.4,0.78
81.23,1137.91,-1.13
81.27,1138.43,0.51
81.31,1138.94,1.47
81.35,1139.46,1.73
81.39,1139.97,1.77
81.43,1140.48,1.14
81.47,1141,1.76
81.51,1141.51,1.84
81.55,1142.03,1.61
81.59,1142.54,1.82
81.63,1143.05,1.77
81.67,1143.57,2.46
81.71,1144.08,1.82
81.75,1144.6,1.75
81.79,1145.11,1.93
81.83,1145.63,1.76
81.87,1146.14,1.92
81.91,1146.65,1.7
81.95,1147.17,1.73
81.99,1147.68,1.77
82.03,1148.2,1.86
82.07,1148.71,1.81
82.11,1149.22,1.74
82.15,1149.74,1.79
82.19,1150.25,1.8
82.23,1150.77,1.79
82.27,1151.28,1.65
82.31,1151.8,1.93
82.31,1151.8,1.86
82.35,1152.31,1.75
82.35,1152.31,1.82
82.39,1152.82,1.83
82.43,1153.34,1.81
82.47,1153.85,1.88
82.51,1154.37,1.85
82.55,1154.88,1.7
82.59,1155.4,1.64
82.63,1155.91,1.6
82.67,1156.42,1.58
82.71,1156.94,1.39
82.75,1157.45,1.54
82.79,1157.97,1.37
82.83,1158.48,1.55
82.87,1158.99,1.7
82.91,1159.51,1.71
82.95,1160.02,1.71
82.99,1160.54,2.01
83.03,1161.05,1.9
83.07,1161.57,1.7
83.11,1162.08,1.78
83.15,1162.59,1.87
83.19,1163.11,1.83
83.23,1163.62,1.75
83.27,1164.14,1.9
83.31,1164.65,1.9
83.35,1165.16,1.88
83.39,1165.68,1.93
83.43,1166.19,1.84
83.47,1166.71,1.91
83.51,1167.22,1.93
83.55,1167.74,1.8
83.59,1168.25,1.92
83.63,1168.76,1.74
83.67,1169.28,1.7
83.71,1169.79,2.05
83.75,1170.31,1.71
83.79,1170.82,1.85
83.81,1171.08,1.86
83.85,1171.59,1.82
83.89,1172.11,1.83
83.93,1172.62,1.81
83.97,1173.13,1.88
84.01,1173.65,1.85
84.05,1174.16,1.7
84.09,1174.68,1.64
84.13,1175.19,1.6
84.17,1175.71,1.58
84.21,1176.22,1.39
84.25,1176.73,1.54
84.29,1177.25,1.37
84.33,1177.76,1.55
84.37,1178.28,1.7
84.41,1178.79,1.71
84.45,1179.3,1.71
84.49,1179.82,2.01
84.53,1180.33,1.9
84.57,1180.85,1.7
84.61,1181.36,1.78
84.65,1181.88,1.87
84.69,1182.39,1.83
84.73,1182.9,1.75
84.77,1183.42,1.9
84.81,1183.93,1.9
84.85,1184.45,1.88
84.89,1184.96,1.93
84.93,1185.47,1.84
84.97,1185.99,1.91
85.01,1186.5,1.93
85.05,1187.02,1.8
85.09,1187.53,1.92
85.13,1188.05,1.74
85.17,1188.56,1.7
85.21,1189.07,2.05
85.25,1189.59,1.71
85.29,1190.1,1.85
85.33,1190.62,1.77
85.37,1191.13,1.85
85.41,1191.64,1.9
85.45,1192.16,1.86
85.49,1192.67,1.77
85.53,1193.19,1.98
85.57,1193.7,1.84
85.61,1194.22,1.57
85.65,1194.73,2.06
85.69,1195.24,2.19
85.73,1195.76,2.05
85.77,1196.27,1.97
85.81,1196.79,2.12
85.85,1197.3,2.09
85.89,1197.81,2.15
85.93,1198.33,2.16
86,1199.23,2.21
86.03,1199.61,2.38
86.07,1200.15,2.38
86.11,1200.76,2.53
86.13,1201.06,2.35
86.17,1201.66,2.41
86.21,1202.27,2.5
86.25,1202.87,2.38
86.29,1203.48,2.29
86.33,1204.08,2.27
86.37,1204.69,2.3
86.41,1205.29,2.3
86.45,1205.9,2.21
86.49,1206.5,2.38
86.53,1207.11,2.24
86.57,1207.71,2.14
86.61,1208.32,2.25
86.65,1208.92,2.34
86.69,1209.53,2.05
86.73,1210.13,1.91
86.77,1210.74,1.96
86.81,1211.34,1.52
86.85,1211.95,1.27
86.89,1212.55,1.66
86.93,1213.16,1.3
87,1214.22,1.34
87.04,1214.82,1.31
87.08,1215.43,1.28
87.12,1216.03,0.74
87.2,1217.24,-1.16
87.24,1217.85,-2.53
87.28,1218.35,-0.84
87.32,1218.82,-1.49
87.36,1219.29,-0.11
87.4,1219.76,0.65
87.44,1220.24,0.4
87.48,1220.71,-0.49
87.52,1221.18,-1.28
87.56,1221.65,-2.16
87.6,1222.12,-3.27
87.64,1222.59,-0.56
87.68,1223.07,0.05
87.72,1223.54,0.84
87.76,1224.02,0.88
87.8,1224.49,1.25
87.82,1224.73,1.67
87.88,1225.44,2.2
87.92,1225.92,1.72
87.96,1226.39,1.78
88,1226.86,1.8
88.04,1227.34,1.43
88.08,1227.81,1.54
88.12,1228.29,1.46
88.16,1228.76,1.47
88.2,1229.24,1.59
88.24,1229.71,1.45
88.28,1230.19,1.8
88.32,1230.66,1.6
88.36,1231.14,2.21
88.4,1231.61,1.52
88.44,1232.08,1.74
88.48,1232.56,1.82
88.52,1233.03,1.62
88.56,1233.51,1.64
88.6,1233.98,1.7
88.64,1234.46,1.81
88.68,1234.93,1.65
88.72,1235.41,1.85
88.76,1235.88,1.69
88.8,1236.36,1.62
88.84,1236.83,1.66
88.88,1237.31,1.56
88.92,1237.78,1.71
88.96,1238.25,1.83
89,1238.73,1.55
89.04,1239.2,1.49
89.08,1239.68,1.3
89.12,1240.15,1.4
89.16,1240.63,1.6
89.2,1241.1,1.76
89.24,1241.58,1.97
89.28,1242.05,2.15
89.32,1242.53,1.89
89.36,1243,1.56
89.4,1243.47,1.37
89.44,1243.95,1.25
89.48,1244.42,1.09
89.52,1244.9,-1.45
89.56,1245.37,-0.36
89.6,1245.85,1.93
89.64,1246.32,2.14
89.68,1246.8,2.12
89.72,1247.27,2.33
89.76,1247.75,2.15
89.8,1248.22,2.15
89.85,1248.81,1.84
89.88,1249.17,0.35
89.92,1249.64,1.78
89.96,1250.21,2.07
90,1251.03,2.19
90.04,1251.86,2.19
90.08,1252.68,1.44
90.12,1253.51,1.8
90.16,1254.33,1.94
90.2,1255.15,1.82
90.24,1255.98,1.69
90.28,1256.8,1.73
90.32,1257.63,1.32
90.36,1258.45,-0.97
90.4,1259.28,-0.14
90.44,1260.1,0.24
90.48,1260.93,1.62
90.52,1261.75,1.72
90.56,1262.58,1.97
90.6,1263.4,2.07
90.64,1264.23,1.94
90.68,1265.05,1.82
90.72,1265.88,1.49
90.76,1266.7,1.96
90.8,1267.53,1.83
90.84,1268.35,2.43
90.88,1269.18,2.36
90.92,1270,2.16
90.96,1270.82,2.11
91,1271.65,2.28
91.04,1272.47,2.29
91.08,1273.3,2.28
91.12,1274.12,2.25
91.16,1274.95,2.29
91.2,1275.77,2.14
91.24,1276.6,2.18
91.28,1277.42,2.23
91.32,1278.25,2.13
91.36,1279.07,2.13
91.4,1279.9,2.16
91.44,1280.72,2.31
91.48,1281.55,2.21
91.52,1282.37,2.24
91.56,1283.2,2.16
91.64,1284.85,2.25
91.68,1285.67,2.26
91.72,1286.49,2.45
91.76,1287.32,2.18
91.8,1288.14,2.44
91.84,1288.97,2.59
91.88,1289.79,2.1
91.92,1290.31,2.22
91.96,1290.72,2.23
92,1291.13,2.09
92.04,1291.54,2.07
92.08,1291.94,2.01
92.12,1292.35,1.42
92.16,1292.76,1.69
92.2,1293.17,1.2
92.24,1293.58,0.49
92.29,1294.09,0.28
92.32,1294.4,0.74
92.36,1294.81,-2.85
92.4,1295.22,-4.18
92.44,1295.63,-4.91
92.48,1296.04,-4.94
92.52,1296.45,-3.51
92.56,1296.86,0.63
92.6,1297.27,0.49
92.64,1297.68,-3.62
92.68,1298.09,-3.74
92.72,1298.5,-3.29
92.76,1298.91,0.45
92.8,1299.31,1.28
92.84,1299.72,1.25
92.9,1300.34,2.08
92.92,1300.54,2.17
92.96,1300.95,2.16
93,1301.36,2
93.04,1301.77,1.92
93.08,1302.18,1.64
93.12,1302.59,1.65
93.16,1303,1.06
93.21,1303.51,1.62
93.24,1303.82,1.86
93.29,1304.33,1.75
93.32,1304.64,1.38
93.36,1305.05,1.71
93.4,1305.46,1.81
93.44,1305.87,2.16
93.48,1306.28,2.18
93.52,1306.69,2.18
93.56,1307.09,1.91
93.6,1307.5,2.24
93.64,1307.91,2.09
93.68,1308.32,2.1
93.72,1308.73,2.09
93.76,1309.14,1.84
93.8,1309.55,2.18
93.84,1309.96,2.12
93.88,1310.37,2.14
93.92,1310.78,2.18
93.96,1311.19,1.93
94.01,1311.7,2.1
94.05,1312.11,2.17
94.09,1312.52,2.19
94.12,1312.83,2.05
94.16,1313.24,1.92
94.2,1313.65,2.05
94.24,1314.06,2.19
94.28,1314.46,2.19
94.32,1314.87,2.14
94.36,1315.28,2.24
94.4,1315.69,2.06
94.44,1316.11,2.09
94.49,1316.65,2.02
94.52,1316.97,2.15
94.57,1317.51,2.13
94.61,1317.95,2.19
94.64,1318.27,2.1
94.68,1318.7,2.04
94.72,1319.14,2.22
94.76,1319.57,2.12
94.8,1320,2.09
94.84,1320.43,1.98
94.88,1320.86,1.84
94.92,1321.3,2.1
94.97,1321.84,2.05
95.01,1322.27,2.03
95.04,1322.59,2.07
95.08,1323.03,2.1
95.13,1323.57,2.11
95.17,1324,2.09
95.2,1324.32,2.23
95.24,1324.76,2.18
95.28,1325.19,2.11
95.32,1325.62,2.11
95.36,1326.05,2.18
95.4,1326.49,2.1
95.44,1326.92,2.19
95.48,1327.35,2.14
95.53,1327.89,2.17
95.57,1328.32,2.1
95.6,1328.65,2.1
95.64,1329.08,2.14
95.69,1329.62,2.09
95.72,1329.95,2.16
95.76,1330.38,2.24
95.8,1330.81,2.14
95.84,1331.24,2.16
95.9,1331.89,2.2
95.92,1332.11,2.08
95.99,1332.86,2.03
96,1332.97,2.04
96.04,1333.41,1.77
96.08,1333.84,1.03
96.12,1334.27,1.34
96.14,1334.49,0.89
96.2,1335.14,1.7
96.24,1335.57,1.02
96.28,1336,-0.05
96.32,1336.43,-0.71
96.36,1336.86,-0.27
96.4,1337.3,1.05
96.44,1337.73,1.69
96.48,1338.16,1.81
96.53,1338.7,1.17
96.56,1339.03,0.55
96.6,1339.46,0.66
96.64,1339.89,0.56
96.68,1340.26,1.3
96.72,1340.6,2.27
96.76,1340.95,2.49
96.8,1341.3,2.4
96.84,1341.64,2.33
96.88,1341.99,2.26
96.92,1342.33,2.27
96.96,1342.68,2.34
97,1343.02,2.31
97.04,1343.37,2.16
97.08,1343.72,2.28
97.12,1344.06,2.17
97.16,1344.41,2.31
97.2,1344.75,2.21
97.24,1345.1,2.23
97.28,1345.44,2.26
97.32,1345.79,2.34
97.36,1346.14,2.36
97.4,1346.48,2.4
97.44,1346.83,2.37
97.48,1347.17,2.22
97.52,1347.52,2.32
97.56,1347.86,2.3
97.6,1348.21,2.29
97.64,1348.56,2.07
97.68,1348.9,1.97
97.72,1349.25,1.96
97.76,1349.59,2.01
97.8,1349.94,1.9
97.84,1350.28,2.08
97.88,1350.63,1.96
97.92,1350.98,1.96
97.96,1351.32,2.03
98,1351.67,2.21
98.04,1352.01,2.03
98.08,1352.36,2.04
98.12,1352.7,2.1
98.16,1353.05,2.17
98.2,1353.4,2.11
98.24,1353.74,2.09
98.28,1354.07,2.02
98.34,1354.51,2.05
98.36,1354.65,2.17
98.4,1354.94,2.23
98.44,1355.23,2.34
98.48,1355.52,2.22
98.52,1355.81,2.25
98.56,1356.1,2.22
98.61,1356.46,2.36
98.64,1356.68,2.25
98.69,1357.04,2.23
98.73,1357.33,2.36
98.77,1357.62,2.09
98.81,1357.91,2.18
98.84,1358.13,2.05
98.88,1358.42,2.19
98.92,1358.71,2.06
98.97,1359.07,2.18
99.01,1359.36,2.07
99.04,1359.58,2.02
99.1,1360.01,2.01
99.12,1360.16,2.03
99.18,1360.59,2
99.2,1360.74,1.95
99.24,1361.03,2.02
99.28,1361.32,1.95
99.33,1361.68,2.06
99.37,1361.97,1.93
99.4,1362.19,2.08
99.44,1362.47,1.94
99.48,1362.76,2.11
99.52,1363.05,1.89
99.54,1363.2,2.26
99.56,1363.34,2.21
99.63,1363.85,2.14
99.68,1364.21,2.07
99.73,1364.58,2.04
99.76,1364.79,2.31
99.78,1364.94,2.3
99.85,1365.44,2.27
99.86,1365.52,2.32
99.88,1365.66,1.91
99.91,1365.88,2.37
99.92,1365.95,2.49
99.95,1366.17,2.44
99.96,1366.24,2.37
99.98,1366.39,2.39
100.02,1366.68,2.14
100.02,1366.68,2.26
100.04,1366.82,2.24
100.06,1366.97,2.37
100.08,1367.11,2.22
100.1,1367.26,2.42
100.12,1367.4,2.4
100.14,1367.55,2.39
100.17,1367.76,2.47
100.18,1367.84,2.42
100.2,1367.98,2.45
100.22,1368.12,2.42
100.24,1368.27,2.52
100.26,1368.41,2.41
100.28,1368.56,2.44
100.3,1368.7,2.53
100.33,1368.92,2.5
100.34,1368.99,2.54
100.36,1369.14,2.4
100.38,1369.28,2.52
100.4,1369.43,2.42
100.43,1369.65,2.37
100.44,1369.72,2.07
100.46,1369.86,1.78
100.48,1370.01,1.71
100.5,1370.15,1.98
100.52,1370.3,1.83
100.54,1370.44,1.18
100.56,1370.59,1.43
100.58,1370.73,1.85
100.6,1370.88,1.31
100.62,1371.02,1.66
100.64,1371.17,1.75
100.66,1371.31,1.75
100.68,1371.46,1.89
100.7,1371.6,1.94
100.72,1371.75,1.98
100.74,1371.89,2.14
100.76,1372.09,1.83
100.78,1372.43,2.01
100.8,1372.77,2.52
100.82,1373.12,1.97
100.84,1373.46,2.44
100.86,1373.8,2.39
100.88,1374.15,2.37
100.91,1374.66,2.47
100.92,1374.83,2.36
100.94,1375.17,2.43
100.96,1375.52,2.23
100.99,1376.03,2.27
101,1376.2,2.36
101.02,1376.55,2.32
101.04,1376.89,2.07
101.06,1377.23,2.22
101.08,1377.58,1.78
101.1,1377.92,1.72
101.12,1378.26,1.76
101.14,1378.61,1.41
101.16,1378.95,1.88
101.18,1379.29,1.33
101.2,1379.64,1.5
101.22,1379.98,-1.77
101.24,1380.32,1.63
101.26,1380.67,2.35
101.28,1381.01,2.43
101.3,1381.35,2.59
101.32,1381.7,2.52
101.34,1382.04,2.55
101.36,1382.38,2.47
101.38,1382.73,2.48
101.4,1383.07,2.49
101.42,1383.41,2.59
101.44,1383.76,2.48
101.48,1384.44,2.49
101.52,1385.13,2.38
101.56,1385.82,2.43
101.6,1386.5,2.4
101.64,1387.19,2.41
101.68,1387.87,2.32
101.72,1388.56,2.21
101.76,1389.25,2.26
101.8,1389.93,2.26
101.84,1390.62,2.25
101.88,1391.31,2.41
101.92,1391.99,2.31
101.96,1392.68,2.37
102,1393.37,2.28
102.04,1394.05,2.33
102.08,1394.74,2.36
102.12,1395.43,2.26
102.16,1396.11,2.14
102.2,1396.8,2.28
102.24,1397.49,2.37
102.28,1398.11,2.21
102.32,1398.53,2.21
102.36,1398.95,2.41
102.4,1399.37,2.09
102.44,1399.79,2.14
102.48,1400.21,2.19
102.52,1400.63,2.21
102.56,1401.05,2.06
102.6,1401.47,2.23
102.64,1401.89,2.21
102.68,1402.32,2.16
102.72,1402.74,2.09
102.76,1403.16,2.16
102.8,1403.58,2.13
102.84,1404,2.11
102.88,1404.42,2.28
102.92,1404.84,2.26
102.96,1405.26,2.31
103,1405.68,2.32
103.04,1406.08,2.38
103.08,1406.42,2.4
103.12,1406.76,2.33
103.17,1407.18,2.55
103.2,1407.44,2.32
103.23,1407.69,2.39
103.24,1407.77,2.35
103.27,1408.03,2.38
103.32,1408.45,2.35
103.35,1408.7,2.35
103.4,1409.13,2.18
103.43,1409.38,2.18
103.47,1409.72,2.16
103.51,1410.06,1.16
103.55,1410.39,2.06
103.59,1410.73,2.07
103.64,1411.15,2.12
103.67,1411.41,1.86
103.74,1412,1.78
103.77,1412.69,1.49
103.81,1413.62,1.73
103.85,1414.54,1.8
103.89,1415.46,0.01
103.93,1416.38,1.6
103.97,1417.31,1.08
104.01,1418.12,1.31
104.05,1418.59,-0.29
104.09,1419.06,-0.94
104.13,1419.53,-2.41
104.17,1420,-1.98
104.21,1420.47,-1.53
104.25,1420.94,1.16
104.29,1421.41,2.06
104.33,1421.88,2.17
104.37,1422.35,2.32
104.41,1422.82,2
104.45,1423.29,1.74
104.49,1423.76,1.41
104.53,1424.24,-0.05
104.57,1424.71,1.16
104.61,1425.18,2.1
104.65,1425.65,2.48
104.7,1426.32,2.42
104.73,1426.8,2.38
104.77,1427.44,2.38
104.81,1428.08,2.28
104.85,1428.72,2.29
104.89,1429.36,2.19
104.93,1430,2.13
104.97,1430.64,2.08
105.01,1431.28,2.05
105.05,1431.92,2.08
105.09,1432.56,2.02
105.13,1433.2,2.08
105.17,1433.84,2.09
105.22,1434.64,2.06
105.25,1435.12,2.03
105.29,1435.76,2.04
105.33,1436.4,2.07
105.37,1437.04,2.05
105.41,1437.68,2.04
105.45,1438.32,2.13
105.49,1438.96,2.13
105.53,1439.6,2.01
105.57,1440.24,2.04
105.61,1440.88,2.07
105.65,1441.52,2.04
105.69,1442.09,2.05
105.73,1442.45,2.05
105.77,1442.81,2.01
105.81,1443.16,1.98
105.85,1443.52,2.04
105.89,1443.88,1.99
105.93,1444.24,2.11
105.97,1444.6,2.05
106.01,1444.96,2.15
106.05,1445.31,2.13
106.09,1445.67,2.16
106.13,1446.03,2.14
106.17,1446.39,2.17
106.21,1446.75,2.13
106.26,1447.19,1.95
106.29,1447.46,1.89
106.33,1447.82,1.77
106.37,1449,-0.28
106.41,1451,-0.65
106.45,1453,-0.86
106.49,1455,1.2
106.53,1456.29,1.01
106.57,1456.86,1.55
106.61,1457.43,1.88
106.65,1458,1.72
106.69,1458.57,2.34
106.73,1459.14,2.36
106.77,1459.71,2.28
106.81,1460.29,2.21
106.85,1460.86,2.44
106.89,1461.43,2.5
106.93,1462,2.45
106.97,1462.57,2.55
107.01,1463.14,2.39
107.05,1463.71,2.41
107.09,1464.29,2.1
107.13,1464.86,2.19
107.17,1465.43,2.08
107.21,1466,2.06
107.25,1466.57,2.05
107.29,1467.14,2.07
107.33,1467.71,1.99
107.37,1468.29,1.92
107.41,1468.86,1.84
107.45,1469.43,1.79
107.49,1470,1.88
107.53,1470.57,1.9
107.57,1471.14,1.93
107.61,1471.71,1.84
107.65,1472.29,1.9
107.69,1472.86,1.86
107.73,1473.43,2.01
107.77,1474,1.95
107.81,1474.57,1.88
107.85,1475.14,1.98
107.89,1475.71,1.88
107.93,1476.29,1.98
107.97,1476.86,2.12
108.01,1477.43,1.84
108.05,1478,2.14
108.09,1478.57,2.06
108.13,1479.14,2.17
108.17,1479.71,2.07
108.21,1480.29,2.05
108.25,1480.86,1.98
108.29,1481.43,1.9
108.33,1482,2.04
108.37,1482.57,1.93
108.41,1483.14,1.83
108.45,1483.71,1.83
108.49,1484.29,1.95
108.53,1484.86,1.93
108.57,1485.43,1.86
108.61,1486,1.92
108.65,1486.57,1.8
108.69,1487.14,1.86
108.73,1487.71,1.85
108.77,1488.47,1.67
108.81,1489.41,0.59
108.85,1490.35,0.98
108.89,1491.29,1.34
108.93,1492.24,1.8
108.97,1493.18,0.25
109.01,1494.12,1.72
109.05,1495.06,2.2
109.09,1496,2.28
109.13,1496.6,2.25
109.17,1497.2,2.12
109.21,1497.81,1.75
109.25,1498.41,1.34
109.29,1499.01,0.58
109.33,1499.61,-0.99
109.37,1500.22,0.49
109.42,1500.97,0.54
109.47,1501.72,1.37
109.49,1502.02,0.94
109.53,1502.62,2.18
109.59,1503.53,1.66
109.65,1504.43,2.14
109.7,1505.18,1.92
109.74,1505.78,1.83
109.77,1506.24,1.29
109.81,1506.84,1.88
109.85,1507.44,2.15
109.89,1508.04,1.91
109.93,1508.65,1.94
109.97,1509.25,2.39
110.02,1510,2.42
110.06,1510.32,2.66
110.1,1510.65,2.73
110.13,1510.89,2.45
110.17,1511.22,2.46
110.21,1511.54,2.57
110.25,1511.86,2.45
110.29,1512.19,2.42
110.33,1512.51,2.24
110.37,1512.84,2.38
110.41,1513.16,2.34
110.45,1513.48,2.28
110.49,1513.81,2.31
110.53,1514.13,2.31
110.57,1514.46,2.3
110.6,1514.7,2.38
110.64,1515.02,2.28
110.68,1515.35,2.24
110.72,1515.67,2.31
110.76,1516,2.18
110.8,1516.32,2.17
110.84,1516.64,2.16
110.88,1516.97,1.99
110.92,1517.29,2.02
110.96,1517.62,2.1
111,1517.94,2.07
111.04,1518.26,2.17
111.08,1518.59,2.16
111.12,1518.91,2.05
111.16,1519.24,2.06
111.2,1519.56,2.04
111.24,1519.89,2.1
111.28,1520.21,2.05
111.32,1520.53,2.26
111.36,1520.86,2.15
111.4,1521.18,2.07
111.44,1521.51,2.13
111.48,1521.83,2.05
111.52,1522.15,2.22
111.56,1522.48,2.21
111.6,1522.8,2.31
111.64,1523.13,2.44
111.68,1523.45,2.33
111.72,1523.77,2.47
111.76,1524.1,2.37
111.8,1524.42,2.35
111.84,1524.75,2.78
