# DESCRIPTION:
# Reference: Gayatri Kathayat, Hai Cheng, Ashish Sinha, Christoph Spötl, R. Lawrence Edwards, Haiwei Zhang, Xianglei Li, Liang Yi, Youfeng Ning, Yanjun Cai, Weiguo Lui Lui, Sebastian F.M. Breitenbach. 2016. Indian monsoon variability on millennial-orbital timescales. Scientific Reports, 6, 24374. doi: 10.1038/srep24374.
# Data from: hhttps://www.ncei.noaa.gov/access/paleo-search/study/20449. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Age [ka BP],d18O [per mil VPDB],d13C [per mil VPDB]
57.155,-8.07,-9.41
57.168,-8.54,-9.65
57.181,-8.88,-9.51
57.195,-7.78,-10.11
57.247,-7.38,-9.71
57.298,-7.98,-10.52
57.319,-7.817,-9.645
57.36,-7.842,-9.585
57.401,-7.915,-9.57
57.443,-8.05,-9.784
57.484,-8.375,-9.85
57.525,-8.311,-9.892
57.567,-8.35,-9.898
57.608,-8.096,-9.797
57.649,-8.228,-9.889
57.69,-7.833,-10.155
57.732,-7.16,-10.424
57.773,-7.133,-10.365
57.814,-7.923,-10.581
57.856,-8.06,-10.451
57.897,-8.803,-10.355
57.938,-9.226,-10.38
57.979,-7.989,-9.832
58.021,-6.493,-9.571
58.062,-6.499,-9.389
58.103,-6.587,-9.436
58.145,-6.443,-9.496
58.186,-6.752,-9.437
58.227,-7.123,-9.624
58.269,-7.85,-9.67
58.31,-9.281,-9.908
58.356,-6.575,-8.29
58.403,-6.522,-8.42
58.449,-6.394,-8.69
58.496,-5.939,-9.36
58.543,-5.547,-9.46
58.59,-5.64,-9.71
58.636,-4.98,-9.44
58.683,-4.382,-9.08
58.73,-4.049,-8.83
58.777,-4.214,-9.2
58.823,-4.119,-9.2
58.87,-3.909,-9.07
58.917,-4.058,-9.24
58.964,-4.025,-9.15
59.01,-4.258,-9.08
59.057,-4.072,-9
59.104,-3.919,-8.89
59.151,-3.699,-8.77
59.197,-3.826,-8.68
59.244,-3.827,-8.74
59.291,-3.669,-8.73
59.338,-3.754,-8.97
59.384,-3.742,-8.89
59.431,-3.674,-8.82
59.478,-3.817,-8.72
59.525,-4.129,-8.72
59.571,-4.539,-8.95
59.618,-4.504,-8.98
59.665,-4.31,-8.88
59.712,-3.93,-8.67
59.728,-3.687,-8.29
59.745,-3.92,-8.99
59.761,-4.138,-9.36
59.778,-4.336,-9.34
59.794,-4.4,-9.34
59.811,-4.468,-9.27
59.827,-4.815,-9.32
59.844,-4.869,-9.09
59.861,-4.668,-8.95
59.877,-4.476,-9.15
59.894,-4.227,-9.04
59.91,-4.115,-8.75
59.927,-4.098,-8.73
59.943,-4.094,-8.72
59.96,-3.863,-8.7
59.976,-3.538,-8.52
59.993,-3.407,-8.66
60.009,-3.41,-8.85
60.026,-3.346,-8.66
60.043,-3.33,-8.75
60.059,-3.333,-8.72
60.076,-3.429,-8.7
60.092,-3.424,-8.55
60.109,-3.126,-8.75
60.125,-2.811,-8.57
60.142,-2.806,-8.41
60.158,-2.952,-8.62
60.175,-3.291,-8.65
60.192,-3.359,-8.64
60.208,-3.245,-8.45
60.225,-3.419,-8.45
60.241,-3.352,-8.23
60.258,-3.479,-8.34
60.274,-3.577,-8.3
60.291,-3.757,-8.61
60.307,-3.769,-8.61
60.324,-3.917,-8.66
60.34,-4.195,-8.58
60.357,-4.359,-8.41
60.374,-4.648,-8.77
60.39,-3.909,-8.85
60.407,-3.991,-8.84
60.423,-4.271,-8.8
60.44,-4.275,-8.87
60.456,-4.278,-8.82
60.473,-4.295,-8.95
60.506,-4.409,-9.02
60.523,-4.248,-8.89
60.539,-4.018,-9.02
60.556,-3.71,-9.12
60.572,-3.91,-9.24
60.589,-4.232,-9.24
60.605,-4.638,-9.26
60.622,-4.78,-9.23
60.638,-4.702,-9.16
60.655,-4.834,-9.06
60.672,-4.384,-9.2
60.688,-4.183,-9
60.705,-3.619,-8.94
60.721,-4.018,-9.02
60.738,-4.562,-9.05
60.754,-4.344,-9.01
60.771,-4.914,-8.87
60.787,-4.899,-8.84
60.804,-4.891,-8.98
60.82,-4.916,-8.84
60.837,-4.682,-8.74
60.854,-4.491,-8.72
60.87,-4.387,-8.65
60.887,-4.577,-8.93
60.903,-5.085,-8.92
60.92,-4.965,-8.88
60.936,-4.716,-8.87
60.953,-4.909,-8.88
60.969,-4.02,-9.01
60.986,-3.991,-8.82
61.003,-4.021,-8.81
61.019,-3.994,-8.87
61.036,-4.073,-8.87
61.052,-4.053,-8.87
61.069,-4.081,-8.83
61.085,-3.748,-9.01
61.102,-3.696,-8.95
61.118,-3.6,-8.99
61.135,-3.961,-9.04
61.151,-4.286,-9.03
61.168,-4.221,-8.95
61.185,-4.031,-8.92
61.201,-3.814,-8.8
61.218,-3.778,-8.8
61.276,-4.108,-8.9
61.335,-4.092,-8.93
61.393,-3.872,-8.78
61.452,-3.767,-8.73
61.51,-3.642,-8.64
61.569,-3.733,-8.55
61.628,-3.692,-8.53
61.686,-3.799,-8.49
61.745,-4.01,-8.61
61.803,-3.995,-8.51
61.862,-4.096,-8.48
61.92,-4.176,-8.46
61.979,-4.412,-8.61
62.037,-4.517,-8.52
62.096,-4.255,-8.54
62.155,-3.925,-8.62
62.213,-3.586,-8.65
62.272,-3.618,-8.47
62.33,-3.809,-8.52
62.389,-3.884,-8.57
62.447,-3.862,-8.55
62.506,-4.011,-8.59
62.564,-4.487,-8.76
62.623,-4.49,-8.78
62.681,-4.26,-8.78
62.799,-4.375,-8.56
62.857,-4.398,-8.53
62.916,-4.231,-8.49
62.974,-4.328,-8.47
63.033,-4.506,-8.5
63.091,-4.486,-8.55
63.15,-4.652,-8.62
63.326,-4.133,-8.7
63.384,-4.382,-8.39
63.443,-4.336,-8.56
63.501,-4.192,-8.49
63.618,-3.861,-8.61
63.677,-4.025,-8.42
63.735,-3.752,-8.63
63.794,-4.334,-8.23
63.911,-4.539,-8.1
63.97,-4.284,-8.58
64.028,-4.587,-8.88
64.087,-5.347,-8.98
64.145,-5.337,-9.35
64.262,-5.511,-9.12
64.321,-5.307,-9.06
64.497,-5.439,-9.28
64.614,-5.237,-9.37
64.672,-5.36,-9.34
64.731,-5.664,-9.27
64.789,-5.961,-9.29
64.848,-6.182,-9.14
64.906,-6.087,-9.2
64.965,-6.106,-9.31
65.024,-5.508,-9.06
65.082,-4.797,-9.25
65.141,-4.606,-9.12
65.199,-4.499,-8.78
65.258,-4.148,-9.02
65.316,-4.21,-8.88
65.375,-4.089,-8.74
65.433,-4.35,-8.91
65.492,-4.314,-8.75
65.55,-4.551,-8.57
65.609,-4.724,-8.41
65.668,-4.756,-8.31
65.843,-3.857,-8.4
65.902,-3.551,-8.37
65.96,-3.673,-8.41
66.019,-3.55,-8.3
66.077,-3.674,-7.93
66.136,-3.814,-7.82
66.195,-3.741,-7.73
66.253,-3.744,-7.74
66.312,-3.919,-7.88
66.37,-3.938,-8.11
66.429,-4.358,-8.5
66.487,-4.448,-8.66
66.546,-4.528,-8.61
66.604,-4.297,-8.62
66.721,-4.464,-8.37
66.78,-4.148,-8.49
66.839,-4.238,-8.53
66.897,-4.271,-8.46
66.956,-4.291,-8.43
67.014,-4.429,-8.49
67.073,-4.195,-8.26
67.131,-4.281,-8.38
67.248,-4.883,-8.52
67.307,-5.263,-8.37
67.366,-5.162,-8.28
67.424,-5.107,-8.28
67.483,-5.161,-8.28
67.6,-4.332,-8.1
67.658,-4.34,-8.27
67.717,-4.501,-8.28
67.775,-4.637,-8.41
67.834,-4.825,-8.37
67.951,-4.386,-8.44
68.01,-4.604,-8.37
68.068,-4.615,-8.34
68.127,-4.527,-8.47
68.185,-4.786,-8.51
68.244,-4.867,-8.29
68.302,-4.6,-8.18
68.419,-4.804,-8.73
68.478,-5.211,-8.65
68.537,-4.644,-8.36
68.595,-4.861,-8.52
68.654,-4.797,-8.58
68.712,-4.67,-8.67
68.771,-5.012,-8.73
68.829,-5.582,-8.96
68.888,-5.762,-9.05
68.946,-6.013,-9.12
69.005,-6,-8.95
69.064,-5.95,-9
69.122,-6.065,-8.94
69.181,-6.065,-8.91
69.239,-6.412,-9.08
69.298,-6.295,-9.13
69.356,-6.457,-9.21
69.415,-6.43,-9.31
69.473,-6.975,-9.49
83.339,-7.187,-10.06
83.369,-7.57,-9.89
83.398,-7.545,-9.81
83.427,-7.793,-10.07
83.456,-7.735,-10
83.486,-8.383,-9.68
83.515,-8.411,-9.61
83.573,-8.419,-9.8
83.603,-8.359,-9.83
83.632,-7.991,-9.91
83.661,-7.819,-9.63
83.72,-7.899,-8.83
83.749,-8.242,-9.02
83.778,-8.26,-9.17
83.807,-8.399,-9.23
83.866,-7.581,-9
83.895,-6.751,-9.16
83.924,-6.131,-9.15
83.953,-5.872,-9.55
84.041,-5.971,-9.72
84.07,-6.064,-9.65
84.158,-5.477,-9.94
84.187,-6.003,-9.86
84.217,-5.721,-9.73
84.246,-5.774,-9.87
84.275,-5.754,-9.74
84.304,-5.758,-9.56
84.334,-5.751,-9.33
84.363,-6.159,-9.36
84.392,-5.846,-9.54
84.421,-5.302,-9.47
84.45,-5.525,-9.46
84.48,-5.406,-9.36
84.509,-5.685,-9.48
84.597,-5.91,-9.63
84.626,-5.802,-9.53
84.655,-5.37,-9.53
84.684,-4.986,-9.31
84.714,-5.33,-9.16
84.743,-5.231,-9.18
84.772,-5.222,-8.82
84.801,-5.267,-8.96
84.831,-5.54,-9.05
84.86,-5.289,-9.07
84.889,-4.626,-9.2
84.918,-4.578,-8.93
84.947,-4.563,-9.09
84.977,-4.865,-8.85
85.006,-4.76,-9.24
85.035,-4.537,-9.42
85.064,-4.239,-9.42
85.094,-4.123,-9.36
85.152,-4.394,-9.34
85.181,-4.354,-9.2
85.24,-4.284,-8.98
85.269,-4.157,-8.9
85.298,-4.712,-9.07
85.328,-5.069,-8.89
85.357,-4.921,-8.67
85.386,-4.853,-8.91
85.415,-4.646,-9.11
85.445,-4.245,-8.85
85.474,-4.21,-8.97
85.503,-4.378,-8.88
85.532,-4.877,-9.15
85.561,-4.91,-9.15
85.591,-4.607,-8.96
85.62,-4.257,-8.88
85.649,-4.201,-8.88
85.678,-4.552,-9.07
85.708,-4.878,-9.03
85.737,-4.65,-8.84
85.766,-4.176,-8.69
85.795,-4.371,-8.88
85.825,-4.642,-8.88
85.912,-4.899,-8.99
85.942,-4.674,-8.96
85.971,-4.967,-8.65
86,-5.072,-8.72
86.029,-5.118,-8.76
86.117,-5.113,-9.04
86.146,-5.494,-8.95
86.175,-5.824,-8.97
86.205,-5.944,-9.12
86.234,-5.446,-8.98
86.263,-5.195,-8.99
86.292,-5.14,-8.91
86.322,-5.248,-8.93
86.351,-5.083,-8.63
86.38,-5.064,-8.84
86.409,-4.896,-8.83
86.439,-4.96,-8.92
86.468,-4.841,-8.92
86.497,-4.684,-9.12
86.526,-4.778,-8.7
86.556,-4.859,-8.76
86.585,-5.001,-8.79
86.614,-4.841,-8.91
86.672,-4.714,-8.76
86.702,-4.826,-8.61
86.76,-5.423,-8.48
86.789,-4.568,-8.35
86.819,-3.778,-8
86.848,-3.729,-8.2
86.877,-3.733,-8.3
86.906,-3.686,-8.36
86.936,-3.764,-8.5
86.965,-3.749,-8.48
86.994,-3.744,-8.58
87.023,-3.755,-8.32
87.053,-4.13,-8.35
87.082,-4.277,-8.42
87.111,-4.358,-8.18
87.14,-4.344,-8.09
87.17,-4.825,-8.24
87.199,-4.694,-8.2
87.227,-4.377,-7.9
87.352,-4.552,-8.18
87.478,-4.356,-8.14
87.603,-4.545,-8.22
87.854,-5.042,-8.25
87.979,-5.631,-8.2
88.105,-6.428,-8.59
88.356,-8.506,-9.54
88.481,-8.58,-9.64
88.732,-7.37,-9.27
88.857,-7.023,-9.1
88.983,-7.024,-8.92
89.108,-7.761,-9.16
89.234,-8.68,-8.9
89.359,-8.507,-9
89.485,-8.348,-9.04
89.61,-8.165,-9.17
89.735,-7.165,-9.1
89.861,-7.783,-9.08
89.986,-7.03,-8.96
90.112,-7.53,-9.29
90.237,-7.709,-9.36
90.363,-8.249,-9.54
90.488,-8.187,-9.33
90.613,-7.851,-9.28
90.739,-7.967,-9.12
90.864,-8.141,-8.95
90.99,-8.071,-9.03
91.115,-8.249,-8.67
91.241,-8.729,-8.56
91.366,-8.561,-8.53
91.491,-8.286,-9.02
91.619,-8.063,-9.17
91.637,-7.787,-8.99
91.654,-7.793,-9.1
91.672,-7.771,-8.99
91.689,-7.642,-8.92
91.707,-7.518,-9.03
91.725,-7.383,-9.16
91.742,-8.233,-9.06
91.76,-7.782,-8.94
91.777,-7.514,-8.9
91.795,-8.204,-9
91.813,-8.131,-8.87
91.83,-8.554,-8.94
91.848,-7.682,-9.02
91.865,-8.369,-9.12
91.883,-8.697,-9.18
91.901,-7.857,-9.13
91.918,-8.755,-9.31
91.936,-9.034,-9.41
91.953,-8.323,-9.55
91.971,-7.506,-9.26
91.989,-7.862,-9.3
92.006,-8.285,-9.28
92.024,-7.916,-9.28
92.041,-7.432,-9.34
92.059,-8.031,-9.54
92.077,-8.335,-9.7
92.094,-8.188,-9.64
92.112,-7.804,-9.73
92.129,-8.057,-9.8
92.147,-8.001,-9.84
92.165,-8.361,-9.76
92.182,-7.989,-9.72
92.2,-7.6,-9.55
92.217,-7.702,-9.55
92.235,-8.013,-9.48
92.253,-7.963,-9.6
92.27,-8.311,-9.5
92.288,-8.314,-9.29
92.305,-8.671,-9.52
92.323,-8.997,-9.62
92.341,-8.354,-9.38
92.358,-7.791,-9.43
92.376,-7.808,-9.46
92.393,-8.59,-9.57
92.411,-8.929,-9.64
92.429,-8.427,-9.57
92.446,-7.631,-9.5
92.464,-7.149,-9.39
92.482,-7.413,-9.47
92.499,-7.953,-9.47
92.517,-9.137,-9.35
92.534,-8.935,-9.37
92.552,-7.97,-9.28
92.57,-8.004,-9.4
92.587,-7.896,-9.49
92.605,-8.246,-9.46
92.622,-8.379,-9.57
92.64,-7.769,-9.52
92.675,-7.8,-9.41
92.693,-8.338,-9.46
92.71,-8.863,-9.33
92.728,-8.961,-9.23
92.746,-8.881,-9.16
92.763,-9.233,-9.29
92.781,-9.218,-9.29
92.798,-8.999,-9.49
92.816,-8.854,-9.49
92.834,-8.722,-9.53
92.851,-8.535,-9.55
92.869,-8.765,-9.62
92.886,-8.314,-9.65
92.904,-7.952,-9.73
92.922,-7.731,-9.86
92.939,-7.131,-9.87
92.957,-6.711,-10.1
92.974,-6.697,-10.24
92.992,-6.886,-10.1
93.01,-6.662,-9.83
93.027,-6.652,-9.5
93.045,-6.343,-9.14
93.062,-6.376,-9.22
93.08,-6.035,-9.05
93.098,-6.288,-9.46
93.115,-6.355,-9.64
93.133,-6.718,-9.65
93.15,-6.796,-9.57
93.168,-7.149,-9.49
93.186,-7.158,-9.29
93.203,-6.761,-9.56
93.221,-6.7,-9.65
93.238,-6.531,-9.5
93.256,-6.972,-9.55
93.274,-6.746,-9.6
93.291,-6.579,-9.75
93.309,-6.253,-9.67
93.326,-6.161,-9.71
93.344,-5.967,-9.7
93.362,-6.264,-9.69
93.379,-6.814,-9.83
93.397,-6.994,-9.79
93.414,-6.589,-9.27
93.432,-6.104,-8.67
93.45,-6.285,-9.13
93.467,-6.234,-9.04
93.485,-6.033,-9.05
93.502,-6.074,-9.26
93.52,-5.804,-9.43
93.538,-5.703,-9.29
93.555,-5.834,-9.3
93.573,-6.19,-9.27
93.59,-6.379,-9.39
93.608,-6.782,-9.42
93.626,-7.083,-9.17
93.643,-7.642,-9.3
93.661,-7.492,-9.5
93.678,-6.828,-9.53
93.696,-6.645,-9.55
93.714,-6.383,-9.37
93.731,-6.487,-9.51
93.749,-6.76,-9.76
93.766,-6.774,-9.67
93.784,-6.578,-9.63
93.802,-6.627,-9.82
93.819,-6.565,-9.92
93.837,-6.627,-10.03
93.854,-7.141,-10.17
93.872,-7.351,-10.3
93.89,-6.709,-10.05
93.907,-6.098,-9.72
93.925,-6.029,-9.22
93.942,-6.237,-9.35
93.96,-6.571,-8.97
93.978,-6.247,-8.75
93.995,-5.973,-8.7
94.013,-6.133,-8.65
94.03,-5.994,-8.7
94.048,-6.697,-8.89
94.066,-6.828,-9.04
94.083,-6.591,-9.05
94.101,-6.504,-9.24
94.118,-6.651,-9.38
94.136,-6.441,-9.29
94.154,-6.308,-9.04
94.171,-6.359,-9.06
94.189,-6.672,-8.97
94.206,-6.965,-8.94
94.224,-6.694,-8.79
94.242,-6.772,-8.81
94.259,-6.814,-8.8
94.277,-6.971,-8.89
94.295,-6.786,-8.85
94.312,-6.783,-8.91
94.33,-6.681,-8.93
94.347,-6.779,-8.96
94.365,-6.674,-9.08
94.383,-6.671,-9.29
94.4,-6.473,-9.47
94.418,-6.191,-9.55
94.435,-5.948,-9.54
94.453,-5.883,-9.67
94.471,-5.888,-9.52
94.488,-5.749,-9.49
94.506,-5.618,-9.49
94.523,-5.632,-9.4
94.541,-5.646,-9.61
94.559,-5.612,-9.57
94.576,-5.621,-9.64
94.594,-5.699,-9.57
94.611,-5.97,-9.38
94.629,-6.152,-9.16
94.647,-6.233,-9.03
94.664,-6.266,-9.03
94.682,-6.595,-8.66
94.699,-7.051,-7.77
94.717,-7.491,-7.48
94.735,-8.601,-7.96
108.534,-9.331,-9.35
108.54,-9.801,-10.96
108.547,-9.77,-10.87
108.553,-9.607,-11.02
108.56,-10.031,-11.15
108.566,-9.957,-11.1
108.573,-9.616,-10.93
108.579,-9.587,-10.86
108.586,-9.474,-10.79
108.592,-9.545,-10.75
108.599,-9.492,-10.62
108.606,-9.444,-10.73
108.612,-9.437,-10.74
108.619,-9.444,-10.61
108.625,-9.461,-10.72
108.632,-9.491,-10.63
108.638,-9.629,-10.9
108.645,-9.645,-10.84
108.651,-9.68,-10.81
108.658,-9.83,-11.07
108.664,-9.887,-11.27
108.671,-10.333,-11.32
108.677,-9.618,-11
108.684,-9.881,-11.25
108.691,-10.771,-11.13
108.697,-10.777,-11.16
108.704,-10.278,-11.03
108.71,-9.912,-10.58
108.717,-9.707,-10.97
108.723,-10.148,-11.19
108.73,-10.002,-11.22
108.736,-8.757,-10.6
108.743,-9.353,-11.42
108.749,-9.138,-11.41
108.756,-9.187,-11.13
108.762,-10.057,-11.32
108.769,-10.931,-11.53
108.775,-11.275,-11.48
108.782,-11.726,-11.36
108.789,-11.113,-11.37
108.795,-9.343,-11.07
108.802,-9.324,-10.97
108.808,-9.935,-11.04
108.815,-9.485,-10.95
108.821,-9.711,-11.33
108.828,-9.521,-11.07
108.834,-9.446,-11.35
108.841,-9.443,-11.23
108.847,-9.24,-11.35
108.854,-9.021,-10.97
108.86,-9.476,-11.28
108.867,-9.455,-11.24
108.874,-9.405,-11.38
108.88,-9.189,-11.5
108.887,-9.093,-11.78
108.893,-9.621,-11.77
108.9,-9.569,-11.51
108.906,-9.57,-11.36
108.913,-9.383,-11.22
108.919,-8.986,-11.31
108.926,-8.331,-11.27
108.932,-8.399,-11.21
108.939,-9.183,-11.34
108.945,-9.755,-11.04
108.952,-8.688,-11.29
108.959,-8.635,-11.39
108.965,-8.667,-11.28
108.972,-8.82,-10.77
108.978,-8.939,-10.87
108.985,-9.497,-11.26
108.991,-9.234,-11.08
108.998,-10.212,-11.36
109.004,-9.613,-11.34
109.011,-9.725,-11.19
109.017,-9.691,-11.22
109.024,-8.705,-11.04
109.03,-8.624,-11.03
109.037,-9.001,-11.02
109.043,-8.705,-11.16
109.05,-8.308,-10.85
109.057,-8.157,-10.91
109.063,-8.379,-10.76
109.07,-8.334,-10.67
109.076,-7.929,-10.6
109.083,-6.835,-10.47
109.089,-6.591,-10.46
109.096,-7.069,-10.27
109.102,-7.307,-10.12
109.11,-7.165,-9.95
109.164,-6.388,-9.74
109.219,-5.459,-9.38
109.274,-5.114,-8.94
109.329,-5.284,-8.84
109.384,-5.415,-8.6
109.439,-5.557,-8.61
109.494,-5.36,-8.78
109.549,-5.223,-8.8
109.604,-5.316,-9.2
109.659,-5.594,-8.87
109.714,-5.685,-8.59
109.769,-5.366,-8.24
109.823,-5.084,-8.46
109.878,-5.514,-8.3
109.933,-6.241,-8.21
109.988,-6.374,-8.39
110.043,-6.34,-8.54
110.098,-6.148,-8.68
110.153,-6.517,-8.35
110.208,-6.242,-8.51
110.263,-6.526,-8.85
110.318,-6.895,-9.3
110.373,-6.065,-9.46
110.428,-5.594,-9.4
110.482,-5.612,-9.13
110.537,-5.408,-9.19
110.592,-5.643,-8.89
110.647,-5.699,-8.82
110.702,-5.708,-8.9
110.757,-5.729,-8.95
110.812,-6.121,-9.08
110.825,-6.189,-9.07
110.839,-5.922,-8.99
110.852,-5.684,-9.27
110.865,-5.656,-9.21
110.878,-5.136,-8.99
110.892,-5.464,-8.91
110.905,-5.551,-9.07
110.918,-5.529,-9.07
110.931,-5.694,-9.31
110.958,-5.948,-9.41
110.971,-6.566,-9.77
110.984,-6.597,-9.66
110.998,-6.983,-9.65
111.011,-7.317,-9.85
111.051,-8.899,-10.03
111.064,-8.696,-10.14
111.077,-8.962,-10.27
111.09,-8.331,-10.32
111.104,-8.223,-10.2
111.117,-9.059,-10.3
111.13,-8.802,-10.3
111.144,-8.603,-10.36
111.157,-8.365,-10.35
111.17,-8.543,-10.51
111.183,-8.6,-10.49
111.197,-8.411,-10.48
111.21,-8.253,-10.42
111.223,-8.066,-10.2
111.236,-8.319,-10.3
111.25,-8.264,-10.2
111.263,-7.842,-10.12
111.276,-7.546,-10.04
111.289,-7.107,-10.02
111.303,-6.583,-9.95
111.315,-5.942,-9.65
111.319,-6.037,-9.56
111.322,-6.268,-9.7
111.326,-6.243,-9.85
111.329,-7.06,-10.45
111.333,-6.931,-10.25
111.337,-7.623,-10.64
111.34,-8.007,-10.4
111.344,-8.276,-10.36
111.347,-7.92,-10.25
111.351,-7.099,-10.28
111.354,-6.637,-10.49
111.361,-6.459,-10.48
111.365,-6.908,-10.46
111.368,-7.428,-10.15
111.372,-8.641,-10.1
111.375,-9.031,-10.17
111.379,-7.799,-10.15
111.383,-6.375,-10.06
111.386,-6.355,-10.32
111.39,-6.556,-10.34
111.393,-6.734,-10.12
111.397,-7.2,-9.96
111.4,-7.484,-10.1
111.404,-6.788,-10.15
111.407,-6.453,-10.2
111.411,-6.446,-10.19
111.414,-6.528,-10.19
111.418,-6.745,-10.13
111.421,-6.483,-10.34
111.425,-6.566,-10.32
111.432,-6.151,-10.66
111.436,-5.943,-10.6
111.439,-6.257,-10.64
111.443,-6.662,-10.49
111.446,-7.025,-10.22
111.45,-7.87,-10.47
111.453,-7.718,-10.19
111.457,-7.791,-9.99
111.46,-7.112,-10.04
111.467,-6.723,-9.41
111.471,-7.133,-9.66
111.475,-7.111,-9.2
111.478,-7.436,-9.21
111.482,-7.18,-8.99
111.521,-6.968,-9.17
111.636,-7.152,-9.4
111.713,-7.606,-9.34
111.752,-8.172,-9.74
111.79,-8.186,-9.78
111.829,-7.614,-9.74
111.867,-7.121,-9.59
111.983,-7.842,-9.88
112.06,-7.922,-9.51
112.136,-7.156,-9.74
112.175,-6.867,-9.78
112.213,-6.791,-9.83
112.252,-6.645,-9.9
112.29,-6.737,-10.08
112.329,-6.581,-9.99
112.37,-6.827,-10.01
112.411,-7.067,-9.85
112.452,-7.754,-10.22
112.493,-8.409,-9.99
112.535,-8.467,-9.91
112.576,-8.24,-10.03
112.617,-8.01,-9.98
112.658,-8.159,-9.98
112.7,-8.753,-9.69
112.741,-9.379,-10.21
112.782,-9.456,-10.12
112.823,-9.46,-9.88
112.864,-9.423,-10.11
112.906,-8.897,-10.2
112.947,-8.743,-10.07
112.969,-8.544,-10.23
112.991,-7.647,-10.07
113.014,-7.265,-10.14
113.036,-7.173,-10.09
113.058,-7.033,-10.06
113.08,-7.184,-10.18
113.102,-7.371,-10.11
113.124,-7.759,-10.46
113.168,-8.118,-10.3
113.19,-8.332,-10.38
113.212,-8.219,-10.24
113.235,-8.138,-10.37
113.257,-7.836,-10.31
113.279,-7.835,-10.46
113.301,-7.741,-10.52
113.323,-8.377,-10.6
113.345,-8.972,-10.73
113.367,-9.265,-10.77
113.389,-8.954,-10.61
113.411,-8.653,-10.68
113.434,-7.517,-10.55
113.456,-7.296,-10.47
113.478,-7.67,-10.39
113.5,-7.91,-10.31
113.522,-8.264,-10.37
113.544,-8.009,-10.23
113.566,-8.091,-10.17
113.588,-8.733,-10.37
113.61,-9.036,-10.49
113.632,-9.068,-10.46
113.655,-8.985,-10.28
113.677,-8.242,-10.22
113.699,-7.488,-10.23
113.721,-7.917,-10.57
113.743,-8.465,-10.47
113.765,-8.271,-10.57
113.787,-7.821,-10.12
113.809,-7.99,-10.34
113.831,-8.108,-10.41
113.854,-7.826,-10.52
113.876,-7.059,-10.52
113.898,-7.017,-10.49
113.92,-7.713,-10.51
113.942,-7.946,-10.57
113.964,-7.449,-10.36
113.986,-6.947,-10.33
114.008,-7.275,-10.62
114.03,-7.47,-10.58
114.052,-7.488,-10.6
114.075,-7.933,-10.77
114.097,-7.644,-10.56
114.119,-7.547,-10.65
114.141,-7.977,-10.77
114.163,-8.132,-10.75
114.185,-7.688,-10.74
114.207,-6.75,-10.56
114.229,-6.739,-10.31
114.251,-6.805,-10.15
114.274,-6.814,-10.13
114.296,-6.805,-10.05
114.318,-7.273,-9.88
114.34,-7.925,-9.85
114.362,-7.828,-9.94
114.384,-7.943,-10.03
114.406,-7.755,-9.9
114.428,-7.932,-10.23
114.45,-8.475,-10.18
114.472,-8.171,-10.06
114.495,-7.596,-9.88
114.517,-7.606,-9.97
114.539,-7.804,-9.8
114.561,-7.357,-9.71
114.583,-7.05,-9.56
114.605,-7.155,-9.52
114.627,-7.185,-9.42
114.649,-7.293,-9.61
114.671,-7.508,-9.9
114.694,-7.112,-9.88
114.716,-7.172,-10.02
114.738,-7.303,-9.96
114.76,-7.878,-9.86
114.782,-8.173,-9.88
114.804,-8.134,-9.84
114.826,-8.081,-9.92
114.848,-8.006,-9.86
114.87,-7.729,-9.61
114.892,-7.954,-9.89
114.914,-7.611,-9.58
115.249,-7.451,-9.38
115.585,-7.526,-9.39
115.92,-7.145,-9.36
116.256,-6.874,-9.33
116.591,-6.754,-9.37
116.927,-6.878,-9.68
117.262,-6.734,-9.66
117.597,-6.949,-9.78
117.933,-6.697,-10.04
117.951,-7.02,-9.08
118.224,-6.68,-9.07
118.497,-6.55,-9.01
118.771,-6.69,-8.95
119.044,-6.31,-8.97
119.317,-5.46,-8.89
119.59,-5.4,-9.04
119.863,-6.01,-9.07
120.137,-6.47,-9.24
120.41,-6.51,-9.51
120.683,-6.43,-9.68
120.956,-6.01,-9.33
121.229,-4.24,-8.9
121.503,-7.92,-8.9
121.776,-7.7,-8.53
122.049,-7.99,-7.88
122.322,-8.4,-8.49
122.595,-8.45,-8.88
122.869,-9.19,-9.49
123.142,-8.74,-9.69
123.415,-8.43,-9.9
123.688,-8.48,-10.01
123.961,-8.6,-10
124.235,-9.1,-10.79
124.508,-9.02,-11.22
124.781,-9.47,-10.81
125.054,-9.33,-10.36
125.483,-9.49,-10.39
125.904,-8.93,-10.11
126.326,-9.24,-10.05
126.747,-8.89,-10
127.169,-9.04,-10.03
127.59,-8.9,-9.95
128.012,-9.5,-10.1
128.433,-9.32,-9.89
128.527,-9.02,-9.71
128.632,-7.39,-8.99
128.737,-5.22,-8.19
128.842,-4.85,-8.53
128.948,-5.33,-8.99
129.053,-5.22,-9.1
129.158,-4.68,-9.02
129.263,-4.52,-9.25
129.368,-4.21,-9
129.474,-4.38,-9.15
129.579,-4.49,-9.16
129.684,-4.74,-9.09
129.763,-5.22,-9.18
129.835,-5.2,-9.22
129.907,-5.11,-9.02
129.979,-5.01,-8.91
130.051,-4.78,-8.82
130.123,-5.02,-8.9
130.195,-4.93,-8.88
