# DESCRIPTION:
# Reference: Barker, Stephen (2021): Planktic foraminiferal and Ice Rafted Debris (IRD) counts from ODP Site 983. PANGAEA, https://doi.org/10.1594/PANGAEA.929721
# Data from: https://doi.org/10.1594/PANGAEA.929721. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth [m] (MCD_TOP),Age [ka BP] (U1385 age),N. pachyderma s [%],IRD [#/g]
46.17,403.51704,10.13986,0
46.19,403.61935,10.64815,0
46.21,403.72165,8.83055,0
46.23,403.82396,8.03783,0
46.25,403.92626,5.95238,0
46.27,404.02857,8.15047,9.29557
46.29,404.13087,6.58537,0
46.31,404.23318,8.33333,0
46.33,404.33548,9.96564,0
46.35,404.43779,11.18881,0
46.37,404.54009,15.77381,0
46.39,404.6424,13.51351,0
46.41,404.7447,11.8705,0
46.43,404.84701,8.52535,0
46.45,404.94931,7.20222,0
46.47,405.05162,7.60234,0
46.49,405.15393,9.20502,0
46.51,405.25623,8.07453,0
46.53,405.35854,7.98319,0
46.55,405.46084,8.97436,0
46.57,405.56315,15.59322,0
46.59,405.66545,14.04959,0
46.61,405.76776,11.5566,0
46.63,405.87006,12.91209,0
46.65,405.97237,10.76923,10.50041
46.67,406.07467,12.4183,0
46.69,406.17698,13.15136,0
46.71,406.27928,12.47002,0
46.73,406.38159,6.33803,0
46.75,406.48389,10.72464,0
46.77,406.5862,7.8125,0
46.79,406.6885,10.38062,0
46.81,406.79081,10.18519,0
46.83,406.89312,12.14953,0
46.85,406.99542,8.56031,0
46.87,407.09773,11.26761,0
46.89,407.20003,7.14286,0
46.91,407.30234,8.09249,0
46.93,407.40464,8.38323,0
46.95,407.50695,5.93824,0
46.97,407.60925,11.03203,0
46.99,407.71156,10.8871,13.99825
47.01,407.81386,10.57269,0
47.02,407.86502,7.6555,0
47.03,407.91617,10.86957,0
47.05,408.01847,10.06944,0
47.07,408.12078,6.62252,11.77878
47.09,408.22308,10.04785,0
47.11,408.32539,10.31579,0
47.13,408.42769,14.78261,0
47.15,408.53,11.29032,11.68096
47.17,408.63231,12.90323,0
47.19,408.73461,10.52632,26.53125
47.21,408.83692,20.30303,0
47.23,408.93922,10.58201,0
47.25,409.04153,15.20913,0
47.27,409.14383,12.90323,10.23509
47.29,409.24614,11.36364,0
47.31,409.34844,10.45455,0
47.33,409.45075,13.07692,0
47.35,409.55305,10.33654,0
47.37,409.65536,10.82353,0
47.39,409.75766,10.14493,0
47.41,409.85997,8.84354,0
47.43,409.96227,7.57576,0
47.45,410.06458,10.09772,0
47.47,410.16688,9.80392,0
47.49,410.26919,7.91667,0
47.51,410.3715,6.60066,0
47.53,410.4738,6.14754,11.31742
47.55,410.57611,8.80282,0
47.57,410.67841,7.5,0
47.59,410.78072,6.52921,0
47.61,410.88302,6.78571,0
47.63,410.98533,8.3004,19.54945
47.65,411.08763,4.52962,0
47.67,411.18994,5.47445,0
47.69,411.29224,6.29139,0
47.71,411.39455,6.45161,5.7554
47.73,411.49685,10.18182,0
47.75,411.59916,6.97674,0
47.77,411.70146,10.85526,0
47.79,411.80377,10.99291,0
47.81,411.90607,10.08403,0
47.83,412.00838,8.83281,0
47.85,412.11069,13.08725,10.19677
47.87,412.21299,7.393,0
47.89,412.3153,10.82621,0
47.91,412.4176,9.92063,0
47.93,412.51991,10.07958,0
47.95,412.62221,9.7561,0
47.97,412.72452,13.8756,0
47.99,412.82682,12.95337,2.58377
48.01,412.92913,12.92517,0
48.03,413.03143,9.49367,5.39038
48.05,413.13374,7.04225,6.77249
48.07,413.23604,7.47253,6.2275
48.09,413.33835,11.26126,6.61157
48.11,413.44065,10.7438,0
48.13,413.54296,15.73034,0
48.15,413.64526,12.84047,0
48.17,413.74757,11.02151,0
48.19,413.84988,12.73713,0
48.21,413.95218,10.58824,0
48.23,414.05449,13.879,0
48.25,414.15679,9.16031,13.45669
48.27,414.2591,13.18681,0
48.29,414.3614,15.27094,0
48.31,414.46371,16.48352,0
48.33,414.56601,22.37443,0
48.35,414.66832,30.68966,12.12351
48.37,414.77062,38.32117,0
48.39,414.87293,44.12417,0
48.41,414.97523,37.46479,0
48.43,415.07754,15.96639,0
48.45,415.17984,11.45038,0
48.47,415.28215,7.17131,0
48.49,415.38445,6.53061,0
48.51,415.48676,7.51634,0
48.53,415.58907,5.90406,0
48.55,415.69137,5.22388,0
48.57,415.79368,3.97554,0
48.59,415.89598,5.66038,0
48.61,415.99829,3.5503,0
48.63,416.10059,2.59366,0
48.65,416.2029,6.58436,0
48.67,416.3052,5.60748,11.69163
48.69,416.40751,5.51471,0
48.71,416.50981,3.18471,0
48.73,416.61212,1.70068,0
48.75,416.71442,6.41026,6.62663
48.77,416.81673,3.83142,0
48.79,416.91903,5.30612,0
48.81,417.02134,3.58566,0
48.83,417.12364,4.38871,0
48.85,417.22595,3.64742,11.82339
48.87,417.32826,9.03226,0
48.89,417.43056,4.51807,0
48.91,417.53287,3.72671,0
48.93,417.63517,4.54545,0
48.95,417.73748,7.25552,0
48.97,417.83978,4.37956,0
48.99,417.94209,4.26357,0
49.01,418.04439,3.76712,0
49.03,418.1467,2.14286,0
49.05,418.249,4,0
49.07,418.35131,3.78007,0
49.09,418.45361,4.46009,0
49.11,418.55592,2.60116,0
49.13,418.65822,3.125,0
49.15,418.76053,3.76712,0
49.17,418.86283,4.98221,0
49.19,418.96514,2.89389,11.06979
49.21,419.06745,6.09418,0
49.23,419.16975,4.82456,0
49.25,419.27206,3.89105,0
49.27,419.37436,4.60048,0
49.29,419.47667,5.71429,0
49.31,419.57897,4.97512,6.86548
49.33,419.68128,6.85358,0
49.35,419.78358,8.84956,0
49.37,419.88589,3.02267,0
49.39,419.98819,4.77223,6.91892
49.41,420.0905,7.55396,0
49.43,420.1928,6.86275,4.19342
49.45,420.29511,5.44041,0
49.47,420.39741,6.88525,5.9557
49.49,420.49972,9.24092,0
49.51,420.60202,9.11854,12.1281
49.53,420.70433,11.62791,21.8897
49.55,420.80664,14.98471,76.36472
49.57,420.90894,11.5493,485.63686
49.59,421.01125,22.34957,574.72043
49.61,421.11355,16.6065,435.03103
49.63,421.21586,11.56716,98.68928
49.65,421.31816,9.48905,70.32967
49.67,421.42047,10.66667,0
49.69,421.52277,8.91089,18.47042
49.71,421.62508,8.81226,12.27936
49.73,421.72738,6.61157,25.31896
49.75,421.82969,5.98007,0
49.77,421.93199,6.90789,0
49.79,422.0343,3.81679,0
49.81,422.1366,7.06897,0
49.83,422.23891,7.22433,0
49.85,422.34122,11.76471,0
49.87,422.44352,3.93873,13.16195
49.89,422.54583,4.77273,0
49.91,422.64813,8.40336,0
49.93,422.75044,5.8309,11.18392
49.95,422.85274,8.85781,0
49.97,422.95505,7.40038,6.5034
49.99,423.05735,7.55668,0
50.01,423.15966,11.05651,0
50.03,423.26196,10.57402,0
50.05,423.36427,9.07127,0
50.07,423.46657,9.03427,0
50.09,423.56888,6.80628,0
50.11,423.67118,8.99281,0
50.13,423.77349,11.43911,0
50.15,423.87579,10.82621,0
50.17,423.9781,16.71088,0
50.19,424.08041,18.58191,11.84856
50.21,424.18271,23.83901,25.21671
50.23,424.28502,21.06599,26.61953
50.25,424.38732,24.12935,52.74544
50.27,424.48963,38.7234,161.89491
50.29,424.59193,51.08434,405.83739
50.31,424.69424,36.75418,80.96142
50.33,424.79654,30.57325,313.92314
50.35,424.89885,25,85.76625
50.37,425.08673,41.53846,484.55648
50.39,425.36019,74.28571,3150.03394
50.41,425.63365,60.86957,2164.35956
50.43,425.90712,80.13699,1823.11301
50.45,426.18058,85.88235,2110.6383
50.47,426.45404,95.74468,2138.53774
50.49,426.7275,83.33333,3435.34994
50.51,427.00096,82.35294,2498.85774
50.53,427.27442,87.70053,1861.36227
50.55,427.54788,88.37209,1592.3445
50.57,427.82135,89.22156,2502.96522
50.59,428.09481,93.79845,2337.78949
50.61,428.36827,88.48921,3512.9927
50.63,428.64173,87.44395,2827.82212
50.65,428.91519,87.56219,2319.31624
50.67,429.18865,92.13974,1709.3359
50.69,429.46212,88.33333,1682.30825
50.71,429.73558,94.73684,2583.65316
50.73,430.00904,95.7265,3020.07048
50.75,430.2825,93.83562,2288.75785
50.76,430.41923,97.08738,3572.30881
50.78,430.69269,,496.81435
50.8,430.96615,95.01779,3121.21212
50.82,431.23962,93.48442,1756.12064
50.84,431.51308,94.68085,1393.74218
50.86,431.78654,96.12903,1743.82263
50.88,432.06,94.58484,863.73861
50.9,432.33346,96.81529,2043.9713
50.92,432.60692,94.97717,1889.19786
50.94,432.88038,95.50562,1246.51795
50.96,433.15385,95.55556,761.11686
50.98,433.42731,94.63415,570.26731
51,433.70077,94.22222,464.81342
51.02,433.97423,94.91094,238.67874
51.04,434.24769,90.90909,84.47148
51.06,434.52115,90.11299,94.80205
51.08,434.79462,90.16064,186.50396
51.1,435.06808,89.89247,64.90214
51.12,435.34154,82.91139,88.20634
51.14,435.615,82.18884,128.02328
51.16,435.88846,82.45614,89.1227
51.18,436.16192,84.74295,118.96916
51.2,436.43538,89.71774,69.13314
51.22,436.70885,93.91727,62.73997
51.24,436.98231,95.68627,37.37954
51.26,437.25577,96.13734,24.95822
51.3,437.80269,96.45669,24.49889
51.32,438.07615,96.52318,34.74624
51.34,438.34962,95.28536,38.74092
51.36,438.62308,93.68132,79.82463
51.38,438.89654,89.92042,425.91505
51.4,439.17,89.4958,1589.50924
51.42,439.94308,81.04089,2421.78126
51.44,440.71615,67.08333,1979.62733
51.46,441.48923,72.69737,1219.87211
51.48,442.26231,66.66667,421.60738
51.5,443.03538,67.32673,222.49584
51.52,443.80846,61.40725,47.00007
51.54,444.58154,70.93863,68.76298
51.56,445.35462,77.18121,47.39961
51.58,446.12769,62.05882,77.34807
51.6,446.90077,72.54174,124.30081
51.62,447.67385,63.73239,198.30257
51.64,448.44692,73.94958,127.04414
51.66,449.22,67.78846,255.16735
51.68,449.495,85.02203,637.99844
51.7,449.77,89.67742,925.58094
51.72,450.045,85.41667,1152.49042
51.74,450.32,94.00545,1065.83869
51.76,450.595,91.08108,908.45295
51.78,450.87,94.03409,220.92406
51.8,451.145,93.79728,287.5034
51.82,451.42,91.6849,93.80235
51.84,451.695,66.60682,37.18336
51.86,451.97,45.16908,188.44847
51.88,452.245,66.75127,455.29429
51.9,452.52,78.60465,906.37838
51.92,452.795,89.95327,360.48214
51.94,453.07,78.5473,31.88045
51.96,453.345,66.38796,22.34637
51.98,453.62,53.23276,33.96667
52,453.895,37.23653,7.67846
52.02,454.17,33.54232,17.34652
52.04,454.445,34.22104,33.69998
52.06,454.72,33.66834,21.82513
52.08,454.995,29.44915,28.25191
52.1,455.27,38.79641,13.49452
52.12,455.545,38.15029,18.38447
52.14,455.82,40.39409,26.27258
52.16,456.095,41.38577,30.13588
52.18,456.37,22.39032,25.01955
52.2,456.645,41.56206,222.98335
52.22,456.92,71.76471,678.84237
52.24,457.04557,83.50305,910.66119
52.26,457.17113,88.60294,689.28379
52.28,457.2967,76.45788,1013.77411
52.3,457.42227,88.96552,669.83825
52.32,457.54784,92.24138,592.0444
52.34,457.6734,87.27273,564.83367
52.36,457.79897,90.9375,435.83535
52.38,457.92454,95.19231,498.1237
52.4,458.0501,94.55677,447.76594
52.42,458.17567,96.44351,635.57858
52.44,458.30124,95.79832,386.74033
52.46,458.4268,93.7799,679.90247
52.48,458.55237,95.37815,1103.29362
52.5,458.67794,94.55253,741.97384
52.52,458.80351,96.21212,436.1949
52.54,458.92907,95.41284,392.8612
52.56,459.05464,96.36099,522.32357
52.58,459.18021,95.05155,204.8437
52.6,459.30577,96.3039,197.44961
52.62,459.43134,94.09781,113.58706
52.64,459.55691,92.12121,33.22087
52.66,459.68247,89.45313,70.16145
52.68,459.80804,88.27709,51.77395
52.7,459.93361,85.38462,59.26612
52.72,460.05918,83.02872,94.02875
52.74,460.18474,84.9162,174.38692
52.76,460.31031,82.94737,308.96108
52.78,460.43588,82.0339,1519.1035
52.8,460.56144,62.10046,359.49446
52.82,460.68701,54.04624,231.2253
52.84,460.81258,83.33333,839.03455
52.86,460.93814,87.30159,887.77471
52.88,461.06371,96.20253,811.9891
52.9,461.18928,93.91481,794.32624
52.92,461.31485,97.04724,1266.62351
52.94,461.44041,96.56566,2526.41903
52.96,461.56598,94.75806,151.04518
52.98,461.69155,91.95251,292.65106
53,461.81711,91.8429,380.54789
53.02,461.94268,94.11765,330.57851
53.04,462.06825,93.88235,59.10056
53.06,462.19381,78.86435,22.00573
53.08,462.31938,79.71275,11.71732
53.1,462.44495,82.36332,10.6383
53.12,462.57052,78.63501,7.06948
53.14,462.69608,93.86792,72.66534
53.16,462.82165,92.04545,34.05463
53.18,462.94722,77.46032,12.52324
53.2,463.07278,68.89952,14.47702
53.22,463.19835,76.92308,21.96294
53.24,463.32392,73.27044,63.93606
53.26,463.44948,83.26996,415.58442
53.28,463.57505,81.03837,528.45976
53.3,463.70062,91.47641,359.19961
53.32,463.82619,85.27397,15.79155
53.34,463.95175,86.72727,0
53.36,464.07732,72.9636,2.91918
53.38,464.20289,61.41907,0
53.4,464.32845,59.91561,7.48101
53.42,464.45402,59.06593,3.69217
53.44,464.57959,61.32723,0
53.46,464.70515,58.59031,0
53.48,464.83072,58.22785,0
53.5,464.95629,64.57883,9.60865
53.52,465.08186,61.29032,0
53.54,465.20742,50.47847,6.78253
53.56,465.33299,49.03846,6.34921
53.58,465.45856,49.15825,0
53.6,465.58412,47.22222,0
53.62,465.70969,51.45631,5.52916
53.64,465.83526,51.62455,2.97508
53.66,465.96082,51.34328,0
53.68,466.08639,54.52489,0
53.7,466.21196,59.66587,0
53.72,466.33753,63.86719,2.91811
53.74,466.46309,59.12162,0
53.76,466.58866,58.31382,0
53.78,466.71423,50.92749,5.45935
53.8,466.83979,50,6.05716
53.82,466.96536,51.875,5.19059
53.84,467.09093,38.70968,0
53.86,467.21649,37.69968,12.01878
53.88,467.34206,49.69136,6.05545
53.9,467.46763,35.11905,21.74652
53.92,467.5932,24.87685,0
53.94,467.71876,23.1746,0
53.96,467.84433,25.92593,0
53.98,467.9699,39.54545,6.16808
54,468.09546,30.78818,20.25156
54.02,468.22103,26.875,17.23364
54.04,468.3466,25.89744,20.06521
54.06,468.47216,24.11576,5.65221
54.08,468.59773,26.89295,34.27347
54.1,468.7233,28.41121,42.41219
54.12,468.84887,35.29412,36.52647
54.14,468.97443,40.85714,128.1602
54.16,469.1,54.79452,231.90273
54.18,469.27286,73.42105,248.77154
54.2,469.44571,90.06342,142.13378
54.22,469.61857,87.41866,63.8404
54.24,469.79143,71.07232,16.05083
54.26,469.96429,78.04878,73.73879
54.28,470.13714,84.30108,33.782
54.3,470.31,81.0089,23.61914
54.32,470.48286,77.53623,31.1663
54.34,470.65571,79.21687,22.19717
54.36,470.82857,91.91489,7.97541
54.38,471.00143,74.23313,10.34093
54.4,471.17429,73.94958,19.03063
54.42,471.34714,76.4,3.89129
54.44,471.52,64.10256,0
54.46,471.69286,69.46779,0
54.48,471.86571,68.24818,0
54.5,472.03857,61.89024,0
54.52,472.21143,56.61972,5.12164
54.54,472.38429,55.32468,0
54.56,472.55714,55.98958,0
54.58,472.73,50,5.04931
54.6,472.90286,62.7907,0
54.62,473.07571,56.79758,14.81253
54.64,473.24857,58.1741,4.24967
54.66,473.42143,61.55378,0
54.68,473.59429,57.14286,7.85083
54.7,473.76714,57.17439,8.83856
54.72,473.94,58.90411,9.43883
54.74,474.11286,50.4386,9.0234
54.76,474.28571,50.74627,26.15661
54.78,474.45857,44.28571,13.18935
54.8,474.63143,48.94958,13.11117
54.82,474.80429,50.48077,11.63032
54.84,474.97714,41.83976,37.13472
54.86,475.15,31.68317,8.36018
54.88,475.32286,31.79724,18.772
54.9,475.49571,33.13953,27.18488
54.92,475.66857,23.31606,22.56302
54.94,475.84143,26.15385,17.80911
54.96,476.01429,18.84058,9.6463
54.98,476.18714,40.69767,132.6175
55,476.36,83.62069,429.75453
55.02,476.56253,92.72349,659.29035
55.04,476.76507,93.76392,194.13549
55.06,476.9676,96.13636,59.14972
55.08,477.17013,95.12195,41.79884
55.1,477.37267,94.20732,4.96124
55.12,477.5752,93.44978,25.90743
55.14,477.77773,95.94156,11.84746
55.16,477.98027,89.78979,43.26517
55.18,478.1828,93.15476,10.28278
55.2,478.38533,88.62876,0
55.22,478.58787,92.09877,10.35515
55.24,478.7904,92.92035,0
55.26,478.99293,87.94788,0
55.28,479.19547,88.34081,19.7186
55.3,479.398,89.44637,0
55.32,479.60053,90.94412,12.8
55.34,479.80307,94.72693,0
55.36,480.0056,79.95283,0
55.38,480.20813,83.59202,3.73352
55.4,480.41067,87.7451,0
55.42,480.6132,82.07739,4.45745
55.44,480.81573,85.12111,4.91514
55.46,481.01827,78.98383,4.9337
55.48,481.2208,74.05405,5.80973
55.5,481.42333,75.44757,0
55.52,481.62587,80,24.86402
55.54,481.8284,85.26971,15.86384
55.56,482.03093,84.24658,15.46267
55.58,482.23347,86.60714,5.97461
55.6,482.436,91.58537,6.0423
55.62,482.63853,91.02804,4.41379
55.64,482.84107,90.66667,0
55.66,483.0436,89.60139,4.71073
55.68,483.24613,88.64734,5.52105
55.7,483.44867,92.06349,0
55.72,483.6512,94.03509,25.47365
55.74,483.85373,94.09722,0
55.76,484.05627,93.98496,5.57443
55.78,484.2588,91.36905,16.47998
55.8,484.46133,86.52291,0
55.82,484.66387,85.66553,4.55192
55.84,484.8664,85.08159,0
55.86,485.06893,89.47368,5.19734
55.88,485.27147,85.0365,4.77719
55.9,485.474,84.93724,0
55.92,485.67653,84.24821,8.46785
55.94,485.87907,81.66667,0
55.96,486.0816,78.73377,4.61361
55.98,486.28413,70.34121,0
56,486.48667,60.71429,34.08561
56.02,486.6892,59.69582,16.81335
56.04,486.89173,64.16185,23.37188
56.06,487.09427,57.30769,35.46689
56.08,487.2968,50.36101,58.23917
56.1,487.49933,45.14107,52.80964
56.12,487.70187,43.21267,39.15371
56.14,487.9044,46.0733,69.97813
56.16,488.10693,42.45077,32.64682
56.18,488.30947,36.17747,10.14263
56.2,488.512,33.51648,0
56.22,488.71453,27.46331,4.92611
56.24,488.91707,24.42922,5.79133
56.26,489.1196,28.20513,0
56.28,489.32213,28.63535,0
56.3,489.52467,24.69512,10.58026
56.32,489.7272,30.11696,9.79942
56.34,489.92973,25.36688,0
56.36,490.13227,29.44785,0
56.38,490.3348,31.91489,0
56.4,490.53733,31.47482,0
56.42,490.73987,29.34473,8.93044
56.44,490.9424,34.95146,10.22446
56.46,491.14493,46.30542,18.84015
56.48,491.34747,32.71768,0
56.5,491.55,23.66864,4.77862
56.52,491.75253,31.93916,0
56.54,491.95507,32.75488,0
56.56,492.1576,28.77264,0
56.58,492.36013,32.40343,5.47476
56.6,492.56267,33.86076,9.42008
56.62,492.7652,30.83624,0
56.64,492.96773,34.52381,9.96109
56.66,493.17027,27.39726,0
56.68,493.3728,28.53828,0
56.7,493.57533,27.82152,0
56.72,493.77787,33.22981,16.16876
56.74,493.9804,30.52326,0
56.76,494.18293,26.10966,9.14547
56.78,494.38547,33.54633,0
56.8,494.588,34.46475,0
56.82,494.79053,25.81602,0
56.84,494.99307,28.26667,0
56.86,495.1956,28.5192,0
56.88,495.39813,30.29412,17.59571
56.9,495.60067,33.63095,0
56.92,495.8032,30.34301,8.44439
56.94,496.00573,43.61233,14.02125
56.96,496.20827,36.87375,0
56.98,496.4108,35.16295,0
57,496.61333,32.54637,0
57.02,496.81587,34.50835,5.29232
57.04,497.0184,32.11679,8.78096
57.06,497.22093,31.34328,0
57.08,497.42347,34.06593,0
57.1,497.626,31.89655,0
57.12,497.82853,33.77483,5.50254
57.14,498.03107,31.63636,0
57.16,498.2336,34.13793,0
57.18,498.43613,30.99042,0
57.2,498.63867,33.82716,0
57.22,498.8412,31.42857,9.74792
57.24,499.04373,32.5,0
57.26,499.24627,36.12167,0
57.28,499.4488,35.67416,0
57.3,499.65133,37.35955,10.48665
57.32,499.85387,36.39241,0
57.34,500.0564,41.00946,4.07539
57.36,500.25893,35.51402,0
57.38,500.46147,34.22222,0
57.4,500.664,36.59574,0
57.42,500.86653,42.51969,0
57.44,501.06907,35.23422,0
57.46,501.2716,41.57303,0
57.48,501.47413,35.37037,0
57.5,501.67667,37.76908,0
57.52,501.8792,37.52381,0
57.54,502.08173,43.32724,0
57.56,502.28427,42.44604,4.83238
57.58,502.4868,34.87395,0
57.6,502.68933,37.82383,0
57.62,502.89187,37.42455,0
57.64,503.0944,30.74074,0
57.66,503.29693,34.49367,5.77096
57.68,503.49947,30.86053,0
57.7,503.702,36.29283,0
57.72,503.90453,37.56477,11.06405
57.74,504.10707,32.14286,0
57.76,504.3096,31.11111,0
57.78,504.51213,39.11205,7.25541
57.8,504.71467,32.82443,0
57.82,504.9172,30.32659,0
57.84,505.11973,31.94444,12.20326
57.86,505.32227,31.54848,0
57.88,505.5248,36.60031,8.2602
57.9,505.72733,37.32719,0
57.92,505.92987,47.82609,22.38741
57.94,506.1324,46.91076,0
57.96,506.33493,41.49856,16.55886
57.98,506.53747,42.7673,4.97319
58,506.74,44.31487,7.47314
58.02,506.88217,46.59091,6.64038
58.04,507.02434,47.36842,9.69403
58.06,507.16651,53.3123,88.45888
58.08,507.30869,51.23596,13.05057
58.1,507.45086,55,11.76254
58.12,507.59303,54.27252,19.98439
58.14,507.7352,52.07612,28.29146
58.16,507.87737,50.25381,14.90105
58.18,508.01954,55.55556,28.72209
58.2,508.16171,51.57068,15.83962
58.22,508.30389,49.54545,5.77669
58.24,508.44606,48.89435,13.16466
58.26,508.58823,57.08419,5.63877
58.28,508.7304,57.27003,17.48156
58.3,508.87257,56.15578,24.15094
58.32,509.01474,58.21501,33.66649
58.34,509.15691,57.14286,41.05635
58.36,509.29909,53.65297,13.26013
58.38,509.44126,52.32274,72.71225
58.4,509.58343,55.50239,82.29747
58.42,509.7256,56.83646,53.01148
58.44,509.86777,51.07438,34.46419
58.46,510.00994,67.44186,63.56659
58.48,510.15211,72.8169,163.04829
58.5,510.29429,70.73579,238.32713
58.52,510.43646,76.19048,308.41792
58.54,510.57863,74.53027,239.63627
58.56,510.7208,68.28753,86.90486
58.58,510.86297,66.03774,34.26583
58.6,511.00514,53.79464,25.08623
58.62,511.14731,60.89965,64.88163
58.64,511.28949,57.41627,14.94978
58.66,511.43166,52.47525,0
58.68,511.57383,53.73377,0
58.7,511.716,57.22222,0
58.72,511.85817,51.28645,7.13914
58.74,512.00034,57.79817,72.28138
58.76,512.14251,50.62972,5.04971
58.78,512.28469,52.31481,0
58.8,512.42686,50.62657,0
58.82,512.56903,43.17073,0
58.84,512.7112,43.06569,0
58.86,512.85337,37.53501,0
58.88,512.99554,38.30769,0
58.9,513.13771,36.57817,0
58.92,513.27989,40.75,5.69953
58.94,513.42206,43.40909,0
58.96,513.56423,38.88889,0
58.98,513.7064,41.92229,0
59,513.84857,35.99034,27.72723
59.02,513.99074,39.39394,11.01644
59.04,514.13291,36.2069,0
59.06,514.27509,41.56118,0
59.08,514.41726,44.63158,0
59.1,514.55943,40.61758,0
59.12,514.7016,46.45892,0
59.14,514.84377,44.55446,0
59.16,514.98594,46.72619,0
59.18,515.12811,44.0678,4.28839
59.2,515.27029,50.33784,0
59.22,515.41246,48.13499,0
59.24,515.55463,51.04603,0
59.26,515.6968,48.82629,0
59.28,515.83897,46.38655,2.65472
59.3,515.98114,50.26178,0
59.32,516.12331,46.13583,0
59.34,516.26549,50.62389,3.01262
59.36,516.40766,53.03983,0
59.38,516.54983,48.83721,0
59.4,516.692,50.67114,0
59.42,516.83417,46.27151,0
59.44,516.97634,45.20548,0
59.46,517.11851,47.33728,3.34099
59.48,517.26069,48.9418,0
59.5,517.40286,42.35977,0
59.52,517.54503,42.48555,0
59.54,517.6872,46.05263,3.77581
59.56,517.82937,44.57831,0
59.58,517.97154,40.35533,0
59.6,518.11371,38.37209,0
59.62,518.25589,33.07692,3.61215
59.64,518.39806,34.34343,0
59.66,518.54023,33.17647,0
59.68,518.6824,26.94301,0
59.7,518.82457,23.19202,0
59.72,518.96674,27.04762,0
59.74,519.10891,22.3565,6.25061
59.76,519.25109,26.13333,0
59.78,519.39326,22.97735,0
59.8,519.53543,21.02041,0
59.82,519.6776,21.07527,0
59.84,519.81977,17.7665,0
59.86,519.96194,21.75141,0
59.88,520.10411,18.95044,0
59.9,520.24629,17.56098,0
59.92,520.38846,22.14912,0
59.94,520.53063,16.91023,0
59.96,520.6728,23.19475,0
59.98,520.81497,20.95436,0
60,520.95714,16.47255,0
60.02,521.09931,11.82965,0
60.04,521.24149,14.12698,0
60.06,521.38366,15.18578,0
60.08,521.52583,17.08861,8.92421
60.1,521.668,18.43478,0
60.12,521.81017,12.44344,0
60.14,521.95234,13.95706,0
60.16,522.09451,12.78195,0
60.18,522.23669,8.3691,0
60.2,522.37886,7.5188,0
60.22,522.52103,7.8125,9.67133
60.24,522.6632,8.11966,0
60.26,522.80537,9.11602,0
60.28,522.94754,6.32653,9.71832
60.3,523.08971,6.78643,0
60.32,523.23189,8.76289,0
60.34,523.37406,8.43882,0
