# DESCRIPTION:
# Reference: Barker, Stephen (2021): Planktic foraminiferal and Ice Rafted Debris (IRD) counts from ODP Site 983. PANGAEA, https://doi.org/10.1594/PANGAEA.929721
# Data from: https://doi.org/10.1594/PANGAEA.929721. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth [m] (MCD_TOP),Age [ka BP] (U1385 age),N. pachyderma s [%],IRD [#/g]
78.75,676.94766,90.97222,17.48634
78.77,677.04651,90.09434,47.5424
78.79,677.14536,87.86408,99.88295
78.81,677.24422,87.9845,208.845
78.83,677.34307,94.48441,508.74404
78.85,677.44193,92.24377,429.96089
78.87,677.54078,92.09809,427.18447
78.89,677.63964,93.89068,185.34923
78.91,677.73849,92.93785,157.12269
78.93,677.83734,93.41317,172.85618
78.95,677.9362,93.36188,210.14228
78.97,678.03505,92.39766,277.28492
78.99,678.13391,92.28723,381.68742
79.01,678.23276,94.1896,527.99057
79.03,678.33161,97.01493,1146.80355
79.05,678.43047,92.87749,154.08834
79.07,678.52932,93.31942,161.72204
79.09,678.62818,94.98911,152.52952
79.11,678.72703,93.97906,236.41161
79.13,678.82589,91.15646,828.37716
79.15,678.92474,95.81395,2197.26772
79.16,678.97417,95.32468,3462.35904
79.18,679.07302,94.09091,1866.07056
79.2,679.17188,94.62617,114.81728
79.22,679.27073,95.26412,89.39737
79.24,679.36958,93.39286,66.08069
79.26,679.46844,89.57055,79.99091
79.28,679.56729,86.47799,37.59489
79.3,679.66615,92.05776,43.4907
79.32,679.765,86.39053,22.27249
79.34,679.86385,83.3935,22.7004
79.36,679.96271,88.25911,69.35961
79.38,680.06156,92.34043,415.55069
79.4,680.16042,92.80156,84.34529
79.42,680.25927,92.85714,69.03991
79.44,680.35813,89.90826,25.81947
79.46,680.45698,94.66951,30.64505
79.48,680.55583,96.32184,3.35219
79.5,680.65469,94.02597,10.31593
79.52,680.75354,90.54374,0
79.54,680.8524,82.35294,0
79.56,680.95125,76.15385,0
79.58,681.0501,90.06024,5.80815
79.6,681.14896,63.07385,3.69089
79.62,681.24781,58.13492,9.7139
79.64,681.34667,56.31868,0
79.66,681.44552,55.44554,0
79.68,681.54438,49.07162,0
79.7,681.64323,48.71134,0
79.72,681.74208,59.39177,3.12195
79.74,681.84094,60.87912,5.25797
79.76,681.93979,44.72789,2.57504
79.78,682.03865,40.18692,0
79.8,682.1375,48.65591,4.03404
79.82,682.23635,52.13849,2.58502
79.84,682.33521,46.14004,0
79.86,682.43406,45.48105,4.00977
79.88,682.53292,42.67913,6.3335
79.9,682.63177,46.61355,6.84785
79.92,682.73063,51.25858,6.67455
79.94,682.82948,54.18502,21.02497
79.96,682.92833,51.49502,38.7111
79.98,683.02719,66.34921,204.5366
80,683.12604,69.10299,408.59545
80.02,683.2249,71.53652,517.57387
80.04,683.32375,88.60759,317.06422
80.06,683.4226,88.30022,63.37679
80.08,683.52146,88,48.76934
80.1,683.62031,73.68421,39.49805
80.12,683.71917,84.61538,29.79169
80.14,683.81802,76.35783,4.74027
80.16,683.91688,40.64327,4.29618
80.18,684.01573,66.10169,2.24349
80.2,684.11458,82.15613,5.49576
80.22,684.21344,81.21693,3.34693
80.24,684.31229,72.2408,3.26497
80.26,684.41115,61.75549,1.54128
80.28,684.51,64.66667,10.41243
80.3,684.60885,66.73961,10.65069
80.32,684.70771,53.13653,0
80.34,684.80656,47.73663,0
80.36,684.90542,42.85714,2.414
80.38,685.00427,34.73054,14.97894
80.4,685.10313,39.76744,2.72782
80.42,685.20198,28.48723,4.91212
80.44,685.30083,29.35484,0
80.46,685.39969,35.35792,0
80.48,685.49854,32.35294,0
80.5,685.5974,44.13408,1.17225
80.52,685.69625,45.22293,0
80.54,685.7951,38.85135,9.23343
80.56,685.89396,35.35354,18.61728
80.58,685.99281,54.75578,95.35759
80.6,686.09167,68.10507,144.46953
80.62,686.19052,87.41135,38.70343
80.64,686.28938,85.2861,12.87597
80.66,686.38823,58.59564,6.27759
80.68,686.48708,73.19588,21.05956
80.7,686.58594,83.86243,2.90962
80.72,686.68479,84.76454,0
80.74,686.78365,78.13212,0
80.76,686.8825,75.72464,7.09928
80.78,686.98135,77.12551,0
80.8,687.08021,77.73438,0
80.82,687.17906,72.47059,6.68058
80.84,687.27792,67.64706,4.95433
80.86,687.37677,67.44966,55.80179
80.88,687.47563,82.94574,15.7532
80.9,687.57448,84.14634,10.82361
80.92,687.67333,90.59041,70.2589
80.94,687.77219,87.16475,63.08526
80.96,687.87104,81.21693,40.26846
80.98,687.9699,88.13559,43.58189
81,688.06875,93.17507,11.49425
81.02,688.1676,87.93103,27.19932
81.04,688.26646,85.85859,16.6385
81.06,688.36531,82.6087,0
81.08,688.46417,88.05031,0
81.1,688.56302,82.69231,0
81.12,688.66188,78.61842,12.28997
81.14,688.76073,83.79052,11.29644
81.16,688.85958,80.63492,75.47912
81.18,688.95844,83.14917,11.46029
81.2,689.05729,82.59386,0
81.22,689.15615,81.59645,0
81.24,689.255,81.73302,7.65917
81.26,689.35385,79.56731,0
81.28,689.45271,83.09179,0
81.3,689.55156,78.92157,10.64626
81.32,689.65042,79.41176,0
81.34,689.74927,79.30108,0
81.36,689.84813,78.48101,0
81.38,689.94698,72.72727,0
81.4,690.04583,75.59682,0
81.42,690.14469,73.52941,0
81.44,690.24354,76.11241,0
81.46,690.3424,78.57143,0
81.48,690.44125,75.90361,0
81.5,690.5401,79.79094,0
81.52,690.63896,77.50557,6.17701
81.54,690.73781,76.62338,0
81.56,690.83667,75.37313,12.28053
81.58,690.93552,78.71148,152.70627
81.6,691.03438,78.4585,75.73367
81.62,691.13323,80.74713,158.85624
81.64,691.23208,82.37986,87.56727
81.66,691.33094,79.7619,91.34827
81.68,691.42979,80.66298,7.16445
81.7,691.52865,84.10959,7.45834
81.72,691.6275,81.08974,6.94369
81.74,691.72635,78.05755,0
81.76,691.82521,78.27051,0
81.78,691.92406,78.53659,0
81.8,692.02292,78.61272,0
81.82,692.12177,82.38806,9.5608
81.84,692.22063,79.87805,0
81.86,692.31948,71.03448,0
81.88,692.41833,74.7619,13.91304
81.9,692.51719,70.51672,0
81.92,692.61604,71.23746,0
81.94,692.7149,59.71731,0
81.96,692.81375,58.71743,0
81.98,692.9126,52.20339,0
82,693.01146,53.14286,0
82.02,693.11031,55.64202,0
82.04,693.20917,54.48029,6.55402
82.06,693.30802,43.59862,0
82.08,693.40688,39.17808,3.69089
82.1,693.50573,60.96939,0
82.12,693.60458,71.12527,7.00756
82.14,693.70344,81.06796,0
82.16,693.80229,75.79737,14.6789
82.18,693.90115,70.02967,0
82.2,694,69.82759,0
82.22,694.17024,67.85714,0
82.24,694.34049,60.04415,14.51741
82.26,694.51073,60.83333,0
82.28,694.68098,63.61186,0
82.3,694.85122,57.63689,0
82.32,695.02146,60.43011,0
82.34,695.19171,70.71584,0
82.36,695.36195,71.88264,0
82.38,695.5322,61.96319,0
82.4,695.70244,66.30435,0
82.42,695.87268,61.02564,0
82.44,696.04293,54.23077,0
82.46,696.21317,57.98611,6.92116
82.48,696.38341,46.30682,0
82.5,696.55366,50,5.72912
82.52,696.7239,42.38411,7.34535
82.54,696.89415,36.22351,5.97963
82.56,697.06439,38.92857,0
82.58,697.23463,36.42857,0
82.6,697.40488,44.63087,0
82.62,697.57512,39.51049,0
82.64,697.74537,44.40895,0
82.66,697.91561,36.58537,0
82.68,698.08585,47.52941,0
82.7,698.2561,43.71429,0
82.72,698.42634,42.23602,0
82.74,698.59659,35.14986,0
82.76,698.76683,39.31624,0
82.78,698.93707,41.15702,0
82.8,699.10732,43.73928,0
82.82,699.27756,39.00293,0
82.84,699.4478,34.09091,0
82.86,699.61805,30.03534,0
82.88,699.78829,31.23028,0
82.9,699.95854,27.43363,0
82.92,700.12878,26.03406,0
82.94,700.29902,15.88785,0
82.96,700.46927,13.02817,0
82.98,700.63951,17.37589,0
83,700.80976,17.31449,11.32743
83.02,700.98,25.8427,0
83.04,701.15024,20.14218,0
83.06,701.32049,18.73684,0
83.08,701.49073,26.71614,0
83.1,701.66098,37.15278,0
83.12,701.83122,45.42484,0
83.14,702.00146,33.57664,0
83.16,702.17171,19.58042,0
83.18,702.34195,20.8134,11.46132
83.2,702.5122,18.7643,0
83.22,702.68244,17.27494,0
83.24,702.85268,21.35231,0
83.26,703.02293,21.72897,0
83.28,703.19317,19.86063,0
83.3,703.36341,15.88785,0
83.32,703.53366,19.30295,0
83.34,703.7039,20.57292,0
83.36,703.87415,19.14358,10.33592
83.38,704.04439,21.01695,0
83.4,704.21463,21.95704,0
83.42,704.38488,23.73418,0
83.44,704.55512,25.7384,0
83.46,704.72537,23.75,0
83.48,704.89561,29.39633,0
83.5,705.06585,24.72406,0
83.52,705.2361,26.0241,0
83.54,705.40634,23.87707,0
83.56,705.57659,25.81454,0
83.58,705.74683,27.64423,0
83.6,705.91707,24.28884,0
83.62,706.08732,22.50531,0
83.64,706.25756,18.15126,0
83.66,706.4278,20.15915,0
83.68,706.59805,16.66667,0
83.7,706.76829,17.33668,0
83.72,706.93854,17.95841,0
83.74,707.10878,21.95846,0
83.76,707.27902,14.18919,0
83.78,707.44927,19.94302,0
83.8,707.61951,21.31148,0
83.82,707.78976,22.46835,0
83.84,707.96,26.80412,0
83.86,708.13024,24.36548,0
83.88,708.30049,26.78133,0
83.9,708.47073,34.73193,0
83.92,708.64098,37.95014,0
83.94,708.81122,35.29412,0
83.96,708.98146,35.45455,0
83.98,709.15171,38.04878,0
84,709.32195,32.72727,0
84.02,709.4922,33.75796,0
84.04,709.66244,28.57143,0
84.06,709.83268,28.66242,0
84.08,710.00293,28.33876,0
84.1,710.17317,24.53875,0
84.12,710.34341,24.72648,0
84.14,710.51366,27.54881,41.14433
84.16,710.6839,29.87805,67.45363
84.18,710.85415,34.21986,32.75333
84.2,711.02439,34.55882,568.01502
84.22,711.19463,37.71186,773.14586
84.24,711.36488,31.32832,231.77356
84.26,711.53512,32.29462,73.7823
84.28,711.70537,28.57143,151.58019
84.3,711.87561,32.72727,42.25817
84.32,712.04585,30.15873,72.78931
84.34,712.2161,42.53579,7.34577
84.36,712.38634,35.79677,0
84.38,712.55659,39.70037,5.76369
84.4,712.72683,36.85185,0
84.42,712.89707,43.30484,0
84.44,713.06732,40.625,0
84.46,713.23756,37.70492,0
84.48,713.4078,49.87531,24.77739
84.5,713.57805,50.42553,5.55315
84.52,713.74829,49.89817,22.76365
84.54,713.91854,49.54545,45.49898
84.56,714.08878,55.20833,76.08596
84.58,714.25902,58.04749,345.71236
84.6,714.42927,66.58654,389.21341
84.62,714.59951,75.74468,1132.74336
84.64,714.76976,75.40107,1312.9241
84.66,714.94,88.63109,1937.27716
84.68,715.23159,78.19026,1239.20374
84.7,715.52319,84.2437,1276.90164
84.72,715.81478,83.20802,1312.58182
84.74,716.10638,78.85117,934.88487
84.76,716.39797,85.71429,1453.08848
84.78,716.68957,87.3823,963.99369
84.8,716.98116,88.68502,640.94788
84.82,717.27275,88.43931,832.44908
84.84,717.56435,89.45687,386.22314
84.86,717.85594,89.93964,654.11512
84.88,718.14754,94.36202,702.99958
84.9,718.43913,92.39544,418.83838
84.92,718.73072,88.75878,253.96825
84.94,719.02232,96.57143,301.63142
84.96,719.31391,95.44513,273.99215
84.98,719.60551,91.66667,502.6178
85,719.8971,92.62295,320.34322
85.02,720.1887,90.96774,172.60366
85.04,720.48029,79.47761,266.95498
85.06,720.77188,70.75472,192.4018
85.08,721.06348,81.69643,103.9064
85.1,721.35507,89.22652,103.4192
85.12,721.64667,87.74038,207.03812
85.14,721.93826,91.07884,63.49206
85.16,722.22986,92.09622,201.17878
85.18,722.52145,95.77039,138.37838
85.2,722.81304,95.61129,57.37852
85.22,723.10464,93.06358,240.79066
85.24,723.39623,95.90444,215.95092
85.26,723.68783,94.24242,482.53687
85.28,723.97942,92.74005,539.47368
85.3,724.27101,94.94163,226.63298
85.32,724.56261,88.47185,206.65286
85.34,724.8542,88.71391,347.82609
85.36,725.08643,87.24832,302.04422
85.38,725.2593,88.72404,154.74848
85.4,725.43217,94.93088,82.64463
85.42,725.60504,94.14414,90.70818
85.44,725.77791,87.30159,66.59729
85.46,725.95078,91.80791,54.78827
85.48,726.12365,90.52632,64.37145
85.5,726.29652,90.97744,33.7276
85.52,726.46939,93.11164,44.01387
85.54,726.64226,94.10112,49.07975
85.56,726.81513,88.125,16.248
85.58,726.988,92.42424,51.36437
85.6,727.16087,93.60967,29.68784
85.62,727.33374,93.12321,29.17304
85.64,727.50661,90.65156,12.62729
85.66,727.67948,89.18367,47.80488
85.68,727.85235,91.58576,20.15113
85.7,728.02522,93.58601,5.98971
85.72,728.19809,91.71429,5.47009
85.74,728.37096,92.5,6.75676
85.76,728.54383,92.57813,10.27947
85.78,728.7167,93.57798,8.37039
85.8,728.88957,95.57895,9.87553
85.82,729.06243,93.20594,16.60612
85.84,729.2353,96.18834,20.61524
85.86,729.40817,95.59585,12.61167
85.88,729.58104,96.42058,41.27035
85.9,729.75391,95.67723,30.69912
85.92,729.92678,95.60117,51.43041
85.94,730.09965,93.11927,6.74536
85.96,730.27252,95.44365,12.03008
85.98,730.44539,95.25959,11.84527
86,730.61826,93.56725,0
86.02,730.79113,91.96676,41.62872
86.04,730.964,91.62304,0
86.06,731.13687,77.53479,32.2879
86.08,731.30974,69.5962,5.77826
86.1,731.48261,64.21053,0
86.12,731.65548,56.77419,0
86.14,731.82835,58.70445,6.05373
86.16,732.00122,68.28571,0
86.18,732.17409,57.83133,0
86.2,732.34696,57.45192,0
86.22,732.51983,58.3871,18.67795
86.24,732.6927,58.48564,0
86.26,732.86557,53.11721,20.93213
86.28,733.03843,61.30346,23.04438
86.3,733.2113,56.67752,0
86.32,733.38417,52.98013,0
86.34,733.55704,50.68493,21.70779
86.36,733.72991,51.48248,59.39216
86.38,733.90278,45.84071,34.55024
86.4,734.07565,48.25871,40.28113
86.42,734.24852,42.71845,71.94649
86.44,734.42139,46.93878,179.34347
86.46,734.59426,52.97806,129.28205
86.48,734.76713,57.10059,82.36278
86.5,734.94,56.34675,75.96439
86.52,735.14905,51.28205,95.11778
86.54,735.3581,49.84026,73.7699
86.56,735.56714,53.26797,101.59402
86.58,735.77619,57.10306,66.64497
86.6,735.98524,62.24189,87.7614
86.62,736.19429,66.87898,26.48459
86.64,736.40333,71.09091,105.5314
86.66,736.61238,69.25996,28.24152
86.68,736.82143,66.8942,24.7726
86.7,737.03048,63.55685,24.03305
86.72,737.23952,66.44518,0
86.74,737.44857,71.13594,13.02534
86.76,737.65762,80.53097,0
86.78,737.86667,72.43816,11.85734
86.8,738.07571,80.24691,11.24583
86.82,738.28476,78.68852,0
86.84,738.49381,82.55814,0
86.86,738.70286,74.31373,12.14652
86.88,738.9119,81.91126,13.41297
86.9,739.12095,86.39706,0
86.92,739.33,82.72506,6.69176
86.94,739.53905,83.27645,0
86.96,739.7481,77.65363,0
86.98,739.95714,70.30568,10.48751
87,740.16619,74.69287,0
87.02,740.37524,72.88136,17.51146
87.04,740.58429,65.16588,15.0429
87.06,740.79333,73.46939,7.82587
87.08,741.00238,70.34991,10.76173
87.1,741.21143,76.20321,0
87.12,741.42048,73.02326,0
87.14,741.62952,69.73995,10.23181
87.16,741.83857,82.33216,11.68843
87.18,742.04762,77.99443,11.32042
87.2,742.25667,75.6691,1.76854
87.22,742.46571,76.34855,3.53552
87.24,742.67476,67.39927,9.73606
87.26,742.88381,64.87179,4.36324
87.28,743.09286,68.17204,2.62037
87.3,743.3019,58.28092,2.53205
87.32,743.51095,47.5945,2.54757
87.34,743.72,36.11111,5.67577
87.36,743.92905,41.00719,23.62495
87.38,744.1381,44.27313,36.00655
87.4,744.34714,53.67647,139.02164
87.42,744.55619,83.69231,946.70719
87.44,744.76524,87.03072,765.21739
87.46,744.97429,88.76712,707.84143
87.48,745.18333,91.47287,373.32296
87.5,745.39238,93.86503,150.17599
87.52,745.60143,95.02262,164.5324
87.54,745.81048,96.1165,192.30325
87.56,746.01952,88.96882,72.93447
87.58,746.22857,96.57321,237.70614
87.6,746.43762,91.03586,135.25889
87.62,746.64667,91.42857,103.39983
87.64,746.85571,76.5625,89.87654
87.66,747.06476,53.86819,132.99702
87.68,747.27381,61.88341,196.51528
87.7,747.48286,63.09963,255.74384
87.72,747.6919,71.45791,437.98565
87.74,747.90095,91.54589,448.72641
87.76,748.11,95.49356,1252.00247
87.78,748.31905,96.21381,956.21604
87.8,748.5281,94.19954,708.65856
87.82,748.73714,95.29781,527.80715
87.84,748.94619,96.11111,708.70057
87.86,749.15524,97.3064,168.70144
87.88,749.36429,94.75309,152.03706
87.9,749.57333,95.61404,146.94065
87.92,749.78238,98.14433,170.01181
87.94,749.99143,94.46064,188.89772
87.96,750.20048,96.73025,73.21413
87.98,750.40952,75.96567,121.72165
88,750.61857,72.69076,97.01263
88.02,750.82762,74.24242,52.38047
88.04,751.03667,94.93671,139.86436
88.06,751.24571,95.57823,230.60986
88.08,751.45476,93.62416,108.73053
88.1,751.66381,94.55253,53.70254
88.12,751.87286,94.01993,43.83186
88.14,752.0819,96.35258,50.27393
88.16,752.29095,94.37751,108.80829
88.18,752.5,88.2716,116.80253
88.2,752.70905,83.95415,114.94253
88.22,752.9181,88.20755,125.62943
88.24,753.12714,91.66667,391.53994
88.26,753.33619,93.81443,314.65093
88.28,753.54524,96.52778,94.17304
88.3,753.75429,93.5743,207.71375
88.32,753.96333,94.34524,129.35853
88.34,754.17238,92.53731,184.59302
88.36,754.38143,93.42916,82.58108
88.38,754.59048,97.57869,74.34402
88.4,754.79952,97.21519,167.91371
88.42,755.00857,92.88136,110.02865
88.44,755.21762,96.01449,142.40305
88.46,755.42667,84.61538,344.37751
88.48,755.63571,94.88491,438.09029
88.5,755.84476,94.94681,163.03136
88.52,756.05381,87.90123,300.99436
88.54,756.26286,90.5569,181.51876
88.56,756.4719,91.29353,238.16723
88.58,756.68095,92.64368,127.79821
88.6,756.89,97.3607,39.68992
88.62,757.09905,94.58918,91.92016
88.64,757.3081,96.92898,104.26432
88.66,757.51714,95.7672,307.69231
88.68,757.72619,96.03399,211.55897
88.7,757.93524,94.09722,131.11396
88.72,758.14429,88.92308,77.44292
88.74,758.35333,78.19315,37.61596
88.76,758.56238,80.47945,69.21676
88.78,758.77143,92.95455,69.05611
88.8,758.98048,94.26606,84.60386
88.82,759.18952,76.04651,5.69627
88.84,759.39857,75.51622,7.88372
88.86,759.60762,77.0751,3.52139
88.88,759.81667,79.7619,3.11319
88.9,760.02571,85.43689,29.62963
88.92,760.23476,74.2671,64.99661
88.94,760.44381,92.5187,616.75738
88.96,760.65286,90.31414,439.00538
88.98,760.8619,78.90995,55.59943
89,761.07095,90.43716,34.3274
89.02,761.28,90.36545,48.49615
89.04,761.48905,95.51122,36.41557
89.06,761.6981,90.44586,0
89.08,761.90714,85.75198,0.56513
89.1,762.11619,79.08654,0.73026
89.12,762.32524,75.07163,2.35018
89.14,762.53429,74.16268,0.53102
89.16,762.74333,56.27119,8.4063
89.18,762.95238,64.98195,0.54589
89.2,763.16143,65.48043,0.49234
89.22,763.37048,63.66559,0.16992
89.24,763.57952,59.16667,0.0775
89.26,763.78857,53.23383,0.07649
89.28,763.99762,51.81518,0.48555
89.3,764.20667,42.34528,0
89.32,764.41571,31.39535,1.19252
89.34,764.62476,38.35616,2.59088
89.36,764.83381,31.3253,0.50614
89.38,765.04286,33.74384,4.11311
89.4,765.2519,29.08587,12.87356
89.42,765.46095,53.9548,130.86979
89.44,765.67,82.0331,797.07594
89.46,765.87905,86.33333,1119.33271
89.48,766.0881,89.97821,778.45352
89.5,766.29714,92.05882,425.55652
89.52,766.50619,89.10891,76.04111
89.54,766.71524,82.40469,23.33212
89.56,766.92429,81.94444,9.97351
89.58,767.13333,74.48071,0
89.6,767.34238,75.1773,2.37195
89.62,767.55143,76.42857,0
89.64,767.76048,61.27451,2.08782
89.66,767.96952,55.01433,0
89.68,768.17857,54.29975,0
89.7,768.38762,47.14004,0
89.72,768.59667,36.95652,0
89.74,768.80571,41.45383,1.31277
89.76,769.01476,47.05882,0
89.78,769.22381,49.34211,0
89.8,769.43286,44.92099,5.75695
89.82,769.6419,54.81799,3.18007
89.84,769.85095,71.38264,12.66407
89.86,770.06,55.67652,1.48134
89.88,770.19703,55.69231,2.6163
89.9,770.33405,44.35946,1.30177
89.92,770.47108,69.86301,2.74104
89.94,770.60811,73.26733,5.04715
89.96,770.74514,77.07424,7.1464
89.98,770.88216,81.84713,55.09182
90,771.01919,72.578,250.57096
90.02,771.15622,82.74854,1137.98009
90.04,771.29324,88.95349,1139.01248
90.06,771.43027,92.03822,846.03989
90.08,771.5673,78.33753,120.39127
90.1,771.70432,81.02679,27.26111
90.12,771.84135,75.5102,8.27622
90.14,771.97838,73.04147,12.70598
90.16,772.11541,74.3073,0
90.18,772.25243,67.34694,0
90.2,772.38946,73.48993,5.42281
90.22,772.52649,63.17204,0
90.24,772.66351,60.34483,0
90.26,772.80054,51.20275,0
90.28,772.93757,59.14286,12.27582
90.3,773.07459,65.89744,23.36832
90.32,773.21162,54.56989,7.69416
90.34,773.34865,47.33179,0
90.36,773.48568,50.9434,0
90.38,773.6227,48.02784,0
90.4,773.75973,45.27938,0
90.42,773.89676,43.60465,0
90.44,774.03378,39.19192,4.7994
90.46,774.17081,45.09804,8.96057
90.48,774.30784,36.75,17.83558
90.5,774.44486,34.42136,25.98574
90.52,774.58189,40.3125,72.33171
90.54,774.71892,34.3985,25.73727
90.56,774.85595,54.10334,80.05003
90.58,774.99297,42.02532,46.71533
90.6,775.13,63.36842,139.19921
90.62,775.26021,71.39831,305.89153
90.64,775.39041,65.45455,191.50528
90.66,775.52062,77.25118,99.2729
90.68,775.65082,89.77273,114.50382
90.7,775.78103,92.03354,76.92308
90.72,775.91123,94.24084,36.0665
90.74,776.04144,92.9972,43.62915
90.76,776.17165,91.43519,9.08575
90.78,776.30185,93.92034,20.15875
90.8,776.43206,90.15152,35.11981
90.82,776.56226,85.14412,2.79305
90.84,776.69247,80.05319,7.84891
90.86,776.82267,72.08238,14.33264
90.88,776.95288,69.65944,26.84564
90.9,777.08309,66.73114,21.34282
90.92,777.21329,62.34177,11.87164
90.94,777.3435,59.23913,29.79516
90.96,777.4737,43.38395,8.004
90.98,777.60391,42.99363,0
91,777.73412,34.08521,0
91.02,777.86432,37.53501,0
91.04,777.99453,30.91787,0
91.06,778.12473,31.08808,11.09955
91.08,778.25494,31.61954,0
91.1,778.38514,25.22727,0
91.12,778.51535,27.18447,0
91.14,778.64556,21.03659,0
91.16,778.77576,22.77778,0
91.18,778.90597,26.92308,0
91.2,779.03617,24.55752,0
91.22,779.16638,26.21951,0
91.24,779.29658,20.26266,0
91.26,779.42679,20.42755,0
91.28,779.557,15.68627,0
91.3,779.6872,16.08579,0
91.32,779.81741,16.78967,0
91.34,779.94761,19.34426,0
91.36,780.07782,16.61538,0
91.38,780.20802,21.94175,8.1716
91.4,780.33823,23.66071,0
91.42,780.46844,22.85714,0
91.44,780.59864,22.62931,0
91.46,780.72885,15.95745,0
91.48,780.85905,17.35016,0
91.5,780.98926,21.60494,0
91.52,781.11947,25.20548,0
91.54,781.24967,20.99738,0
91.56,781.37988,18.93491,0
91.58,781.51008,21.22905,0
91.6,781.64029,20.66667,0
91.62,781.77049,16.74208,0
91.64,781.9007,21.08844,0
91.66,782.03091,23.07692,0
91.68,782.16111,28.53828,0
91.7,782.29132,33.79888,0
91.72,782.42152,32.3185,0
91.74,782.55173,27.98165,0
91.76,782.68193,32.66129,0
91.78,782.81214,20.10178,0
91.8,782.94235,24.27386,0
91.82,783.07255,23.67491,0
91.84,783.20276,16.25,0
91.86,783.33296,32.07547,0
91.88,783.46317,25.87413,14.52697
91.9,783.59337,25.75107,0
91.92,783.72358,29.39866,3.84477
91.94,783.85379,23.83901,0
91.96,783.98399,20.81218,0
91.98,784.1142,20.29851,0
92,784.2444,19.27273,0
92.02,784.37461,21.25341,0
92.04,784.50481,19.61259,0
92.06,784.63502,21.72619,0
92.08,784.76523,17.03911,0
92.1,784.89543,19.65602,0
92.12,785.02564,20.45455,0
92.14,785.15584,21.42857,0
92.16,785.28605,20.65491,0
92.18,785.41626,24.84472,0
92.2,785.54646,32.19373,0
92.22,785.67667,32.63889,0
92.24,785.80687,36.95652,0
92.26,785.93708,32.34624,3.61541
92.28,786.06728,29.30693,0
92.3,786.19749,21.40762,0
92.32,786.3277,18.14815,0
92.34,786.4579,15.24064,6.86843
92.36,786.58811,12.05937,10.3795
92.38,786.71831,16.70534,0
92.4,786.84852,14.08935,0
92.42,786.97872,14.38356,0
92.44,787.10893,14.91003,0
92.46,787.23914,11.45511,3.67732
92.48,787.36934,9.81595,0
92.5,787.49955,9.95475,0
92.52,787.62975,12.27437,0
92.54,787.75996,11.87739,0
92.56,787.89016,8.90869,1.56311
92.58,788.02037,7.01754,0
92.6,788.15058,6.58683,2.808
92.62,788.28078,5.34125,3.77448
92.64,788.41099,5.6962,0
92.66,788.54119,3.47222,0
92.68,788.6714,4.8433,5.60813
92.7,788.8016,9.57643,0
92.72,788.93181,7.76892,0
92.74,789.06202,12.95681,0
92.76,789.19222,15.05376,3.22906
92.78,789.32243,15.59633,7.8125
92.8,789.45263,18.4466,0
92.82,789.58284,17.63566,4.12903
92.84,789.71305,16.09499,2.33987
92.86,789.84325,16.90141,4.04091
92.88,789.97346,17.1875,10.39906
92.91,790.16877,33.17191,10.38343
92.93,790.29897,40.35477,45.3772
92.95,790.42918,60.04367,152.31019
92.97,790.55938,77.55102,326.18167
92.99,790.68959,79.94792,582.86881
93.01,790.81979,89.08686,1564.28096
93.03,790.95,91.22056,1262.51897
93.05,791.28748,93.64035,1205.02992
93.07,791.62496,91.7226,845.12356
93.09,791.96244,92.4406,963.42269
93.11,792.29992,93.31551,530.89555
93.13,792.6374,87.87062,511.03368
93.15,792.97488,94.93927,341.28543
93.17,793.31236,94.83471,445.16797
93.19,793.64984,94.26934,503.04108
93.21,793.98732,94.90617,463.38067
93.23,794.3248,93.96752,394.22921
93.25,794.66228,95.63953,577.22661
93.27,794.99976,95.36424,572.09261
93.29,795.33724,93.30855,340.46175
93.31,795.67472,91.31514,384.60975
93.33,796.0122,93.69748,842.64611
93.35,796.34969,97.5976,906.3872
93.37,796.68717,92.5641,567.71532
93.39,797.02465,95.34884,219.16557
93.41,797.36213,94.05204,195.06248
93.43,797.69961,93.07692,489.25923
93.45,798.03709,95.45455,192.45074
93.47,798.37457,95.10638,579.47156
93.49,798.71205,96.74797,741.31274
93.51,799.04953,95.72368,287.25314
93.53,799.38701,92.38579,254.79551
93.55,799.72449,92.827,191.90405
93.57,800.06197,92.21184,242.07365
93.59,800.39945,93.04348,432.22383
93.61,800.73693,94.89796,184.83755
93.63,801.07441,93.44828,68.21816
93.65,801.41189,95.053,125.97392
93.67,801.74937,95.53073,265.9464
93.69,802.08685,94.55782,559.27331
93.71,802.42433,93.67816,337.62808
93.73,802.76181,92.66862,169.3744
93.75,803.09929,90.02433,143.74568
93.77,803.43677,93.79085,167.76801
93.79,803.77425,92.18329,228.09623
93.81,804.11173,94.71767,446.64566
93.83,804.44921,94.07266,472.13638
93.85,804.78669,94.33962,620.65621
93.87,805.12417,94.67593,835.06626
93.89,805.46165,93.43545,768.71381
93.91,805.79913,92.16301,534.53261
93.93,806.13661,92.61538,321.65855
93.95,806.47409,91.80791,274.97315
93.97,806.81157,93.05913,75.51622
93.99,807.14906,95.03106,27.57432
94.01,807.48654,93.86139,19.85266
94.03,807.82402,95.81152,17.48634
94.05,808.1615,97.34513,26.54775
94.07,808.49898,94.28571,90.21232
94.09,808.83646,93.42105,49.42085
94.11,809.17394,94.36275,98.63496
94.13,809.51142,94.94253,36.64996
