# DESCRIPTION:
# Reference: Westerhold, T., Marwan, N., Drury, A. J., Liebrand, D., Agnini, C., Anagnostou, E., ... & Zachos, J. C. (2020). An astronomically dated record of Earth’s climate and its predictability over the last 66 million years. Science, 369(6509), 1383-1387, https://doi.org/10.1126/science.aba6853
#Data from: https://doi.org/10.1126/science.aba6853. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

age_tuned [Ma BP],d18O interp,d13C interp,d18O LOESS LongTerm,d13C LOESS LongTerm
26.880,2.544,0.490,2.52346,0.49017
26.882,2.494,0.290,2.52362,0.48955
26.884,2.498,0.300,2.52378,0.48892
26.886,2.503,0.310,2.52394,0.48826
26.888,2.541,0.290,2.52411,0.48759
26.890,2.578,0.270,2.52428,0.48691
26.892,2.801,0.660,2.52445,0.4862
26.894,2.760,0.510,2.52463,0.48548
26.896,2.718,0.360,2.52481,0.48475
26.898,2.673,0.460,2.52498,0.484
26.900,2.629,0.560,2.52516,0.48324
26.902,2.620,0.600,2.52533,0.48246
26.904,2.612,0.640,2.52551,0.48167
26.906,2.577,0.350,2.52568,0.48087
26.908,2.598,0.360,2.52584,0.48006
26.910,2.620,0.370,2.52601,0.47923
26.912,2.666,0.510,2.52616,0.47839
26.914,2.713,0.650,2.52631,0.47755
26.916,2.569,0.575,2.52646,0.47669
26.918,2.425,0.500,2.5266,0.47583
26.920,2.420,0.395,2.52673,0.47495
26.922,2.415,0.290,2.52685,0.47407
26.924,2.417,0.290,2.52696,0.47318
26.926,2.419,0.290,2.52706,0.47228
26.928,2.338,0.295,2.52716,0.47138
26.930,2.257,0.300,2.52723,0.47047
26.932,2.327,0.365,2.5273,0.46955
26.934,2.398,0.430,2.52736,0.46863
26.936,2.467,0.405,2.5274,0.4677
26.938,2.535,0.380,2.52742,0.46677
26.940,2.469,0.435,2.52743,0.46584
26.942,2.402,0.490,2.52743,0.4649
26.944,2.336,0.545,2.52741,0.46396
26.946,2.269,0.600,2.52737,0.46302
26.948,2.335,0.645,2.52731,0.46207
26.950,2.401,0.690,2.52723,0.46113
26.952,2.310,0.645,2.52713,0.46018
26.954,2.219,0.600,2.52702,0.45924
26.956,2.184,0.430,2.52688,0.45829
26.958,2.148,0.260,2.52672,0.45735
26.960,2.387,0.360,2.52653,0.45641
26.962,2.625,0.460,2.52633,0.45547
26.964,2.457,0.350,2.5261,0.45453
26.966,2.290,0.240,2.52584,0.45359
26.968,2.398,0.385,2.52556,0.45266
26.970,2.507,0.530,2.52525,0.45174
26.972,2.467,0.475,2.52492,0.45081
26.974,2.427,0.420,2.52456,0.44989
26.976,2.388,0.365,2.52416,0.44898
26.978,2.459,0.437,2.52374,0.44808
26.980,2.531,0.510,2.52329,0.44718
26.982,2.600,0.525,2.52281,0.44629
26.984,2.670,0.540,2.5223,0.4454
26.986,2.662,0.430,2.52174,0.44449
26.988,2.653,0.320,2.52112,0.44351
26.990,2.630,0.425,2.52044,0.44247
26.992,2.606,0.530,2.51971,0.44137
26.994,2.530,0.520,2.51892,0.44021
26.996,2.455,0.510,2.51808,0.43899
26.998,2.531,0.465,2.51718,0.43772
27.000,2.607,0.420,2.51624,0.43639
27.002,2.655,0.505,2.51525,0.43502
27.004,2.703,0.590,2.51421,0.43359
27.006,2.761,0.540,2.51313,0.43212
27.008,2.819,0.490,2.512,0.4306
27.010,2.794,0.460,2.51084,0.42905
27.012,2.770,0.430,2.50963,0.42745
27.014,2.745,0.475,2.50839,0.42581
27.016,2.721,0.520,2.50711,0.42414
27.018,2.709,0.530,2.5058,0.42243
27.020,2.697,0.540,2.50445,0.42069
27.022,2.632,0.525,2.50308,0.41892
27.024,2.566,0.510,2.50168,0.41712
27.026,2.707,0.570,2.50025,0.4153
27.028,2.581,0.530,2.49879,0.41345
27.030,2.454,0.490,2.49731,0.41158
27.032,2.462,0.340,2.49581,0.40969
27.034,2.451,0.315,2.49429,0.40778
27.036,2.440,0.290,2.49275,0.40586
27.038,2.493,0.450,2.49119,0.40392
27.040,2.429,0.325,2.48962,0.40197
27.042,2.366,0.200,2.48804,0.40001
27.044,2.367,0.330,2.48644,0.39805
27.046,2.528,0.330,2.48484,0.39607
27.048,2.688,0.330,2.48323,0.3941
27.050,2.571,0.450,2.48161,0.39212
27.052,2.542,0.255,2.47998,0.39014
27.054,2.512,0.060,2.47836,0.38817
27.056,2.542,0.160,2.47673,0.3862
27.058,2.453,0.255,2.47511,0.38423
27.060,2.364,0.350,2.47348,0.38228
27.062,2.499,0.350,2.47186,0.38033
27.064,2.470,0.345,2.47025,0.3784
27.066,2.440,0.340,2.46865,0.37648
27.068,2.440,0.260,2.46705,0.37458
27.070,2.373,0.295,2.46547,0.3727
27.072,2.305,0.330,2.46389,0.37084
27.074,2.434,0.420,2.46234,0.369
27.076,2.479,0.295,2.4608,0.36719
27.078,2.524,0.170,2.45928,0.36541
27.080,2.503,0.500,2.45777,0.36365
27.082,2.552,0.480,2.45629,0.36192
27.084,2.601,0.460,2.45484,0.36023
27.086,2.416,0.540,2.45341,0.35858
27.088,2.542,0.545,2.452,0.35696
27.090,2.669,0.550,2.45063,0.35538
27.092,2.602,0.540,2.44928,0.35384
27.094,2.575,0.525,2.44797,0.35234
27.096,2.548,0.510,2.44669,0.35089
27.098,2.694,0.550,2.44545,0.34949
27.100,2.586,0.460,2.44424,0.34813
27.102,2.477,0.370,2.44307,0.34683
27.104,2.541,0.470,2.44195,0.34559
27.106,2.539,0.520,2.44086,0.34439
27.108,2.538,0.570,2.43982,0.34326
27.110,2.380,0.630,2.43883,0.34218
27.112,2.441,0.575,2.43789,0.34117
27.114,2.501,0.520,2.43699,0.34022
27.116,2.479,0.475,2.43615,0.33934
27.118,2.457,0.430,2.4353,0.33847
27.120,2.687,0.330,2.43441,0.33757
27.122,2.559,0.370,2.43347,0.33664
27.124,2.431,0.410,2.43249,0.33568
27.126,2.508,0.410,2.43146,0.33469
27.128,2.585,0.410,2.43039,0.33367
27.130,2.641,0.440,2.42929,0.33262
27.132,2.697,0.470,2.42814,0.33155
27.134,2.711,0.350,2.42695,0.33046
27.136,2.724,0.230,2.42573,0.32934
27.138,2.571,0.300,2.42448,0.32821
27.140,2.418,0.370,2.4232,0.32705
27.142,2.387,0.335,2.42188,0.32588
27.144,2.356,0.300,2.42054,0.32469
27.146,2.278,0.375,2.41917,0.32348
27.148,2.200,0.450,2.41778,0.32226
27.150,2.507,0.130,2.41636,0.32103
27.152,2.596,0.155,2.41492,0.31979
27.154,2.685,0.180,2.41346,0.31853
27.156,2.619,0.310,2.41199,0.31727
27.158,2.554,0.440,2.41049,0.31601
27.160,2.490,0.425,2.40899,0.31473
27.162,2.427,0.410,2.40747,0.31345
27.164,2.339,0.345,2.40593,0.31217
27.166,2.251,0.280,2.40439,0.31089
27.168,2.393,0.315,2.40284,0.30961
27.170,2.535,0.350,2.40128,0.30833
27.172,2.621,0.310,2.39972,0.30705
27.174,2.707,0.270,2.39816,0.30577
27.176,2.512,0.325,2.39659,0.3045
27.178,2.316,0.380,2.39503,0.30324
27.180,2.290,0.430,2.39346,0.30199
27.182,2.265,0.480,2.3919,0.30074
27.184,2.239,0.530,2.39035,0.29951
27.186,2.203,0.445,2.3888,0.29828
27.188,2.167,0.360,2.38727,0.29708
27.190,2.241,0.200,2.38574,0.29588
27.192,2.315,0.040,2.38422,0.29471
27.194,2.405,0.200,2.38272,0.29355
27.196,2.494,0.360,2.38124,0.29241
27.198,2.380,0.350,2.37977,0.29129
27.200,2.267,0.340,2.37832,0.29019
27.202,2.253,0.220,2.37689,0.28911
27.204,2.240,0.100,2.37548,0.28806
27.206,2.274,0.120,2.3741,0.28704
27.208,2.308,0.140,2.37274,0.28604
27.210,2.377,0.190,2.37141,0.28507
27.212,2.445,0.240,2.37011,0.28414
27.214,2.311,0.325,2.36884,0.28323
27.216,2.177,0.410,2.36761,0.28236
27.218,2.097,-0.020,2.3664,0.28152
27.220,2.111,0.095,2.36524,0.28071
27.222,2.126,0.210,2.36411,0.27995
27.224,2.155,0.220,2.36302,0.27922
27.226,2.184,0.230,2.36197,0.27853
27.228,2.130,0.205,2.36096,0.27788
27.230,2.077,0.180,2.36,0.27728
27.232,2.071,0.130,2.35908,0.27671
27.234,2.065,0.080,2.35821,0.2762
27.236,2.112,0.210,2.35739,0.27573
27.238,2.159,0.340,2.35662,0.27531
27.240,2.111,0.260,2.35591,0.27493
27.242,2.063,0.180,2.35525,0.27461
27.244,2.053,0.025,2.35464,0.27434
27.246,2.042,-0.130,2.35409,0.27413
27.248,2.380,0.360,2.3536,0.27397
27.250,2.281,0.210,2.35318,0.27386
27.252,2.182,0.060,2.35279,0.27382
27.254,2.185,0.100,2.35241,0.27383
27.256,2.189,0.140,2.35206,0.2739
27.258,2.204,0.125,2.35171,0.27403
27.260,2.219,0.110,2.35138,0.27422
27.262,2.326,0.185,2.35106,0.27445
27.264,2.432,0.260,2.35076,0.27474
27.266,2.400,0.280,2.35047,0.27508
27.268,2.369,0.300,2.3502,0.27547
27.270,2.290,0.285,2.34993,0.27591
27.272,2.212,0.270,2.34969,0.27639
27.274,2.191,0.255,2.34945,0.27691
27.276,2.170,0.240,2.34923,0.27748
27.278,2.270,0.245,2.34902,0.27808
27.280,2.369,0.250,2.34882,0.27873
27.282,2.307,0.360,2.34864,0.27941
27.284,2.407,0.410,2.34846,0.28012
27.286,2.507,0.460,2.3483,0.28088
27.288,2.597,0.510,2.34816,0.28166
27.290,2.688,0.560,2.34802,0.28247
27.292,2.652,0.503,2.3479,0.28331
27.294,2.615,0.445,2.34778,0.28418
27.296,2.579,0.388,2.34768,0.28507
27.298,2.543,0.330,2.34759,0.28599
27.300,2.789,0.460,2.34751,0.28693
27.302,2.698,0.450,2.34744,0.28789
27.304,2.607,0.440,2.34739,0.28886
27.306,2.630,0.340,2.34734,0.28986
27.308,2.522,0.540,2.3473,0.29087
27.310,2.361,0.510,2.34728,0.29189
27.312,2.396,0.450,2.34726,0.29293
27.314,2.432,0.390,2.34726,0.29397
27.316,2.385,0.630,2.34726,0.29503
27.318,2.545,0.310,2.34727,0.29609
27.320,2.442,0.130,2.3473,0.29716
27.322,2.338,-0.050,2.34733,0.29823
27.324,2.606,0.300,2.34737,0.2993
27.326,2.226,0.140,2.34742,0.30037
27.328,2.183,0.020,2.34748,0.30145
27.330,2.139,-0.100,2.34755,0.30251
27.332,2.397,0.010,2.34763,0.30358
27.334,2.125,0.000,2.34771,0.30464
27.336,2.109,-0.080,2.3478,0.30569
27.338,2.042,-0.025,2.34791,0.30673
27.340,1.975,0.030,2.34802,0.30776
27.342,2.008,-0.060,2.34813,0.30878
27.344,1.984,-0.260,2.34826,0.30978
27.346,1.943,-0.180,2.34839,0.31077
27.348,1.903,-0.100,2.34853,0.31173
27.350,1.827,0.040,2.34868,0.31268
27.352,2.053,0.280,2.34883,0.31361
27.354,2.081,0.205,2.34899,0.31452
27.356,2.108,0.130,2.34916,0.3154
27.358,2.074,0.270,2.34933,0.31625
27.360,1.905,0.190,2.34951,0.31708
27.362,1.991,0.280,2.3497,0.31788
27.364,2.124,0.125,2.34989,0.31864
27.366,2.257,-0.030,2.35009,0.31938
27.368,2.150,-0.010,2.35029,0.32008
27.370,2.199,0.050,2.3505,0.32074
27.372,2.288,-0.010,2.35072,0.32136
27.374,2.377,-0.070,2.35094,0.32195
27.376,2.247,-0.160,2.35116,0.3225
27.378,2.318,-0.047,2.35139,0.323
27.380,2.389,0.067,2.35163,0.32346
27.382,2.460,0.180,2.35187,0.32387
27.384,2.554,0.330,2.35214,0.32429
27.386,2.726,0.050,2.35249,0.32476
27.388,2.625,0.290,2.35291,0.32529
27.390,2.600,0.425,2.3534,0.32587
27.392,2.575,0.560,2.35395,0.3265
27.394,2.394,0.440,2.35457,0.32718
27.396,2.300,0.330,2.35525,0.32791
27.398,2.471,0.425,2.35598,0.32869
27.400,2.642,0.520,2.35678,0.32951
27.402,2.504,0.450,2.35763,0.33037
27.404,2.546,0.510,2.35853,0.33127
27.406,2.666,0.570,2.35948,0.33221
27.408,2.440,0.240,2.36048,0.33319
27.410,2.368,0.110,2.36153,0.33421
27.412,2.380,0.210,2.36263,0.33526
27.414,2.391,0.310,2.36376,0.33634
27.416,2.640,0.340,2.36494,0.33745
27.418,2.350,0.400,2.36616,0.33859
27.420,2.440,0.370,2.36741,0.33976
27.422,2.530,0.340,2.3687,0.34095
27.424,2.100,0.270,2.37002,0.34217
27.426,2.095,0.285,2.37137,0.34341
27.428,2.090,0.300,2.37275,0.34467
27.430,2.170,0.370,2.37415,0.34594
27.432,2.250,0.440,2.37558,0.34724
27.434,2.110,0.230,2.37703,0.34855
27.436,2.140,0.330,2.3785,0.34987
27.438,2.170,0.430,2.37999,0.3512
27.440,2.130,0.285,2.3815,0.35254
27.442,2.090,0.140,2.38302,0.3539
27.444,2.270,0.350,2.38455,0.35525
27.446,2.310,0.335,2.38609,0.35662
27.448,2.350,0.320,2.38764,0.35798
27.450,2.430,0.210,2.38919,0.35935
27.452,2.400,0.225,2.39075,0.36072
27.454,2.370,0.240,2.39231,0.36208
27.456,2.240,0.310,2.39387,0.36344
27.458,2.110,0.380,2.39542,0.3648
27.460,2.600,0.430,2.39697,0.36614
27.462,2.380,0.310,2.39852,0.36748
27.464,2.160,0.190,2.40006,0.36881
27.466,2.730,0.780,2.40158,0.37013
27.468,2.720,0.610,2.40309,0.37143
27.470,2.710,0.440,2.40459,0.37271
27.472,2.585,0.410,2.40607,0.37398
27.474,2.460,0.380,2.40753,0.37523
27.476,2.510,0.740,2.40897,0.37645
27.478,2.590,0.680,2.41039,0.37766
27.480,2.670,0.620,2.41178,0.37884
27.482,2.640,0.630,2.41314,0.37999
27.484,2.635,0.650,2.41448,0.38112
27.486,2.630,0.670,2.41578,0.38221
27.488,2.610,0.645,2.41705,0.38328
27.490,2.590,0.620,2.41828,0.38431
27.492,2.560,0.660,2.41948,0.3853
27.494,2.540,0.615,2.42064,0.38626
27.496,2.520,0.570,2.42175,0.38718
27.498,2.440,0.800,2.42282,0.38806
27.500,2.425,0.730,2.42385,0.3889
27.502,2.410,0.660,2.42482,0.3897
27.504,2.455,0.610,2.42575,0.39045
27.506,2.500,0.560,2.42662,0.39115
27.508,2.530,0.610,2.42744,0.39181
27.510,2.545,0.530,2.42821,0.39241
27.512,2.560,0.450,2.42891,0.39297
27.514,2.590,0.590,2.42956,0.39347
27.516,2.620,0.730,2.43014,0.39391
27.518,2.565,0.615,2.43071,0.39433
27.520,2.510,0.500,2.43131,0.39477
27.522,2.525,0.495,2.43195,0.39522
27.524,2.540,0.490,2.43262,0.39568
27.526,2.540,0.480,2.43333,0.39616
27.528,2.540,0.470,2.43406,0.39665
27.530,2.540,0.460,2.43482,0.39715
27.532,2.535,0.435,2.43561,0.39766
27.534,2.530,0.410,2.43643,0.39817
27.536,2.465,0.385,2.43727,0.3987
27.538,2.400,0.360,2.43813,0.39924
27.540,2.465,0.355,2.43902,0.39978
27.542,2.530,0.350,2.43993,0.40033
27.544,2.420,0.495,2.44086,0.40089
27.546,2.310,0.640,2.4418,0.40145
27.548,2.255,0.550,2.44277,0.40202
27.550,2.200,0.460,2.44374,0.40259
27.552,2.245,0.555,2.44474,0.40317
27.554,2.290,0.650,2.44575,0.40375
27.556,2.306,0.636,2.44676,0.40433
27.558,2.321,0.621,2.44779,0.40491
27.560,2.337,0.607,2.44883,0.4055
27.562,2.353,0.593,2.44988,0.40608
27.564,2.369,0.579,2.45094,0.40667
27.566,2.384,0.564,2.452,0.40725
27.568,2.400,0.550,2.45306,0.40783
27.570,2.370,0.540,2.45413,0.40841
27.572,2.340,0.530,2.45519,0.40899
27.574,2.320,0.525,2.45626,0.40956
27.576,2.300,0.520,2.45733,0.41013
27.578,2.395,0.585,2.4584,0.41069
27.580,2.490,0.650,2.45946,0.41125
27.582,2.485,0.500,2.46051,0.4118
27.584,2.480,0.350,2.46156,0.41234
27.586,2.547,0.373,2.46261,0.41288
27.588,2.613,0.397,2.46364,0.41341
27.590,2.680,0.420,2.46467,0.41393
27.592,2.480,0.350,2.46568,0.41444
27.594,2.570,0.640,2.46668,0.41494
27.596,2.540,0.590,2.46766,0.41543
27.598,2.510,0.540,2.46864,0.4159
27.600,2.570,0.270,2.46959,0.41637
27.602,2.390,0.560,2.47053,0.41682
27.604,2.404,0.547,2.47144,0.41726
27.606,2.419,0.534,2.47234,0.41768
27.608,2.433,0.521,2.47321,0.41809
27.610,2.447,0.509,2.47406,0.41848
27.612,2.461,0.496,2.47489,0.41886
27.614,2.476,0.483,2.47569,0.41922
27.616,2.490,0.470,2.47647,0.41956
27.618,2.550,0.260,2.47721,0.41988
27.620,2.540,0.470,2.47793,0.42019
27.622,2.490,0.440,2.47861,0.42047
27.624,2.440,0.410,2.47927,0.42073
27.626,2.460,0.360,2.47989,0.42098
27.628,2.460,0.440,2.48047,0.4212
27.630,2.490,0.400,2.48102,0.4214
27.632,2.580,0.425,2.48153,0.42157
27.634,2.670,0.450,2.48201,0.42173
27.636,2.400,0.200,2.48244,0.42186
27.638,2.510,0.500,2.48283,0.42196
27.640,2.515,0.420,2.48318,0.42204
27.642,2.520,0.340,2.48348,0.42209
27.644,2.540,0.360,2.48374,0.42211
27.646,2.430,0.460,2.48395,0.42211
27.648,2.530,0.450,2.48412,0.42208
27.650,2.575,0.435,2.48425,0.42201
27.652,2.620,0.420,2.48438,0.42191
27.654,2.460,0.390,2.48448,0.42176
27.656,2.550,0.370,2.48458,0.42159
27.658,2.635,0.395,2.48466,0.42137
27.660,2.720,0.420,2.48473,0.42112
27.662,2.540,0.340,2.48479,0.42084
27.664,2.770,0.610,2.48483,0.42052
27.666,2.590,0.410,2.48486,0.42017
27.668,2.575,0.260,2.48488,0.41979
27.670,2.560,0.110,2.48489,0.41938
27.672,2.480,0.500,2.48488,0.41894
27.674,2.600,0.330,2.48486,0.41847
27.676,2.545,0.405,2.48483,0.41797
27.678,2.490,0.480,2.48479,0.41744
27.680,2.730,0.420,2.48473,0.41689
27.682,2.700,0.250,2.48466,0.41631
27.684,2.540,0.090,2.48458,0.4157
27.686,2.695,0.180,2.48448,0.41508
27.688,2.850,0.270,2.48437,0.41442
27.690,2.845,0.265,2.48425,0.41375
27.692,2.840,0.260,2.48412,0.41305
27.694,2.850,0.160,2.48398,0.41234
27.696,2.690,0.175,2.48382,0.4116
27.698,2.530,0.190,2.48365,0.41084
27.700,2.710,0.390,2.48347,0.41007
27.702,2.655,0.420,2.48327,0.40928
27.704,2.600,0.450,2.48307,0.40847
27.706,2.450,0.220,2.48285,0.40765
27.708,2.375,0.160,2.48262,0.40681
27.710,2.300,0.100,2.48238,0.40596
27.712,2.510,0.400,2.48212,0.40509
27.714,2.385,0.185,2.48185,0.40421
27.716,2.260,-0.030,2.48158,0.40332
27.718,2.230,0.210,2.48128,0.40242
27.720,2.235,0.140,2.48098,0.40151
27.722,2.240,0.070,2.48067,0.40059
27.724,2.295,0.005,2.48034,0.39966
27.726,2.350,-0.060,2.48,0.39873
27.728,2.280,0.130,2.47965,0.39779
27.730,2.360,0.070,2.47929,0.39684
27.732,2.440,0.010,2.47891,0.39589
27.734,2.330,0.340,2.47852,0.39493
27.736,2.255,0.365,2.47813,0.39397
27.738,2.180,0.390,2.47771,0.39301
27.740,2.260,0.250,2.47729,0.39204
27.742,2.190,0.220,2.47686,0.39108
27.744,2.120,0.190,2.47641,0.39011
27.746,2.390,0.360,2.47596,0.38915
27.748,2.315,0.195,2.47549,0.38819
27.750,2.240,0.030,2.47501,0.38723
27.752,2.050,0.120,2.47452,0.38628
27.754,2.235,0.270,2.47401,0.38532
27.756,2.420,0.420,2.4735,0.38438
27.758,2.230,0.490,2.47297,0.38344
27.760,2.180,0.430,2.47243,0.38251
27.762,2.130,0.370,2.47188,0.38158
27.764,2.265,0.425,2.47132,0.38066
27.766,2.400,0.480,2.47075,0.37976
27.768,2.570,0.540,2.47017,0.37886
27.770,2.465,0.405,2.46957,0.37797
27.772,2.360,0.270,2.46896,0.3771
27.774,2.550,0.450,2.46835,0.37624
27.776,2.385,0.480,2.46772,0.37539
27.778,2.220,0.510,2.46708,0.37456
27.780,2.580,0.350,2.46643,0.37374
27.782,2.645,0.435,2.46576,0.37293
27.784,2.710,0.520,2.46506,0.37212
27.786,2.670,0.530,2.4643,0.37126
27.788,2.735,0.420,2.46347,0.37037
27.790,2.800,0.310,2.46257,0.36944
27.792,2.480,0.590,2.46162,0.36847
27.794,2.510,0.520,2.46061,0.36747
27.796,2.540,0.450,2.45955,0.36643
27.798,2.810,0.580,2.45843,0.36536
27.800,2.410,0.540,2.45726,0.36426
27.802,2.515,0.560,2.45604,0.36313
27.804,2.620,0.580,2.45477,0.36196
27.806,2.450,0.440,2.45345,0.36078
27.808,2.580,0.520,2.45209,0.35956
27.810,2.450,0.460,2.45069,0.35832
27.812,2.320,0.400,2.44925,0.35705
27.814,2.580,0.460,2.44777,0.35577
27.816,2.395,0.400,2.44625,0.35446
27.818,2.210,0.340,2.4447,0.35313
27.820,2.310,0.310,2.44311,0.35178
27.822,2.320,0.320,2.44149,0.35041
27.824,2.210,0.290,2.43985,0.34903
27.826,2.100,0.260,2.43818,0.34763
27.828,2.400,0.210,2.43648,0.34622
27.830,2.260,0.450,2.43476,0.3448
27.832,2.325,0.375,2.43301,0.34336
27.834,2.390,0.300,2.43125,0.34191
27.836,2.310,0.270,2.42947,0.34046
27.838,2.390,0.400,2.42768,0.33899
27.840,2.395,0.305,2.42587,0.33752
27.842,2.400,0.210,2.42405,0.33605
27.844,2.450,0.360,2.42222,0.33457
27.846,2.435,0.245,2.42038,0.33308
27.848,2.420,0.130,2.41853,0.3316
27.850,2.640,0.130,2.41669,0.33011
27.852,2.670,0.290,2.41483,0.32863
27.854,2.595,0.260,2.41298,0.32715
27.856,2.520,0.230,2.41113,0.32567
27.858,2.640,0.530,2.40929,0.3242
27.860,2.580,0.340,2.40745,0.32273
27.862,2.250,0.210,2.40561,0.32127
27.864,2.365,0.290,2.40379,0.31982
27.866,2.480,0.370,2.40198,0.31837
27.868,2.590,0.360,2.40018,0.31694
27.870,2.575,0.375,2.39839,0.31552
27.872,2.560,0.390,2.39662,0.31411
27.874,2.620,0.377,2.39488,0.31272
27.876,2.680,0.365,2.39315,0.31135
27.878,2.565,0.475,2.39144,0.30999
27.880,2.643,0.412,2.38976,0.30865
27.882,2.720,0.350,2.38811,0.30733
27.884,2.495,0.360,2.38648,0.30603
27.886,2.478,0.365,2.38488,0.30475
27.888,2.460,0.370,2.38332,0.30349
27.890,2.490,0.325,2.38179,0.30226
27.892,2.520,0.280,2.3803,0.30106
27.894,2.510,0.430,2.37884,0.29988
27.896,2.607,0.660,2.37743,0.29873
27.898,2.200,0.470,2.37605,0.29761
27.900,2.210,0.400,2.37472,0.29653
27.902,2.220,0.330,2.37344,0.29547
27.904,2.554,0.640,2.3722,0.29445
27.906,2.440,0.240,2.37101,0.29346
27.908,2.462,0.590,2.36988,0.2925
27.910,2.180,0.410,2.3688,0.29159
27.912,2.201,0.590,2.36777,0.29071
27.914,2.271,0.410,2.3668,0.28987
27.916,2.527,0.530,2.36583,0.28904
27.918,2.313,0.485,2.36482,0.28819
27.920,2.100,0.440,2.36375,0.28732
27.922,2.193,0.310,2.36265,0.28644
27.924,2.012,0.410,2.36149,0.28553
27.926,2.147,0.315,2.3603,0.2846
27.928,2.282,0.220,2.35907,0.28366
27.930,2.175,0.270,2.35779,0.2827
27.932,2.395,0.290,2.35648,0.28173
27.934,2.615,0.310,2.35514,0.28074
27.936,2.561,0.230,2.35376,0.27974
27.938,2.398,0.250,2.35235,0.27873
27.940,2.390,0.345,2.35091,0.2777
27.942,2.381,0.440,2.34945,0.27667
27.944,2.282,0.320,2.34795,0.27562
27.946,2.562,0.450,2.34644,0.27457
27.948,2.587,0.350,2.3449,0.27351
27.950,2.611,0.250,2.34333,0.27244
27.952,2.690,0.450,2.34175,0.27136
27.954,2.341,0.400,2.34015,0.27028
27.956,2.388,0.420,2.33854,0.26919
27.958,2.435,0.440,2.33691,0.2681
27.960,2.403,0.510,2.33527,0.26701
27.962,2.450,0.485,2.33362,0.26592
27.964,2.496,0.460,2.33196,0.26482
27.966,2.489,0.425,2.33029,0.26372
27.968,2.482,0.390,2.32862,0.26263
27.970,2.248,0.490,2.32694,0.26153
27.972,2.394,0.370,2.32526,0.26044
27.974,2.540,0.250,2.32359,0.25935
27.976,2.531,0.335,2.32191,0.25827
27.978,2.523,0.420,2.32024,0.25718
27.980,2.449,0.335,2.31857,0.25611
27.982,2.375,0.250,2.31691,0.25504
27.984,2.401,0.355,2.31525,0.25398
27.986,2.428,0.460,2.31361,0.25293
27.988,2.256,0.200,2.31198,0.25188
27.990,2.383,0.220,2.31037,0.25085
27.992,2.510,0.240,2.30877,0.24983
27.994,2.484,0.285,2.30718,0.24882
27.996,2.457,0.330,2.30562,0.24782
27.998,2.375,0.260,2.30408,0.24683
28.000,2.292,0.190,2.30256,0.24586
28.002,2.376,0.255,2.30106,0.24491
28.004,2.459,0.320,2.29959,0.24397
28.006,2.377,0.265,2.29815,0.24304
28.008,2.295,0.210,2.29674,0.24214
28.010,2.421,0.170,2.29535,0.24125
28.012,2.260,0.135,2.29401,0.24038
28.014,2.099,0.100,2.29269,0.23954
28.016,2.087,0.125,2.29142,0.23871
28.018,2.075,0.150,2.29018,0.23791
28.020,2.233,0.155,2.28898,0.23713
28.022,2.391,0.160,2.28782,0.23637
28.024,2.398,0.195,2.28671,0.23564
28.026,2.404,0.230,2.28564,0.23493
28.028,2.021,0.210,2.28462,0.23425
28.030,2.049,0.185,2.28365,0.2336
28.032,2.078,0.160,2.28273,0.23297
28.034,2.183,0.270,2.28186,0.23238
28.036,2.287,0.380,2.28105,0.23181
28.038,2.262,0.345,2.28029,0.23128
28.040,2.237,0.310,2.27959,0.23077
28.042,2.114,0.260,2.27895,0.2303
28.044,1.991,0.210,2.27837,0.22986
28.046,1.965,0.150,2.27785,0.22946
28.048,1.939,0.090,2.27739,0.22909
28.050,2.092,-0.020,2.27699,0.22875
28.052,2.210,-0.005,2.27661,0.22844
28.054,2.328,0.010,2.27626,0.22815
28.056,2.308,0.055,2.27594,0.22789
28.058,2.288,0.100,2.27565,0.22765
28.060,2.027,0.130,2.27538,0.22744
28.062,2.175,0.125,2.27514,0.22724
28.064,2.324,0.120,2.27492,0.22707
28.066,2.405,0.180,2.27473,0.22692
28.068,2.398,0.130,2.27456,0.22679
28.070,2.295,0.135,2.27442,0.22668
28.072,2.192,0.140,2.27429,0.22659
28.074,2.056,0.140,2.27419,0.22651
28.076,2.055,0.050,2.27411,0.22646
28.078,2.023,-0.070,2.27406,0.22642
28.080,1.990,-0.190,2.27402,0.22639
28.082,2.262,0.115,2.274,0.22638
28.084,2.127,-0.110,2.274,0.22639
28.086,2.087,-0.075,2.27402,0.22641
28.088,2.046,-0.040,2.27405,0.22644
28.090,2.143,-0.030,2.27411,0.22648
28.092,2.188,-0.070,2.27417,0.22653
28.094,2.229,-0.100,2.27426,0.2266
28.096,2.270,-0.130,2.27436,0.22668
28.098,2.261,0.330,2.27447,0.22676
28.100,2.111,0.010,2.2746,0.22685
28.102,2.052,0.060,2.27474,0.22695
28.104,1.992,0.110,2.27489,0.22706
28.106,2.210,0.140,2.27506,0.22718
28.108,1.975,0.130,2.27523,0.2273
28.110,1.985,0.065,2.27542,0.22742
28.112,1.995,0.000,2.27562,0.22755
28.114,2.094,0.100,2.27582,0.22768
28.116,2.184,0.160,2.27604,0.22782
28.118,2.230,0.255,2.27626,0.22795
28.120,2.276,0.350,2.27649,0.22809
28.122,2.400,0.220,2.27673,0.22823
28.124,2.198,0.100,2.27697,0.22837
