# DESCRIPTION:
# Reference: Westerhold, T., Marwan, N., Drury, A. J., Liebrand, D., Agnini, C., Anagnostou, E., ... & Zachos, J. C. (2020). An astronomically dated record of Earth’s climate and its predictability over the last 66 million years. Science, 369(6509), 1383-1387, https://doi.org/10.1126/science.aba6853
#Data from: https://doi.org/10.1126/science.aba6853. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

age_tuned [Ma BP],d18O interp,d13C interp,d18O LOESS LongTerm,d13C LOESS LongTerm
10.542,2.990,0.560,2.87817,0.45746
10.544,2.960,0.530,2.87728,0.45296
10.546,3.050,0.420,2.87637,0.4484
10.548,3.070,0.580,2.87546,0.4438
10.550,3.070,0.540,2.87455,0.43916
10.552,3.090,0.490,2.87363,0.43447
10.554,3.090,0.530,2.8727,0.42975
10.556,2.880,0.520,2.87177,0.425
10.558,2.950,0.510,2.87084,0.42023
10.560,3.030,0.460,2.8699,0.41544
10.562,3.050,0.610,2.86897,0.41064
10.564,2.840,0.570,2.86803,0.40582
10.566,2.810,0.520,2.8671,0.401
10.568,2.840,0.525,2.86617,0.39618
10.570,2.830,0.500,2.86524,0.39137
10.572,2.790,0.530,2.86432,0.38657
10.574,2.780,0.510,2.86341,0.38178
10.576,2.840,0.540,2.8625,0.37701
10.578,2.880,0.260,2.86159,0.37227
10.580,2.810,0.350,2.8607,0.36756
10.582,2.850,0.280,2.85982,0.36288
10.584,2.825,0.285,2.85894,0.35824
10.586,2.860,0.270,2.85808,0.35365
10.588,2.970,0.210,2.85723,0.34911
10.590,3.010,0.370,2.8564,0.34462
10.592,3.030,0.360,2.85558,0.34019
10.594,3.080,0.400,2.85477,0.33583
10.596,3.050,0.370,2.85399,0.33153
10.598,2.970,0.350,2.85322,0.32731
10.600,2.720,0.370,2.85247,0.32317
10.602,2.820,0.380,2.85174,0.31912
10.604,2.730,0.170,2.85103,0.31515
10.606,2.640,0.110,2.85034,0.31128
10.608,2.600,0.120,2.84968,0.3075
10.610,2.490,0.120,2.84904,0.30383
10.612,2.690,0.380,2.84842,0.30027
10.614,2.705,0.410,2.84783,0.29683
10.616,2.840,0.470,2.84727,0.2935
10.618,2.800,0.460,2.84674,0.2903
10.620,2.700,0.350,2.84623,0.28722
10.622,2.620,0.350,2.84576,0.28428
10.624,2.660,0.140,2.84531,0.28148
10.626,2.590,0.040,2.8449,0.27882
10.628,2.660,0.060,2.84453,0.27631
10.630,2.675,0.125,2.84418,0.27395
10.632,2.780,0.210,2.84388,0.27175
10.634,2.920,0.360,2.8436,0.26971
10.636,2.960,0.350,2.84335,0.26774
10.638,3.250,0.470,2.84311,0.26574
10.640,2.960,0.330,2.84286,0.2637
10.642,2.980,0.450,2.84262,0.26163
10.644,2.910,0.480,2.84238,0.25953
10.646,2.880,0.440,2.84215,0.2574
10.648,2.800,0.250,2.84192,0.25525
10.650,2.710,0.280,2.8417,0.25307
10.652,2.510,0.100,2.84148,0.25087
10.654,2.800,0.460,2.84126,0.24865
10.656,2.810,0.540,2.84105,0.24641
10.658,2.820,0.390,2.84084,0.24415
10.660,2.910,0.550,2.84064,0.24188
10.662,2.900,0.500,2.84044,0.23959
10.664,2.910,0.430,2.84024,0.2373
10.666,2.930,0.480,2.84006,0.23499
10.668,2.970,0.380,2.83987,0.23267
10.670,2.950,0.360,2.83969,0.23035
10.672,3.160,0.470,2.83952,0.22802
10.674,3.060,0.410,2.83935,0.2257
10.676,2.920,0.280,2.83919,0.22337
10.678,3.060,0.395,2.83903,0.22104
10.680,3.030,0.360,2.83888,0.21871
10.682,2.950,0.370,2.83874,0.21639
10.684,3.000,0.370,2.8386,0.21407
10.686,2.940,0.340,2.83847,0.21176
10.688,2.800,0.280,2.83834,0.20946
10.690,2.900,0.300,2.83822,0.20718
10.692,2.805,0.340,2.8381,0.2049
10.694,2.630,0.210,2.83799,0.20264
10.696,2.550,0.250,2.83789,0.2004
10.698,2.560,0.190,2.8378,0.19818
10.700,2.500,0.070,2.83771,0.19598
10.702,2.530,0.080,2.83763,0.1938
10.704,2.560,0.090,2.83756,0.19164
10.706,2.650,0.110,2.83749,0.18951
10.708,2.740,0.130,2.83743,0.18741
10.710,2.830,0.150,2.83738,0.18534
10.712,2.920,0.170,2.83733,0.18329
10.714,2.930,0.120,2.83729,0.18128
10.716,2.940,0.155,2.83727,0.17931
10.718,2.950,0.190,2.83724,0.17737
10.720,2.930,0.190,2.83723,0.17547
10.722,2.975,0.195,2.83722,0.17361
10.724,3.020,0.200,2.83723,0.1718
10.726,2.920,0.110,2.83724,0.17002
10.728,2.945,0.130,2.83726,0.1683
10.730,2.970,0.150,2.83728,0.16662
10.732,2.640,-0.080,2.83732,0.16499
10.734,2.710,0.005,2.83736,0.16341
10.736,2.780,0.090,2.83742,0.16188
10.738,2.620,-0.150,2.83748,0.1604
10.740,2.585,-0.345,2.83755,0.15899
10.742,2.550,-0.540,2.83763,0.15763
10.744,2.550,-1.150,2.83772,0.15633
10.746,2.665,-1.150,2.83782,0.15509
10.748,2.780,-1.150,2.83793,0.15392
10.750,2.760,-0.070,2.83804,0.15281
10.752,2.780,-0.005,2.83817,0.15177
10.754,2.800,0.060,2.83831,0.1508
10.756,2.830,-0.290,2.83846,0.14989
10.758,2.745,-0.190,2.83861,0.14906
10.760,2.660,-0.090,2.83878,0.14831
10.762,2.750,0.020,2.83896,0.14763
10.764,2.650,-0.020,2.83915,0.14703
10.766,2.550,-0.060,2.83934,0.1465
10.768,2.680,-0.310,2.83955,0.14606
10.770,2.645,-0.100,2.83979,0.14572
10.772,2.610,0.110,2.84006,0.14549
10.774,2.420,-0.470,2.84036,0.14536
10.776,2.525,-0.335,2.8407,0.14534
10.778,2.630,-0.200,2.84108,0.14543
10.780,2.440,-0.650,2.84148,0.14561
10.782,2.490,-0.750,2.84192,0.14589
10.784,2.540,-0.850,2.84239,0.14626
10.786,2.310,-0.750,2.84289,0.14673
10.788,2.470,-0.700,2.84342,0.14728
10.790,2.630,-0.650,2.84398,0.14792
10.792,2.780,-0.170,2.84456,0.14864
10.794,2.875,-0.070,2.84517,0.14944
10.796,2.970,0.030,2.84581,0.15032
10.798,3.040,0.120,2.84646,0.15127
10.800,3.110,-0.040,2.84715,0.1523
10.802,3.130,0.005,2.84785,0.15339
10.804,3.150,0.050,2.84857,0.15455
10.806,3.250,0.210,2.84932,0.15577
10.808,3.140,0.260,2.85008,0.15705
10.810,3.093,0.207,2.85086,0.15839
10.812,3.047,0.153,2.85165,0.15979
10.814,3.000,0.100,2.85247,0.16123
10.816,2.960,0.160,2.85329,0.16273
10.818,2.990,0.110,2.85414,0.16427
10.820,3.010,0.260,2.85499,0.16585
10.822,3.020,0.420,2.85586,0.16748
10.824,2.920,0.410,2.85673,0.16914
10.826,2.960,0.120,2.85762,0.17084
10.828,2.830,0.420,2.85851,0.17257
10.830,2.950,0.370,2.85942,0.17433
10.832,2.970,0.310,2.86032,0.17611
10.834,2.950,0.290,2.86124,0.17792
10.836,2.990,0.410,2.86216,0.17975
10.838,3.010,0.300,2.86308,0.1816
10.840,2.960,0.190,2.86401,0.18346
10.842,2.950,0.290,2.86494,0.18534
10.844,3.000,0.230,2.86586,0.18723
10.846,3.030,0.290,2.86679,0.18912
10.848,3.030,0.080,2.86772,0.19101
10.850,2.900,0.170,2.86864,0.19291
10.852,3.060,0.280,2.86956,0.19481
10.854,3.050,0.360,2.87048,0.1967
10.856,3.070,0.450,2.87139,0.19858
10.858,3.040,0.280,2.8723,0.20045
10.860,2.890,0.320,2.8732,0.20231
10.862,2.890,0.225,2.87408,0.20416
10.864,2.890,0.130,2.87496,0.20598
10.866,2.780,0.230,2.87583,0.20779
10.868,2.810,0.350,2.87669,0.20957
10.870,2.840,0.470,2.87754,0.21132
10.872,2.900,0.570,2.87837,0.21305
10.874,2.870,0.440,2.87919,0.21474
10.876,2.730,0.550,2.87999,0.21639
10.878,2.800,0.410,2.88078,0.21801
10.880,2.960,0.460,2.88154,0.21959
10.882,2.930,0.510,2.88229,0.22112
10.884,2.820,0.430,2.88302,0.22261
10.886,3.030,0.550,2.88373,0.22404
10.888,2.950,0.370,2.88442,0.22543
10.890,2.940,0.500,2.88509,0.22676
10.892,2.910,0.380,2.88573,0.22803
10.894,2.980,0.320,2.88635,0.22924
10.896,3.010,0.450,2.88694,0.23038
10.898,2.870,0.230,2.88751,0.23146
10.900,3.070,0.420,2.88805,0.23247
10.902,3.050,0.350,2.88859,0.23351
10.904,2.950,0.310,2.88916,0.23466
10.906,2.980,0.360,2.88976,0.23593
10.908,2.980,0.330,2.89039,0.23731
10.910,2.870,0.360,2.89105,0.2388
10.912,3.090,0.340,2.89174,0.24039
10.914,3.050,0.420,2.89246,0.24208
10.916,3.060,0.440,2.8932,0.24386
10.918,3.040,0.360,2.89396,0.24575
10.920,3.050,0.390,2.89475,0.24772
10.922,3.060,0.430,2.89556,0.24977
10.924,3.010,0.360,2.89639,0.25191
10.926,2.950,0.380,2.89724,0.25413
10.928,2.940,0.460,2.89811,0.25643
10.930,2.740,0.350,2.899,0.2588
10.932,2.790,0.400,2.89991,0.26124
10.934,2.750,0.330,2.90083,0.26374
10.936,2.720,0.200,2.90177,0.26631
10.938,2.800,0.150,2.90272,0.26893
10.940,2.700,0.140,2.90368,0.27161
10.942,2.690,0.040,2.90466,0.27434
10.944,2.710,0.070,2.90565,0.27712
10.946,2.730,0.100,2.90665,0.27995
10.948,2.720,0.120,2.90766,0.28281
10.950,2.880,0.230,2.90867,0.28571
10.952,2.840,0.260,2.9097,0.28865
10.954,2.800,0.290,2.91072,0.29162
10.956,2.890,0.540,2.91176,0.29462
10.958,2.910,0.540,2.9128,0.29764
10.960,2.935,0.500,2.91384,0.30067
10.962,2.960,0.460,2.91488,0.30373
10.964,2.940,0.450,2.91593,0.3068
10.966,3.000,0.490,2.91697,0.30988
10.968,2.975,0.465,2.91801,0.31297
10.970,2.950,0.440,2.91906,0.31606
10.972,2.930,0.430,2.92009,0.31914
10.974,2.915,0.345,2.92113,0.32223
10.976,2.900,0.260,2.92216,0.32531
10.978,2.910,0.210,2.92318,0.32837
10.980,2.850,-0.040,2.9242,0.33142
10.982,2.880,-0.010,2.9252,0.33446
10.984,2.910,0.020,2.9262,0.33747
10.986,2.890,0.180,2.92719,0.34046
10.988,2.870,0.070,2.92817,0.34341
10.990,2.905,0.145,2.92913,0.34634
10.992,2.940,0.220,2.93008,0.34923
10.994,2.890,0.420,2.93102,0.35208
10.996,2.990,0.520,2.93194,0.35489
10.998,2.970,0.500,2.93285,0.35766
11.000,2.950,0.480,2.93374,0.36037
11.002,2.970,0.600,2.93461,0.36303
11.004,2.890,0.580,2.93546,0.36564
11.006,2.845,0.590,2.93629,0.36819
11.008,2.800,0.600,2.9371,0.37067
11.010,2.810,0.560,2.93788,0.37308
11.012,2.730,0.480,2.93865,0.37543
11.014,2.680,0.430,2.93939,0.3777
11.016,2.630,0.380,2.9401,0.3799
11.018,2.710,0.380,2.94079,0.38201
11.020,2.580,0.300,2.94145,0.38404
11.022,2.590,0.350,2.94208,0.38598
11.024,2.600,0.400,2.94268,0.38783
11.026,2.740,0.440,2.94325,0.38959
11.028,2.870,0.370,2.94379,0.39125
11.030,2.900,0.500,2.9443,0.3928
11.032,2.870,0.480,2.94477,0.39425
11.034,3.040,0.460,2.94521,0.3956
11.036,3.030,0.510,2.94562,0.39686
11.038,3.060,0.540,2.94603,0.39807
11.040,3.020,0.540,2.94643,0.39924
11.042,3.090,0.590,2.94682,0.40035
11.044,3.100,0.410,2.9472,0.40143
11.046,3.100,0.470,2.94757,0.40246
11.048,3.140,0.440,2.94794,0.40344
11.050,3.070,0.390,2.94829,0.40439
11.052,3.100,0.370,2.94864,0.4053
11.054,3.060,0.420,2.94898,0.40617
11.056,3.000,0.400,2.94931,0.407
11.058,2.960,0.450,2.94963,0.40779
11.060,3.160,0.510,2.94995,0.40856
11.062,2.980,0.490,2.95025,0.40929
11.064,3.045,0.550,2.95055,0.40999
11.066,3.110,0.610,2.95085,0.41066
11.068,3.000,0.540,2.95113,0.4113
11.070,3.150,0.530,2.95141,0.41191
11.072,3.080,0.500,2.95168,0.4125
11.074,3.060,0.530,2.95195,0.41307
11.076,2.850,0.490,2.9522,0.41361
11.078,2.870,0.490,2.95245,0.41413
11.080,2.900,0.730,2.9527,0.41463
11.082,3.000,0.540,2.95294,0.41511
11.084,2.920,0.630,2.95317,0.41558
11.086,2.950,0.440,2.95339,0.41603
11.088,2.940,0.520,2.95361,0.41646
11.090,2.990,0.620,2.95382,0.41689
11.092,2.990,0.520,2.95403,0.4173
11.094,3.030,0.590,2.95423,0.4177
11.096,3.140,0.600,2.95443,0.41809
11.098,3.100,0.310,2.95462,0.41848
11.100,3.090,0.490,2.9548,0.41886
11.102,3.040,0.480,2.95498,0.41924
11.104,3.110,0.500,2.95516,0.41961
11.106,3.210,0.490,2.95533,0.41998
11.108,3.250,0.470,2.95549,0.42035
11.110,3.195,0.565,2.95565,0.42072
11.112,3.140,0.660,2.9558,0.4211
11.114,3.140,0.560,2.95595,0.42148
11.116,3.120,0.360,2.9561,0.42186
11.118,3.000,0.520,2.95624,0.42225
11.120,2.900,0.240,2.95638,0.42265
11.122,3.020,0.540,2.95651,0.42306
11.124,2.930,0.550,2.95664,0.42348
11.126,2.970,0.590,2.95677,0.42391
11.128,2.940,0.530,2.95689,0.42436
11.130,2.870,0.480,2.95701,0.42482
11.132,2.950,0.480,2.95712,0.4253
11.134,2.780,0.420,2.95723,0.4258
11.136,2.820,0.490,2.95734,0.42631
11.138,2.890,0.410,2.95745,0.42685
11.140,2.880,0.400,2.95755,0.42741
11.142,2.900,0.290,2.95765,0.42799
11.144,2.760,0.240,2.95774,0.4286
11.146,2.900,0.370,2.95784,0.42924
11.148,3.010,0.340,2.95793,0.4299
11.150,3.120,0.590,2.95802,0.43059
11.152,2.890,0.370,2.9581,0.43131
11.154,3.070,0.410,2.95819,0.43207
11.156,3.040,0.410,2.95827,0.43286
11.158,3.040,0.445,2.95835,0.43368
11.160,3.040,0.480,2.95843,0.43454
11.162,2.920,0.350,2.95851,0.43544
11.164,2.840,0.390,2.95858,0.43638
11.166,2.900,0.270,2.95866,0.43735
11.168,2.810,0.320,2.95872,0.43833
11.170,2.510,0.220,2.95877,0.43927
11.172,2.680,0.230,2.95881,0.44017
11.174,2.740,0.300,2.95883,0.44104
11.176,2.830,0.450,2.95884,0.44187
11.178,2.800,0.540,2.95884,0.44267
11.180,2.910,0.630,2.95882,0.44343
11.182,2.880,0.500,2.95879,0.44417
11.184,2.830,0.400,2.95875,0.44487
11.186,2.830,0.240,2.95869,0.44555
11.188,2.700,0.280,2.95863,0.44619
11.190,2.880,0.330,2.95855,0.44682
11.192,2.810,0.120,2.95847,0.44741
11.194,2.900,0.520,2.95837,0.44799
11.196,3.130,0.390,2.95826,0.44854
11.198,3.200,0.360,2.95814,0.44907
11.200,3.210,0.480,2.95802,0.44958
11.202,3.180,0.520,2.95788,0.45008
11.204,3.150,0.560,2.95774,0.45055
11.206,3.210,0.600,2.95759,0.45101
11.208,3.080,0.530,2.95743,0.45146
11.210,2.990,0.590,2.95726,0.45189
11.212,3.010,0.450,2.95709,0.45231
11.214,2.880,0.610,2.95691,0.45272
11.216,3.070,0.630,2.95672,0.45312
11.218,2.960,0.590,2.95652,0.45352
11.220,2.970,0.550,2.95633,0.4539
11.222,3.020,0.670,2.95612,0.45428
11.224,3.050,0.660,2.95591,0.45466
11.226,2.930,0.530,2.9557,0.45503
11.228,3.070,0.630,2.95548,0.4554
11.230,3.100,0.370,2.95526,0.45577
11.232,3.030,0.480,2.95503,0.45615
11.234,3.010,0.340,2.9548,0.45652
11.236,3.100,0.430,2.95457,0.4569
11.238,3.080,0.490,2.95434,0.45728
11.240,3.150,0.520,2.9541,0.45766
11.242,3.100,0.500,2.95386,0.45806
11.244,3.090,0.580,2.95362,0.45846
11.246,3.030,0.330,2.95338,0.45888
11.248,2.980,0.640,2.95314,0.4593
11.250,2.870,0.465,2.9529,0.45974
11.252,2.760,0.290,2.95266,0.46019
11.254,2.970,0.420,2.95242,0.46065
11.256,3.010,0.340,2.95218,0.46113
11.258,3.060,0.390,2.95194,0.46163
11.260,2.790,0.210,2.9517,0.46215
11.262,2.670,0.110,2.95147,0.46268
11.264,2.750,0.050,2.95123,0.46324
11.266,2.630,0.130,2.951,0.46382
11.268,2.840,0.250,2.95078,0.46442
11.270,3.000,0.510,2.95055,0.46505
11.272,3.020,0.450,2.95033,0.46571
11.274,3.100,0.580,2.95011,0.46639
11.276,3.000,0.450,2.9499,0.4671
11.278,2.930,0.420,2.94969,0.46785
11.280,2.860,0.180,2.94949,0.46862
11.282,2.900,0.250,2.9493,0.46943
11.284,3.040,0.200,2.9491,0.47027
11.286,2.830,0.140,2.94892,0.47114
11.288,2.650,0.020,2.94874,0.47205
11.290,2.670,0.160,2.94857,0.473
11.292,2.920,0.290,2.94841,0.47399
11.294,2.938,0.222,2.94825,0.47502
11.296,2.955,0.155,2.9481,0.47609
11.298,2.918,0.207,2.94796,0.47721
11.300,2.880,0.260,2.94783,0.47836
11.302,3.000,0.510,2.94769,0.47957
11.304,2.880,0.510,2.94754,0.48084
11.306,2.860,0.320,2.94736,0.48217
11.308,2.790,0.210,2.94717,0.48354
11.310,2.590,0.200,2.94696,0.48498
11.312,2.670,0.340,2.94673,0.48646
11.314,2.900,0.480,2.94649,0.48799
11.316,2.880,0.600,2.94623,0.48957
11.318,2.920,0.660,2.94596,0.49119
11.320,3.110,0.500,2.94567,0.49286
11.322,3.110,0.580,2.94537,0.49457
11.324,3.290,0.550,2.94506,0.49632
11.326,3.170,0.525,2.94473,0.4981
11.328,3.050,0.500,2.94439,0.49993
11.330,3.060,0.510,2.94404,0.50178
11.332,3.150,0.650,2.94368,0.50367
11.334,3.200,0.690,2.94331,0.50559
11.336,3.070,0.650,2.94293,0.50754
11.338,2.990,0.620,2.94253,0.50952
11.340,3.040,0.550,2.94213,0.51152
11.342,2.970,0.640,2.94173,0.51354
11.344,2.980,0.620,2.94131,0.51559
11.346,3.040,0.600,2.94089,0.51765
11.348,2.930,0.460,2.94046,0.51974
11.350,2.980,0.495,2.94002,0.52184
11.352,3.030,0.530,2.93958,0.52395
11.354,2.980,0.560,2.93913,0.52607
11.356,3.000,0.480,2.93868,0.52821
11.358,2.960,0.480,2.93823,0.53035
11.360,2.990,0.260,2.93777,0.5325
11.362,2.870,0.230,2.93731,0.53466
11.364,2.980,0.430,2.93685,0.53682
11.366,2.910,0.400,2.93639,0.53898
11.368,3.010,0.470,2.93592,0.54114
11.370,3.070,0.560,2.93546,0.54329
11.372,3.005,0.480,2.935,0.54545
11.374,2.940,0.400,2.93453,0.54759
11.376,2.910,0.350,2.93407,0.54973
11.378,3.020,0.440,2.93361,0.55186
11.380,2.670,0.160,2.93315,0.55398
11.382,2.470,0.120,2.9327,0.55608
11.384,2.780,0.270,2.93225,0.55817
11.386,2.920,0.600,2.9318,0.56024
11.388,2.810,0.400,2.93136,0.56229
11.390,2.910,0.540,2.93093,0.56432
11.392,3.030,0.570,2.9305,0.56633
11.394,2.760,0.460,2.93007,0.56831
11.396,2.830,0.485,2.92966,0.57027
11.398,2.900,0.510,2.92925,0.5722
11.400,2.780,0.170,2.92885,0.5741
11.402,2.850,0.300,2.92846,0.57596
11.404,2.840,0.210,2.92807,0.5778
11.406,3.000,0.560,2.9277,0.5796
11.408,3.070,0.600,2.92734,0.58136
11.410,3.200,0.490,2.92699,0.58308
11.412,3.090,0.640,2.92665,0.58476
11.414,3.090,0.615,2.92632,0.58639
11.416,3.090,0.590,2.92601,0.58799
11.418,3.020,0.700,2.92571,0.58953
11.420,2.930,0.600,2.92542,0.59103
11.422,2.940,0.565,2.92514,0.59248
11.424,2.950,0.530,2.92489,0.59387
11.426,2.840,0.510,2.92464,0.59521
11.428,2.835,0.590,2.92442,0.5965
11.430,2.830,0.670,2.92421,0.59773
11.432,2.830,0.730,2.92402,0.5989
11.434,2.750,0.540,2.92383,0.60006
11.436,2.695,0.510,2.92364,0.60126
11.438,2.640,0.480,2.92344,0.60251
11.440,2.800,0.680,2.92324,0.60379
11.442,2.765,0.675,2.92304,0.60512
11.444,2.730,0.670,2.92283,0.60648
11.446,2.930,0.690,2.92262,0.60788
11.448,2.880,0.670,2.9224,0.60931
11.450,2.845,0.645,2.92218,0.61078
11.452,2.810,0.620,2.92196,0.61227
11.454,2.730,0.530,2.92173,0.6138
11.456,2.920,0.490,2.92151,0.61535
11.458,2.890,0.545,2.92128,0.61693
11.460,2.860,0.600,2.92104,0.61854
11.462,3.190,0.840,2.92081,0.62017
11.464,3.090,0.775,2.92057,0.62182
11.466,2.990,0.710,2.92033,0.62349
11.468,2.850,0.690,2.92009,0.62518
11.470,2.800,0.780,2.91985,0.62688
11.472,2.905,0.785,2.91961,0.62861
11.474,3.010,0.790,2.91937,0.63034
11.476,3.080,0.770,2.91913,0.63209
11.478,2.965,0.665,2.91888,0.63385
11.480,2.850,0.560,2.91864,0.63562
11.482,2.940,0.410,2.9184,0.6374
11.484,2.800,0.640,2.91816,0.63918
11.486,2.850,0.665,2.91791,0.64097
11.488,2.900,0.690,2.91767,0.64276
11.490,2.850,0.750,2.91743,0.64455
11.492,2.950,0.770,2.91719,0.64634
11.494,3.030,0.790,2.91696,0.64814
11.496,3.110,0.810,2.91672,0.64992
11.498,3.050,0.870,2.91649,0.65171
11.500,2.970,0.750,2.91626,0.65348
11.502,2.890,0.630,2.91603,0.65525
11.504,2.830,0.620,2.9158,0.65701
11.506,2.990,0.720,2.91558,0.65876
11.508,2.965,0.745,2.91536,0.6605
11.510,2.940,0.770,2.91515,0.66223
11.512,2.920,0.860,2.91493,0.66393
11.514,2.970,0.900,2.91472,0.66562
11.516,3.020,0.940,2.91452,0.6673
11.518,3.020,0.970,2.91432,0.66895
11.520,2.700,0.750,2.91412,0.67058
11.522,2.835,0.800,2.91393,0.67219
11.524,2.970,0.850,2.91374,0.67377
11.526,2.910,0.840,2.91356,0.67533
11.528,3.030,0.810,2.91339,0.67685
11.530,3.040,0.800,2.91322,0.67835
11.532,3.050,0.790,2.91305,0.67982
11.534,3.040,0.850,2.91289,0.68126
11.536,3.010,0.820,2.91274,0.68266
11.538,2.980,0.790,2.91259,0.68402
11.540,3.000,0.790,2.91245,0.68535
11.542,2.840,0.600,2.91232,0.68664
11.544,2.835,0.655,2.9122,0.68789
11.546,2.830,0.710,2.91208,0.6891
11.548,2.950,0.840,2.91197,0.69026
11.550,2.930,0.805,2.91187,0.69138
11.552,2.910,0.770,2.91177,0.69246
11.554,2.940,0.930,2.91168,0.69348
11.556,2.880,0.610,2.91161,0.69446
11.558,2.800,0.715,2.91154,0.69538
11.560,2.720,0.820,2.91148,0.69625
11.562,2.650,0.700,2.91143,0.69707
11.564,2.790,0.760,2.91139,0.69783
11.566,2.855,0.800,2.91135,0.69853
11.568,2.920,0.840,2.91134,0.69921
11.570,2.970,1.020,2.91134,0.69987
11.572,3.060,0.975,2.91137,0.70054
11.574,3.150,0.930,2.91142,0.70119
11.576,3.110,0.790,2.91149,0.70184
11.578,3.130,0.670,2.91158,0.70249
11.580,3.065,0.735,2.91169,0.70312
11.582,3.000,0.800,2.91181,0.70375
11.584,2.750,0.750,2.91196,0.70438
11.586,2.675,0.750,2.91212,0.70499
11.588,2.600,0.750,2.91229,0.7056
11.590,2.860,0.930,2.91248,0.7062
11.592,2.970,1.090,2.91269,0.70679
11.594,2.940,1.015,2.91291,0.70737
11.596,2.910,0.940,2.91315,0.70794
11.598,2.740,0.790,2.91339,0.7085
11.600,2.815,0.905,2.91365,0.70905
11.602,2.890,1.020,2.91392,0.70959
11.604,2.880,1.030,2.9142,0.71012
11.606,2.865,0.995,2.91449,0.71064
11.608,2.850,0.960,2.91479,0.71115
11.610,2.920,1.000,2.9151,0.71165
11.612,2.730,0.820,2.91542,0.71213
11.614,2.890,0.835,2.91574,0.7126
11.616,3.050,0.850,2.91607,0.71306
11.618,3.130,0.860,2.91641,0.71351
11.620,3.115,0.805,2.91675,0.71394
11.622,3.100,0.750,2.9171,0.71436
11.624,3.060,0.840,2.91745,0.71476
11.626,2.730,0.590,2.9178,0.71515
11.628,2.775,0.680,2.91815,0.71553
11.630,2.820,0.770,2.91851,0.71589
11.632,2.730,0.600,2.91887,0.71624
11.634,2.785,0.695,2.91923,0.71656
11.636,2.840,0.790,2.91959,0.71688
11.638,2.720,0.680,2.91994,0.71717
11.640,2.850,0.700,2.9203,0.71745
11.642,2.855,0.645,2.92065,0.71772
11.644,2.860,0.590,2.921,0.71796
11.646,2.600,0.510,2.92135,0.71819
11.648,2.640,0.565,2.92169,0.7184
11.650,2.680,0.620,2.92203,0.71859
11.652,2.840,0.590,2.92236,0.71876
11.654,3.080,0.600,2.92269,0.71892
11.656,3.100,0.505,2.92301,0.71905
11.658,3.120,0.410,2.92332,0.71916
11.660,3.010,0.810,2.92362,0.71926
11.662,2.980,0.660,2.92391,0.71933
11.664,3.080,0.560,2.9242,0.71938
11.666,2.990,0.585,2.92447,0.71941
11.668,2.900,0.610,2.92473,0.71942
11.670,2.900,0.470,2.92498,0.71941
11.672,2.950,0.590,2.92522,0.71938
11.674,2.880,0.550,2.92544,0.71932
11.676,2.955,0.585,2.92565,0.71924
11.678,3.030,0.620,2.92584,0.71914
11.680,3.060,0.620,2.92602,0.71901
11.682,3.180,0.720,2.92619,0.71886
11.684,3.000,0.710,2.92634,0.71869
11.686,3.035,0.635,2.92647,0.71849
11.688,3.070,0.560,2.92658,0.71826
11.690,3.150,0.360,2.92667,0.71802
11.692,3.210,0.630,2.92674,0.71774
11.694,2.960,0.560,2.9268,0.71744
11.696,3.035,0.725,2.92683,0.71711
11.698,3.110,0.890,2.92684,0.71676
11.700,3.140,0.680,2.92685,0.71636
11.702,2.940,0.595,2.92687,0.71587
11.704,2.740,0.510,2.92689,0.71532
11.706,2.830,0.590,2.92693,0.71468
11.708,2.920,0.670,2.92698,0.71398
11.710,2.840,0.750,2.92704,0.71321
11.712,2.825,0.785,2.9271,0.71237
11.714,2.810,0.820,2.92717,0.71147
11.716,2.840,0.785,2.92726,0.7105
11.718,2.870,0.750,2.92735,0.70948
11.720,2.590,0.680,2.92744,0.70839
11.722,2.960,0.530,2.92755,0.70725
11.724,2.890,0.440,2.92765,0.70605
11.726,2.855,0.515,2.92777,0.7048
11.728,2.770,0.490,2.92789,0.7035
11.730,2.830,0.500,2.92801,0.70215
11.732,2.863,0.527,2.92814,0.70075
11.734,2.897,0.553,2.92828,0.69931
11.736,2.930,0.580,2.92841,0.69782
11.738,3.130,0.600,2.92855,0.6963
11.740,3.010,0.430,2.9287,0.69473
11.742,3.100,0.530,2.92884,0.69313
11.744,3.100,0.610,2.92899,0.6915
11.746,2.990,0.660,2.92914,0.68983
11.748,3.100,0.500,2.92929,0.68813
11.750,2.910,0.460,2.92944,0.6864
11.752,2.970,0.530,2.92959,0.68465
11.754,2.920,0.575,2.92973,0.68287
11.756,2.910,0.550,2.92988,0.68107
11.758,2.910,0.520,2.93003,0.67925
11.760,2.920,0.750,2.93017,0.67741
11.762,2.870,0.680,2.93032,0.67555
11.764,2.913,0.657,2.93046,0.67368
11.766,2.957,0.633,2.9306,0.6718
11.768,3.000,0.610,2.93073,0.66991
11.770,2.940,0.650,2.93086,0.66801
11.772,2.950,0.630,2.93099,0.6661
11.774,2.960,0.680,2.93111,0.66419
11.776,3.020,0.640,2.93122,0.66228
11.778,2.870,0.600,2.93133,0.66036
11.780,2.950,0.490,2.93144,0.65845
11.782,2.865,0.700,2.93153,0.65654
11.784,2.880,0.510,2.93162,0.65464
11.786,2.860,0.650,2.93171,0.65275
